#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
CANNOT_AFFORD_THE_PIETY;§RWe do not have enough $PIETYNAME$!§!\n;§RNous n'avons pas assez de $PIETYNAME$!§!\n;§RWir haben nicht genügend $PIETYNAME$!§!\n;;§R No tenemos suficiente $PIETYNAME$!§!\n;;;;;;;;;x
CANNOT_BUY_RET_TEMP_TITLE;\nYou cannot create this retinue, you hold a temporary title.;\nVous ne pouvez pas créer cette suite car vous détenez un titre temporaire.;\nIhr könnt dieses Gefolge nicht erstellen, da Ihr einen vorübergehenden Titel tragt.;; No puedes crear esta comitiva, tienes un título temporal.;;;;;;;;;x
CANNOT_PLAY_INDIAN_WITHOUT_DLC;You cannot play an Indian religion without the Rajas of India DLC;Vous ne pouvez pas jouer une religion indienne sans l'extension Rajas of India.;Ihr könnt ohne den DLC "Rajas of India" keine indische Religion spielen.;;No puedes jugar a una religión india sin los Rajás de India DLC;;;;;;;;;x
CANNOT_PLAY_JUDAISM_WITHOUT_DLC;You cannot play a Jewish character without the Sons of Abraham DLC;Vous ne pouvez pas jouer un personnage juif sans l'extension Sons of Abraham.;Ihr könnt ohne den DLC "Sons of Abraham" keinen jüdischen Charakter spielen.;;No puedes jugar un personaje judío sin los Hijos de Abraham DLC;;;;;;;;;x
DESIGNATE_HEIR_ALLOWED_GENDER;Heir Designation must obey the Succession Gender Law;La désignation de l'héritier doit se conformer à la loi de succession basée sur le sexe;Die Einsetzung eines Erben muss die Geschlechtsbestimmungen des Erbfolgeprinzips beachten;;El nombramiento del heredero debe obedecer la ley de sucesión de género;;;;;;;;x
DESIGNATE_HEIR_ALLOWED_SUCCESSION;Succession Law must be either Gavelkind, Primogeniture, Ultimogeniture or Open;La loi de succession doit être, au choix, le partage salique, la primogéniture, l'ultimogéniture, ou ouverte.;Als Erbfolgeprinzip muss entweder Erbteilung, Primogenitur, Ultimogenitur oder Offen ausgewählt sein.;;La ley de sucesión debe ser Gavelkind, Primogenitura, Ultimogenitura o Abierta;;;;;;;;x
HIRE_ORDER_DESC;Hire §Y$TITLE$§! for §Y$COST$§! $PIETYNAME$. (They will arrive in or nearby §Y$CAPITAL$§!.);Engager §Y$TITLE$§! pour §Y$COST$§! en $PIETYNAME$. (L'arrivée se fera à §Y$CAPITAL$§! ou à proximité).;§Y$TITLE$§! für §Y$COST$§! $PIETYNAME$ anwerben. (Sie treffen in oder nahe §Y$CAPITAL$§! ein.);;Alquilar §Y$TITLE$§! por §Y$COST$§! $PIETYNAME$. (Llegarán a §Y$CAPITAL$§! o cerca.);;;;;;;;;x
IS_FORMER_LOVER_OF;Is a Former Lover of §Y$WHO$§!;Est une ancienne liaison de §Y$WHO$§!;Ist ein früherer Liebhaber von §Y$WHO$§!;;Es un ex amante de §Y$WHO$§!;;;;;;;;;x
IS_NOT_FORMER_LOVER_OF;Is NOT a Former Lover of §Y$WHO$§!;N'est pas une ancienne liaison de §Y$WHO$§!;Ist KEIN früherer Liebhaber von §Y$WHO$§!;; no es un ex amante ex de §Y$WHO$§!;;;;;;;;;x
MODIFIER_CHURCH_OPINION;Temple Vassal Opinion;Opinion de la part des vassaux religieux;Meinung der Kirchenvasallen;;Opinión de vasallo del Templo;;;;;;;;;x
MODIFIER_LIEGE_OPINION;Liege Opinion;Opinion de la part du seigneur lige;Meinung über Lehnsherren;;Opinión de señor feudal;;;;;;;;;x
MODIFIER_SEX_APPEAL_OPINION;Sex Appeal;Charme;Attraktivität;;Atractivo sexual;;;;;;;;;x
MODIFIER_VASSAL_OPINION;Vassal Opinion;Opinion de la part des vassaux;Meinung der Vasallen;;Opinión de vasallo;;;;;;;;;x
