EVTDESC_TOG_7001_health;You asked your Ancestors for health and longevity. Now it is time to present your offering - what will you give them in return?;Vous avez demandé à vos Ancêtres la santé et la longévité. À présent, il est temps de présenter votre offrande. Que voulez-vous donner en retour ?;Ihr habt Eure Ahnen um Gesundheit und ein langes Leben gebeten. Nun müsst Ihr entscheiden, was Ihr ihnen als Opfer anbietet. Welches Opfer bringt Ihr ihnen dar?;;Has pedido a tus Antepasados salud y longevidad. Ahora es el momento de hacer tu ofrenda. ¿Qué les darás a cambio?;;;;;;;;;x
EVTDESC_TOG_7001_prosperity;You asked your Ancestors for prosperity and wealth for your realm. Now it is time to present your offering - what will you give them in return?;Vous avez demandé à vos Ancêtres la prospérité et la richesse pour vos terres. À présent, il est temps de présenter votre offrande. Que voulez-vous donner en retour ?;Ihr habt Eure Ahnen um Wachstum und Wohlstand gebeten. Nun müsst Ihr entscheiden, was Ihr ihnen als Opfer anbietet. Welches Opfer bringt Ihr ihnen dar?;;Has pedido a tus Antepasados prosperidad y riqueza para tu reino. Ahora es el momento de hacer tu ofrenda. ¿Qué les darás a cambio?;;;;;;;;;x
EVTDESC_TOG_7001_relationships;You asked your Ancestors for aid with your relationships. Now it is time to present your offering - what will you give them in return?;Vous avez demandé à vos Ancêtres de l'aide pour vos relations. À présent, il est temps de présenter votre offrande. Que voulez-vous donner en retour ?;Ihr habt Eure Ahnen um Hilfe bei der Verbesserung Eurer Beziehungen gebeten. Nun müsst Ihr entscheiden, was Ihr ihnen als Opfer anbietet. Welches Opfer bringt Ihr ihnen dar?;;Has pedido a tus Antepasados ayuda en tus relaciones. Ahora es el momento de hacer tu ofrenda. ¿Qué les darás a cambio?;;;;;;;;;x
EVTDESC_TOG_7001_war;You asked your Ancestors for military power and prowess in battle. Now it is time to present your offering - what will you give them in return?;Vous avez demandé à vos Ancêtres de la puissance militaire et des prouesses sur le champ de bataille. À présent, il est temps de présenter votre offrande. Que voulez-vous donner en retour ?;Ihr habt Eure Ahnen um militärische Macht und Erfolg in der Schlacht gebeten. Nun müsst Ihr entscheiden, was Ihr ihnen als Opfer anbietet. Welches Opfer bringt Ihr ihnen dar?;;Has pedido a tus Antepasados fuerza militar y destreza en la batalla. Ahora es el momento de hacer tu ofrenda. ¿Qué les darás a cambio?;;;;;;;;;x
EVTDESC_TOG_7001_wisdom;You asked your Ancestors for guidance and knowledge. Now it is time to present your offering - what will you give them in return?;Vous avez demandé à vos Ancêtres conseils et connaissances. À présent, il est temps de présenter votre offrande. Que voulez-vous donner en retour ?;Ihr habt Eure Ahnen um Wissen und Ratschlag gebeten. Nun müsst Ihr entscheiden, was Ihr ihnen als Opfer anbietet. Welches Opfer bringt Ihr ihnen dar?;;Has pedido a tus Antepasados guía y conocimiento. Ahora es el momento de hacer tu ofrenda. ¿Qué les darás a cambio?;;;;;;;;;x
EVTDESC_TOG_7002_carving;You placed the delicate little idol on the offering stone and paid your respect to your Ancestors. Now all you can do is wait, and hope.;Vous avez placé la petite idole sur la pierre sacrificielle et rendu hommage à vos Ancêtres. À présent, tout ce que vous pouvez faire c'est attendre, et espérer.;Ihr brachtet das zerbrechliche kleine Götzenbild auf dem Opferstein in Position und erwiest den Ahnen Euren Respekt. Nun müsst Ihr nur noch warten und hoffen.;;Sitúas el delicado ídolo en la piedra de ofrendas y presentas respetos a tus Antepasados. Ahora solo queda esperar.;;;;;;;;;x
EVTDESC_TOG_7002_feast;Together with the [Root.Religion.GetPriestTitle] and her disciples you placed a great bounty of food and drink on the offering stone. You spent the entire night feasting and singing the great chants in your Ancestors' honor. Now all you can do is wait, and hope.;Avec le [Root.Religion.GetPriestTitle] et ses disciples, vous avez placé une grande quantité de nourriture et de boissons sur la pierre sacrificielle. Vous avez passé la nuit entière à festoyer et chanter les grands chants en l'honneur de vos Ancêtres. À présent, tout ce que vous pouvez faire c'est attendre, et espérer.;Gemeinsam mit dem/der [Root.Religion.GetPriestTitle] und seinen Schülern habt Ihr eine große Menge Speisen und Getränke auf den Opferstein gelegt. Die ganze Nacht verbringt Ihr essend, trinkend und singend, zu Ehren Eurer Ahnen. Nun müsst Ihr nur noch warten und hoffen.;;Junto con el [Root.Religion.GetPriestTitle] y sus discípulos ponéis una gran cantidad de comida y bebida en la piedra de ofrendas. Pasáis toda la noche festejando y cantando los grandes cantos en honor de tus Antepasados. Ahora solo queda esperar.;;;;;;;;;x
EVTDESC_TOG_7002_human;The offering struggled violently when the [Root.Religion.GetPriestTitle] and her disciples pushed it down on the offering stone. The Ancestors will surely be pleased with such a vigorous servant. Now all you can do is wait, and hope.;L'offrande s'est débattue violemment lorsque le [Root.Religion.GetPriestTitle] et ses disciples l'ont placée sur la pierre sacrificielle. Les Ancêtres seront sûrement contents d'un serviteur si vigoureux. À présent, tout ce que vous pouvez faire c'est attendre, et espérer.;Das Opfer wehrte sich aus Leibeskräften, als der/die [Root.Religion.GetPriestTitle] und seine Schüler es hinab auf den Opferstein zwangen. Die Ahnen werden einen derart kraftstrotzenden Diener sicherlich positiv aufnehmen. Nun müsst Ihr nur noch warten und hoffen.;;La ofrenda lucha con violencia cuando el [Root.Religion.GetPriestTitle] y sus discípulos la empujan contra la piedra de ofrendas. Seguro que los Antepasados estarán encantados con un servidor tan enérgico. Ahora lo único que puedes hacer es esperar.;;;;;;;;;x
EVTDESC_TOG_7002_limb;You lay down on the offering stone, bracing yourself for the ritual. Thankfully the [Root.Religion.GetPriestTitle]'s knife is sharp and soon the stone is dark with your blood. Your agonized screams will surely have pleased the ancestor. Now all you can do is wait, and hope.;Vous vous placez sur la pierre sacrificielle pour pouvoir commencer le rituel. Fort heureusement le couteau de [Root.Religion.GetPriestTitle] est bien affûté et la pierre est recouverte par votre sang. Vos cris d'agonie auront sûrement plu aux Ancêtres. À présent, tout ce que vous pouvez faire c'est attendre, et espérer.;Ihr legt Euch auf den Opferstein und bereitet Euch auf das Ritual vor. Zum Glück ist das Messer des/der [Root.Religion.GetPriestTitle] scharf und schon bald ist der Stein dunkel von Eurem Blut. Eure Schmerzensschreie werden die Ahnen bestimmt zufriedenstellen. Nun müsst Ihr nur noch warten und hoffen.;;Te tumbas en la piedra de ofrendas, preparándote para el ritual. Por suerte, el cuchillo del [Root.Religion.GetPriestTitle] es afilado y muy pronto la piedra ennegrece con tu sangre. Seguro que tus gritos de agonía han complacido a los Antepasados. Ahora solo queda esperar.;;;;;;;;;x
EVTDESC_TOG_7011;I am not sure that athleticism runs in my family, but it never hurts to try a little. However, my subjects have raised some curious eyebrows when they've spotted me lifting barrels and rocks for fun and exercise... I've just felt inspired!;Je ne crois pas que l'agilité soit de famille, mais cela ne fait pas de mal d'essayer. Cependant, mes sujets m'ont regardé étrangement lorsqu'ils ont vu que je soulevais des tonneaux et des grosses pierres pour le plaisir et l'exercice... J'ai simplement senti l'inspiration !;Ich weiß zwar nicht, ob es in unserer Familie je einen Athleten gab, aber ein Versuch kann nicht schaden. Meine Untertanen rollen allerdings schon mit den Augen, wenn sie sehen, wie ich im Training mit großem Vergnügen Fässer und Felsen anhebe ... Ich fühlte mich eben inspiriert!;;No estoy segur[Root.GetOA] de que en mi familia seamos deportistas, pero por intentarlo no pasa nada. Sin embargo, mis súbditos han alzado las cejas con curiosidad cuando me ven levantando barriles y rocas por diversión… ¡me siento inspirad[Root.GetOA]!;;;;;;;;;x
