EVTDESC_RIP_12000;Some commoners have already gathered outside as your guards start closing the gates. A decisive thump silences the curious chatter coming from the other side.;Certains roturiers se sont déjà rassemblés à l'extérieur alors que vos gardes commencent à fermer les portes. Un bruit lourd et sourd finit par faire taire les bavardages des curieux émanant de l'autre côté.;Als Eure Wachen die Tore schließen wollen, haben sich bereits einige Angehörige des einfachen Volks draußen versammelt. Ein laut tönender Knall lässt das neugierige Geschnatter auf der anderen Seite verstummen.;;Algunos plebeyos se han empezado a reunir en el exterior mientras tus guardias empiezan a cerrar las puertas. Un golpe decidido silencia la charla curiosa que proviene del otro lado.;;;;;;;;;x
EVTDESC_RIP_12001;Your liege, [Root.Liege.GetBestName], has decided to seclude [Root.Liege.GetHerselfHimself] and [Root.Liege.GetHerHis] court from the outside world in order to avoid the ongoing epidemic. The gates of [gates_closed_target.GetName] have been shut and any landed councillors have been sent back to their homes.;Votre [Root.Liege.GetLordLady] lige, [Root.Liege.Get_only_le_Title][Root.Liege.GetBestName], a décidé de vivre en réclusion, [Root.Liege.GetLuiElle] et sa Cour, afin d'éviter l'épidémie. Les portes de [gates_closed_target.GetName] ont été scellées et les conseillers possédant des terres ont été renvoyés chez eux.;Euer Lehnsherr [Root.Liege.GetBestName] hat beschlossen, sich mit [Root.Liege.GetHerHis]em Hof von der Außenwelt zurückzuziehen, um sich vor der derzeitigen Epidemie zu schützen. Die Tore von [gates_closed_target.GetName] wurden geschlossen, und alle Ratsmitglieder wurden nach Hause geschickt.;;Tu señor, [Root.Liege.GetBestName], ha decidido recluirse junto con su corte del mundo exterior para evitar la epidemia creciente. Las puertas de [gates_closed_target.GetName] se han cerrado y todos los consejeros con tierras han sido enviados a sus hogares.;;;;;;;x
EVTDESC_RIP_12003;Loud complaints have become less frequent, instead an unbearable stench is now coming from the other side of the wall. It appears that as a way of showing disapproval, commoners have started leaving all their dead in a big pile just outside the gates.;Les plaintes vigoureuses sont devenues moins fréquentes, mais à la place une puanteur insupportable provient de l'autre côté des remparts. Apparemment comme moyen d'exprimer leur désapprobation, les roturiers ont commencé à empiler tous leurs morts à proximité des portes.;Laute Beschwerden hört Ihr nun kaum noch, stattdessen dringt ein unerträglicher Gestank von der anderen Seite der Mauer zu Euch. Um seinem Unmut Ausdruck zu verleihen, hat das einfache Volk wohl damit begonnen, die Toten vor Euren Toren zu stapeln.;;Las fuertes quejas se han hecho menos frecuentes y en su lugar, una peste insufrible proviene del otro lado del muro. Parece que como modo de expresar su disgusto, los plebeyos han empezado a dejar a sus muertos en un gran montón al otro lado de las puertas.;;;;;;;;;x
EVTDESC_RIP_12004;Lately, [sick_courtier.GetBestName] has been showing symptoms of illness. [sick_courtier.GetSheHeCap] might have contracted the plague. But of course, nothing is certain yet.;Dernièrement, [sick_courtier.Get_only_le_Title][sick_courtier.GetBestName] a montré des signes de maladie. [sick_courtier.GetIlElleCap] pourrait avoir contracté la peste. Bien sûr, rien n'est encore certain.;Seit Kurzem weist [sick_courtier.GetBestName] Krankheitssymptome auf. [sick_courtier.GetSheHeCap] könnte sich mit der Pest angesteckt haben. Natürlich kann noch nichts mit Sicherheit gesagt werden.;;De un tiempo a esta parte, [sick_courtier.GetBestName] ha estado mostrando síntomas de enfermedad. Puede haber contraído la peste. Pero por supuesto, aún no hay nada seguro.;;;;;;;;;x
EVTDESC_RIP_12005;Unaware of others hearing them, [lover_one.GetBestName] and [lover_two.GetBestName] have been sneaking around the premises to have intimate encounters. Few seem amused by their indiscretion.;Ne sachant pas que l'on pouvait les entendre, [lover_one.Get_only_le_Title][lover_one.GetBestName] et [lover_two.Get_only_le_Title][lover_two.GetBestName] ont été surpris en train d'avoir une rencontre intime. Peu semblent amusés par leur indiscrétion.;[lover_one.GetBestName] und [lover_two.GetBestName] treffen sich schon seit Längerem zu geheimen Schäferstündchen, nicht ahnend, dass der ganze Hof darüber Bescheid weiß. Nur wenige können dieser Taktlosigkeit etwas Gutes abgewinnen.;;Sin saber que los otros los escuchan, [lover_one.GetBestName] y [lover_two.GetBestName] se han estado escabullendo por el recinto para tener encuentros íntimos Pocos parecen divertidos por su indiscreción.;;;;;;;;;x
EVTDESC_RIP_12006;[lover_one.GetBestName] tells you how wonderful and understanding you are for letting [lover_one.GetHerHim] and [lover_two.GetBestName] carry on with their romance during these months. They both promised to be of assistance if need be.;[lover_one.Get_only_Le_Title][lover_one.GetBestName] vous dit à quel point c'est merveilleux que vous [lover_one.GetLeLa] laissiez avoir une romance avec [lover_two.Get_only_le_Title][lover_two.GetBestName]. Ils ont tous les deux promis d'apporter leur aide en cas de besoin.;[lover_one.GetBestName] dankt Euch, da Ihr [lover_one.GetHerHim] und [lover_two.GetBestName] nicht für ihre monatelange Beziehung bestraft habt. Beide versprachen, Euch bei Bedarf zu unterstützen.;;[lover_one.GetBestName] te dice cuán maravilloso y comprensivo fue dejar que continuase su idilio con [lover_two.GetBestName] durante estos meses. Ambos prometen ayudarte si lo necesites.;;;;;;;;;x
EVTDESC_RIP_12007;[target_courtier.GetBestName] may not be the most attractive [target_courtier.GetManWoman] I ever laid my eyes upon, but [target_courtier.GetSheHe] is here, and the whole situation is growing increasingly boring. Considering my options, it may not be a bad way to spend time.;[target_courtier.Get_only_Le_Title][target_courtier.GetBestName] n'a sous doute pas le plus beau corps que j'ai vu, mais [target_courtier.GetIlElle] est à portée de mains, et la situation devient de plus en plus problématique. Considérant cela, ce ne serait pas une mauvaise idée de passer du temps avec [target_courtier.GetLuiElle].;[target_courtier.GetBestName] mag zwar nicht die attraktivste Person sein, der ich je begegnet bin, aber [target_courtier.GetSheHe] ist hier, und es wird hier einfach immer langweiliger. In Anbetracht meiner Möglichkeiten wäre eine solche Beziehung wohl kein übler Zeitvertreib.;;[target_courtier.GetBestName] puede no ser [target_courtier.GetElLa] [target_courtier.GetManWoman] más atractiv[target_courtier.GetOA] que haya visto, pero [target_courtier.GetElElla] está aquí y la situación se está volviendo cada vez más aburrida. Considerando mis opciones, puede no ser un mal modo de pasar el rato.;;;;;;;;;x
EVTDESC_RIP_12007_sway_version;[target_courtier.GetBestName] may not be the most attractive [target_courtier.GetManWoman] I ever laid my eyes upon, but as the days crawl by in the [Root.GetCapitalHolding], I rack my brain for ways to convince [target_courtier.GetHerHim] of my good intentions. Now, I find the [target_courtier.GetManWoman] occupying my thoughts more often than not.;[target_courtier.Get_only_Le_Title][target_courtier.GetBestName] n'est certainement pas [target_courtier.GetLeLa] [target_courtier.GetManWoman] [target_courtier.GetLeLa] plus attirant[target_courtier.Get_E] que j'ai vu[target_courtier.Get_E], mais alors que les jours passent [Root.GetCapitalHoldingAuAla], je me creuse la tête pour trouver un moyen de [target_courtier.GetLeLa] convaincre de mes bonnes intentions. Maintenant, je constate qu'[target_courtier.GetIlElle] occupe souvent mes pensées.;[target_courtier.GetBestName] mag zwar möglicherweise nicht [target_courtier.GetSheHe] attraktivste [target_courtier.GetManWoman] sein, den ich je gesehen habe, aber als die Tage im [Root.GetCapitalHolding] vorbeifliegen, fordere ich mein Gehirn nach Wegen zu suchen, um [target_courtier.Getihnsie] von meiner guten Absicht zu überzeugen. Nun finde ich, dass [target_courtier.GetManWoman] meine Gedanken öfter beschäftigt als nicht.;;Puede que [target_courtier.GetBestName] no sea [target_courtier.GetElLa] [target_courtier.GetManWoman] más atractiv[target_courtier.GetOA] que haya visto, pero con los días pasando lentamente en [Root.GetCapitalHolding], me devano los sesos buscando formas para convencer[Root.GetLoLa] de mis buenas intenciones. Ahora me encuentro pensando en est[target_courtier.GetEA] [target_courtier.GetManWoman] las más de las veces.;;;;;;;;;x
EVTDESC_RIP_12008;[From.GetBestName] is walking up to me with a big grin on [From.GetHerHis] face looking confident. [From.GetSheHe] smirks and suggests we should visit [From.GetHerHis] bedchamber, to kill some time as there is 'nothing better to do'.;[From.Get_only_Le_Title][From.GetBestName] arrive vers moi avec un large sourire. [From.GetIlElleCap] me dit d'un air assuré que nous devrions visiter sa chambre à coucher, pour tuer le temps puisqu'il « n'y a rien de mieux à faire ».;[From.GetBestName] kommt mir mit breitem Grinsen und selbstsicherer Miene entgegen. [From.GetSheHeCap] feixt und schlägt ein Stelldichein im Schlafzimmer vor, da wir nichts Besseres zu tun hätten und uns so die Zeit vertreiben könnten.;;[From.GetBestName] camina hacia a mí con una amplia sonrisa en su rostro lleno de confianza. [From.GetElEllaCap] sonríe y sugiere que deberíamos visitar sus aposentos a matar un poco el tiempo ya que 'no hay nada mejor que hacer'.;;;;;;;;;x
EVTDESC_RIP_12009;[From.GetBestName] followed me into my bedchamber when I suggested we kill some time. It was well worth it.;[From.Get_only_Le_Title][From.GetBestName] a répondu favorablement à mes avances et nous nous sommes retrouvés dans ma chambre à coucher. Cela en valait la peine.;[From.GetBestName] folgte mir in mein Schlafzimmer, als ich dies zum Zeitvertrieb vorschlug. Ich kam voll auf meine Kosten.;;[From.GetBestName] me siguió hasta mis aposentos cuando sugerí que matásemos el tiempo. Valió mucho la pena.;;;;;;;;;x
EVTDESC_RIP_12009_sway_version;When I confessed my feelings to [target_courtier.GetTitledFirstName], it seemed to catch [target_courtier.GetHerHim] off guard. I almost had time to regret my decision, but then [target_courtier.GetSheHe] smiled, took my hand, and led me away...\nAs [target_courtier.GetSheHe] leaves my chambers this morning, I have a feeling it is not the last time.;Lorsque j'ai avoué mes sentiments [target_courtier.Get_au_TitledFirstName], cela a semblé [target_courtier.GetLeLa] prendre au dépourvu. J'ai presque eu le temps de regretter ma décision, mais ensuite [target_courtier.GetIlElle] m'a souri, m'a pris la main et m'a emmené[Root.Get_E]... \nTandis que je quitte mes appartements ce matin, j'ai l'impression que ce ne sera pas la dernière fois.;Als ich [target_courtier.GetTitledFirstName] meine Gefühle gestand, schien es [target_courtier.Getihnsie] unvorbereitet erwischt zu haben. Ich hätte beinahe Zeit gehabt meine Entscheidung zu bereuen, aber dann lächelte [target_courtier.GetSheHe], nahm meine Hand und führte mich weg...\n\nAls [target_courtier.GetSheHe] heute morgen meine Kammern verließ, hatte ich das Gefühl, dass es nicht das letzte Mal war.;;Cuando le dije lo que sentía a [target_courtier.GetTitledFirstName], pareció pillar[Root.GetLoLa] desprevenid[target_courtier.GetOA]. Casi tuve tiempo para lamentar la decisión, pero entonces sonrió, me tomó la mano y me llevó a otra parte…\nCuando sale de mis aposentos esta mañana, tengo la sensación de que no será la última vez.;;;;;;;;;x
EVTDESC_RIP_12010;[From.GetBestName] was not very impressed with my advances, and tonight I sleep alone.;Mes avances n'ont pas fonctionné sur [From.Get_only_le_Title][From.GetBestName], et je ne partagerai pas mon lit cette nuit.;[From.GetBestName] war von meinen Avancen nicht sonderlich beeindruckt. Heute Nacht werde ich alleine schlafen.;;[From.GetBestName] no quedó muy impresionad[From.GetOA] con mis insinuaciones y esta noche duermo a solas.;;;;;;;;;x
EVTDESC_RIP_12011;I try to get a good night's sleep, but I am tormented by horrible recurring nightmares of our people. The pleas for help and the hurtful words begin to get to me.;J'essaie d'avoir de bonnes nuits de sommeil, mais les horribles cauchemars récurrents de notre peuple me tourmentent. Les appels à l'aide commencent à m'affecter.;Ich sehne mich nach erholsamer Nachtruhe, doch ständige Albträume von meinem Volk plagen mich schrecklich. Die Bitten um Hilfe und die Flüche setzen mir immer mehr zu.;;Intento dormir bien, pero me atormentan horribles pesadillas que se repiten sobre nuestro pueblo. Sus súplicas de ayuda y las palabras hirientes empiezan a hacerme efecto.;;;;;;;;;x
EVTDESC_RIP_12012;After spending lots of time with few people you have been positively surprised by [new_friend.GetFirstName]. During this difficult time you have gotten to know and understand [new_friend.GetHerHim] well. In many ways [new_friend.GetSheHe] complements you nicely and you have a good time together.;En ayant passé beaucoup de temps avec très peu de personnes, vous trouvez que [new_friend.GetFirstName] sort du lot. Vous avez essayé de [new_friend.GetLeLa] connaître. De maintes façons, vous êtes complémentaires et vous passez de bons moments.;Nachdem Ihr viel Zeit mit nur einer kleinen Gruppe an Menschen verbracht habt, überraschen Euch Eure Gefühle für [new_friend.GetFirstName]. Während dieser schweren Zeit habt Ihr [new_friend.GetHerHim] gut kennen- und zu verstehen gelernt. [new_friend.GetSheHeCap] passt auf vielerlei Ebenen zu Euch, und Ihr genießt Eure gemeinsame Zeit.;;Tras pasar mucho tiempo con poca gente, te encuentras agradablemente sorprendido por [new_friend.GetFirstName]. Durante estos tiempos difíciles has llegado a conocer[new_friend.GetRleRla] y comprender[new_friend.GetRleRla] bien. En muchos aspectos, [new_friend.GetElElla] te complementa y lo pasáis bien juntos/as.;;;;;;;;;x
EVTDESC_RIP_12013;[epidemic_victim.GetBestName] has contracted the epidemic. Your courtiers seem worried about having [epidemic_victim.GetHerHim] stay with them inside these walls. [epidemic_victim.GetFirstName]s' chances of survival are small if [epidemic_victim.GetSheHe] is abandoned but you and the rest of your court will be safer.;[epidemic_victim.Get_only_Le_Title][epidemic_victim.GetBestName] développe les symptômes de la maladie épidémique. Vos courtisans s'inquiètent de l'avoir avec eux de ce côté du mur. Certes, les chances de [epidemic_victim.GetFirstName] de survivre seraient faibles si vous l'abandonniez, mais le reste de la Cour serait alors plus en sécurité.;[epidemic_victim.GetBestName] hat sich mit der Epidemie infiziert. Eure Höflinge haben Angst davor, mit [epidemic_victim.GetBestName] in diesen Mauern zu hausen. Alleine hätte [epidemic_victim.GetSheHe] kaum eine Überlebenschance, aber Ihr und Euer Hof wären sicherer.;;[epidemic_victim.GetBestName] ha contraído la epidemia. A tus cortesanos parecen que les preocupa que [epidemic_victim.GetElElla] permanezca con ellos dentro de las murallas. Las posibilidades de supervivencia de [epidemic_victim.GetFirstName] son pocas si [epidemic_victim.GetElElla] es abandonad[epidemic_victim.GetOA], pero tú y el resto de la corte estaréis más seguros.;;;;;;;;;x
EVTDESC_RIP_12014;[court_physician.GetFirstName] your Court Physician informs you that [epidemic_victim.GetBestName] is suffering from the current epidemic. Having [epidemic_victim.GetHerHim] stay with the rest of you inside these walls puts you at risk.;[court_physician.GetFirstName], votre physicien de la Cour vous informe que [epidemic_victim.Get_only_le_Title][epidemic_victim.GetBestName] souffre de l'épidémie actuelle et que lui permettre de rester avec nous à l'intérieur des murs vous met en danger.;Euer Hofarzt [court_physician.GetFirstName] teilt Euch mit, dass [epidemic_victim.GetBestName] an der derzeit wütenden Epidemie leidet. [epidemic_victim.GetHerHimCap] mit allen hierzubehalten würde alle in Gefahr bringen.;;[court_physician.GetFirstName], el Médico de la Corte te informa que [epidemic_victim.GetBestName] sufre la epidemia actual. Dejar[epidemic_victim.GetRleRla] dentro con nosotros dentro de las murallas te pone en riesgo.;;;;;;;;;x
EVTDESC_RIP_12032;Your [seclusion_child.GetSonDaughter] [seclusion_child.GetFirstName] comes to your study one evening. [seclusion_child.GetSheHeCap] appears quite agitated, pacing the room back and forth for a full minute before speaking. "[Root.GetFatherMotherCap], I beg of you, please let me leave the keep. Please, you must!" You demand to know [seclusion_child.GetHerHis] reason but [seclusion_child.GetSheHe] refuses to tell you the specifics, only that it is a matter of life and death.;Votre [seclusion_child.GetSonDaughter], [seclusion_child.GetFirstName], vient dans votre bureau un soir. [seclusion_child.GetIlElleCap] semble préoccupé[seclusion_child.Get_E] et arpente la pièce dans tous les sens pendant une minute avant d'enfin se mettre à parler. « [Root.GetFatherMotherCap], je vous en prie, laissez-moi quitter le donjon. Je vous en conjure ! », vous dit-[seclusion_child.GetIlElle]. Vous demandez à savoir quelle en est la raison, mais [seclusion_child.GetIlElle] refuse de le dire et affirme que c'est une question de vie ou de mort.;[seclusion_child.GetFirstName] besucht Euch eines Tages in Eurem Studierzimmer. Euer Kind wirkt aufgeregt und läuft eine ganze Minute lang im Zimmer auf und ab, ehe es Euch endlich anspricht: "[Root.GetFatherMotherCap], ich bitte Euch, bitte erlaubt mir, diese Burg zu verlassen. Bitte, es muss sein!" Als Ihr nach den Gründen fragt, verweigert [seclusion_child.GetSheHe] Euch eine konkrete Antwort. Es sei eine Sache auf Leben und Tod.;;Tu [seclusion_child.GetSonDaughter] [seclusion_child.GetFirstName] viene a tu estudio una tarde. [seclusion_child.GetElEllaCap] parece muy agitad[seclusion_child.GetOA], camina arriba abajo por el cuerpo un minuto entero antes de hablar. [Root.GetFatherMotherCap], te lo ruego, déjame salir de la torre. ¡Por favor, tienes que dejarme!» Exiges saber sus motivos, pero se niega a contarte los detalles, solo que es cuestión de vida o muerte.;;;;;;;;;x
