#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ACCEPTED_PLOT_REQUEST;Is backing plot.;Soutient un complot.;Unterstützt Verschwörung.;;Apoyando un complot.;;;;;;;;;x
ADD_IP;Add IP;Ajouter IP;IP hinzufügen;;Añadir IP;;;;;;;;;x
ADJECTIVE;Adjective;Gentilé;Adjektiv;;Adjetivo;;;;;;;;;x
AUTO_INVITE_PLOTTERS;Auto Invite Plotters;Invitation automatique des comploteurs;Verschwörer automatisch einladen;;Autoinvitar conspiradores;;;;;;;;;x
AUTO_STOP_PLOT_START_LETTER;I have sent out emissaries to all known plotters to cease immediately.\n\nYour humble spymaster,\n$SPYMASTER$;J'ai envoyé des émissaires auprès de tous les comploteurs connus afin qu'ils cessent immédiatement leurs actions.\n\nVotre humble maître-espion,\n$SPYMASTER$;Ich habe Abgesandte zu allen bekannten Verschwörern geschickt, um diese davon zu unterrichten, ihre Verschwörungen zu beenden.\n\nIhr demütiger Hofspitzel\n$SPYMASTER$;;He enviado emisarios a todos los conspiradores conocidos para que desistan de inmediato.\n\nTu humilde jefe de espías,\n$SPYMASTER$;;;;;;;;;x
AUTO_STOP_PLOT_START_LOG;$SPYMASTER$ sent out messenger to stop plotters;$SPYMASTER$ envoie des émissaires pour faire cesser les complots;$SPYMASTER$ hat Boten ausgeschickt, um Verschwörer zu stoppen.;;$SPYMASTER$ envia emisarios para hacer desistir a los conspiradores;;;;;;;;;x
AUTO_STOP_PLOT_START_SETUP;Spymaster sends messengers;Le maître-espion envoie des messagers;Hofspitzel schickt Boten;;El jefe de espías envía emisarios;;;;;;;;;x
AUTO_STOP_PLOTS;Auto Stop Plots;Arrêt auto. des complots;Automatisch beenden;;Autodetener complots;;;;;;;;;x
AUTO_STOPPED_PLOT_LETTER;I have discovered a plot where $PLOTTER$ seeks to $PLOTNAME$. I have dispatched an emissary to have him cease this at once.\n\nYour humble spymaster,\n$SPYMASTER$;J'ai découvert un complot par lequel $PLOTTER$ cherche à $PLOTNAME$. J'ai dépêché un émissaire pour lui demander de cesser ces agissements sur l'instant. \n\nVotre humble maître-espion,\n$SPYMASTER$;Ich habe eine Verschwörung aufgedeckt, bei der $PLOTTER$ $PLOTNAME$ erreichen will. Ich habe einen Abgesandten geschickt, um ihn dieses beenden zu lassen.\n\nIhr demütiger Hofspitzel\n$SPYMASTER$;;He descubierto un complot en el que $PLOTTER$ pretende $PLOTNAME$. Le he enviado un emisario para que desista de ello. \n\nTu humilde jefe de espías,\n$SPYMASTER$;;;;;;;;;x
AUTO_STOPPED_PLOT_LOG;§Y$PLOTTER$§!$PLOTTERJOB$ seeks to §Y$PLOTNAME$§!.;§Y$PLOTTER$§!$PLOTTERJOB$ cherche à §Y$PLOTNAME$§!.;§Y$PLOTTER$§!$PLOTTERJOB$ strebt nach §Y$PLOTNAME$§!.;;§Y$PLOTTER$§!$PLOTTERJOB$ pretende §Y$PLOTNAME$§!.;;;;;;;;x
AUTO_STOPPED_PLOT_SETUP;Plot Uncovered;Complot découvert;Verschwörung aufgedeckt;;Complot descubierto;;;;;;;;x
BARBER_TOOLTIP;§YGo to the Barber§!;§YAller chez le barbier§!;§YZum Barbier gehen§!;;§YIr al Peluquero§!;;;;;;;;;x
CAN_PERSUADE_TO_JOIN_PLOT;Might be persuaded with a bag of gold...;Peut être convaincu par une escarcelle d'or...;Könnte von einem Sack Gold überzeugt werden.;;Puede convencersele con un saco de oro...;;;;;;;;;x
CUSTOMIZE_HOUSE_TOOLTIP;Customize House;Personnaliser dynastie;Haus anpassen;;Personaliza tu Dinastía;;;;;;;;;x
CUSTOMIZE_HOUSE_TOOLTIP_DISABLED;You can't customize this dynasty as you have to be top liege of all its members.;Vous ne pouvez pas personnaliser cette dynastie car vous devez être le plus haut seigneur de tous ses membres.;Du kannst diese Dynastie nicht anpassen, da du der oberste Lehnsherr all ihrer Mitglieder sein musst.;;No puedes personalizar esta dinastía porque tienes que ser el Señor de todos sus miembros.;;;;;;;;;x
CUT;Cut!;Coupez !;Schnitt!;;¡Cortar!;;;;;;;;;x
EXIT;Exit;Sortie;Schließen;;Salir;;;;;;;;;x
LOADING_TIP_52;You can make selection choose fleets exclusively using the ALT key.;Vous pouvez sélectionner uniquement vos flottes en utilisant la touche ALT.;Sie können eine Auswahl nur auf Flotten treffen, indem Sie die Alt-Taste gedrückt halten.;;Puedes hacer que la tropa seleccionada se embarque usando simplemente la tecla ALT;;;;;;;;;x
MENU_BAR_GAME_CONVERT;Export Game;Exporter une partie;Spiel exportieren;;Exportar Partida;;;;;;;;;x
MENU_BAR_GAME_CONVERT_DEL;Export game to EU4;Exporter une partie vers EU4;Spiel nach EU4 exportieren;;Exportar partuda a EU4;;;;;;;;;x
NAME;Name;Nom;Name;;Nombre;;;;;;;;;x
PENDING_PLOT_REQUEST;Waiting for answer.;Attend une réponse.;Wartet auf Antwort.;;Esperando respuesta.;;;;;;;;;x
POSSIBLE_PLOT_POWER;Possible Plot Power;Puissance possible du complot;Mögliche Verschwörungsstärke;;Potencial posible del complot;;;;;;;;;x
REMOVE_IP;Remove IP;Retirer IP;IP entfernen;;Borrar IP;;;;;;;;;x
RENAME;Rename;Renommer;Umbenennen;;Renombrar;;;;;;;;;x
RENAME_TITLE_TOOLTIP;Rename Title;Renommer titre;Titel umbenennen;;Renombrar Título;;;;;;;;;x
SIEGE;Siege;Siège;Belagerung;;Asedio;;;;;;;;;x
STYLE;Style;Style;Stil;;Estilo;;;;;;;;;x
