#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
evt_DESC_JD_2500;[tribute_war_suzerain.GetTitledFirstName] wishes to extort a flow of gold from the lands of [Root.PrimaryTitle.GetName]. [tribute_war_suzerain.GetSheHeCap] is willing to send [tribute_war_suzerain.GetHerHis] soldiers to die for it. But am I as willing to send mine? I could surrender peacefully now and end this before my soldiers are potentially slaughtered, their families left to die and villages burnt to the ground... Or we fight to protect our land and drive back these [tribute_war_suzerain.Culture.GetName] invaders!;[tribute_war_suzerain.Get_Le_TitledFirstName] veut extorquer de l'or des terres [Root.PrimaryTitle.Get_du_Realm]. [tribute_war_suzerain.GetIlElleCap] est prêt[tribute_war_suzerain.Get_E] à envoyer ses hommes mourir dans ce but. Cependant, suis-je disposé[Root.Get_E] à envoyer les miens ? Je pourrais simplement capituler avant qu'ils soient tués, que leurs familles soient laissées pour mortes et que les villages soient brûlés...;[tribute_war_suzerain.GetTitledFirstName] wünscht einen konstanten Fluss von Gold aus den Ländereien von [Root.PrimaryTitle.GetName]. [tribute_war_suzerain.GetSheHeCap] ist bereit, [tribute_war_suzerain.GetHerHis]e Soldaten in den Tod zu schicken. Aber bin ich bereit, meine zu schicken? Ich könnte jetzt friedlich aufgeben und dies beenden, bevor meine Soldaten möglicherweise abgeschlachtet werden, ihre Familien sterben und die Dörfer brennen... Oder aber wir kämpfen, um unser Land zu schützen und diese [tribute_war_suzerain.Culture.GetName]en Eindringlinge zurückzudrängen!;;[tribute_war_suzerain.GetTitledFirstName] desea arrancar un caudal de oro de las tierras de [Root.PrimaryTitle.GetName]. [tribute_war_suzerain.GetSheHeCap] está dispuesto/a a enviar a sus soldados a morir por eso. ¿Pero lo estoy yo? Podría rendirme pacíficamente ahora y terminar con esto antes de que mis soldados sean aniquilados, sus familias mueran de hambre y las aldeas hechas cenizas… ¡O luchamos para proteger nuestra tierra y expulsar al invasor [tribute_war_suzerain.Culture.GetName]!;;;;;;;;;x
evt_DESC_JD_2501;To [Root.GetTitledFirstName],\n\nLet us resolve this conflict peacefully. In exchange for putting a stop to this war and preventing bloodshed I shall agree to your demands and the lands of [From.PrimaryTitle.GetName] will pay tribute to you. All I ask is that you promise safety for my people and send your soldiers home.\n\nSigned,\n[From.GetTitledName];[Root.GetTitledFirstName],\n\nTrouvons une issue favorable à ce conflit. Je propose de mettre fin à la guerre et d'éviter que le sang coule encore, en vous payant un tribut. Tout ce que je demande c'est que vous promettiez de laisser mon peuple en paix et de renvoyer vos hommes chez eux.\n\nSigné,\n[From.GetTitledName];An [Root.GetTitledFirstName],\nlasst uns diesen Konflikt friedlich lösen. Im Gegenzug, diesen Krieg zu stoppen und Blutvergießen zu verhindern, werde ich den Forderungen zustimmen und die Länder von [From.PrimaryTitle.GetName] werden Euch Tribut zahlen. Alles, um das ich bitte, ist, dass Ihr die Sicherheit meines Volkes garantiert und Eure Soldaten nach Hause schickt.\n\nGezeichnet\n[From.GetTitledName];;A [Root.GetTitledFirstName],\n\nResolvamos este conflicto pacíficamente. A cambio de poner fin a esta guerra e impedir el derramamiento de sangre aceptaré tus demandas y las tierras del [From.PrimaryTitle.GetName] te rendirán tributo. Lo único que pido es que garantices la seguridad de pueblo y que lleves tus soldados de vuelta.\n\nFirmado,\n [From.GetTitledName];;;;;;;;;x
evt_DESC_JD_2502;To [Root.GetTitledFirstName],\n\nYou have made a wise decision, I shall accept your offer and send my soldiers home in exchange for tribute from your lands.\n\nSigned\n[From.GetTitledName];[Root.GetTitledFirstName],\n\nVous avez pris une sage décision. Je vais accepter votre offre et renvoyer mes hommes en échange d'un tribut.\n\nSigné\n[From.GetTitledName];An [Root.GetTitledFirstName],\nIhr habt eine weise Entscheidung getroffen. Ich nehme Euer Angebot an und schicke meine Soldaten im Gegenzug für Tribut heim.\n\nGezeichnet\n[From.GetTitledName];;A [Root.GetTitledFirstName].\n\nHas tomado una decisión inteligente. Acepto tu oferta y enviaré mis soldados de vuelta a cambio del tributo de tus tierras.\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
evt_DESC_JD_2503;To [Root.GetTitledFirstName],\n\nYour offer is one of a coward, prepare your soldiers to meet in battle like a real warrior would.\n\nSigned\n[From.GetTitledName];[Root.GetTitledFirstName],\n\nVotre offre est celle d'un[Root.Get_E] lâche, préparez vos hommes à la bataille, comme un vrai guerrier le ferait.\n\nSigné\n[From.GetTitledName];An [Root.GetTitledFirstName],\nEuer Angebot ist feige. Macht Eure Soldaten bereit, eine Schlacht zu schlagen, wie es ein wahrer Krieger tut.\n\nGezeichnet\n[From.GetTitledName];;A [Root.GetTitledFirstName],\n\nLa tuya es una oferta de cobardes. Prepara tus soldados a enfrentarse en combate como un auténtico guerrero.\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
evt_DESC_JD_60002_A;One morning I awake to find that an envoy from the [offmap_china.GetFullName] has arrived and wishes to speak with me. "Greetings to the [GetChineseComplimentAdjective] [Root.GetTitledFirstName]. [GetChineseLetterBlessing]. I am [From.GetFullName] and I come bearing treasures from the Middle Kingdom to barter and trade on behalf of [offmap_china.Ruler.GetTitledFirstName]. Does this matter interest you?";Un matin je me réveille et apprends qu'un émissaire de l'[offmap_china.GetFullName] est arrivé et souhaite me parler. « Salutations, [GetChineseComplimentAdjective] [Root.GetTitledFirstName]. [GetChineseLetterBlessing]. Je suis [From.GetFullName] et je viens échanger au nom de l'[offmap_china.Ruler.GetTitledFirstName] des trésors de l'Empire du Milieu. Est-ce que cela vous intéresse ? »;Eines Morgens wache ich auf und finde heraus, dass ein Gesandter vom [offmap_china.GetFullName] angekommen ist, um mit mir zu sprechen. "Grüße an [Root.Getdendie] [GetChineseComplimentAdjective]e[Root.GetnMale] [Root.GetTitledFirstName]. [GetChineseLetterBlessing]. Ich heiße [From.GetFullName] und trage Schätze aus dem Mittleren Königreich mit mir, um sie im Namen von [offmap_china.Ruler.GetTitledFirstName] zu tauschen und mit ihnen zu handeln. Würde Euch diese Angelegenheit interessieren?";;"Me despierto una mañana y veo que ha llegado un enviado del [offmap_china.GetFullName] que desea hablar conmigo. ""Saludos al [GetChineseComplimentAdjective] [Root.GetTitledFirstName]. [GetChineseLetterBlessing]. Me llamo [From.GetFullName] y traigo tesoros del Reino Central para intercambiar y comerciar en nombre de [offmap_china.Ruler.GetTitledFirstName]. ¿Os interesa este asunto?""";;;;;;;;;x
evt_DESC_JD_60002_B;One morning I awake to find that [From.GetFullName], the Chinese trader I was gifted by the [offmap_china.Ruler.GetTitle], wishes to speak with me. "Greetings to the [GetChineseComplimentAdjective] [Root.GetTitledFirstName]. [GetChineseLetterBlessing]. I have recently been sent some treasures from my homeland and have been granted permission to barter and trade on behalf of [offmap_china.Ruler.GetTitledFirstName]. Does this matter interest you?";Un matin je me réveille et apprends que [From.GetFullName], le marchand chinois qui m'a été offert par l'[offmap_china.Ruler.GetTitle], souhaite me parler. « Salutations, [GetChineseComplimentAdjective] [Root.GetTitledFirstName]. [GetChineseLetterBlessing]. J'ai récemment reçu des trésors de ma patrie et l'autorisation de les échanger au nom de l'[offmap_china.Ruler.GetTitledFirstName]. Est-ce que cela vous intéresse ? »;Eines Morgens wache ich auf und finde heraus, dass der chinesische Händler, der mir von [offmap_china.Ruler.Getdemder] [offmap_china.Ruler.GetTitle] geschenkt wurde, mit mir sprechen möchte. "Grüße an [Root.Getdendie] [GetChineseComplimentAdjective]e[Root.GetnMale] [Root.GetTitledFirstName]. [GetChineseLetterBlessing]. Mir wurden kürzlich einige Schätze aus meiner Heimat geschickt und ich habe die Erlaubnis, sie im Namen von [offmap_china.Ruler.GetTitledFirstName] zu tauschen und mit ihnen zu handeln. Würde Euch diese Angelegenheit interessieren?";;"Me despierto una mañana y veo que [From.GetFullName], el comerciante chino que me otorgó el [offmap_china.Ruler.GetTitle] desea hablar conmigo. ""Saludos al [GetChineseComplimentAdjective] [Root.GetTitledFirstName]. [GetChineseLetterBlessing]. Se me han enviado tesoros de mi patria y concedido el permiso para intercambiar y comerciar con ellos en nombre de [offmap_china.Ruler.GetTitledFirstName]. ¿Os interesa este asunto?""";;;;;;;;;x
evt_DESC_JD_60003_A;[FromFrom.GetFullName] nods [FromFrom.GetHerHis] head and bows. "The [offmap_china.Ruler.GetTitle] will be most pleased with this, you truly are a [GetChineseComplimentAdjective] [Root.GetTitle]!" As [FromFrom.GetFullName] departs I move to inspect my newly acquired [FromFrom.Culture.GetName] treasure.;[FromFrom.GetFullName] baisse la tête et s'agenouille. « L'[offmap_china.Ruler.GetTitle] en sera très content[offmap_china.Ruler.Get_E], vous êtes vraiment un[Root.Get_E] [Root.GetTitle] [Root.GetChineseComplimentAdjective] ! » Alors que [FromFrom.GetFullName] s'en va, je vais examiner mon nouveau trésor [FromFrom.GetCultureMasc].;[FromFrom.GetFullName] nickt mit dem Kopf und verbeugt sich. "[offmap_china.Ruler.GetDerDie] [offmap_china.Ruler.GetTitle] wird höchst zufrieden sein. Ihr seid wahrlich [Root.Geteineine] [GetChineseComplimentAdjective]e[Root.GetrMale] [Root.GetTitle]! Während [FromFrom.GetFullName] abreist, inspiziere ich meinen neu erworbenen [FromFrom.Culture.GetName]en Schatz.;;"[FromFrom.GetFullName] se inclina, haciendo una reverencia. ""El/La [offmap_china.Ruler.GetTitle] se sentirá muy satisfecho/a con esto. ¡Sois un/a [Root.GetTitle] [GetChineseComplimentAdjective]!"" Cuando [FromFrom.GetFullName] se marcha, inspecciono mi tesoro [FromFrom.Culture.GetName] recién adquirido.";;;;;;;;;x
evt_DESC_JD_60003_B;Come the evening everything proceeds exactly as I intended. The food is good, the drinks are flowing and [FromFrom.GetFullName] is smiling the entire night. The following morning, as [FromFrom.GetFullName] departs, [FromFrom.GetSheHe] points to a chest which contains a [FromFrom.Culture.GetName] treasure that [FromFrom.GetSheHe] wishes for me to have as thanks for the feast and for being such a gracious host.;Le soir venu, tout se passe comme prévu. La nourriture est bonne, les boissons abondent et [FromFrom.GetFullName] sourit toute la soirée. Le lendemain matin, alors que [FromFrom.GetFullName] s'en va, [FromFrom.GetIlElle] montre du doigt un coffre qui contient un trésor [FromFrom.GetCultureMasc] qu'[FromFrom.GetIlElle] souhaite m'offrir en remerciement pour la soirée.;Der Verlauf des Abends ist genauso, wie ich es beabsichtigte. Das Essen ist gut, die Getränke fließen und [FromFrom.GetFullName] lächelt die ganze Nacht durch. Am Morgen danach, als [FromFrom.GetFullName] abreist, zeigt [FromFrom.GetSheHe] auf eine Kiste, die einen [FromFrom.Culture.GetName]en Schatz enthält, der für mich bestimmt ist, als Dank für das Fest und solch ein wohlwollender Gastgeber zu sein.;;Al llegar la noche, todo sale tal como había planeado. La comida es buena, la bebida fluye y [FromFrom.GetFullName] se pasa toda la noche sonriendo. A la mañana siguiente, cuando [FromFrom.GetFullName] se marcha, señala un cofre con un tesoro que desea que tenga como agradecimiento por el banquete y por ser un anfitrión tan cortés.;;;;;;;;;x
evt_DESC_JD_60003_C;Come the evening things do not go as I planned. The food and drink is not to [FromFrom.GetFullName]'s taste and [FromFrom.GetSheHe] is obviously not enjoying [FromFrom.GetHerselfHimself]. The following morning [FromFrom.GetFullName] departs, likely to not speak highly of me to the [offmap_china.Ruler.GetTitle]. There will be no foreign treasures for me today...;Le soir venu, les choses ne se passent pas comme prévu. La nourriture et les boissons ne plaisent pas à [FromFrom.GetFullName] et [FromFrom.GetIlElle] ne s'amuse pas. Le lendemain matin, alors que [FromFrom.GetFullName] s'en va, [FromFrom.GetIlElle] me fait de brefs compliments de convenance avant de partir à la hâte, probablement pour dire du mal de moi à l'[offmap_china.Ruler.GetTitle] dans un langage fleuri. Il n'y aura pas de trésor de l'étranger pour moi aujourd'hui...;Der Abend verlief nicht ganz wie geplant. Das Essen und Trinken ist nicht nach dem Geschmack von [FromFrom.GetFullName] und [FromFrom.GetSheHe] genießt das Fest offensichtlich nicht. Am nächsten Morgen reist [FromFrom.GetFullName] ab und wird wahrscheinlich nicht gut von mir vor [offmap_china.Ruler.Getdemder] [offmap_china.Ruler.GetTitle] sprechen. Heute wird es wohl keine Schätze für mich geben...;;Al llegar la tarde nada salió como estaba planeado. La comida y la bebida no fueron del gusto de [FromFrom.GetFullName] y es obvio que no se lo estaba pasando bien. A la mañana siguiente, [FromFrom.GetFullName] se marcha, y no probablemente para hablar bien de mí al [offmap_china.Ruler.GetTitle]. Hoy me he quedado sin tesoros extranjeros…;;;;;;;;;x
evt_DESC_JD_60004;After [chinese_guest.GetFullName]'s departure I was informed about a note in my room attached to a chest, it reads "To the [GetChineseComplimentAdjective] [Root.GetTitle], I thoroughly enjoyed my stay at your court and wanted to leave you a token of appreciation on behalf of myself and the [offmap_china.Ruler.GetTitle]. I hope it pleases you.";Après le départ de [chinese_guest.GetFullName], j'ai été informé de la présence d'un mot dans ma chambre attaché à un coffre, disant: « [Root.GetTitle] [GetChineseComplimentAdjective], j'ai adoré mon séjour à votre cour et voulu vous laisser un témoignage de reconnaissance au nom de l'[offmap_china.Ruler.GetTitle]. J'espère que cela vous fera plaisir. »;Nach der Abreise von [chinese_guest.GetFullName] wurde ich über eine Notiz informiert, die in meinem Zimmer an einer Truhe angeheftet war. Sie sagt: "Für [Root.Getdendie] [GetChineseComplimentAdjective]e[Root.GetnMale] [Root.GetTitle], ich habe meinen Aufenthalt an Eurem Hof genossen und wollte ein Zeichen meiner Wertschätzung und der [offmap_china.Ruler.Getdesder] [offmap_china.Ruler.GetTitle][offmap_china.Ruler.GetsMale] zurücklassen. Ich hoffe, es gefällt Euch.";;"Tras la partida de [chinese_guest.GetFullName], me informan de un cofre con una nota en mi cuarto que dice: ""Al/A la [GetChineseComplimentAdjective] [Root.GetTitle]. He disfrutado totalmente de mi estancia en vuestra corte y he querido dejaros una muestra de mi aprecio de mi parte y del / de la [offmap_china.Ruler.GetTitle]. Confío que os agrade.""";;;;;;;;;x
