#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ADD_ALLIANCE_EFFECT_DAYS;Gains an Alliance with $TARGET|Y$ for $DURATION|Y$ days.\n;Fait maintenant partie d'une alliance avec $TARGET|Y$ pendant $DURATION|Y$ jours.\n;Geht ein Bündnis mit $TARGET|Y$ ein für $DURATION|Y$ Tage.\n;;Gana una alianza con $TARGET|Y$ durante $DURATION|Y$ días.\n;;;;;;;;;x
ADD_ALLIANCE_EFFECT_MONTHS;Gains an Alliance with $TARGET|Y$ for $DURATION|Y$ months.\n;Fait maintenant partie d'une alliance avec $TARGET|Y$ pendant $DURATION|Y$ mois.\n;Geht ein Bündnis mit $TARGET|Y$ ein für $DURATION|Y$ Monate.\n;;Gana una alianza con $TARGET|Y$ durante $DURATION|Y$ meses.\n;;;;;;;;;x
ADD_ALLIANCE_EFFECT_YEARS;Gains an Alliance with $TARGET|Y$ for $DURATION|Y$ years.\n;Fait maintenant partie d'une alliance avec $TARGET|Y$ pendant $DURATION|Y$ années.\n;Geht ein Bündnis mit $TARGET|Y$ ein für $DURATION|Y$ Jahre.\n;;Gana una alianza con $TARGET|Y$ durante $DURATION|Y$ años.\n;;;;;;;;;x
ADD_FAVOR_EFFECT;$TARGET|Y$ owes $CHARACTER|Y$ a favor;$TARGET|Y$ doit une faveur à $CHARACTER|Y$;$TARGET|Y$ schuldet $CHARACTER|Y$ einen Gefallen;;$TARGET|Y$ debe un favor a $CHARACTER|Y$;;;;;;;;;x
AIREASON_BAD_COALITION_WAR;Would make §Y[GetTitledFirstName]§! a threat;§Y[GetTitledFirstName]§! deviendra une menace;Würde §Y[GetTitledFirstName]§! zu einer Bedrohung machen;;Convertiría a Y[GetTitledFirstName]§! en una amenaza.;;;;;;;;;x
AIREASON_GOOD_COALITION_WAR;Interest in weakening §Y[GetTitledFirstName]§!;Il serait intéressant d'affaiblir §Y[GetTitledFirstName]§!;Interesse an der Schwächung von §Y[GetTitledFirstName]§!;;Interés en debilitar §Y[GetTitledFirstName]§!;;;;;;;;;x
AIREASON_HAS_CASUS_BELLI;Have Casus Belli against §Y[GetTitledFirstName]§!;A un casus belli contre §Y[GetTitledFirstName]§!;Hat einen Kriegsgrund gegen §Y[GetTitledFirstName]§!;;Tiene Casus Belli contra §Y[GetTitledFirstName]§!;;;;;;;;;x
AIREASON_HAS_COMMON_ENEMIES;Common Enemies;Ennemis communs;Gemeinsame Feinde;;Enemigos comunes;;;;;;;;;x
AIREASON_NEEDS_MONEY;Money is welcome;L'argent est le bienvenu;Geld ist willkommen;;El dinero es bienvenido;;;;;;;;;x
AIREASON_POLITICAL_CONCERNS;Not interested;Ça ne m'intéresse pas.;Kein Interesse;;No interesado;;;;;;;;;x
AIREASON_SHARE_SAME_INTERESTS;Same Interests;Intérêts communs;Gemeinsame Interessen;;Mismos intereses;;;;;;;;;x
AIREASON_THREATENED;You are a threat;Vous constituez une menace;Ihr seid eine Bedrohung;;Eres una amenaza;;;;;;;;;x
AIREASON_WANT_TO_KEEP_FAVOR;I have better use for the favor;J'ai une meilleure utilité pour cette faveur;Ich kann diesen Gefallen besser einsetzen;;Tengo mejor uso para el favor;;;;;;;;;x
AIREASON_WANTS_GOOD_NON_AGG_PACT;Desires a better Non-Aggression Pact;Souhaite un meilleur pacte de non-agression;Wünscht einen besseren Nichtangriffspakt;;Desea un mejor Pacto de no agresión;;;;;;;;;x
AIREASON_WAR_IS_EXPENSIVE;My war is costing a lot;Ma guerre est très coûteuse;Mein Krieg kostet eine Menge Geld;;Mi guerra está costando mucho.;;;;;;;;;x
AIREASON_YOUR_LIEGE;I'm your liege;Je suis votre seigneur lige;Ich bin Euer Lehnsherr;;Soy tu señor;;;;;;;;;x
ALL_DE_JURE_LIEGES_TITLES;All De Jure Liege Titles;Tous les titres de seigneur de jure;Alle De-Jure-Lehnsherrntitel;;Todos los títulos De Iure del señor;;;;;;;;;x
ALL_VOTERS;All voters;Tous les votants;Alle Stimmberechtigten;;Todos los votantes;;;;;;;;;x
