EVTDESC_RIP_4501;Pilgrims pass through the hospital in [pilgrim_physician_hospital.GetName] all the time. But word has reached you that one of them has stayed at the hospital for several days. Tending to the sick and wounded and assisting anyone who is in need of help. They say that [pilgrim_physician.GetSheHe] is a very skilled physician and might be of good use.;Des pèlerins passent régulièrement par l'hôpital de [pilgrim_physician_hospital.GetName]. Cependant, vous apprenez que l'un d'entre eux y a séjourné pendant plusieurs jours et s'est occupé des malades et des blessés et a prêté main forte à toute personne ayant besoin d'aide. Il s'agirait d'un physicien très qualifié et qui pourrait donc vous être utile.;Pilger besuchen das Hospital in [pilgrim_physician_hospital.GetName] zu allen Zeiten. Ihr habt erfahren, dass einer mehrere Tage dort verbrachte, und den Kranken, Verwundeten und Hilfesuchenden beistand. Es heißt, [pilgrim_physician.GetSheHe] sei ein sehr erfahrener Arzt und könnte von großem Nutzen sein.;;Peregrinos pasan por el hospital de [pilgrim_physician_hospital.Location.GetName] todo el tiempo. Pero te ha llegado la historia de uno de ellos que se ha quedado varios días en el hospital. Atendiendo a los enfermos y heridos y ayudando a quien necesita ayuda. Dicen que es un[pilgrim_physician.GetXA] médico muy hábil y podría serme útil.;;;;;;;;;x
EVTDESC_RIP_4504;The hospital in [hospital_location.GetName] has seen an increase in the amount of people looking for food and shelter lately. It can barely provide the food required as it is. Perhaps this could be a good opportunity to make an impression?;De plus en plus de personnes cherchant un toit et un couvert se rendent à l'hôpital de [hospital_location.GetName]. Il peut à peine fournir la nourriture nécessaire en l'état actuel des choses. Peut-être serait-ce l'occasion de faire bonne impression ?;Das Hospital in [hospital_location.GetName] erlebt einen Ansturm von Menschen, die Nahrung und Obdach suchen. Es kann schon jetzt kaum noch mithalten. Vielleicht ist die Gelegenheit günstig, einen guten Eindruck zu machen?;;Últimamente el hospital de [hospital_location.GetName] ha visto un aumento en la cantidad de gente que busca de alimento y refugio. En su estado apenas puede proporcionar los alimentos necesarios. ¿Podría ser esta una buena oportunidad de causar una impresión?;;;;;;;;;x
EVTDESC_RIP_4505;Alms and other supplies have been brought to the hospital. It will make the life much easier for those in need. The question now is how to present this extraordinary gift?;L'aumône et d'autres fournitures ont été apportées à l'hôpital. Cela aidera les gens dans le besoin. La question maintenant est de savoir comment présenter ce cadeau extraordinaire.;Almosen und weitere Güter wurden ins Krankenhaus gebracht. Es wird das Leben der Bedürftigen erleichtern. Die Frage ist jetzt, wie sich diese Großzügigkeit am besten präsentieren lässt?;;Limosnas y otros suministros han sido llevados al hospital. Hará la vida mucho más fácil para aquellos que lo necesitan. Ahora la cuestión es cómo presentar este regalo extraordinario.;;;;;;;;;x
EVTDESC_RIP_4512;The [religious_head_fee.PrimaryTitle.GetRulerTitle] has sent an emissary with a peculiar request. The emissary explains that the clergy has been very involved with the hospital in [hospital_location.GetName] as of late. As such, a fair compensation is expected to be payed.;[religious_head_fee.PrimaryTitle.Get_only_Le_Title][religious_head_fee.PrimaryTitle.GetRulerTitle] a envoyé un émissaire avec une requête particulière. Il explique que le clergé s'est beaucoup impliqué dans le fonctionnement de l'hôpital de [hospital_location.GetName] ces derniers temps. Ainsi, une juste compensation est attendue.;Ihre Durchlaucht, [religious_head_fee.PrimaryTitle.GetRulerTitle], sendet diese befremdliche Anfrage. Der Klerus hat sich in letzter Zeit sehr im Krankenhaus in [hospital_location.GetName] engagiert. Eine faire Kompensation ist mehr als angebracht.;;[religious_head_fee.GetElLa] [religious_head_fee.PrimaryTitle.GetRulerTitle] ha enviado un emisario con una peculiar petición. El emisario explica que últimamente el clero se ha involucrado mucho en el hospital de [hospital_location.GetName]. Por tanto, se espera que se les pague una compensación justa.;;;;;;;;;x
EVTDESC_RIP_4514;A leper named [homeless_leper.GetFirstName] arrived at court today. With the leper colony in [hospital_location.GetName] being crowded already, [homeless_leper.GetSheHe] has nowhere to go and now begs for your aid.;Un[homeless_leper.Get_E] lépreu[homeless_leper.GetXSe] s'appelant [homeless_leper.GetFirstName] a fait son apparition à la Cour aujourd'hui. La léproserie de [hospital_location.GetName] étant déjà surpeuplée, [homeless_leper.GetIlElle] n'a nulle part où aller et sollicite votre aide.;Ein Leprakranker namens [homeless_leper.GetFirstName] ist bei Hof erschienen. Die Leprakolonie in [hospital_location.GetName] ist bereits überfüllt. [homeless_leper.GetSheHeCap] findet kein Obdach und erbittet Eure Hilfe.;;Un leproso llamado [homeless_leper.GetFirstName] llegó hoy a la corte. Como la colonia de leprosos de [hospital_location.GetName] ya está llena, [homeless_leper.GetElElla] no tiene a dónde ir y ahora te pide ayuda.;;;;;;;;x
EVTDESC_RIP_4520;The soup kitchen in [kitchen_hospital.GetName] burned down quite recently in an accident. Without it, many of the poor might starve.;La soupe populaire de [kitchen_hospital.GetName] n'existe plus à cause d'un incendie accidentel qui a endommagé le bâtiment concerné. Sans elle, de nombreux pauvres pourraient manquer de nourriture.;Die Suppenküche in [kitchen_hospital.GetName] brannte leider vor Kurzem nieder. Viele der Armen drohen deshalb zu verhungern.;;El comedor popular en [kitchen_hospital.Location.GetName] ardió hace bastante poco en un accidente. Sin ello, muchos pobres podrían morir de hambre.;;;;;;;;x
EVTDESC_RIP_4530;Your physician [learning_physician.GetFirstName] has been asking for permission to travel to the hospital in [hospital_location.GetName] to study there for a time. [learning_physician.GetSheHeCap] will need some financing to cover the costs for the journey and for staying at the hospital.;Votre physicien [learning_physician.GetFirstName] demande la permission de se rendre à l'hôpital de [hospital_location.GetName] pour y faire des recherches pendant un certain temps. [learning_physician.GetIlElleCap] aura besoin d'un financement pour son voyage et son hébergement sur place.;[learning_physician.GetFirstName] bat Euch um Erlaubnis, zum Hospital in [hospital_location.GetName] zu reisen, um dort eine Zeit lang zu studieren. [learning_physician.GetSheHeCap] benötigt Geldmittel für die Reise und den Aufenthalt im Hospital.;;Tu médico [learning_physician.GetFirstName] te pide permiso para viajar al hospital de [hospital_location.GetName] a estudiar allí durante un tiempo. [learning_physician.GetElEllaCap] necesitará algunos fondos para cubrir los gastos del viaje y para permanecer en el hospital.;;;;;;;;;x
EVTDESC_RIP_4532;Your physician [learning_physician.GetFirstName] came back from [learning_physician.GetHerHis] stay at the hospital today. [learning_physician.GetSheHeCap] explained in great detail about various conditions and ailments and the remedies which to use for them. You did not understand half of it. But in short, [learning_physician.GetSheHe] seems to have learned a great deal.;Votre physicien [learning_physician.GetFirstName] est rentré de son séjour à l'hôpital aujourd'hui. [learning_physician.GetIlElleCap] a expliqué en détail les différents états et affections, ainsi que les remèdes à utiliser. Vous n'en avez pas compris la moitié. Cependant, pour faire court, [learning_physician.GetIlElle] a l'air d'avoir beaucoup appris.;[learning_physician.GetFirstName] ist heute vom Studium im Hospital zurückgekehrt. [learning_physician.GetSheHeCap] berichtet Euch ausführlich über unterschiedliche Krankheiten und die entsprechenden Behandlungsmethoden dafür. Ihr versteht noch nicht einmal die Hälfe davon, aber [learning_physician.GetSheHe] scheint dort jede Menge gelernt zu haben.;;Tu médico [learning_physician.GetFirstName] regresó hoy de su estancia en el hospital. [learning_physician.GetElEllaCap] explicado con grandes detalles las diferentes afecciones y dolencias y los remedios que se emplean contra ellas. No entendiste ni la mitad. Pero en resumen, [learning_physician.GetElElla] parece haber aprendido mucho.;;;;;;;;;x
EVTDESC_RIP_4533;Having stayed at the hospital in [hospital_location.GetName], your physician [learning_physician.GetFirstName] arrived back at court today. The visit was not as productive as [learning_physician.GetSheHe] would have wished, but was still able to learn a new thing or two.;Votre physicien [learning_physician.GetFirstName] est rentré de son séjour à l'hôpital de [hospital_location.GetName] aujourd'hui. La visite n'a pas été aussi productive qu'espéré, mais [learning_physician.GetIlElle] a quand même appris une ou deux choses.;Nach dem Studium im Hospital in [hospital_location.GetName] ist [learning_physician.GetFirstName] heute an Euren Hof zurückgekehrt. Der Besuch war leider nicht so ergiebig, wie [learning_physician.GetSheHe] es sich erhofft hatte, doch [learning_physician.GetSheHe] konnte immerhin etwas über die ein oder andere neue Behandlungsmethode lernen.;;Tras permanecer en el hospital en [hospital_location.GetName], tu médico [learning_physician.GetFirstName] regresó hoy a la corte. La visita no fue tan productiva como [learning_physician.GetElElla] hubiera deseado, pero todavía fue capaz de aprender una cosa nueva o dos.;;;;;;;;;x
EVTDESC_RIP_4534;You have received word that your physician [learning_physician.GetFirstName] came back earlier this morning. It would seem that [learning_physician.GetSheHe] spent much of the time outside the hospital. And as such, haven't learned anything [learning_physician.GetSheHe] didn't know already.;Vous venez d'apprendre que votre physicien [learning_physician.GetFirstName] est rentré tôt ce matin. Il semble qu'[learning_physician.GetIlElle] a passé beaucoup de temps hors de l'hôpital, et qu'[learning_physician.GetIlElle] n'a donc pas appris quoi que ce soit.;Ihr habt erfahren, dass [learning_physician.GetFirstName] heute früh zurückgekehrt ist. Offenbar verbrachte [learning_physician.GetSheHe] die meiste Zeit außerhalb des Hospitals und konnte daher nichts Neues lernen.;;Te informan que tu médico [learning_physician.GetFirstName] regresó esta mañana. Parece que pasó gran parte del tiempo fuera del hospital. Y por tanto, no ha aprendido nada que no supiera ya.;;;;;;;;;x
