EVTDESC_HF_43000;As your fight against the infidels continues, large groups of citizens from all around the [Root.Religion.GetName] world has gathered to support your cause. The men are waiting for your orders at [Root.Capital.GetName].;Alors que vous combattez les infidèles, de grands groupes de fidèles [Root.GetReligionMascPl] se sont formés pour soutenir votre cause. Les hommes attendent vos ordres à [Root.Capital.GetName].;Während Euer Kampf gegen die Ungläubigen weitergeht, hat sich eine große Gruppe von [Root.Religion.GetName]er Bürger versammelt, um Eure Sache zu unterstützen.\n\nDie Männer warten auf Eure Befehle in [Root.Capital.GetName].;;Según sigue tu lucha contra los infieles, un gran grupo ciudadanos de toda la [Root.Religion.GetName] se ha reunido para apoyar la causa. \n\nLos hombres esperan tus órdenes en [Root.Capital.GetName];;;;;x
EVTDESC_HF_43250;Suddenly [great_theologian.GetBestName] appear at my doors, asking for a place to stay. Inspired by [theologian_founder.GetFirstNameWithNick], [great_theologian.GetSheHe] has decided that [Root.Capital.GetName] must be one of the closest places to [great_theologian.Religion.GetHighGodName] and will prove essential to [great_theologian.GetHerHis] studies. [great_theologian.GetFirstName] is known throughout the whole [great_theologian.Religion.GetGroupName] realm as one of the truly great minds of our time. It is an honor to have [great_theologian.GetHerHim] around.;Soudain, [great_theologian.Get_only_le_Title][great_theologian.GetBestName] apparaît à mes portes et demande un endroit où s'installer. Inspiré[great_theologian.Get_E] par [theologian_founder.GetFirstNameWithNick], [great_theologian.GetIlElle] a décidé que [Root.Capital.GetName] devra être l'un des endroits les plus proches [great_theologian.Get_du_HighGod] et s'avérera essentiel à ses études. [great_theologian.GetIlElleCap] est connu[great_theologian.Get_E] dans tout le monde [great_theologian.Religion.GetGroupName] comme l'un des plus grands esprits de notre temps. C'est un honneur de l'avoir parmi nous.;[great_theologian.GetBestName] erschien plötzlich an meiner Tür und fragte nach einer Bleibe. Von [theologian_founder.GetFirstNameWithNick] inspiriert, entschied [great_theologian.GetSheHe], dass [Root.Capital.GetName] [great_theologian.Religion.GetHighGodName] am nächsten und daher unverzichtbar für [great_theologian.GetHerHis]e Studien ist.\n[great_theologian.GetFirstName] ist im gesamten [great_theologian.Religion.GetGroupName]en Reich als einer der wirklichen großen Denker unserer Zeit bekannt. Es ist eine Ehre, [great_theologian.Getihnsie] hier zu haben.;;De repente [great_theologian.GetBestName] aparece en la puerta, pidiendo alojamiento. Inspirad[Root.GetOA] por [theologian_founder.GetFirstNameWithNick], ha decidido que [Root.Capital.GetName] debe de ser uno de los lugares más cercanos a [great_theologian.Religion.GetHighGodName] y será esencial para sus estudios.\n\n[great_theologian.GetFirstName] es célebre en todo el mundo [great_theologian.Religion.GetGroupName] por ser una de las grandes mentes de nuestro tiempo. Es un honor que esté aquí.;;;;;x
EVTDESC_HF_43300;Convinced I am the latest in the line of great defenders of the faith, as a descendant of [founder_of_zealots.GetFirstNameWithNick], a group of [founder_of_zealots.Religion.GetName] zealots has appeared in [Root.Capital.GetName]. Though assured they are spreading the faith, they are in fact creating chaos among the local populace.;Convaincu que je suis [Root.GetLeLa] derni[Root.GetErEre] de la lignée des grands défenseurs de la foi, en tant que descendant[Root.Get_E] de [founder_of_zealots.GetFirstNameWithNick], un groupe de zélateurs [founder_of_zealots.GetReligionMascPl] est apparu à [Root.Capital.GetName]. Bien qu'ils aient dit répandre la foi, ils ont semé le chaos parmi la population locale.;Eine Gruppe [founder_of_zealots.Religion.GetName]er Zeloten ist in [Root.Capital.GetName] angekommen, die davon überzeugt ist, dass ich der Letzte in einer Reihe großer Verteidiger des Glaubens als Nachkomme von [founder_of_zealots.GetFirstNameWithNick] sei.\n\nObwohl sie denken, dass sie den Glauben verbreiten, schaffen sie tatsächlich Chaos unter der lokalen Bevölkerung.;;Un grupo de fanáticos [founder_of_zealots.Religion.GetName]s ha aparecido en [Root.Capital.GetName], convencidos de que siendo descendiente de [founder_of_zealots.GetFirstNameWithNick], soy [Root.GetElLa] últim[Root.GetOA] de un linaje de defensores de la fe.\n\nDicen que están propagando la religión, pero en realidad están causando caos entre la población local.;;;;;x
EVTDESC_HF_43301;The zealots continue their rampage in §R[Root.Capital.GetName]§!, unhindered by the soldiers pathetic attempts to stop them.;Les fanatiques continuent leur saccage à §R[Root.Capital.GetName]§!, même pas freinés par les tentatives navrantes des soldats de les stopper.;Die Zeloten wüten, ungehindert der erbärmlichen Versuche der Soldaten sie aufzuhalten, weiterhin in §R[Root.Capital.GetName]§!.;;Los fanáticos siguen con su alboroto en §R[Root.Capital.GetName]§!, sin que les afecten los patéticos esfuerzos de los soldados por detenerlos.;;;;;x
EVTDESC_HF_43302;The zealots are removed from [Root.Capital.GetName] forcefully. Peace returns, and the populace are happy with my leadership.;Les fanatiques sont chassés de [Root.Capital.GetName]. La paix est revenue et les habitants sont contents de ma décision.;Die Zeloten werden gewaltsam aus [Root.Capital.GetName] vertrieben. Der Frieden kehrt zurück und die Bevölkerung ist glücklich über meine Führung.;;Sacamos a los fanáticos a la fuerza de [Root.Capital.GetName]. La paz regresa y la población queda contenta con mi liderazgo.;;;;;x
EVTDESC_HF_43303;The zealots continue their wild rampages through §R[Root.Capital.GetName]§! despite my support.;Les fanatiques continuent leur saccage à §R[Root.Capital.GetName]§! malgré mon soutien.;Trotzt meiner angebotenen Unterstützung wüten die Zeloten weiterhin in §R[Root.Capital.GetName]§!.;;A pesar de mi apoyo, los fanáticos siguen con sus alborotos en §R[Root.Capital.GetName]§!;;;;;x
EVTDESC_HF_43304;The zealots have decided to follow my commands, and have organized into a proper militia at §G[Root.Capital.GetName]§!.;Les fanatiques ont décidé de suivre mes ordres et ont formé une vraie milice à §G[Root.Capital.GetName]§!.;Die Zeloten haben beschlossen meinen Befehlen zu folgen und haben sich in §G[Root.Capital.GetName]§! zu einer Miliz organisiert.;;Los fanáticos han decidido obedecer mis órdenes y se conforman como una verdadera milicia en §G[Root.Capital.GetName]§!;;;;;x
EVTDESC_HF_43305;The general of the zealots, §Y[zealot_general.GetBestName]§! have decided to join my court, and [zealot_general.GetHerHis] men are stationed at §G[Root.Capital.GetName]§!.;Le général des fanatiques, [zealot_general.Get_only_le_Title]§Y[zealot_general.GetBestName]§!, a décidé de rejoindre ma cour et ses hommes sont stationnés à §G[Root.Capital.GetName]§!.;Der General der Zeloten, §Y[zealot_general.GetBestName]§!, hat sich entschieden meinem Hof beizutreten und [zealot_general.GetHerHis]e Männer sind nun in §G[Root.Capital.GetName]§! stationiert.;;El general de los fanáticos, §Y[zealot_general.GetBestName]§! ha decidido unirse a la corte y sus hombres quedan apostados en §G[Root.Capital.GetName]§!.;;;;;x
EVTDESC_HF_43306;The zealots remain unconvinced by my arguments, and continue their frenzy at §R[Root.Capital.GetName]§!.;Les fanatiques n'ont pas été convaincus par mes arguments et continuent leurs saccages à §R[Root.Capital.GetName]§!.;Die Zeloten sind von meinen Argumenten unbeeindruckt und wüten weiterhin in §R[Root.Capital.GetName]§!.;;Mis argumentos no convencen a los fanáticos y siguen con su alboroto en §R[Root.Capital.GetName]§!.;;;;;x
EVTDESC_HF_43307;Persuaded by my arguments, the zealots leave and peace returns to [Root.Capital.GetName].;Convaincus par mes arguments, les fanatiques partent et la paix est retrouvée à [Root.Capital.GetName].;Die Zeloten konnten von meinen Argumenten überzeugt werden. Sie verlassen [Root.Capital.GetName] und Frieden kehrt zurück-;;Persuadidos por mis argumentos, los fanáticos se marcha y la paz regresa a [Root.Capital.GetName];;;;;x
