#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC_MNM_6001;As-salaam alaykum, [Root.GetSocietyRank] [Root.GetFirstName],\n\nI have decided to grant your request for a loan. I trust that you pay the sum back within a reasonable time and as soon as you are able.\n\nPraise be to [Root.Religion.GetHighGodNameCap]!\nSigned, Grand Master [grand_master.GetFirstName];As-salâmu 'alaykoum, [Root.GetSocietyRank] [Root.GetFirstName],\n\nJ'ai décidé d'accéder à votre demande de prêt. J'espère que vous rembourserez la somme dans un délai raisonnable et dès que vous serez en mesure.\n\nLouons [grand_master.Get_le_HighGod] !\nSigné, Grand maître [grand_master.GetFirstName];As-salamu alaykum, [Root.GetSocietyRank] [Root.GetFirstName],\nich habe mich entschlossen, Eurer Bitte um ein Darlehen nachzukommen. Ich vertraue darauf, dass Ihr die Summe in einem angemessenen Zeitrahmen so bald wie möglich zurückzahlen werdet.\n\nGepriesen sei [Root.Religion.GetHighGodNameCap]!\nGroßmeister [grand_master.GetFirstName];;As-salaam alaykum, [Root.GetSocietyRank] [Root.GetFirstName]:\n\nHe decidido concederte un préstamo. Confío en que devolverás el dinero en un plazo razonable de tiempo y en cuanto puedas.\n\n¡Alabado sea [Root.Religion.GetHighGodNameCap]!\nFirmado: Gran maestre [grand_master.GetFirstName];;;;;;;;;x
EVTDESC_MNM_6005;As-salaam alaykum, [Root.GetSocietyRank] [Root.GetFirstName],\n\nYour generous gift to the Order shall not be forgotten. The money will come to good use in the defense against those who threaten the true faith. \n\nPraise be to [Root.Religion.GetHighGodNameCap]!\nSigned, Grand Master [grand_master.GetFirstName];As-salâmu 'alaykoum [Root.GetSocietyRank] [Root.GetFirstName]\n\nVotre généreux présent pour l'Ordre ne sera pas oublié. L'argent sera utilisé pour se défendre contre ceux qui menacent la vraie foi.\n\nLouons [grand_master.Get_le_HighGod] !\nSigné, Grand Maître [grand_master.GetFirstName];As-salamu alaykum, [Root.GetSocietyRank] [Root.GetFirstName],\n\nEuer großzügiges Geschenk an den Orden wird nicht in Vergessenheit geraten. Das Geld wird sich für die Verteidigung gegen jene, die den wahren Glauben bedrohen, als nützlich erweisen. \n\nGepriesen sei [Root.Religion.GetHighGodNameCap]!\nGezeichnet, Großmeister [grand_master.GetFirstName];;As-salaam alaykum, [Root.GetFirstName]:\n\nLa orden no olvidará tu generosa contribución. Este dinero será invertido para defendernos de los infieles que atentan contra la fe verdadera. \n\n¡Alabado sea [Root.Religion.GetHighGodNameCap]!\nFirmado: Gran maestre [grand_master.GetFirstName];;;;;;;;;x
EVTDESC_MNM_6006_A;As-salaam alaykum, [Root.GetTitledFirstName],\n\nThe time has come for you to repay your debt to the Order. I trust you send me the [Root.assassins_debt.GetValue] gold as soon as you receive this letter.\n\nPraise be to [Root.Religion.GetHighGodNameCap]!\nSigned, Grand Master [grand_master.GetFirstName];As-salâmu 'alaykoum [Root.GetTitledFirstName]\n\nLe moment est venu pour vous de rembourser votre dette à l'Ordre. J'espère que vous m'enverrez les [Root.assassins_debt.GetValue] pièces d'or dès que vous recevrez cette lettre.\n\nLouons [grand_master.Get_le_HighGod] !\nSigné, Grand Maître [grand_master.GetFirstName];As-salamu alaykum, [Root.GetTitledFirstName],\nEure Zeit ist gekommen, Eure Schulden bei dem Orden zu begleichen. Ich vertraue darauf, dass Ihr mir die [Root.assassins_debt.GetValue] Goldstücke schickt, sobald Ihr diesen Brief erhaltet.\n\nGepriesen sei [Root.Religion.GetHighGodNameCap]!\nGroßmeister [grand_master.GetFirstName];;As-salaam alaykum, [Root.GetFirstName]:\n\nHa llegado el momento de que pagues la deuda que contrajiste con la orden. Confío en que enviarás los [Root.assassins_debt.GetValue] de oro en cuanto recibas esta carta.\n\n¡Alabado sea [Root.Religion.GetHighGodNameCap]!\nFirmado: Gran maestre [grand_master.GetFirstName];;;;;;;;;x
EVTDESC_MNM_6006_B;As-salaam alaykum, [Root.GetTitledFirstName],\n\nThe time has come for you to repay your debt to the Order. If you cannot spare the [Root.assassins_debt.GetValue] gold, I have another suggestion. The order is in unending need of champions and your [child_offer.GetRootRelation] [child_offer.GetFirstName] would make an excellent addition to our ranks.\n\nPraise be to [Root.Religion.GetHighGodNameCap]!\nSigned, Grand Master [grand_master.GetFirstName];As-salâmu 'alaykoum [Root.GetTitledFirstName]\n\nLe moment est venu pour vous de rembourser votre dette à l'Ordre. Si vous ne pouvez dépenser [Root.assassins_debt.GetValue] pièces d'or, j'ai une autre suggestion. L'Ordre a un besoin sans fin de champions et votre [child_offer.GetRootRelation] [child_offer.GetFirstName] ferait une excellente recrue.\n\nLouons [grand_master.Get_le_HighGod] !\nSigné, Grand Maître [grand_master.GetFirstName];As-salamu alaykum, [Root.GetTitledFirstName],\nEure Zeit ist gekommen, Eure Schulden bei dem Orden zu begleichen. Wenn Ihr die [Root.assassins_debt.GetValue] Goldstücke nicht entbehren könnt, habe ich einen anderen Vorschlag. Der Orden sucht stets nach Neuzugängen und [child_offer.GetEuerEure] [child_offer.GetRootRelation] [child_offer.GetFirstName] wäre hervorragend für unsere Ränge geeignet.\n\nGepriesen sei [Root.Religion.GetHighGodNameCap]!\nGroßmeister [grand_master.GetFirstName];;As-salaam alaykum, [Root.GetFirstName]:\n\nHa llegado el momento de que pagues la deuda que contrajiste con la orden. Si no dispones de [Root.assassins_debt.GetValue] de oro ahora mismo, te sugiero una alternativa: la orden siempre necesita paladines, y tu [child_offer.GetRootRelation] [child_offer.GetFirstName] sería una gran incorporación a nuestras filas.\n\n¡Alabado sea [Root.Religion.GetHighGodNameCap]!\nFirmado: Gran maestre [grand_master.GetFirstName];;;;;;;;;x
EVTDESC_MNM_6006_C;As-salaam alaykum, [Root.GetTitledFirstName],\n\nThe time has come for you to repay your debt to the Order. If you cannot spare the [Root.assassins_debt.GetValue] gold, I have another suggestion. If you allow us to build a castle in [castle_offer.GetName] and aid us in its construction, your debt shall be forgotten.\n\nPraise be to [Root.Religion.GetHighGodNameCap]!\nSigned, Grand Master [grand_master.GetFirstName];As-salâmu 'alaykoum [Root.GetTitledFirstName]\n\nLe moment est venu pour vous de rembourser votre dette à l'Ordre. Si vous ne pouvez dépenser [Root.assassins_debt.GetValue] pièces d'or, j'ai une autre suggestion. Si vous nous autorisez à bâtir un château en [castle_offer.GetName] et nous aidez à sa construction, votre dette sera effacée.\n\nLouons [grand_master.Get_le_HighGod] !\nSigné, Grand Maître [grand_master.GetFirstName];As-salamu alaykum, [Root.GetTitledFirstName],\nEure Zeit ist gekommen, Eure Schulden bei dem Orden zu begleichen. Wenn Ihr die [Root.assassins_debt.GetValue] Goldstücke nicht entbehren könnt, habe ich einen anderen Vorschlag. Wenn Ihr uns erlaubt, ein Schloss in [castle_offer.GetName] zu errichten und uns bei der Konstruktion unterstützt, ist Eure Schuld getilgt.\n\nGepriesen sei [Root.Religion.GetHighGodNameCap]!\nGroßmeister [grand_master.GetFirstName];;As-salaam alaykum, [Root.GetFirstName]:\n\nHa llegado el momento de que pagues la deuda que contrajiste con la orden. Si no dispones de [Root.assassins_debt.GetValue] de oro ahora mismo, te sugiero una alternativa: Si nos permites construir un castillo en [castle_offer.GetName] y nos ayudas a construirlo, te perdonaremos la deuda.\n\n¡Alabado sea [Root.Religion.GetHighGodNameCap]!\nFirmado: Gran maestre [grand_master.GetFirstName];;;;;;;;;x
EVTDESC_MNM_6020_A;Most guests have departed and evening has turned into early morning, yet [assassins_recruiter.GetTitledFirstName] and I are still deep in conversation. We are talking about religion, righteousness, how to do the right thing. [assassins_recruiter.GetFirstName] suggests that giving alms and fasting must surely bring mortals closer to the divine.;La plupart des invités sont partis, il va bientôt faire jour, et pourtant, vous êtes en pleine discussion avec [assassins_recruiter.Get_le_TitledFirstName]. Vous parlez de religion et de droiture. [assassins_recruiter.GetIlElleCap] suggère que l'aumône et le jeûne doivent assurément rapprocher les mortels du divin.;Die meisten Gäste haben sich verabschiedet und der Abend ist dem frühen Morgen gewichen, doch Ihr und [assassins_recruiter.GetTitledFirstName] befindet euch immer noch tief im Gespräch. Ihr redet über Religion, Rechtschaffenheit, wie man das Richtige macht. [assassins_recruiter.GetFirstName] meint, das Spenden von Almosen und Fasten würde Sterbliche sicherlich dem Göttlichen näherbringen.;;La mayoría de los invitados se marchó y ya se había hecho de día, pero [assassins_recruiter.GetTitledFirstName] y tú seguíais manteniendo una profunda conversación. Cuando salieron a relucir temas como la religión, la rectitud, cómo hacer el bien, [assassins_recruiter.GetFirstName] argumentó que dar limosnas y ayunar acercan a los mortales a la divinidad.;;;;;;;;;x
EVTDESC_MNM_6020_B;Most guests have departed and evening has turned into early morning, yet I and [assassins_recruiter.GetTitledFirstName] are still deep in conversation. We are discussing a hadith [assassins_recruiter.GetFirstName] just read. [assassins_recruiter.GetSheHeCap] suggest that its narrator, Abu Hurairah, might be unreliable and asks if the hadiths recorded by Ali are not preferable.;La plupart des invités sont partis, il va bientôt faire jour, et pourtant, vous êtes en pleine discussion avec [assassins_recruiter.Get_le_TitledFirstName]. Vous parlez d'un hadith que [assassins_recruiter.GetFirstName] vient de lire. [assassins_recruiter.GetIlElleCap] suggère que son narrateur, Abou Hourayra, pourrait être peu fiable, et demande si les hadiths notés par Ali ne seraient pas préférables.;Die meisten Gäste haben sich verabschiedet und der Abend ist dem frühen Morgen gewichen, doch Ihr und [assassins_recruiter.GetTitledFirstName] befindet euch immer noch tief im Gespräch. Ihr besprecht eine der Hadithen, die [assassins_recruiter.GetFirstName] vor kurzem las. [assassins_recruiter.GetSheHeCap] meint, ihr Urheber, Abu Hurairah, sei nicht verlässlich, und fragt, ob die Hadithen nach Ali nicht vorzuziehen wären.;;La mayoría de los invitados se marchó y ya se había hecho de día, pero [assassins_recruiter.GetTitledFirstName] y tú seguíais manteniendo una profunda conversación. Debatíais acerca de un hadiz que [assassins_recruiter.GetFirstName] acababa de leer. Creía que el narrador, Abu Hurairah, podría no ser fiable y te preguntó si no prefieres los hadices de Alí.;;;;;;;;;x
EVTDESC_MNM_6021_A;I approached [assassins_recruitee.GetTitledFirstName] during a feast last night, intending to figure out whether [assassins_recruitee.GetSheHe] might be persuaded to convert to the true faith. We had a long, deep conversation and it seems like [assassins_recruitee.GetFirstName] is of sound opinions!;Vous avez abordé [assassins_recruitee.Get_le_TitledFirstName] durant une fête, tentant de savoir [assassins_recruitee.GetSilSielle] pourrait être persuadé[assassins_recruitee.Get_E] de se convertir à la vraie foi. Vous avez eu une longue et intense discussion et il semble que [assassins_recruitee.GetFirstName] soit ouvert[assassins_recruitee.Get_E] sur le sujet !;Letzte Nacht habt Ihr Euch [assassins_recruitee.GetTitledFirstName] während eines Abendmahls genähert, da Ihr wissen wolltet, ob [assassins_recruitee.GetSheHe] überzeugt werden könnte, zum wahren Glauben zu konvertieren. Ihr beide führtet eine lange, tiefe Unterhaltung und [assassins_recruitee.GetFirstName] verfügt anscheinend über fundierte Meinungen!;;Anoche abordaste a [assassins_recruitee.GetTitledFirstName] durante el festín para tratar de averiguar si se convertiría a la verdadera fe. Mantuvisteis una conversación larga e intensa. [assassins_recruitee.GetFirstName] es una persona de ideales firmes.;;;;;;;;;x
EVTDESC_MNM_6021_B;Last night I approached [assassins_recruitee.GetTitledFirstName] during a feast, intending to figure out whether [assassins_recruitee.GetSheHe] might be persuaded to convert to the true faith. Unfortunately, as soon I steered the conversation towards the topics of the Prophet and his rightful heir, Ali, the narrow-minded [assassins_recruitee.GetManWoman] became quite disagreeable...;La nuit dernière, vous avez approché [assassins_recruitee.Get_le_TitledFirstName] lors d'une fête, essayant de savoir [assassins_recruitee.GetSilSielle] pourrait être persuadé[assassins_recruitee.Get_E] de se convertir à la vraie foi. Malheureusement, dès que vous avez abordé le sujet du Prophète et de son héritier légitime Ali, c[assassins_recruitee.GetEtEtte] [assassins_recruitee.GetManWoman] à l'esprit étroit est devenu[assassins_recruitee.Get_E] désagréable...;Letzte Nacht habt Ihr Euch [assassins_recruitee.GetTitledFirstName] während eines Abendmahls genähert, da Ihr wissen wolltet, ob [assassins_recruitee.GetSheHe] überzeugt werden könnte, zum wahren Glauben überzutreten. Leider wurde [assassins_recruitee.Getderdie] engstirnige [assassins_recruitee.GetManWoman] ziemlich ungehalten, als Ihr das Gespräch auf den Propheten und seinen rechtmäßigen Erben, Ali, lenktet ...;;Anoche abordaste a [assassins_recruitee.GetTitledFirstName] durante el festín para tratar de averiguar si se convertiría a la verdadera fe. Por desgracia, en cuanto dirigiste la conversación hacia el tema del profeta y su legítimo heredero Alí, se puso desagradable y demostró un talante intransigente.;;;;;;;;;x
EVTDESC_MNM_6021_c;Last night I approached [assassins_recruitee.GetTitledFirstName] during a feast, intending to figure out whether [assassins_recruitee.GetSheHe] might be persuaded to convert to the true faith. Unfortunately, as soon I steered the conversation towards the topics of the [Root.Religion.GetRandomGodName] and the [Root.Religion.GetScriptureName], the narrow-minded [assassins_recruitee.GetManWoman] became quite disagreeable...;La nuit dernière, vous avez approché [assassins_recruitee.Get_le_TitledFirstName] lors d'une fête, essayant de savoir [assassins_recruitee.GetSilSielle] pourrait être persuadé[assassins_recruitee.Get_E] de se convertir à la vraie foi. Malheureusement, dès que vous avez abordé le sujet [Root.Get_du_HighGod] et [Root.Get_du_Scripture], c[assassins_recruitee.GetEtEtte] [assassins_recruitee.GetManWoman] à l'esprit étroit est devenu[assassins_recruitee.Get_E] désagréable...;Letzte Nacht habe ich mich während eines Festes an [assassins_recruitee.GetTitledFirstName] gewandt und wollte herausfinden, ob [assassins_recruitee.GetSheHe] davon überzeugt werden könnte, zum wahren Glauben zu konvertieren. Als ich das Gespräch dann allerdings auf das Thema [Root.Religion.GetRandomGodName] und [Root.Religion.GetScriptureName] gelenkt habe, wurde [assassins_recruitee.Getderdie] engstirnige [assassins_recruitee.GetManWoman] leider unangenehm ...;;Anoche abordé a [assassins_recruitee.GetTitledFirstName] durante el festín para tratar de averiguar si se convertiría a la verdadera fe. Por desgracia, en cuanto dirigí la conversación hacia los temas de [Root.Religion.GetRandomGodName] y [Root.Religion.GetScriptureName], se puso desagradable y demostró un talante intransigente…;;;;;;;;;x
