#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_aadel;Aadel;;Aadel;;;;;;;;;;;x
b_abanhagari;Abanhagari;;Abanhagari;;;;;;;;;;;x
b_abohar;Abohar;;Abohar;;;;;;;;;;;x
b_abri;Abri;Abri;Abri;Abri;Abri;Abri;Abri;Abri;Abri;Abri;Abri;Abri;Abri;x
b_acalapura;Acalapura;;Acalapura;;;;;;;;;;;x
b_achalgarh;Achalgarh;;Achalgarh;;;;;;;;;;;x
b_adar;Adar;;Adar;;;;;;;;;;;x
b_adavani;Adavani;;Adavani;;;;;;;;;;;x
b_addanki;Addanki;;Addanki;;;;;;;;;;;x
b_adenna;Adenna;Adenna;Adenna;;Adenna;;;;;;;;;x
b_adhiwala;Adhiwala;;Adhiwala;;;;;;;;;;;x
b_adi_ramets;Adi Ramets;Adi Ramets;Adi Ramets;;Adi Ramets;;;;;;;;;x
b_adinapur;Adinapur;;Adinapur;;;;;;;;;;;x
b_adinatha_mandir;Adinatha Mandir;;Adinatha Mandir;;;;;;;;;;;x
b_afambo;Afambo;Afambo;Afambo;;Afambo;;;;;;;;;x
b_agalpur;Agalpur;;Agalpur;;;;;;;;;;;x
b_agarak;Agarak;;Agarak;;;;;;;;;;;x
b_aghata;Aghata;;Aghata;;;;;;;;;;;x
b_agmahl;Agmahl;;Agmahl;;;;;;;;;;;x
b_agra;Agra;;Agra;;;;;;;;;;;x
b_agroha;Agroha;;Agroha;;;;;;;;;;;x
b_agurto;Agurto;Agurto;Agurto;;Agurto;;;;;;;;;x
b_aharji;Aharji;;Aharji;;;;;;;;;;;x
b_ahichatra;Ahichatra;;Ahichatra;;;;;;;;;;;x
b_ahichhatrapur;Ahichhatrapur;;Ahichhatrapur;;;;;;;;;;;x
b_ahmednagar;Ahmednagar;;Ahmednagar;;;;;;;;;;;x
b_ahobalam;Ahobalam;;Ahobalam;;;;;;;;;;;x
b_aibak;Aibak;;Aibak;;;;;;;;;;;x
b_aihole;Aihole;;Aihole;;;;;;;;;;;x
b_aivarmalai;Aivarmalai;;Aivarmalai;;;;;;;;;;;x
b_ajaigarh;Ajaigarh;;Ajaigarh;;;;;;;;;;;x
b_ajayameru;Ajayameru;;Ajayameru;;;;;;;;;;;x
b_ajodhan;Ajodhan;;Ajodhan;;;;;;;;;;;x
b_akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;Akasha;x
b_akodia;Akodia;;Akodia;;;;;;;;;;;x
b_akola;Akola;;Akola;;;;;;;;;;;x
b_akruresvara;Akruresvara;;Akruresvara;;;;;;;;;;;x
b_akshatau;Akshatau;;Akshatau;;;;;;;;;;;x
b_aktogay;Aktogay;;Aktogay;;;;;;;;;;;x
b_akzhar;Akzhar;;Akzhar;;;;;;;;;;;x
b_al_haur;Al-Haur;;Al-Haur;;;;;;;;;;;x
b_alampur;Alampur;;Alampur;;;;;;;;;;;x
b_alampuravi;Alampuravi;;Alampuravi;;;;;;;;;;;x
b_alemaya;Alemaya;;Alemaya;;;;;;;;;;;x
b_ali_masjid;Ali Masjid;;Ali Masjid;;;;;;;;;;;x
b_aliab;Aliab;Aliab;Aliab;Aliab;Aliab;Aliab;Aliab;Aliab;Aliab;Aliab;Aliab;Aliab;Aliab;x
b_alipur;Alipur;;Alipur;;;;;;;;;;;x
b_alishi;Alishi;;Alishi;;;;;;;;;;;x
b_allah_abad;Allah Abad;;Allah Abad;;;;;;;;;;;x
b_alliata;Alliata;;Alliata;;;;;;;;;;;x
b_almaliq;Almaliq;;Almaliq;;;;;;;;;;;x
b_almar;Almar;;Almar;;;;;;;;;;;x
b_almatu;Almatu;;Almatu;;;;;;;;;;;x
b_almaty;Almaty;;Almaty;;;;;;;;;;;x
b_alopibagh;Alopibagh;;Alopibagh;;;;;;;;;;;x
b_altay;Altay;Altaï;Altay;;;;;;;;;;;x
b_amalner;Amalner;;Amalner;;;;;;;;;;;x
b_amankaragaj;Amankaragaj;;Amankaragaj;;;;;;;;;;;x
b_amaravati;Amaravati;;Amaravati;;;;;;;;;;;x
b_amaresvara;Amaresvara;;Amaresvara;;;;;;;;;;;x
b_amarkantak;Amarkantak;;Amarkantak;;;;;;;;;;;x
b_amarkot;Amarkot;;Amarkot;;;;;;;;;;;x
b_amarvalli;Amarvalli;;Amarvalli;;;;;;;;;;;x
b_amba_maderiya;Amba Maderiya;Amba Maderiya;Amba Maderiya;;Amba Maderiya;;;;;;;;;x
b_ambadapura;Ambadapura;;Ambadapura;;;;;;;;;;;x
b_ambaras;Ambaras;Ambaras;Ambaras;;Ambaras;;;;;;;;;x
b_ambikapur;Ambikapur;;Ambikapur;;;;;;;;;;;x
b_amer;Amer;;Amer;;;;;;;;;;;x
b_amethi;Amethi;;Amethi;;;;;;;;;;;x
b_amin;Amin;;Amin;;;;;;;;;;;x
b_amja_lebes;Amja Lebes;Amja Lebes;Amja Lebes;;Amja Lebes;;;;;;;;;x
b_amorha;Amorha;;Amorha;;;;;;;;;;;x
b_amravati;Amravati;;Amravati;;;;;;;;;;;x
b_amroha;Amroha;;Amroha;;;;;;;;;;;x
b_anag;Anag;Anag;Anag;Anag;Anag;Anag;Anag;Anag;Anag;Anag;Anag;Anag;Anag;x
b_anahilapataka;Anahilapataka;;Anahilapataka;;;;;;;;;;;x
b_anaimalai;Anaimalai;;Anaimalai;;;;;;;;;;;x
b_anakapalle;Anakapalle;;Anakapalle;;;;;;;;;;;x
b_anandpur;Anandpur;;Anandpur;;;;;;;;;;;x
b_anantapur;Anantapur;;Anantapur;;;;;;;;;;;x
b_anantasayanam;Anantasayanam;;Anantasayanam;;;;;;;;;;;x
b_ananthagiri;Ananthagiri;;Ananthagiri;;;;;;;;;;;x
b_andijan;Andijan;;Andijan;;;;;;;;;;;x
b_anegundi;Anegundi;;Anegundi;;;;;;;;;;;x
b_anjangaon;Anjangaon;;Anjangaon;;;;;;;;;;;x
b_anjar;Anjar;;Anjar;;;;;;;;;;;x
b_ankotakka;Ankotakka;;Ankotakka;;;;;;;;;;;x
b_antalla;Antalla;Antalla;Antalla;;Antalla;;;;;;;;;x
b_anumakonda;Anumakonda;;Anumakonda;;;;;;;;;;;x
b_anuradhapura;Anuradhapura;;Anuradhapura;;;;;;;;;;;x
b_anwala;Anwala;;Anwala;;;;;;;;;;;x
b_aralaguppe;Aralaguppe;;Aralaguppe;;;;;;;;;;;x
b_arasikere;Arasikere;;Arasikere;;;;;;;;;;;x
b_arkalyk;Arkalyk;;Arkalyk;;;;;;;;;;;x
b_arlik;Arlik;;Arlik;;;;;;;;;;;x
b_armail;Armail;;Armail;;;;;;;;;;;x
b_aroma;Aroma;Aroma;Aroma;Aroma;Aroma;Aroma;Aroma;Aroma;Aroma;Aroma;Aroma;Aroma;Aroma;x
b_aror;Aror;;Aror;;;;;;;;;;;x
b_arrah;Arrah;;Arrah;;;;;;;;;;;x
b_asanapat;Asanapat;;Asanapat;;;;;;;;;;;x
b_asayita;Asaita;Asaita;Asaita;;Asaita;;;;;;;;;x
b_ashaval;Ashaval;;Ashaval;;;;;;;;;;;x
b_ashta;Ashta;;Ashta;;;;;;;;;;;x
b_asigarh;Asigarh;;Asigarh;;;;;;;;;;;x
b_asika;Asika;;Asika;;;;;;;;;;;x
b_asino;Asino;;Asino;;;;;;;;;;;x
b_asirgarh;Asirgarh;;Asirgarh;;;;;;;;;;;x
b_aska;Aska;;Aska;;;;;;;;;;;x
b_askhanda;Askhanda;;Askhanda;;;;;;;;;;;x
b_askiz;Askiz;;Askiz;;;;;;;;;;;x
b_asma;Asma;Asma;Asma;;Asma;;;;;;;;;x
b_asni2;Asni;;Asni;;;;;;;;;;;x
b_assab;Assab;Assab;Assab;;Assab;;;;;;;;;x
b_atamasthana;Atamasthana;;Atamasthana;;;;;;;;;;;x
b_atasu;Atasu;;Atasu;;;;;;;;;;;x
b_athgarh;Athgarh;;Athgarh;;;;;;;;;;;x
b_attak;Attak;;Attak;;;;;;;;;;;x
b_aurad;Aurad;;Aurad;;;;;;;;;;;x
b_ausa;Ausa;;Ausa;;;;;;;;;;;x
b_avani;Avani;;Avani;;;;;;;;;;;x
b_avarwadi;Avarwadi;;Avarwadi;;;;;;;;;;;x
b_avasgarh;Avasgarh;;Avasgarh;;;;;;;;;;;x
b_avulagadda;Avulagadda;;Avulagadda;;;;;;;;;;;x
b_awariya;Awariya;Awariya;Awariya;;Awariya;;;;;;;;;x
b_awasa;Awasa;Awasa;Awasa;;Awasa;;;;;;;;;x
b_ayagoz;Ayagoz;;Ayagoz;;;;;;;;;;;x
b_aydhab;Aydhab;Aydhab;Aydhab;Aydhab;Aydhab;Aydhab;Aydhab;Aydhab;Aydhab;Aydhab;Aydhab;Aydhab;Aydhab;x
b_ayodhya;Ayodhya;;Ayodhya;;;;;;;;;;;x
b_bachhraon;Bachhraon;;Bachhraon;;;;;;;;;;;x
b_badakhemundi;Badakhemundi;;Badakhemundi;;;;;;;;;;;x
b_badin;Badin;;Badin;;;;;;;;;;;x
b_bagali;Bagali;;Bagali;;;;;;;;;;;x
b_bagalkot;Bagalkot;;Bagalkot;;;;;;;;;;;x
b_bagar;Bagar;;Bagar;;;;;;;;;;;x
b_bagavadi;Bagavadi;;Bagavadi;;;;;;;;;;;x
b_bagbahara;Bagbahara;;Bagbahara;;;;;;;;;;;x
b_bagerhat;Bagerhat;;Bagerhat;;;;;;;;;;;x
b_baghabarihat;Baghabarihat;;Baghabarihat;;;;;;;;;;;x
b_baghlan;Baghlan;;Baghlan;;;;;;;;;;;x
b_baghmundi;Baghmundi;;Baghmundi;;;;;;;;;;;x
b_baghsar;Baghsar;;Baghsar;;;;;;;;;;;x
b_bahalda;Bahalda;;Bahalda;;;;;;;;;;;x
b_bahoriband;Bahoriband;;Bahoriband;;;;;;;;;;;x
b_bahraich;Bahraich;;Bahraich;;;;;;;;;;;x
b_bahu;Bahu;;Bahu;;;;;;;;;;;x
b_bajaur;Bajaur;;Bajaur;;;;;;;;;;;x
b_bajrakot;Bajrakot;;Bajrakot;;;;;;;;;;;x
