#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
AIREASON_EXPANDING_HORDE;Too busy conquering the world and you're next: ;Trop occupé à conquérir le monde et vous êtes le suivant : ;Mit der Eroberung der Welt beschäftigt und Ihr seid bald an der Reihe: ;;Demasiado ocupado conquistando el mundo y eres el próximo:;;;;;;;;;x
AIREASON_IS_A_THREAT;Is a threat;Constitue une menace;Ist eine Bedrohung;;Es una amenaza;;;;;;;;;x
AIREASON_LIEGE_HATE;Hates their liege - §Y[GetTitledName]§!;Déteste son seigneur lige, §Y[GetTitledName]§!;Hasst den Lehnsherrn – §Y[GetTitledName]§!;;Odia su señor - §Y[GetTitledName]§!;;;;;;;;;x
ALLIANCE_BROKEN_LOG;The alliance between $CHAR$ and $ALLY$ has broken down;L'alliance entre $CHAR$ et $ALLY$ a été dissoute;Das Bündnis zwischen $CHAR$ und $ALLY$ ist zerbrochen.;;La alianza entre $CHAR$ y $ALLY$ se ha roto.;;;;;;;;;x
ALLIANCE_BROKEN_SETUP;When alliance is broken;Quand l'alliance est dissoute;Wenn das Bündnis gebrochen wird;;Cuando se rompe la alianza;;;;;;;;;x
ALLOW_MATRILINEAL_MARRIAGE_OFF;Disallow Matrilineal Marriage\n;Empêche le mariage matrilinéaire\n;Matrilineare Heirat verbieten\n;;Rechazar Matrimonio matrilineal\n;;;;;;;;x
ALLOW_MATRILINEAL_MARRIAGE_ON;Allow Matrilineal Marriage\n;Autorise le mariage matrilinéaire\n;Matrilineare Heirat erlauben\n;;Permitir Matrimonio matrilineal\n;;;;;;;;x
CAN_ENFORCE_PEACE;§YRealm Peace§! can be enforced;La §Ypaix dans le pays§! peut être décrétée;§YReichsfrieden§! kann erzwungen werden;;Se puede imponer la §YPaz del Reino§! ;;;;;;;;;x
CAN_JOIN_FACTION;$RECIPIENT|Y$ can join $FACTION|Y$;$RECIPIENT|Y$ doit pouvoir rejoindre $FACTION|Y$;$RECIPIENT|Y$ kann $FACTION|Y$ beitreten.;;$RECIPIENT|Y$ puede unirse a $FACTION|Y$;;;;;;;;;x
CAN_JOIN_ONE_FACTION;$RECIPIENT|Y$ can join at least one of your factions;$RECIPIENT|Y$ doit pouvoir rejoindre au moins l'une de vos factions;$RECIPIENT|Y$ kann mindestens einer Eurer Fraktionen beitreten.;;$RECIPIENT|Y$ puede unirse a al menos una de tus facciones.;;;;;;;;;x
ConclaveDLC;Conclave;Le Conseil (Conclave);Conclave;;Cónclave;;;;;;;;;x
COUNCIL_POSITION_FIRED;, getting $FIRED|Y$ fired in the process.;, entraînant du même coup le limogeage de $FIRED|Y$.;$FIRED|Y$ wurde entlassen.;;, hace despedir a $FIRED|Y$ en el proceso.;;;;;;;;;x
council_war_off_custom; Council members can join factions freely\n;Les membres du Conseil peuvent librement rejoindre une faction\n;Ratsmitglieder können Fraktionen uneingeschränkt beitreten.\n;;Los miembros del Consejo pueden unirse a facciones libremente.\n;;;;;;;;;x
council_war_on_custom;Council members may only join factions when the Council is §RDiscontent§!\nNomad and tribal Council members can always join factions;Les membres du Conseil ne peuvent rejoindre une faction que lorsque le Conseil est §Rinsatisfait§!. \nSauf les conseillers nomades et tribaux qui peuvent eux en rejoindre une en tout temps.;Ratsmitglieder können Fraktionen nur beitreten, wenn der Rat §Runzufrieden§! ist\nRatsmitglieder von Nomaden und Stämmen können jederzeit Fraktionen beitreten;;Los miembros del Consejo sólo pueden unirse a facciones cuando el Consejo esté §Rdescontento§!\nNómadas y miembros tribales del Consejo siempre pueden unirse a facciones.;;;;;;;;;x
COUNCILOR_LAW_CHANGE_IN_LIEGE_REALM_LOG;By calling in a Favor $COUNCILOR|Y$ has forced you to start a vote on the $LAW|Y$ Law in $TITLE|Y$.;Utilisant une faveur due, $COUNCILOR|Y$ vous a contraint à initier un vote sur la loi '$LAW|Y$' en $TITLE|Y$.;$COUNCILOR|Y$ hat einen Gefallen eingefordert und Euch gezwungen, eine Abstimmung zum Gesetz "$LAW|Y$" in $TITLE|Y$ zu beginnen.;;Al reclamar un favor, $COUNCILOR|Y$ te ha obligado a iniciar una votación sobre la ley $LAW|Y$ en $TITLE|Y$.;;;;;;;;;x
