EVTDESC_RoI_100;These are the three gods of the Trimurti, the Great Trinity. Perhaps I should choose one of them as my patron deity?;Il y a les trois dieux de la Trimurti, la Grande Trinité. Peut-être devrais-je choisir l'un d'eux comme divinité protectrice ?;Dies sind die Götter der Trimurti, der Großen Dreifaltigkeit. Vielleicht sollte ich einen von ihnen als Schutzgott wählen?;;Estos son los tres dioses del Trímurti, La Gran Trinidad. ¿Quizá debiera elegir uno como deidad protectora?;;;;;;;;;x
EVTDESC_RoI_101;These are all powerful gods and goddesses. Choosing one of them as my patron deity would be a testament to the power of my dynasty.;Tous ces dieux et toutes ces déesses sont puissants. En choisir un comme divinité protectrice serait le témoignage de la puissance de ma dynastie.;Dies sind allmächtige Götter und Göttinnen. Einen von ihnen zu wählen wäre ein Zeugnis der Macht meiner Dynastie.;;Estas son las todopoderosas deidades. Elegir una de ellas como deidad protectora será un legado del poder de mi dinastía.;;;;;;;;;x
EVTDESC_RoI_110;Hinduism is a diverse religion with four main branches: Shaivism, Vaishnavism, Shaktism and Smartism. As you convert, you must choose one of them.;L'hindouisme est une religion diverse comportant quatre branches principales : le shivaïsme, le vishnouisme, le shaktisme et le smartisme. Lorsque vous vous convertissez, vous devez choisir une de ces branches.;Hinduismus ist eine vielfältige Religion mit vier Hauptzweigen: Shaivismus, Vaishnavismus, Shaktismus und Smartismus. Wenn Ihr konvertiert, könnt Ihr einen davon auswählen.;;El hinduismo es un religión variada con cuatro ramas principales: Shivaismo, Vishnuismo, Shaktismo y Advaitismo. Cuando te conviertes, debes elegir una.;;;;;;;;;x
EVTDESC_RoI_110_ALT;The [hindu.GetName] faith has four main branches: Shaivism, Vaishnavism, Shaktism and Smartism. As you convert, you must choose one of them.;La religion [hindu.GetName] a quatre branches principales : le shivaïsme, le vishnouisme, le shaktisme et le smartisme. Lorsque vous vous convertissez, vous devez choisir une de ces branches.;Der [hindu.GetName]e Glauben hat vier Hauptzweige: Shivaismus, Vishnuismus, Shaktismus und Smartismus. Wenn Ihr konvertiert müsst Ihr einen von ihnen auswählen.;;Las cuatro tradiciones del credo [hindu.GetName] son shivaísimo, visnuísimo, shaktismo y smartismo. Debes elegir una de ellas si te conviertes.;;;;;;;;;x
EVTDESC_RoI_111;Buddhist tradition is marked by immense pluralism, but principally follows three main branches: Mahayana, Vajrayana and Theravada. As you convert, you must choose one of them.;La tradition bouddhiste est marquée par un immense pluralisme qui se compose de trois branches principales : le Mahayana, le Vajrayana et le Theravada. Lorsque vous vous convertissez, vous devez choisir une de ces branches.;Buddhismus ist gekennzeichnet durch ausgeprägten Pluralismus, folgt aber drei Hauptrichtungen: Mahayana, Vajrayana und Theravada. Nach einer Konvertierung könnt Ihr eine davon auswählen.;;La tradición budista está marcada por un inmenso pluralismo, pero principalmente sigue tres ramas principales: Mahayana, Vajrayana y Theravada. Al convertirte, debes elegir una.;;;;;;;;;x
EVTDESC_RoI_111_ALT;[buddhist.GetName] tradition principally follows three main branches: Mahayana, Vajrayana and Theravada. As you convert, you must choose one of them.;La religion [buddhist.GetName] a trois branches principales : mahayana, vajrayana et theravada. Lorsque vous vous convertissez, vous devez choisir une de ces branches.;[buddhist.GetName]e Traditionen folgen gewöhnlich einem der drei Hauptzweige: Mahayana, Vajrayana und Theravada. Wenn Ihr konvertiert müsst Ihr einen von ihnen auswählen.;;La tradición [buddhist.GetName] sigue sobre todo tres ramas: Mahayana, Vajrayana y Theravada. Debes elegir una de ellas si te conviertes.;;;;;;;;;x
EVTDESC_RoI_112;Jainism is a religion with strong traditions divided into two main branches: Digambara and Svetambara. As you convert, you must choose one of them.;Le jaïnisme est une religion aux traditions fortes divisée en deux branches principales : le Digambara and le Svetambara. Lorsque vous vous convertissez, vous devez choisir une de ces branches.;Jainismus ist eine Religion mit starken Traditionen, geteilt in zwei Hauptrichtungen: Digambara und Svetambara. Nach einer Konvertierung müsst Ihr eine davon wählen.;;El Jainismo es una religión con fuertes tradiciones divididas en dos ramas principales: Digambara y Suetambara. Al convertirte, debes elegir una.;;;;;;;;;x
EVTDESC_RoI_112_ALT;The [jain.GetName] faith is a religion divided into two main branches: Digambara and Svetambara. As you convert, you must choose one of them.;La religion [jain.GetName] a deux branches principales : digambara et svetambara. Lorsque vous vous convertissez, vous devez choisir une de ces branches.;Der [jain.GetName]e Glaube ist eine Religion, die in zwei Hauptzweige aufgeteilt ist: Digambara und Svetambara. Wenn Ihr konvertiert müsst Ihr einen von ihnen auswählen.;;El credo [jain.GetName] es una religión dividida en dos ramas principales: digambara y svetambara. Debes elegir una de ellas si te conviertes.;;;;;;;;;x
EVTDESC_RoI_115;The four traditions of the [hindu.GetName] faith are Shaivism, Vaishnavism, Shaktism and Smartism. You have decided to choose a new way, but which one shall it be?;La religion [hindu.GetName] a quatre traditions : le shivaïsme, le vishnouisme, le shaktisme et le smartisme. Vous avez décidé de choisir une nouvelle voix, mais laquelle ?;Die vier Traditionen des [hindu.GetName]en Glaubens sind der Shivaismus, Vishnuismus, Shaktismus und Smartismus. Ihr habt Euch dazu entschieden einen neuen Weg zu wählen, aber welcher soll es sein?;;Las cuatro tradiciones del credo [hindu.GetName] son shivaísimo, visnuísimo, shaktismo y smartismo. Has decido elegir un nuevo camino pero, ¿cuál?;;;;;;;;;x
EVTDESC_RoI_115_ALT;The four traditions of the [hindu.GetName] faith are Shaivism, Vaishnavism, Shaktism and Smartism. You have decided to choose a new way, but which one shall it be?;La religion [hindu.GetName] a quatre branches principales : le shivaïsme, le vishnouisme, le shaktisme et le smartisme. Vous avez décidé de choisir une nouvelle voix, mais laquelle ?;Die vier Traditionen des [hindu.GetName]en Glaubens sind Shivaismus, Vishnuismus, Shaktismus und Smartismus. Ihr habt Euch für einen neuen Weg entschieden, aber welcher soll es sein?;;Las cuatro tradiciones del credo [hindu.GetName] son shivaísimo, visnuísimo, shaktismo y smartismo. Has decido elegir un nuevo camino pero, ¿cuál?;;;;;;;;;x
