# Continents - for 'continent'-trigger

region_balkans;the Balkans;balkanique;Balkan;;balcánico;;;;;;;;;x
region_baltic;Baltic Trade Region;Région marchande de la Baltique;Baltische Handelsregion;;Zona Comercial del Báltico;;;;;;;;;x
region_british_isles;British Isles;Îles Britanniques;Britische Inseln;;Islas británicas;;;;;;;;;x
region_east_med;East Mediterranean Trade Region;Région marchande de la Méditerrannée orientale;Ost-mediterrane Handelsregion;;Zona Comercial del Mediterráneo Oriental;;;;;;;;;x
region_eastern_europe;Eastern Europe;de l'Europe de l'Est;de;;de Europa del Este;;;;;;;;;x
region_france;France;français;Frankreich;;francés;;;;;;;;;x
region_iberia;Iberia;ibérique;Iberien;;ibérica;;;;;;;;;x
region_italy;Italy;italien;Italien;;italiano;;;;;;;;;x
region_levant;the Levant;du Levant;Levante;;levantino;;;;;;;;;x
region_north_africa;North Africa;nord-africain;Nordafrika;;del norte de África;;;;;;;;;x
region_north_atlantic;North Atlantic Trade Region;Région marchande de l'Atlantique Nord;Nordatlantische Handelsregion;;Zona Comercial del Atlántico Norte;;;;;;;;;x
region_scandinavia;Scandinavia;scandinave;Skandinavien;;escandinavo;;;;;;;;;x
region_west_med;West Mediterranean Trade Region;Région marchande de la Méditerrannée occidentale;West-mediterrane Handelsregion;;Zona Comercial del Mediterráneo Occidental;;;;;;;;;x
