EVTDESC_ZE_6000;My hard work will not have gone unnoticed by my liege [target_liege.GetTitledName]. I am worthy of a position on the council and it's time I let [target_liege.GetHerHim] know.;Mon travail ne sera sûrement pas passé inaperçu aux yeux de m[target_liege.GetOnA] [target_liege.GetLordLady] lige, [target_liege.Get_le_TitledName]. Je suis digne de siéger au Conseil et il est temps qu'une place me soit octroyée.;Meine fleißige Arbeit wird dem Lehnsherrn [target_liege.GetTitledName] sicherlich aufgefallen sein. Mir steht ein Sitz im Rat zu und nun ist der Zeitpunkt gekommen, an dem ich [target_liege.Getihmihr] dies mitteilen werde.;;Mi trabajo duro no pasará desapercibido para mi señor [target_liege.GetTitledName]. Soy digno de un puesto en el consejo y es hora de que [target_liege.GetHerHim] lo sepa.;;;;;;;;;x
EVTDESC_ZE_6001;[aspiring_councillor.GetTitledFirstName] expresses [aspiring_councillor.GetHerHis] wish to have a seat on the Council. [aspiring_councillor.GetHerHisCap] contribution to the realm is significant and [aspiring_councillor.GetHerHis] military strength is not to be ignored, so including [aspiring_councillor.GetHerHim] in the Council may eliminate a potential future threat.;[aspiring_councillor.Get_Le_TitledFirstName] aimerait siéger au Conseil. Sa contribution au royaume est significative et sa puissance militaire ne doit pas être sous-estimée, si bien que l'inclure au Conseil aiderait à éliminer le risque potentiel d'une menace future.;[aspiring_councillor.GetTitledFirstName] äußert [aspiring_councillor.GetHerHis]en Wunsch, Ratsmitglied zu werden. [aspiring_councillor.GetHerHisCap] Beitrag zum Reich ist beträchtlich und [aspiring_councillor.GetHerHis]e militärische Stärke darf nicht außer Acht gelassen werden. Wenn [aspiring_councillor.GetTitledFirstName] einen Sitz im Rat erhält, könnte dadurch eine mögliche zukünftige Bedrohung ausgeschaltet werden.;;[aspiring_councillor.GetTitledFirstName] expresa [aspiring_councillor.GetHerHis] deseo de sentarse en el Consejo. [aspiring_councillor.GetHerHisCap] contribución al reino es significativa y [aspiring_councillor.GetHerHis] fuerza militar no debe subestimarse, de modo que incluir a [aspiring_councillor.GetHerHim] en el Consejo podría eliminar una futura amenaza potencial.;;;;;;;;;x
EVTDESC_ZE_6002;It has been long enough since [target_liege.GetTitledName] promised to make room for me on the council. I could remind [target_liege.GetHerHim] to keep [target_liege.GetHerHis] promise.;Voilà un certain temps que [target_liege.Get_le_TitledName] m'a promis une place au Conseil. Je peux sans doute lui rappeler sa promesse.;Es ist genug Zeit vergangen, seitdem [target_liege.GetTitledName] versprach, mir einen Sitz im Rat zu verschaffen. Ich könnte [target_liege.GetHerHim] daran erinnern, [target_liege.GetHerHis] Versprechen zu halten.;;Ha pasado mucho desde que [target_liege.GetTitledName] me prometió hacerme un sitio en el consejo. Podría recordar[target_liege.GetHerHim] que mantenga [target_liege.GetHerHis] promesa.;;;;;;;;;x
EVTDESC_ZE_6004;My request to join the [target_liege.GetCouncilName] of [target_liege.GetTitledName] will be considered.;Ma requête visant à rejoindre le [target_liege.GetCouncilName] [target_liege.Get_du_TitledName] va être prise en considération.;Mein Antrag auf einen Sitz im Rat von [target_liege.GetTitledName] wird bearbeitet.;;Mi petición de unirme al consejo de [target_liege.GetTitledName] será tenida en cuenta.;;;;;;;;;x
EVTDESC_ZE_6005;The answer regarding a position on the [target_liege.GetCouncilName] of [target_liege.GetTitledName] was a definite no.;La requête visant à rejoindre le [target_liege.GetCouncilName] [target_liege.Get_du_TitledName] s'est soldée par un non catégorique.;Der Antrag auf einen Sitz im Rat von [target_liege.GetTitledName] wurde eindeutig abschlägig beschieden.;;La respuesta con respecto a un puesto en el Consejo de [target_liege.GetTitledName] ha sido un NO rotundo.;;;;;;;;;x
EVTDESC_ZE_6006;Although I didn't get a council position, I can rest assured that [target_liege.GetTitledName] knows I'm competent. In fact, [target_liege.GetSheHe] said that a council position would be a waste of my precious time.;Certes, je ne siègerai pas au Conseil, mais j'ai la satisfaction de savoir que [target_liege.Get_le_TitledName] reconnaît mes compétences à leur juste valeur. En fait, [target_liege.Get_le_TitledName] a raison de dire que je ne ferais qu'y perdre mon temps.;Obwohl mir kein Sitz im Rat zugesprochen wurde, kann ich mir nun sicher sein, dass [target_liege.GetTitledName] um meine Kompetenz weiß. Tatsächlich teilte [target_liege.GetSheHe] mir mit, dass ein Sitz im Rat eine "Verschwendung meiner wertvollen Zeit" sei.;;Aunque no consiguiera un puesto en el consejo, me tranquiliza que [target_liege.GetTitledName] sabe que soy competente. De hecho, [target_liege.GetSheHe] ha dicho que un puesto en el consejo sería 'una pérdida de mi valioso tiempo'.;;;;;;;;;x
EVTDESC_ZE_6007;[target_liege.GetTitledName] told me that [councillor_target.GetTitledName] has been slandering me! Of course my wise liege did not believe these lies, but the other councillors are worried, making it hard to give me a council position right now.;[target_liege.Get_Le_TitledName] m'a rapporté que [councillor_target.Get_le_TitledName] s'efforce de me calomnier ! Bien sûr, m[target_liege.GetOnA] [target_liege.GetLordLady] lige, dans sa grande sagesse, n'a pas cru pareilles balivernes, mais les autres conseillers sont inquiets, compliquant mon accession au Conseil pour le moment.;[target_liege.GetTitledName] hat mir mitgeteilt, dass [councillor_target.GetTitledName] mich verleumdet hat! Natürlich hat mein weiser Lehnsherr diesen Lügen nicht geglaubt, aber die anderen Räte sind besorgt, wodurch es schwierig ist, mir derzeit einen Sitz im Rat zu verschaffen.;;¡[target_liege.GetTitledName] me ha informado que [councillor_target.GetTitledName] me ha estado difamando! Por supuesto, mi señor no creyó estas mentiras, pero los otros consejeros están preocupados, dificultando que pueda darme un puesto en el consejo ahora mismo.;;;;;;;;;x
EVTDESC_ZE_6012;Your vassal, [FromFrom.GetTitledName], is concerned about [FromFrom.GetHerHis] non-inheriting sons. [FromFrom.GetSheHeCap] asks you to consider them when looking for new vassals.;Votre vassal[FromFrom.Get_E], [FromFrom.Get_le_TitledName], s'inquiète pour son fils non-légataire. Sa suggestion serait de le considérer pour en faire votre nouveau vassal.;Euer Vasall, [FromFrom.GetTitledName], sorgt sich um [FromFrom.GetHerHis]e nicht erbberechtigten Söhne. [FromFrom.GetSheHeCap] bittet Euch, sie zu berücksichtigen, wenn Ihr nach neuen Vasallen Ausschau haltet.;;A tu vasallo, [FromFrom.GetTitledName], le preocupan [FromFrom.GetHerHis] no herederos. [FromFrom.GetSheHeCap] te pide que los tengas en cuenta cuando busques nuevos vasallos.;;;;;;;;;x
EVTDESC_ZE_6012_B;Your vassal, [FromFrom.GetTitledName], is concerned about [FromFrom.GetHerHis] non-inheriting daughters. [FromFrom.GetSheHeCap] asks you to consider them when looking for new vassals.;Votre vassal[FromFrom.Get_E], [FromFrom.Get_le_TitledName], s'inquiète pour sa fille non-légataire. Sa suggestion serait de la considérer pour en faire votre nouvelle vassale.;Euer Vasall, [FromFrom.GetTitledName], sorgt sich um [FromFrom.GetHerHis]e nicht erbberechtigten Töchter. [FromFrom.GetSheHeCap] bittet Euch, sie zu berücksichtigen, wenn Ihr nach neuen Vasallen Ausschau haltet.;;A tu vasallo [FromFrom.GetTitledName] le preocupan sus hijas fuera de la herencia. [FromFrom.GetTitledName] te pregunta si las tendrás en cuenta cuando busques nuevos vasallos.;;;;;;;;x
EVTDESC_ZE_6013;My humble request to gain land for [chosen_child.GetFirstName] was successful. I no longer have to worry about him.;Mon humble requête visant à obtenir des terres pour [chosen_child.GetFirstName] a été couronnée de succès. Je n'ai plus à m'en faire pour lui.;Meine demütige Bitte um Land für [chosen_child.GetFirstName] war erfolgreich. Ich muss mich nicht mehr um ihn sorgen.;;Mi humilde petición de tierras para [chosen_child.GetFirstName] tuvo éxito. Ya no tengo que preocuparme por él.;;;;;;;;;x
EVTDESC_ZE_6013_B;My humble request to gain land for [chosen_child.GetFirstName] was successful. I no longer have to worry about [chosen_child.GetHerHim].;Mon humble requête visant à obtenir des terres pour [chosen_child.GetFirstName] a été couronnée de succès. Je n'ai plus à m'en faire pour [chosen_child.GetLuiElle].;Meine demütige Bitte um Land für [chosen_child.GetFirstName] war erfolgreich. Ich muss mich nicht mehr um [chosen_child.Getihnsie] sorgen.;;He tenido éxito en mi humilde petición para conseguir tierras para [chosen_child.GetFirstName]. Ya no tengo que preocuparme por [chosen_child.GetElElla].;;;;;;;;x
EVTDESC_ZE_6014;Unfortunately, my Liege could not find it in [From.GetHerHis] heart to give my son any land at this time.;Malheureusement, m[From.GetOnA] [From.GetLordLady] lige n'a pas jugé utile d'offrir des terres à mon fils pour le moment.;Leider lehnte mein Lehnsherr meine Bitte um Land für meinen Sohn zu diesem Zeitpunkt ab.;;Lamentablemente, mi señor no halló en [From.GetHerHis] ánimo darle tierras a mi hijo en esta ocasión.;;;;;;;;;x
EVTDESC_ZE_6014_B;Unfortunately, my Liege could not find it in [From.GetHerHis] heart to give my [chosen_child.GetSonDaughter] any land at this time.;Malheureusement, m[From.GetOnA] [From.GetLordLady] lige n'a pas pu donner à m[chosen_child.GetOnA] [chosen_child.GetSonDaughter] une terre pour le moment.;Leider lehnte mein Lehnsherr meine Bitte um Land für m[chosen_child.Geteineneine] [chosen_child.GetSonDaughter] zu diesem Zeitpunkt ab.;;Desgraciadamente, en esta ocasión mi señor no ha considerado dar tierra alguna a mi [chosen_child.GetSonDaughter].;;;;;;;;x
EVTDESC_ZE_6015;My son [chosen_child.GetFirstName] will now have his own land! My Liege made sure to mention that I should remember this in the future when [From.GetSheHe] requires a favor in return.;Mon fils [chosen_child.GetFirstName] aura ses propres terres ! M[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige a pris soin de mentionner que je ferais bien de lui rendre la pareille un jour si l'occasion se présente.;Mein Sohn [chosen_child.GetFirstName] ist nun im Besitz eigenen Landes! Mein Lehnsherr erwähnte, dass ich mich an diese Gunst erinnern solle, wenn [From.GetSheHe] einen Gefallen von mir benötigen würde.;;¡Mi hijo [chosen_child.GetFirstName] ahora tendrá sus propias tierras! Mi señor se cercioró de mencionar que tendré que recordar esto cuando [From.GetSheHe] requiera un favor a cambio.;;;;;;;;;x
EVTDESC_ZE_6015_B;My [chosen_child.GetSonDaughter] [chosen_child.GetFirstName] will now have [chosen_child.GetHerHis] own land! My Liege made sure to mention that I should remember this in the future when [From.GetSheHe] requires a favor in return.;M[chosen_child.GetOnA] [chosen_child.GetSonDaughter] [chosen_child.GetFirstName] aura maintenant sa propre terre ! M[From.GetOnA] [From.GetLordLady] lige a quand même tenu à mentionner que je devrais me souvenir de cela à l'avenir quand [From.GetIlElle] aura besoin d'une faveur.;M[chosen_child.Geteineine][chosen_child.GetSonDaughter] [chosen_child.GetFirstName] ist nun im Besitz eigenen Landes! Mein Lehnsherr erwähnte, dass ich mich an diese Gunst erinnern solle, wenn [From.GetSheHe] einen Gefallen von mir benötigen würde.;;¡Mi [chosen_child.GetSonDaughter] [chosen_child.GetFirstName] tendrá sus propias tierras! Mi señor se aseguró de mencionar que recuerdee esto la próxima vez que me pida un favor.;;;;;;;;x
EVTDESC_ZE_6021;What would be a suitable position for [moving_councillor.GetTitledName] on the Council?;Quel poste au Conseil serait adapté pour [moving_councillor.Get_le_TitledName] ?;Für welche Ratsposition wäre [moving_councillor.GetTitledName] geeignet?;;¿Cuál sería un puesto adecuado para [moving_councillor.GetTitledName] en el Consejo?;;;;;;;;;x

