#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC_77800_A;My magnificent pet owl has finally taken her last breath. Although I have been her guardian for a long time, now when it is time to send her off, I realize that perhaps she has also been watching over me?;Ma magnifique chouette a finalement rendu son dernier souffle. Bien qu'elle fut sous ma protection pendant longtemps, maintenant qu'il faut lui dire au revoir, je réalise qu'elle a peut-être aussi veillé sur moi ?;Meine großartige Eule hat schließlich doch Ihren letzten Atemzug getan und ist tot. Auch wenn ich sie lange in meiner Obhut hatte, frage ich mich, als ich mich von ihr verabschiede, ob sie nicht auch ein wenig auf mich aufgepasst hat.;;Mi magnífica lechuza mascota ha expirado finalmente su último aliento. Aunque fui su guardián durante mucho tiempo, ahora que llega el momento de despedirla, me doy cuenta que tal vez ella también cuidó de mí.;;;;;;;;;x
EVTDESC_77800_B;My owl won't wake up. They tell me she has moved on to the next world, but why would she not tell me?;Ma chouette ne se réveillera pas. On me dit qu'elle est passée dans l'autre monde, mais pourquoi ne me l'a-t-elle pas dit ?;Meine Eule will nicht mehr aufwachen. Man sagt mir, sie sei nun in der nächsten Welt, aber warum hat sie mir davon nichts gesagt?;;Mi lechuza no despierta. Me dicen que se ha ido al otro mundo, ¿pero por qué no me lo dijo?;;;;;;;;;x
EVTDESC_77801_A;A servant gasps as I throw myself from the balcony. Wind in my hair, I soar through the air and it feels like it goes on forever. The landing I make is soft - I'm surrounded by hay! A pigeon looks at me skeptically.;Un domestique a le souffle coupé parce que je descends du balcon. Le vent dans mes cheveux, je m'élance dans l'air et cela semble durer éternellement. L'atterrissage que je fais est doux - je suis entouré de foin ! Un pigeon me regarde d'un air sceptique.;Einem Diener stockt der Atem, als ich mich vom Balkon in die Tiefe stürze. Mein Haar flattert im Wind, ich brause durch die Luft und es fühlt sich an, als würde es nie ein Ende nehmen. Die Landung ist wunderbar weich – ein Heuhaufen! Skeptisch beäugt mich die Taube.;;Un sirviente jadea cuando me lanzo por el balcón. Viento en el pelo, planeo por el aire y la caída parece continuar eternamente. Hago un aterrizaje blando, ¡estoy rodeado de heno! Una paloma me mira con escepticismo.;;;;;;;;;x
EVTDESC_77801_B;A servant gasps as I step off from the balcony. He does not know I can fly! The air caresses my cheek as I am carried forward by the wind, with incredible speed!;Un domestique a le souffle coupé parce que je descends du balcon. Il ne sait pas que je sais voler ! L'air caresse mes joues alors que je suis porté[Root.Get_E] par le vent, à une vitesse incroyable !;Einem Diener stockt der Atem, als ich vom Balkon einen Schritt ins Nichts mache. Er weiß ja noch nicht, dass ich fliegen kann! Die Luft saust mir die Wangen entlang und der Wind trägt mich voran, immer schneller und schneller!;;Un sirviente jadea cuando salto por el balcón. ¡No sabe que puedo volar! ¡El aire me acaricia las mejillas mientras el viento me transporta a una velocidad increíble!;;;;;;;;;x
EVTDESC_77802_A;My magnificent cat curled up in its favorite spot by the window last night. I think now that maybe it knew it did not have long left in this world. At least it went peacefully.\n;Mon magnifique chat s'est recroquevillé dans son endroit préféré près de la fenêtre la nuit dernière. Je pense maintenant qu'il savait qu'il ne resterait plus longtemps dans ce monde. Au moins, il s'en est allé paisiblement.\n;Meine sagenhafte Katze hatte sich gestern Abend an ihrer Lieblingsstelle am Fenster eingerollt. Vielleicht hatte sie gewusst, dass sie nicht mehr lange zu leben hatte. Wenigstens ist sie friedlich von uns gegangen.\n;;Anoche mi magnífico gato se hizo un ovillo en su lugar favorito al lado de la ventana. Ahora creo que tal vez sabía que no le quedaba mucho en este mundo. Al menos se fue en paz.\n;;;;;;;;;x
EVTDESC_77802_B;They tell me my cat left to visit one of my distant aunts. Apparently, this aunt has a nice house in the country and my cat will be very happy there, roaming the wilderness, playing with a bunch of other cats.;Ils me disent que mon chat est parti visiter une de mes tantes éloignées. Apparemment, cette tante a une belle maison à la campagne et mon chat sera très heureux là-bas, à errer dans de vastes étendues et en jouant avec un tas d'autres chats.;Wie man mir sagte, ist meine Katze zu Besuch bei entfernten Tanten. Offenbar hat diese Tante ein hübsches Haus und meiner Katze wird es dort sehr gut gefallen, weil sie dort im Freien mit den anderen Katzen spielen kann.;;Me dicen que el gato se fue a visitar a una tía lejana que tengo. Al parecer, esta tía tiene una hermosa casa en el campo y mi gato será feliz allí, corriendo por la naturaleza y jugando con un montón de otros gatos.;;;;;;;;;x
EVTDESC_77803;The guard nods hesitantly and somewhat sullenly walks away. "Don't argue!" I yell after him, as he disappears down the corridor.\nNow that I think about it, I never smelled any smoke, and later I find a small grave behind the stables!;Le gardien hoche la tête en hésitant et part avec un air un peu maussade. « Pas de discussion ! », crié-je après lui, alors qu'il disparaît dans le couloir. \nMaintenant que j'y pense, je n'ai jamais senti de fumée, et plus tard je trouve une petite tombe derrière les écuries !;Die Wache nickt zögerlich und trollt sich etwas verdrossen von dannen. "Keine Diskussionen!", rufe ich ihm nach, als er im Gang verschwindet.\nWenn ich nun darüber nachdenke, fällt mir auf, dass ich nie den Rauch gerochen habe und wenig später finde ich hinter dem Stall ein kleines Grab!;;El guardia asiente vacilante, y se retira resentido. «¡No discutas!», grito tras él mientras desaparece por el pasillo.\nAhora que lo pienso, no he olido humo ¡y más tarde descubro una pequeña tumba detrás de los establos!;;;;;;;;;x
EVTDESC_77860;Your precious cat has the ability of always knowing when you are in need of comfort. Appearing as if out of nowhere only to jump up on your lap and purr softly to your gentle stroking.;Votre précieux chat a la capacité de toujours savoir quand vous avez besoin de réconfort. Il apparaît soudainement pour venir sauter sur vos genoux et ronronner à vos caresses.;Eure kostbare Katze hat ein Gespür dafür, wann Ihr Trost braucht. Wie aus dem Nichts springt sie in Euren Schoß und schnurrt leise zu Euren sanften Liebkosungen.;;Tu querido gato tiene la capacidad de saber siempre cuando necesitas consuelo. Aparece como de ninguna parte sólo para saltar a tu regazo y ronronear suavemente a tus suaves caricias.;;;;;;;;;x
EVTDESC_77861;Your two pets truly fight like cat and dog. You can barely sleep at night unless you lock them in separate rooms. In fear of confinement, your cat has begun hiding before bedtime. Yesterday you spent the better part of an hour looking for it. You cannot stand this much longer...;Vos deux animaux se battent vraiment comme chien et chat. Vous pouvez à peine dormir la nuit si vous ne les enfermez pas dans des chambres séparées. Dans la peur de l'isolement, votre chat a commencé à se cacher avant le coucher. Hier, vous avez même passé plus d'une heure à le chercher. Vous ne pouvez pas supporter cette situation plus longtemps...;Eure zwei Haustiere bekämpfen sich jedoch wie Hund und Katz. Ihr könnt Nachts kaum schlafen, außer Ihr sperrt die beiden in getrennte Räume. Aus Angst, eingesperrt zu werden, hat Eure Katze begonnen, sich abends zu verstecken. Gestern habt Ihr fast eine Stunde damit verbracht, nach ihr zu suchen. Ihr haltet das nicht länger aus ...;;Tus dos mascotas se llevan literalmente como el perro y el gato. Apenas te dejan dormir a no ser que los pongas en habitaciones separadas. Por miedo a estar encerrado, tu gato ha empezado a esconderse antes de la hora de dormir. Ayer te pasaste una buena hora buscándolo. No aguantarás la situación mucho tiempo...;;;;;x
EVTDESC_77862_A;Today, when you were going for a hunt, you couldn't find your loyal canine companion anywhere. As you called its name, the stable master came over and told you that he had seen a cat chase a dog across the courtyard. Now it is nowhere to be found…;Aujourd'hui, lorsque vous étiez sur le point de partir chasser, vous n'avez trouvé nulle part votre fidèle compagnon canin. Alors que vous criiez son nom, le maître des écuries est apparu et vous a dit avoir vu un chat courir après un chien dans la cour. Maintenant, il est introuvable...;Als Ihr heute auf die Jagd gehen wolltet, könntet Ihr Euren treuen Hund nirgendwo finden. Als Ihr nach ihm gerufen habt, kam der Stallmeister vorbei und erzählte Euch, dass er gesehen hat, wie eine Katze einen Hund über den Hof gejagt hat. Jetzt ist er nirgendwo zu finden ...;;Hoy, cuando ibas a ir de caza, no encontrabas a tu leal compañero canino por ninguna parte. Al llamar su nombre, el maestro de establos vino y te dijo que había visto a un gato persiguiendo a un perro por el patio. Ahora está desaparecido...;;;;;x
