EVTDESCHF20200;The time has finally come for me to be officially recognized as [Root.GetTitle] of [Root.PrimaryTitle.GetName]. In order do this, I will need the support of the [Root.Religion.GetName] Church, but convincing authoritative members will neither be easy nor cheap. To begin the preparations, I should find a priest willing to crown me.;Le temps est venu d'être officiellement reconnu[Root.Get_E] [Root.GetTitle] [Root.PrimaryTitle.Get_du_Realm]. Je vais avoir besoin du soutien du clergé [Root.GetReligionMasc], mais convaincre les membres faisant autorité ne sera ni facile ni bon marché. Avant tout, je dois trouver un prêtre enclin à me couronner.;Die Zeit ist endlich gekommen, dass ich offiziell als [Root.GetTitle] von [Root.PrimaryTitle.GetName] anerkannt werde. Dafür brauche ich allerdings erst die Unterstützung der [Root.Religion.GetName]en Kirche. Überzeugende Mitglieder mit Autorität werden jedoch nicht billig sein. Um mit den Vorbereitungen zu beginnen, sollte ich zuerst einen Priester finden, der bereit ist, mich zu krönen.;;Ha llegado el momento de que se me reconozca oficialmente como [Root.GetTitle] de [Root.PrimaryTitle.GetName]. Para esto, necesitaré el apoyo de la Iglesia [Root.Religion.GetName], pero convencer a miembros con autoridad no será ni fácil ni barato. Para empezar los preparativos, debo encontrar un sacerdote deseoso de coronarme.;;;;;;;;x

EVTDESCHF20303;[Root.GetTitledFirstName],\nI will be glad to attend your coronation!;[Root.GetTitledFirstName],\nJe me ferai un plaisir d'assister à votre couronnement !;[Root.GetTitledFirstName],\nIch werde gerne an Eurer Krönung teilnehmen!;;[Root.GetTitledFirstName],\n¡Será un placer acudir a tu coronación!;;;;;;;;x
EVTDESCHF20304;[Root.GetTitledFirstName],\nI am afraid I have to decline your invitation.;[Root.GetTitledFirstName],\nJe crains de devoir décliner votre invitation.;[Root.GetTitledFirstName],\nIch muss Eure Einladung leider ablehnen.;;[Root.GetTitledFirstName],\nMe temo que debo declinar tu invitación.;;;;;;;;x

EVTDESCHFA20201;[From.GetFullName] wishes me to crown [From.GetHerHim] [From.GetTitle] of [From.PrimaryTitle.GetName]. What do I wish to ask [From.GetHerHim] in return?;[From.GetFullName] souhaite que je [From.GetLeLa] consacre [From.GetTitle] [From.PrimaryTitle.Get_du_Realm]. Que pourrais-je lui demander en retour ?;[From.GetFullName] wünscht, dass ich [From.Getihnsie] [From.Getzumzur] [From.GetTitle] von [From.PrimaryTitle.GetName] kröne. Um was soll ich im Gegenzug bitten?;;[From.GetFullName] desea que lo corone [From.GetTitle] de [From.PrimaryTitle.GetName]. ¿Qué le pido a cambio?;;;;;;;;x
EVTDESCHFA20202;To the Excellent [Root.GetTitledName],\nI shall be honored to officiate [Root.GetHerHisCap] [Root.GetHonorific]'s coronation. I eagerly await [Root.GetHerHisCap] [Root.GetHonorific]'s instructions regarding date and manner of the ceremony in order to better prepare myself for this sacred duty.\n\nEver [Root.GetHerHisCap] [Root.GetHonorific]'s servant\n[From.GetTitledName];[Root.GetTitledName],\nJe serais honoré d'officier au couronnement de [Root.GetHonorific]. J'attends avec impatience les instructions concernant la date et le genre de cérémonie afin de mieux me préparer pour ce saint devoir.\n\nÀ jamais le serviteur de [Root.GetHonorific]\n[From.GetTitledName];An Eure Exzellenz [Root.GetTitledName],\nIch fühle mich geehrt, bei der Krönung [Root.GetHerHis]er [Root.GetHonorific] amtieren zu dürfen. Ich erwarte baldige Antwort bezüglich Datum und Art der Zeremonie, um mich besser auf diese heilige Aufgabe vorbereiten zu können.\n\nEuer Diener,\n[From.GetTitledName];;Al Excelente [Root.GetTitledName],\nMe honrará oficiar la coronación de Su [Root.GetHonorific]. Espero ansiosamente las instrucciones de Su [Root.GetHonorific] sobre la fecha y el modo de la ceremonia con el fin de prepararme para este deber sagrado.\n\nSiempre al servicio de Su [Root.GetHonorific],\n[From.GetTitledName];;;;;;;;x
EVTDESCHFA20203;To the Excellent [Root.GetTitledName],\nI shall be honored to officiate [Root.GetHerHisCap] [Root.GetHonorific]'s coronation, provided that [Root.GetHerHisCap] [Root.GetHonorific] donates a small sum of money to the Holy Mother Church as a show of [Root.GetHerHisCap] devotion.\n\nEver [Root.GetHerHis] [Root.GetHonorific]'s servant\n[From.GetTitledName];[Root.GetTitledName],\nJe serais honoré d'officier au couronnement de [Root.GetHonorific] si [Root.GetHonorific] donnait un peu d'argent à la Sainte Mère l'Église comme une démonstration de sa dévotion.\n\nÀ jamais le serviteur de [Root.GetHonorific]\n[From.GetTitledName];An Eure Exzellenz [Root.GetTitledName],\nIch fühle mich geehrt, bei der Krönung [Root.GetHerHis]er [Root.GetHonorific] amtieren zu dürfen, vorausgesetzt [Root.GetHerHisCap] [Root.GetHonorific] spendet eine kleine Summe an die Heilige Mutter Kirche als Zeichen [Root.GetHerHis]er Hingabe.\n\nEuer Diener,\n[From.GetTitledName];;Al Excelente [Root.GetTitledName],\nSerá un honor oficiar la coronación de Su [Root.GetHonorific], siempre que Su [Root.GetHonorific] done una pequeña suma de dinero a la Santa Madre Iglesia como muestra de devoción.\n\nSiempre al servicio de Su [Root.GetHonorific],\n[From.GetTitledName];;;;;;;;x
EVTDESCHFA20204;To the Excellent [Root.GetTitledName],\nI shall be honored to officiate [Root.GetHerHisCap] [Root.GetHonorific]'s coronation, provided that [Root.GetHerHisCap] [Root.GetHonorific] donates a sizable sum of money to the church of [From.Capital.GetName] as a show of [Root.GetHerHisCap] devotion.\n\nEver [Root.GetHerHis] [Root.GetHonorific]'s servant\n[From.GetTitledName];[Root.GetTitledName],\nJe serais honoré d'officier au couronnement de [Root.GetHonorific] si [Root.GetHonorific] donnait une somme assez considérable à l'Église de [From.Capital.GetName] comme une démonstration de sa dévotion.\n\nÀ jamais le serviteur de [Root.GetHonorific]\n[From.GetTitledName];An Eure Exzellenz [Root.GetTitledName],\nIch fühle mich geehrt, bei der Krönung [Root.GetHerHis]er [Root.GetHonorific] amtieren zu dürfen, vorausgesetzt [Root.GetHerHisCap] [Root.GetHonorific] spendet eine beträchtliche Summe an die Heilige Mutter Kirche als Zeichen [Root.GetHerHis]er Hingabe.\n\nEuer Diener,\n[From.GetTitledName];;Al Excelente [Root.GetTitledName],\nSerá un honor oficiar la coronación de Su [Root.GetHonorific], siempre que Su [Root.GetHonorific] done una suma considerable de dinero a la iglesia de [From.Capital.GetName] como muestra de devoción.\n\nSiempre al servicio de Su [Root.GetHonorific],\n[From.GetTitledName];;;;;;;;x
EVTDESCHFA20205;To the Excellent [Root.GetTitledName],\nI shall be honored to officiate [Root.GetHerHisCap] [Root.GetHonorific]'s coronation, provided that [Root.GetHerHisCap] [Root.GetHonorific] donates a sizable sum of money to the [From.Religion.GetName] Church as a show of [Root.GetHerHisCap] devotion.\n\nEver [Root.GetHerHis] [Root.GetHonorific]'s servant\n[From.GetTitledName];[Root.GetTitledName],\nJe serais honoré d'officier au couronnement de [Root.GetHonorific] si [Root.GetHonorific] donnait une somme assez considérable à l'Église [From.Religion.GetName] comme une démonstration de sa dévotion.\n\nÀ jamais le serviteur de [Root.GetHonorific]\n[From.GetTitledName];An Eure Exzellenz [Root.GetTitledName],\nIch fühle mich geehrt, bei der Krönung [Root.GetHerHis]er [Root.GetHonorific] amtieren zu dürfen, vorausgesetzt [Root.GetHerHisCap] [Root.GetHonorific] spendet eine beträchtliche Summe an die [From.Religion.GetName]e Kirche als Zeichen [Root.GetHerHis]er Hingabe.\n\nEuer Diener,\n[From.GetTitledName];;Al Excelente [Root.GetTitledName],\nSerá un honor oficiar la coronación de Su [Root.GetHonorific], siempre que Su [Root.GetHonorific] done una suma considerable de dinero a Iglesia [From.Religion.GetName] como muestra de devoción.\n\nSiempre al servicio de Su [Root.GetHonorific],\n[From.GetTitledName];;;;;;;;x
