EVTDESC_HFP_42000;My men storm the walls of [From.GetBaseName], and finally take the last proper bastion of [duchy_region.GetBaseName]. If I settled my men around the area they could probably support the ongoing Crusade and help us claim victory, but the Pope will not be pleased if I unrightfully take these lands for myself.;Mes hommes ont pris d'assaut les murailles de [From.GetBaseName] et se sont emparés des derniers bastions de [duchy_region.GetBaseName]. Si j'installais mes hommes dans la région, ils pourraient probablement soutenir la Croisade en cours et nous aider à obtenir la victoire, mais le Pape ne sera pas content si je prenais ces terres pour moi-même.;Meine Männer erstürmen die Mauern von [From.GetBaseName] und nehmen schließlich die letzte Bastion von [duchy_region.GetBaseName] ein. Wenn ich meine Männer in der Region stationieren würde, könnten sie wahrscheinlich den andauernden Kreuzzug unterstützen und dabei helfen den Sieg zu erringen, aber der Papst wird nicht sonderlich erfreut sein, wenn ich diese Ländereien unrechtmäßig für mich selbst nehme.;;Mis hombres asaltan las murallas de [From.GetBaseName], tomando por fin el último verdadero bastión de [duchy_region.GetBaseName]. Si los asiento aquí, probablemente apoyen la siguiente cruzada y nos ayudarán a conseguir la victoria, pero al papa no le hará gracia que tome tierras que no me corresponden.;;;;;x
EVTDESC_HFP_42001;The [From.Religion.GetGroupName] Crusaders have taken [duchy_region.GetBaseName] and settled their soldiers around the area. Though the Crusade for [crusade_title.GetName] is still ongoing, the area around [duchy_region.GetBaseName] is indisputably in the hands of [current_crusade_beneficiary.GetTitledName].\n\nEmboldened and supported by the new [current_crusade_beneficiary.GetLordLady] of [duchy_region.GetBaseName], the Crusaders fight harder than ever to conquer [crusade_title.GetName]. It is only a matter of time before the rest of the [crusade_target_ruler.Religion.GetGroupName] realms will fall.;Les croisés [From.GetReligiousGroupMascPl] ont capturé [duchy_region.Get_only_le_Realm][duchy_region.GetBaseName] et y ont installé leurs soldats. Bien que la croisade pour [crusade_title.Get_le_Realm] soit toujours en cours, la zone autour de [duchy_region.GetBaseName] est indiscutablement aux mains [current_crusade_beneficiary.Get_du_TitledName].\n\nEnhardis et soutenus par [current_crusade_beneficiary.GetLeLa] nouv[current_crusade_beneficiary.GetEauElle] [current_crusade_beneficiary.GetLordLady], les croisés se battent plus que jamais pour conquérir [crusade_title.Get_le_Realm]. Ce n'est qu'une question de temps avant que les autres pays [crusade_target_ruler.GetReligiousGroupMascPl] ne tombent.;Die [From.Religion.GetGroupName]en Kreuzritter haben [duchy_region.GetBaseName] übernommen und ihre Soldaten in der Region stationiert. Obwohl der Kreuzzug um [crusade_title.GetName] noch nicht beendet ist, liegt die Region rund um [duchy_region.GetBaseName] bereits unbestritten in den Händen von [current_crusade_beneficiary.GetTitledName].\n\nVon [current_crusade_beneficiary.Getdemder] neuen [current_crusade_beneficiary.GetLordLady] von [duchy_region.GetBaseName] ermutigt und unterstützt kämpfen die Kreuzritter härter denn je um [crusade_title.GetName]. Es ist nur eine Frage der Zeit, bis der Rest des [crusade_target_ruler.Religion.GetGroupName]en Reiches fallen wird.;;Los cruzados [From.Religion.GetGroupName]s han tomado [duchy_region.GetBaseName] y asientan a sus soldados en la región. Aunque la cruzada por [crusade_title.GetName] sigue en marcha, no hay duda que la región en torno a [duchy_region.GetBaseName] está en manos de [current_crusade_beneficiary.GetTitledName]. \n\nEnvalentonados y apoyados por [current_crusade_beneficiary.GetElLa] nuev[current_crusade_beneficiary.GetOA] [current_crusade_beneficiary.GetLordLady] de [duchy_region.GetBaseName], los cruzados luchan con más fiereza que nunca para conquistar [crusade_title.GetName]. Es solo cuestión de tiempo que caigan el resto de los reinos [crusade_target_ruler.Religion.GetGroupName].;;;;;x
EVTDESC_HFP_42002;The old title of [old_crusade_title.GetName] has often been considered somewhat illegitimate in the eyes of everyone else. Now that I have acquired a new title it might be time to leave the old title behind, to take on the mantle of a more appropriate legitimate title.;L'ancien titre de [old_crusade_title.GetName] est souvent considéré comme illégitime aux yeux des autres. Puisque j'ai acquis un nouveau titre, il serait peut-être temps de laisser derrière moi l'ancien pour prendre le nouveau plus légitime.;Der alte Titel [old_crusade_title.GetName] wurde in den Augen aller oft als illegitim angesehen. Jetzt, wo ich einen neuen Titel erworben habe, könnte die richtige Zeit gekommen sein den alten Titel aufzugeben und den Mantel eines passenderen und legitimeren Titels anzunehmen.;;El viejo título de [old_crusade_title.GetName] se había considerado ilegítimo a la vista de casi todo el mundo. Ahora que he conseguido un nuevo título, puede que sea hora de dejar atrás el viejo, asumir un título legítimo más apropiado.;;;;;x
EVTDESC_HFP_42003;The [From.Religion.GetGroupName] Crusaders have taken [duchy_region.GetBaseName] and settled their soldiers around the area. Though the Crusade is still ongoing, the area around [duchy_region.GetBaseName] is indisputably in the hands of [From.GetTitledName].\n\nDespite the continued support of [From.GetTitledName], [From.GetSheHe] has become somewhat unpopular among the other Crusaders, as [From.GetSheHe] is more interested in taking lands for [From.GetHerselfHimself] than fighting for the faith.;Les croisés [From.GetReligiousGroupMascPl] ont pris [duchy_region.GetBaseName] et y ont installé leurs soldats. Bien que la croisade est toujours en cours, la zone autour de [duchy_region.GetBaseName] est indiscutablement entre les mains [current_crusade_beneficiary.Get_du_TitledName].\n\n[From.Get_Le_TitledName] est devenu[From.Get_E] impopulaire auprès des autres croisés puisqu'[From.GetIlElle] est plus intéressé[From.Get_E] par prendre les terres pour [From.GetLuiElle]-même que de se battre pour la foi.;Die [From.Religion.GetGroupName]en Kreuzritter haben [duchy_region.GetBaseName] übernommen und ihre Soldaten in der Region stationiert. Obwohl der Kreuzzug um [crusade_title.GetName] noch nicht beendet ist, liegt die Region rund um [duchy_region.GetBaseName] bereits unbestritten in den Händen von [From.GetTitledName].\n\nTrotzt der fortgesetzten Unterstützung von [From.GetTitledName] hat [From.GetSheHe] unter den anderen Kreuzrittern in gewisser Weise an Beliebtheit verloren, da [From.GetSheHe] mehr daran interessiert ist Land für sich selbst zu erobern, anstatt für den Glauben zu kämpfen.;;Los cruzados [From.Religion.GetGroupName]s han tomado [duchy_region.GetBaseName] y asientan a sus soldados en la región. Aunque la cruzada por [crusade_title.GetName] sigue en marcha, no hay duda que la región en torno a [duchy_region.GetBaseName] está en manos de [From.GetTitledName]. \n\nA pesar del apoyo continuado de [From.GetTitledName], cada vez es más impopular entre los demás cruzados, pues solo le interesa en conseguir tierras para sí en lugar de en luchar por la fe.;;;;;x
EVTDESC_HFP_42101;The [From.Religion.GetGroupName] Crusaders have taken [duchy_region.GetBaseName] and settled their soldiers around the area. Though the Crusade for [crusade_title.GetName] is still ongoing, the area around [duchy_region.GetBaseName] is indisputably in the hands of [From.GetTitledName].\n\nThe Crusaders are emboldened and supported by the selfless [From.GetDynName], who abdicated all [From.GetHerHis] old titles to settle down in [duchy_region.GetBaseName] and take the fight to the heathens. It is only a matter of time before the rest of the [crusade_target_ruler.Religion.GetGroupName] realms will fall.;Les croisés [From.GetReligiousGroupMascPl] ont capturé [duchy_region.GetBaseName] et ont installé leurs soldats dans les environs. Bien que la croisade pour [crusade_title.Get_le_Realm] soit toujours en cours, la zone autour de [duchy_region.GetBaseName] est indiscutablement aux mains [From.Get_du_TitledName].\n\nLes Croisés sont enhardis et soutenus par [From.GetLeLa] désintéressé[From.Get_E] [From.GetDynName], qui a renoncé à tous ses titres pour s’installer en [duchy_region.GetBaseName] et s’attaquer aux infidèles. Ce n'est qu'une question de temps avant que les autres pays [crusade_target_ruler.GetReligiousGroupMascPl] ne tombent.;Die [From.Religion.GetGroupName]en Kreuzritter haben [duchy_region.GetBaseName] eingenommen und ihre Soldaten in der Region angesiedelt. Obwohl der Kreuzzug um [crusade_title.GetName] weiterhin andauert, liegt die Region rund um [duchy_region.GetBaseName] bereits unbestreitbar in den Händen von [From.GetTitledName].\n\nDie Kreuzritter werden von der selbstlosen [From.GetDynName]-Dynastie unterstützt und ermutigt, [From.GetSheHe] all [From.GetHerHis]e alten Titel abgelegt hat, nur um sich in [duchy_region.GetBaseName] niederzulassen und den Kampf gegen die Heiden zu führen. Es ist nur eine Frage der Zeit, bis der Rest des [crusade_target_ruler.Religion.GetGroupName]en Reiches fallen wird.;;Los cruzados [From.Religion.GetGroupName]s han tomado [duchy_region.GetBaseName] y asientan a sus soldados en la región. Aunque la cruzada por [crusade_title.GetName] sigue en marcha, no hay duda que la región en torno a [duchy_region.GetBaseName] está en manos de [current_crusade_beneficiary.GetTitledName].\n\nLos cruzados están envalentonados y apoyados por el altruismo de [From.GetDynName], que renunció a sus antiguos títulos para asentarse en [duchy_region.GetBaseName] y llevar la lucha contra los infieles. Es solo cuestión de tiempo que caigan el resto de los reinos [crusade_target_ruler.Religion.GetGroupName].;;;;;;;;;x
EVTDESC_HFP_42201;As I pass through [current_location.GetName], I come across [other_crusader.GetTitledName]. [other_crusader.GetSheHeCap] invites me to spend some time in [other_crusader.GetHerHis] camp to get to know one another better, as we are allies in the Crusade for [crusade_title.GetBaseName].;Tandis que je traverse [current_location.GetName], je rencontre par hasard [other_crusader.Get_le_TitledName]. [other_crusader.GetCeluiCelleCap] m'invite à passer du temps dans son camp pour mieux se connaître, puisque nous sommes alliés dans la croisade pour [crusade_title.GetBaseName].;Während ich durch [current_location.GetName] reise, stoße ich auf [other_crusader.GetTitledName]. [other_crusader.GetSheHeCap] lädt mich ein einige Zeit in [other_crusader.GetHerHis]em Camp zu verbringen, damit wir uns als Verbündete im Kreuzzug um[crusade_title.GetBaseName] besser kennen lernen können.;;Al pasar por [current_location.GetName] me encuentro con [other_crusader.GetTitledName]. Me invita a pasar un tiempo en su campamento para conocernos mejor, puesto que somos aliados en la cruzada por [crusade_title.GetBaseName];;;;;x
EVTDESC_HFP_42202;The last few days here in [current_location.GetName] has been an interesting experience. The [current_location.Culture.GetName] culture has reminded me of how different these lands are to my home.;Les derniers jours ici à [current_location.GetName] ont été une expérience intéressante. La culture [current_location.Culture.GetName] m'a rappelé à quel point ces terres sont différentes chez moi.;Die letzten Tage hier in [current_location.GetName] waren eine interessante Erfahrung. Die [current_location.Culture.GetName]e Kultur hat mich daran erinnert, wie unterschiedlich dieses Land zu meinem Zuhause ist.;;Los últimos días aquí en [current_location.Culture.GetName] han sido una experiencia interesante. La cultura [current_location.Culture.GetName] me ha recordado lo diferentes que estas tierras son de mi hogar.;;;;;x
EVTDESC_HFP_42203;It looks like an abandoned battlefield, the dead strewn across the landscape. The crusaders certainly met quite the resistance, here in [current_location.GetName].;Cela ressemble à un champ de bataille abandonné avec des cadavres éparpillés. Les croisés ont certainement rencontré une forte résistance, ici à [current_location.GetName].;Die Toten sind über die Landschaft verstreut und es sieht aus wie ein verlassenes Schlachtfeld. Die Kreuzritter haben hier in [current_location.GetName] ganz sicher Widerstand getroffen.;;Parece un campo de batalla abandonado, con muertos desperdigados por todo el paisaje. Desde luego, los cruzados encontraron bastante resistencia aquí en [current_location.GetName].;;;;;x
EVTDESC_HFP_42204;A local merchant caravan approaches me on its way back home to [current_location.GetName]. One of the peddlers flashes me a huge grin, and ask if I want to take a look at his wares.;Une caravane marchande locale sur le chemin du retour vers [current_location.GetName] s'approche de moi. L'un des marchands me fait un grand sourire et me demande si je veux jeter un coup d'oeil à ses marchandises.;Eine lokale Händlerkarawane nähert sich mit auf dem Heimweg nach [current_location.GetName]. Einer der Kaufleute wirft mir ein breites Grinsen zu und fragt, ob ich mir seine Waren ansehen möchte.;;Una caravana comercial local se me acerca en su ruta de vuelta a [current_location.GetName]. Uno de sus vendedores me sonríe, preguntándome si quiero echarle un vistazo a sus mercancías.;;;;;x
EVTDESC_HFP_42205;When I joined the Crusade for [new_crusade_title.GetBaseName], I never expected the loneliness and longing for home. My men look up to me, so I have to continue the facade that everything is all right, as we move ever closer to our goal.;Lorsque j'ai rejoint la croisade pour [new_crusade_title.GetBaseName], je ne m'attendais pas à ressentir de la solitude ou être nostalgique de mes terres. Alors que nous nous approchons de plus en plus de notre objectif, je dois continuer à faire croire à mes hommes que tout va bien.;Als ich dem Kreuzzug um [new_crusade_title.GetBaseName] beigetreten bin, habe ich nie die Einsamkeit und das Heimweh erwartet. Meine Männer schauen zu mir auf, also muss ich die Fassade weiterhin aufrechterhalten, dass alles in Ordnung ist, während wir uns unserem Ziel nähern.;;Cuando me uní a la cruzada por [new_crusade_title.GetBaseName], nunca esperé la soledad y la añoranza del hogar. Mis hombres se fijan en mí, así que mientras nos acercamos a la meta debo mantener la fachada de que todo va bien.;;;;;x
