#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC88250;A messenger arrives with an invitation to all the warriors of the land to take part in Furusiyya, a great martial competition held but once per reign to determine who is the greatest.;Un messager a délivré une invitation à tous les guerriers du pays, les conviant à participer à la Furûsiyya, une grande compétition martiale organisée une seule fois par règne et visant à déterminer le plus fort de tous.;Ein Bote kommt mit einer Einladung an, die alle Krieger des Landes einlädt, am Furusiyya teilzunehmen, einem großen kriegerischen Wettbewerb, der einmal pro Regierungszeit stattfindet, um herauszufinden, wer der Beste ist.;;Un mensajero llega con una invitación para todos los guerreros del reino para competir en Furusiyya, una gran competición entre caballeros que se celebra solo una vez por reino para determinar al mejor de todos.;;;;;;;;;x
EVTDESC88251;The Furusiyya begins and the coming two months shall separate those gifted with the skills of a warrior from those who would only pretend at such.;La Furûsiyya est sur le point de débuter. Au terme des deux prochains mois, nous saurons qui a vraiment un don pour la guerre et qui n'a aucun talent réel en la matière.;Der Furusiyya beginnt und in den nächsten zwei Monaten sollen so die Talentierten, mit den Fertigkeiten eines Kriegers, von denen getrennt werden, die nur so tun, als wären sie es.;;El torneo de Furusiyya comienza y en los próximos dos meses se separará a los que han sido dotados con las habilidades de guerreros de los que solo pretenden serlo.;;;;;;;;;x
EVTDESC88252;The Furusiyya has come to an end and the stories of its great heroes and their unfortunate victims are already spreading throughout the land.;La Furûsiyya est à présent terminée et les récits portant aux nues les grands héros et accablant les malheureuses victimes se répandent déjà dans tout le pays.;Der Furusiyya neigt sich dem Ende und die Geschichten über große Helden und ihre bedauerlichen Opfer verbreiten sich über das ganze Land.;;El torneo Furusiyya ha llegado a su final y las historias de sus grandes héroes y las infortunadas víctimas de éstos ya se esparcen en todo el reino.;;;;;;;;;x
EVTDESC88253;The Furusiyya has ended, and though I was bested by some participants, I also saw victory more than once. The promise I show as a warrior cannot be denied.;La Furûsiyya est à présent terminée et même si j'ai été battu par quelques participants, j'ai tout de même remporté la victoire à plusieurs reprises. Mes talents de guerrier ne sont plus à prouver.;Der Furusiyya ist zu Ende, und auch wenn ich durch einige Teilnehmer ausgestochen wurde, war der Sieg mehr als einmal auf meiner Seite. Die Tatsache, dass ich ein vielversprechender Krieger bin, kann nicht geleugnet werden.;;El torneo Furusiyya ha llegado a su final, y aunque he sido superado por unos participantes, también fui reclamé la victoria más de una vez. Nadie podrá negar cuánto prometo como guerrero.;;;;;;;;;x
EVTDESC88254;The Furusiyya has ended and my martial prowess is no longer considered idle boasting - it is proven fact. Though there were a handful of warriors gifted with skills superior to my own, the glory I won is enough to make me a hero in the eyes of the people.;La Furûsiyya est à présent terminée et mes prouesses martiales ne sont plus considérées comme de la vantardise, mais comme une réalité. Et même s'il subsistait une poignée de guerriers aux aptitudes supérieures aux miennes, mon talent a fait de moi un héros aux yeux des spectateurs.;Der Furusiyya ist zu Ende und mein kriegerischer Heldenmut wird nicht länger als reine Prahlerei angesehen - er ist nun eine bewiesene Tatsache. Auch wenn es eine Handvoll Krieger gab, deren Fertigkeiten besser als die meinen waren, der Ruhm, den ich gewonnen habe, ist ausreichend, um aus mir in den Augen der Leute einen Helden zu machen.;;El torneo Furusiyya ha llegado a su final y mi pericia militar ya no es solo simple fanfarronería: ya es un hecho comprobado. Aunque había un puñado de guerreros dotados de habilidades superiores a las mías, la gloria que obtuve es suficiente para hacer de mí un héroe ante los ojos de gente.;;;;;;;;;x
EVTDESC88255;The Furusiyya has reached its end and not a moment too soon. My performance left much to be desired, and I would have suffered worse if some of my opponents had not pitied me.;La Furûsiyya est à présent terminée et il était temps. Mes prouesses ont laissé à désirer et mon sort aurait pu être bien pire si mes opposants n'avaient pas eu pitié de moi.;Der Furusiyya hat sein Ende erreicht und keinen Moment zu früh. Meine Leistung ließ sehr zu wünschen übrig, und ich hätte noch mehr gelitten, wenn nicht einige meiner Gegner Mitleid mit mir gehabt hätten.;;El torneo Furusiyya ha llegado a su final y ¡vaya qué ha sido largo! Mi actuación dejó mucho que desear y hubiera podido ser peor si algunos de mis oponentes no se hubieran apiadado de mí.;;;;;;;;;x
EVTDESC88256;The Furusiyya has ended and though I did make a name for myself, it was not the one I had hoped for. I lost to every challenger, and when I pushed through the crowds and fled in panic in the last wrestling duel, I could hear laughter behind me...;La Furûsiyya est à présent terminée et même si je me suis forgé une réputation, ce n'est pas vraiment celle que j'espérais. J'ai perdu face à chacun de mes adversaires et quand, au dernier duel, il m'a fallu me frayer un chemin dans la foule pour fuir, j'ai entendu de nombreux rires moqueurs s'élever dans mon dos...;Der Furusiyya ist zu Ende und auch wenn ich mir einen Namen machen konnte, war es nicht der, den ich mir erhofft hatte. Ich habe gegen jeden Herausforderer verloren und als ich mich durch die Menge schob und in Panik in das letzte Ringer-Duell floh, konnte ich ihr Gelächter hinter mir hören...;;El torneo Furusiyya ha llegado a su final y aunque me he hecho un nombre, no ha sido lo que esperaba. Perdí contra cada retador, y cuando me hacía paso a través de la multitud para huir en pánico del último duelo de luchas, oía las risas detrás de mí...;;;;;;;;;x
EVTDESC88257;The end of the Furusiyya has come, and I have learned much from the skilled warriors who attended. Both my swordsmanship and archery have improved.;La Furûsiyya est à présent terminée et j'ai beaucoup appris au contact des guerriers expérimentés. J'ai progressé à la fois dans le maniement de l'épée et au tir à l'arc.;Das Ende des Furusiyya ist gekommen und ich habe viel von den erfahrenen teilnehmenden Kriegern gelernt. Sowohl meine Fechtkunst als auch mein Bogenschießen ist besser geworden.;;Ha llegado el final del torneo Furusiyya, y he aprendido mucho de habilidosos guerreros que participaron en este. Mi habilidad con la espada como con el arco han aumentado.;;;;;;;;;x
EVTDESC88258;The Furusiyya has reached its end, and the combat techniques I had practised did not work well against real, thinking opponents. I am not quite the fighter I thought I was...;La Furûsiyya est à présent terminée et les techniques de combat que j'avais mises au point n'ont pas été très efficaces face à de vrais adversaires. Je ne suis pas le guerrier que j'espérais...;Der Furusiyya hat sein Ende erreicht und die Kampftechniken, die ich geübt hatte, haben nicht viel gegen reale, denkende Gegner funktioniert. Ich bin nicht ganz der Kämpfer, der ich zu sein glaubte...;;El torneo Furusiyya ha llegado a su final, y las técnicas de combate que había practicado no han dado muy buenos resultados contra oponentes reales y pensantes. No sé pelear tan bien como había pensado...;;;;;;;;;x
EVTDESC88259;As my opponent skillfully plunged his blade into my belly and I fell on my back, I reflected briefly on the unfairness of the universe. Then I focused on my fading heartbeat as the blue sky above turned darker and darker...;Alors que mon adversaire plonge la lame de son épée au fond de mes entrailles et que je tombe en arrière, je comprends à quel point la vie est injuste. Puis je me concentre sur les battements de mon coeur qui se font plus lents, tandis qu'au-dessus de moi, le ciel devient de plus en plus sombre...;Als mein Gegner sein Schwert gekonnt in meinen Bauch steckte und ich auf meinen Rücken fiel, dachte ich kurz über die Ungerechtigkeit des Universums nach. Dann konzentrierte ich mich auf meinen schwächer werdenden Herzschlag, als der blaue Himmel dunkler und dunkler wurde...;;Mientras mi oponente enterraba habilidosamente su espada en mi estómago y caía de espaldas, reflexioné sobre lo injusto del universo. Luego me concentré en los latidos de mi corazón que disminuían poco a poco mientras el cielo azul se hacía más y más negro...;;;;;;;;;x
EVTDESC88260;My horse bucked wildly to the side as my opponent rushed past on his camel, and I was thrown to the ground. When my senses returned, I noticed my arm was bent at a strange angle...;Mon cheval a fait une violente ruade lorsque mon adversaire est passé à côté de moi sur son chameau. Pris par surprise, j'ai été projeté au sol. En reprenant mes esprits, j'ai pu constater que mon bras était tordu selon un angle assez étrange...;Mein Pferd sprang wild zur Seite, als mein Gegner an mir mit seinem Kamel vorbeijagte, und so wurde ich auf den Boden geworfen. Als meine Sinne zurückkehrten, bemerkte ich, dass mein Arm in einem seltsamen Winkel gekrümmt war...;;Mi caballo corcoveó salvajemente al sitio donde mi oponente pasó a toda máquina en su camello, y caí derribado al suelo. Cuando recobré la consciencia, noté que mi brazo estaba doblado en un ángulo extraño...;;;;;;;;;x
