EVTDESC_RIP_11001;Your Infection has put you in grave danger on multiple occasions. The pain and foul smell have finally subsided and your wound looks clean.;Votre infection vous a mis en grave danger à plusieurs reprises. La douleur et l'odeur fétide ont finalement disparu et votre plaie a l'air propre.;Eure Infektion brachte Euch mehrmals in Lebensgefahr, doch die Schmerzen und der üble Geruch sind endlich verflogen und die Wunde sieht sauber aus.;;La infección te ha puesto en grave peligro durante unos días. El dolor y el mal olor por fin han pasado y tu herida parece limpia.;;;;;;;;;x
EVTDESC_RIP_11002;You realize you have been free from your Cough for a few days now. Being able to sleep at night without waking up coughing is a blessing.;Vous réalisez que vous ne toussez plus depuis quelques jours. Être capable de dormir sans se réveiller à cause de la toux est une bénédiction.;Ihr stellt fest, dass Euch Euer Husten schon seit einigen Tagen nicht mehr quält. Die gesamte Nacht ohne Hustenanfälle durchschlafen zu können ist ein wahrer Segen.;;Te das cuenta que llevas días libres de Tos. Poder dormir de noche sin despertar tosiendo es una bendición.;;;;;;;;;x
EVTDESC_RIP_11003;Your Fever has passed and you regain some strength and focus in your daily routine.;Votre fièvre a passé et vous retrouvez un peu de force ce qui vous permet de vous consacrer à la routine quotidienne.;Euer Fieber ist gefallen und Ihr fühlt Euch im Alltag stärker und konzentrierter.;;La Fiebre ha pasado, recuperas algunas fuerzas y te concentras en tu rutina diaria.;;;;;;;;;x
EVTDESC_RIP_11004;After a very troublesome period, your Diarrhea has finally stopped.;Après une période très troublée, votre diarrhée a finalement cessé.;Nach einer äußerst beschwerlichen Leidenszeit ist Euer Durchfall endlich verschwunden.;;Tras un periodo muy difícil, la Diarrea se ha detenido por fin.;;;;;;;;;x
EVTDESC_RIP_11005;Your Vomiting has finally stopped and you can start eating regular meals again.;Vos vomissements ont finalement cessé et vous pouvez recommencer à manger des repas habituels.;Ihr müsst Euch endlich nicht mehr übergeben und könnt wieder regelmäßige Mahlzeiten zu Euch nehmen.;;Tus vómitos han terminado y puedes volver a empezar a comer regularmente.;;;;;;;;;x
EVTDESC_RIP_11006;The Chest Pains you have been experiencing lately seem to have stopped. The Pains have been occurring less frequently, until recently they just disappeared.;Les douleurs dans la poitrine que vous avez eues dernièrement semblent avoir cessé. Les douleurs sont devenues un temps moins fréquentes, jusqu'à ce qu'elles disparaissent totalement récemment.;Die Schmerzen in der Brust, die Euch in letzter Zeit geplagt hatten, scheinen verschwunden zu sein, nachdem sie eine Zeit lang weitaus seltener aufgetreten waren.;;Los dolores de pecho que habías experimentado parecen haber parado. Los Dolores han ido ocurriendo con menos frecuencia, hasta que acaban de desaparecer.;;;;;;;;;x
EVTDESC_RIP_11007;You haven't had any severe Cramps for some time now, whatever caused them must have been dealt with.;Vous n'avez pas eu de crampe grave depuis un certain temps. Ainsi, quelles qu'en fussent les raisons, elles semblent avoir disparu.;Ihr hattet schon längere Zeit keine schweren Krämpfe mehr. Was auch immer der Auslöser war, scheint sich erledigt zu haben.;;Hace un tiempo que no sufres calambres graves. Fuera lo que fuera lo que los causase ya te habrás librado de ello.;;;;;;;;;x
EVTDESC_RIP_11008;Whatever was left of your Rash is no longer visible, and the spot where it was is no longer itching or causing pain.;La rougeur irritante que vous aviez n'est plus visible, et l'endroit où elle se trouvait ne vous démange plus et n'est plus douloureux.;Die letzten Reste Eures Ausschlags sind verschwunden, und die betroffene Stelle juckt und schmerzt nun nicht mehr.;;Lo que queda de tu sarpullido ya no es visible y el punto donde estuvo ya ni pica ni causa dolor.;;;;;;;;;x
EVTDESC_RIP_11009;Your pressing Headache has gone away, and you can focus your mind of things again.;Votre mal de tête lancinant a disparu, et vous pouvez de nouveau vous concentrer.;Eure drückenden Kopfschmerzen sind verflogen, und Ihr könnt wieder klare Gedanken fassen.;;Tu dolor de cabeza constante se ha ido y puedes volver a concentrarte en cosas de nuevo.;;;;;;;;;x
EVTDESC_RIP_11010;Excruciating Abdominal Pains have been disabling you lately, but now that you come to think of it, they are no longer there.;Des douleurs abdominales insoutenables vous ont rendu infirme dernièrement, mais maintenant que vous y repensez, elles ne sont plus là.;Unerträgliche Schmerzen im Unterlaub machten Euch in letzter Zeit das Leben schwer, aber jetzt, wo Ihr darüber nachdenkt, scheinen sie verschwunden zu sein.;;Unos dolores abdominales atroces te habían dejado inválido últimamente, pero ahora que lo piensas, ya no están ahí.;;;;;;;;;x
