EVTDESCAHF21127;[sway_target.GetTitledFirstName] truly hates me. Before I can even think about making [sway_target.GetHerHim] like me, I should try to apologize about the past offenses that are the cause of [sway_target.GetHerHis] current animosity towards me.;[sway_target.Get_Le_TitledFirstName] me déteste vraiment. Avant que je puisse même penser à le faire m'apprécier, je devrais m'excuser des offenses passées qui sont la cause de son animosité actuelle envers moi.;[sway_target.GetTitledFirstName] hasst mich. Bevor ich überhaupt daran denken kann wie ich [sway_target.Getihnsie] dazu bringe, mich zu mögen, sollte ich mich für die vergangenen vergehen entschuldigen, die die aktuelle Feindseligkeit gegenüber mir verursacht haben.;;[sway_target.GetTitledFirstName] me odia total y absolutamente. Antes de pensar en hacer que le guste, debería intentar disculparme por las ofensas del pasado que son la causa de la animadversión que siente hacia mí.;;;;;;;;x
EVTDESCAHF21128;[From.GetTitledFirstName] wished me to know of how deeply and truly sorry [From.GetSheHe] is for causing me so much pain in the past. [From.GetSheHeCap] hopes that I will forgive [From.GetHerHis] past slights and give [From.GetHerHim] another opportunity to earn my trust and friendship.;[From.Get_Le_TitledFirstName] souhaite que je sache à quel point [From.GetIlElle] est désolé[From.Get_E] de m'avoir causé tant de souffrances par le passé. [From.GetIlElleCap] espère que je vais lui pardonner ses méfaits et lui donner une autre occasion de gagner ma confiance et mon amitié.;[From.GetTitledFirstName] wollte mich wissen lassen, wie tief und aufrichtig es [From.GetHerHim] leidtut, mir in der Vergangenheit so viel Schmerz zugefügt zu haben. [From.GetSheHeCap] hofft, dass ich [From.GetHerHim] vergebe und eine neue Gelegenheit gebe, mein Vertrauen und meine Freundschaft zu verdienen.;;[From.GetTitledFirstName] quiere que sepa cuánto y cuán profundamente lamenta haberme causado tanto daño en el pasado. Espera que pueda perdonar sus desprecios del pasado y desea que le dé otra oportunidad para ganarse mi confianza y amistad.;;;;;;;;x
EVTDESCAHF21131;[From.GetTitledFirstName] has contacted me in an attempt to apologize for the many offenses [From.GetSheHe] has subjected me to in the past. [From.GetSheHeCap] hopes that I will forgive [From.GetHerHis] past slights and give [From.GetHerHim] another opportunity to earn my trust and friendship.;[From.Get_Le_TitledFirstName] m'a contacté[Root.Get_E] pour s'excuser de m'avoir causé tant de souffrances par le passé. [From.GetIlElleCap] espère que je vais lui pardonner ses méfaits et lui donner une autre occasion de gagner ma confiance et mon amitié.;[From.GetTitledFirstName] hat mich kontaktiert, um sich für die vielen Vergehen zu entschuldigen, die [From.GetSheHe] mir in der Vergangenheit verursacht hat. [From.GetSheHeCap] hofft, dass ich [From.GetHerHim] vergebe und eine neue Gelegenheit gebe, mein Vertrauen und meine Freundschaft zu verdienen.;;[From.GetTitledFirstName] se ha puesto en contacto conmigo en un intento de disculparse por las muchas ofensas que me causó en el pasado. Espera que pueda perdonar sus pasados desprecios y desea que le dé otra oportunidad para ganarse mi confianza y amistad.;;;;;;;;x
EVTDESCAHF21132;Despite my sincere show of contrition, [From.GetTitledFirstName] has rejected my apology. [From.GetHerHisCap] vile and resentful nature has clearly gotten the better over [From.GetHerHis] reason.;Malgré ma sincère contrition, [From.Get_le_TitledFirstName] a rejeté mes excuses. Sa nature vile et rancunière a clairement pris le dessus sur sa raison.;Trotzt meiner aufrichtigen Reue hat [From.GetTitledFirstName] meine Entschuldigung zurückgewiesen. [From.GetHerHisCap]e abscheuliche und nachtragende Natur hat eindeutig die Überhand über [From.GetHerHis]e Vernunft gewonnen.;;Pese a mi genuino acto de arrepentimiento, [From.GetTitledFirstName] ha rechazado mis disculpas. Su naturaleza vil y rencorosa se ha impuesto sobre la razón.;;;;;;;;x
EVTDESCAHF21133;I was relieved to hear that [From.GetTitledFirstName] is ready to forgive me for my past behavior. Unfortunately, the list of indignities I subjected [From.GetHerHim] to is a long one. I think I might need still some time before I can truly start swaying [From.GetHerHim] to my cause.;J'ai été soulagé[Root.Get_E] d'apprendre que [From.Get_le_TitledFirstName] est prêt[From.Get_E] à me pardonner pour mon comportement passé. Malheureusement, la liste des indignités auxquelles je l'ai soumis[From.Get_E] est longue. Je pense qu'il me faudra encore un peu de temps avant de pouvoir commencer à l'influencer.;Ich war erleichtert zu hören, dass [From.GetTitledFirstName] dazu bereit ist, meinem frühen Verhalten zu verzeihen. Leider ist die Liste der Demütigungen, die ich [From.Getihnsie] unterzogen habe, lang und ich denke es könnte noch etwas Zeit brauchen, bis ich wirklich damit anfangen kann, [From.Getihnsie] von meiner Sache zu überzeugen.;;Me alivió saber que [From.GetTitledFirstName] está dispuest[From.GetOA] a perdonarme por mi comportamiento del pasado. Por desgracia, la lista de humillaciones a las que le sometí es bastante larga. Creo que necesitaré bastante tiempo antes de poder empezar a ganar[From.GetLoLa] para mi causa.;;;;;;;;x
EVTDESCAHF21134;It appears [From.GetTitledFirstName]'s suspicious nature made [From.GetHerHim] wary of my apology. I might have to find another way to make [From.GetHerHim] believe that I am sincere.;Il semble que la nature soupçonneuse [From.Get_du_TitledFirstName] [From.GetLeLa] fasse se méfier de mes excuses. Je vais peut-être devoir trouver un autre moyen de lui faire croire que je suis sincère.;Es scheint, dass die vorsichtige Natur von [From.GetTitledFirstName] meine Entschuldigung mit Vorsicht behandelt. Ich muss vielleicht einen anderen Weg finden, um [From.GetHerHim] meine Aufrichtigkeit zu zeigen.;;Parece que la naturaleza suspicaz de [From.GetTitledFirstName] le hace recelar de mis disculpas. Tendré que encontrar otro modo hacerle ver mi sinceridad.;;;;;;;;x
EVTDESCAHF21135;Despite my sincere show of contrition, [From.GetTitledFirstName] has rejected my apology. [From.GetHerHisCap] vile and sadistic nature has clearly gotten the better over [From.GetHerHis] reason.;Malgré ma sincère contrition, [From.Get_le_TitledFirstName] a rejeté mes excuses. Sa nature vile et sadique a clairement pris le dessus sur sa raison.;Trotz meiner aufrichtigen Reue hat [From.GetTitledFirstName] meine Entschuldigung abgelehnt. [From.GetHerHisCap]e niederträchtige und sadistische Natur hat eindeutig die Überhand über [From.GetHerHis]e Vernunft gewonnen.;;Pese a mi genuino acto de arrepentimiento, [From.GetTitledFirstName] ha rechazado mis disculpas. Su naturaleza vil y sádica se ha impuesto sobre la razón.;;;;;;;;x
EVTDESCAHF21136;Despite my show of contrition, [From.GetTitledFirstName] has rejected my apology. [From.GetSheHeCap] claims that the sting of the cruel actions I committed against [From.GetHerHim] is still too vivid in [From.GetHerHis] mind to allow [From.GetHerHim] to grant me forgiveness.;Malgré ma sincère contrition, [From.Get_le_TitledFirstName] a rejeté mes excuses. [From.GetIlElleCap] affirme que mes actions cruelles que j'ai commises contre [From.GetLuiElle] ont laissé une marque encore trop vive dans son esprit pour lui permettre de me pardonner.;Trotz meiner Reue hat [From.GetTitledFirstName] meine Entschuldigung zurückgewiesen. [From.GetSheHeCap] behauptet, dass der Stachel der grausamen Handlungen, die ich gegen [From.Getihnsie] begangen habe, noch zu tief sitzt, um [From.GetHerHim] zu erlauben, mir Vergebung zu gewähren.;;Pese a mi genuino acto de arrepentimiento, [From.GetTitledFirstName] ha rechazado mis disculpas. Afirma que aún recuerda demasiado las crueles acciones que cometí contra [From.GetElElla] como para concederme su perdón.;;;;;;;;x
EVTDESCAHF21137;§Y[From.GetTitledFirstName]§! has passed away. I can only hope [From.GetSheHe] remembered me fondly in [From.GetHerHis] last moments...;[From.Get_Le_TitledFirstNameJ] nous a quittés. J'espère qu'[From.GetIlElle] a pensé à moi dans ses derniers moments...;§Y[From.GetTitledFirstName]§! ist verstorben. Ich kann nur hoffen, dass [From.GetSheHe] sich in [From.GetHerHis]en letzten Momentan liebevoll an mich erinnert hat...;;§Y[From.GetTitledFirstName]§! ha fallecido. Solo puedo esperar que me recordase con cariño en sus últimos momentos…;;;;;;;;x
EVTDESCAHF21138;§Y[From.GetTitledFirstName]§! has passed away. I guess I will have to find another plaything to torment now.;[From.Get_Le_TitledFirstNameJ] nous a quittés. Je suppose que je vais devoir trouver un autre jouet à tourmenter maintenant.;§Y[From.GetTitledFirstName]§! ist verstorben. Ich muss wohl ein neues Spielzeug suchen, dass ich jetzt quälen kann.;;§Y[From.GetTitledFirstName]§! ha fallecido. Tendré que encontrar otro juguete al que atormentar.;;;;;;;;x
