#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC105000;It is a dire decision, to ask the Chief Qadi to grant me divorce from my husband [Root.Spouse.GetTitledFirstName]. I must be certain this is what I want before I make this decision...;Demander au Cadi l'autorisation de divorcer de mon mari, [Root.Spouse.Get_le_TitledFirstName], est une décision très difficile à prendre. Je dois être sûre que c'est bien ce que je veux...;Es ist eine schreckliche Entscheidung, den Ober-Kadi um eine Scheidung von meinem Ehemann [Root.Spouse.GetTitledFirstName] zu bitten. Ich muss sicher sein, dass es wirklich das ist, was ich möchte, bevor ich meine Entscheidung treffe...;;Pedirle al Cadí jefe que me conceda el divorcio de mi esposo [Root.Spouse.GetTitledFirstName] es una decisión extrema. Debo estar segura de que eso es lo que quiera antes de tomar la decisión...;;;;;;;;;x
EVTDESC105001;[From.GetTitledFirstName] came to me to ask to be granted a divorce from her husband [From.Spouse.GetTitledFirstName]. I reminded [From.GetTitledFirstName] about the iddah period, the month she would have to wait before the divorce came through, and asked if her husband [From.Spouse.GetTitledFirstName] would demand compensation and the return of the mahr, the wedding gift her husband gave her when they married.;[From.Get_Le_TitledFirstName] est venue me voir pour que je lui accorde le divorce de son époux, [From.Spouse.Get_le_TitledFirstName]. Je lui ai rappelé qu'elle devait respecter la période de Iddah, un délai règlementaire d'un mois, et lui ai demandé si son mari, [From.Spouse.Get_le_TitledFirstName], pensait demander une compensation financière ainsi que la récupération du Mahr, le cadeau que fait l'époux à sa femme au moment du mariage.;[From.GetTitledFirstName] kam zu mir und bat mich, einer Scheidung von ihrem Ehemann [From.Spouse.GetTitledFirstName] zuzustimmen. Ich erinnerte [From.GetTitledFirstName] an die Iddah-Zeit, den Monat, den sie warten müsse, bevor eine Scheidung rechtens sein würde, und fragte, ob ihr Ehemann [From.Spouse.GetTitledFirstName] eine Entschädigung und die Herausgabe des Mahr, dem Hochzeitsgeschenk, das ihr Ehemann ihr zur Hochzeit geschenkt hatte, verlangen könne.;;[From.GetTitledFirstName] se acercó a mí para solicitarme que le concediera el divorcio de su marido, [From.Spouse.GetTitledFirstName] Le recordé a [From.GetTitledFirstName] sobre el período de iddah, el mes que ella tendría que esperar antes de que se consume el divorcio, y le pregunté si su esposo, [From.Spouse.GetTitledFirstName], le pedirá una compensación y la restitución del mahr, el presente de bodas que su esposo le regaló cuando se casaron. ;;;;;;;;;x
EVTDESC105002;The Chief Qadi [From.GetTitledFirstName] asked me what if my husband [Root.Spouse.GetTitledFirstName] demanded compensation and the return of my mahr, the gift he gave me at the wedding and told me what would happen to any child of our union. [From.GetSheHeCap] also told me I must wait a month, the iddah period, before I could be divorced or, if I was pregnant, until the child was born.;[From.GetLeLaCap] Cadi, [From.Get_le_TitledFirstName], m'a demandé ce que je comptais faire si mon époux, [Root.Spouse.Get_le_TitledFirstName], exigeait une compensation et la récupération du mahr, le cadeau qu'il m'avait fait au moment de nos fiançailles, et ce qu'il adviendrait des enfants nés de notre union. De plus, le divorce ne pourra être prononcé que dans un mois, au terme de la période d'Iddah, ou, si je suis enceinte, après la naissance de l'enfant.;Der Ober-Kadi [From.GetTitledFirstName] fragte mich, was wäre, wenn mein Mann [Root.Spouse.GetTitledFirstName] eine Entschädigung und die Rückgabe meines Mahr, dem Geschenk, das er mir zu unserer Hochzeit überreichte, verlangte, und erklärte mir, was mit den Kindern unserer Verbindung geschehen werde. [From.GetSheHeCap] sagte mir auch, dass ich einen Monat warten müsse, die Iddah-Zeit, bevor ich mich scheiden lassen könne oder, sollte ich schwanger sein, bis das Kind geboren sei.;;El Cadí jefe, [From.GetTitledFirstName], me preguntó si mi esposo, [Root.Spouse.GetTitledFirstName], me pidió compensación y la restitución del mahr, el regalo que me dio en la boda y me dijo lo que pasaría con cualquier hijo de nuestra unión. También me dijo que tenía que esperar un mes, el período de iddah, antes de poderme divorciar, o, si estaba embarazada, hasta que el niño naciera.;;;;;;;;;x
EVTDESC105003;The Chief Qadi [From.GetTitledFirstName] did not grant me a divorce and told me that from what I told [From.GetHerHim] [From.GetSheHe] saw no reason to grant me a divorce from [Root.Spouse.GetTitledFirstName].;[From.GetLeLaCap] Cadi, [From.Get_le_TitledFirstName], a refusé ma demande de divorce car d'après [From.GetLuiElle], aucun de mes arguments ne justifie de mettre un terme à mon union avec [Root.Spouse.Get_le_TitledFirstName].;Der Ober-Kadi [From.GetTitledFirstName] gewährte mir keine Scheidung und sagte mir, dass [From.GetSheHe] von dem, was ich [From.Getihmihr] erzählt hätte, keinen Grund für eine Scheidung von [Root.Spouse.GetTitledFirstName] erkennen könne.;;El Cadí jefe, [From.GetTitledFirstName], no me concedió el divorcio y me dijo que en lo que le dije no veía ninguna razón para divorciarme de [Root.Spouse.GetTitledFirstName].;;;;;;;;;x
EVTDESC105004;The iddah period has gone and if I am truly certain I want a divorce from [Root.Spouse.GetTitledFirstName] I will have it.;La période d'Iddah est terminée et si je suis toujours décidée à divorcer [Root.Spouse.Get_du_TitledFirstName], alors ma demande sera accordée.;Die Iddah-Zeit ist vorüber und ich bin mir wirklich sicher, dass ich eine Scheidung von [Root.Spouse.GetTitledFirstName] möchte und diese auch haben werde. ;;El período de iddah ha terminado y estoy totalmente segura de que quiero divorciarme de [Root.Spouse.GetTitledFirstName], y así lo haré.;;;;;;;;;x
EVTDESC105005;My wife [Root.Spouse.GetTitledFirstName] has gone to Chief Qadi [From.GetTitledFirstName] and asked for a divorce! If she still wants it after the iddah period, a month, then our marriage will be no more...;Ma femme, [Root.Spouse.Get_le_TitledFirstName], est allée voir le Cadi, [From.Get_le_TitledFirstName], pour lui demander de prononcer notre divorce ! Si elle ne change pas d'avis au terme de sa période d'Iddah, c'est-à-dire un mois, alors notre mariage sera de l'histoire ancienne...;Meine Frau [Root.Spouse.GetTitledFirstName] ist zum Ober-Kadi [From.GetTitledFirstName] und bat ihn um eine Scheidung! Sollte sie diese auch nach der Iddah-Zeit, einem Monat, noch verlangen, wird unsere Ehe nicht mehr sein... ;;Mi esposa [Root.Spouse.GetTitledFirstName] ha ido al Cadí jefe, [From.GetTitledFirstName], y ha solicitado el divorcio si continúa queriendol después del período de iddah, es decir, un mes, entonces nuestro matrimonio habrá finalizado...;;;;;;;;;x
EVTDESC105006;I was on my way home, thinking of ways to tell my husband [From.GetTitledFirstName] that I had asked the Chief Qadi for a divorce, when [From.GetTitledFirstName] caught up with me and asked me why I wanted a divorce! I told [From.GetTitledFirstName] my reasons and [From.GetSheHe] pleaded that I should reconsider, told me he did not want me to divorce [From.GetHerHim]...;Sur le chemin du retour, alors que je réfléchissais à la façon d'annoncer à mon mari, [From.Get_le_TitledFirstName], que je m'étais rendue auprès du Cadi pour demander le divorce, [From.GetTitledFirstName] m'a rattrapée et m'a demandé pourquoi je voulais divorcer ! J'ai expliqué à mon mari mes motivations mais il m'a suppliée de réfléchir car lui ne souhaitait pas divorcer.;Ich war auf meinem Weg nach Hause, dachte über Möglichkeiten nach, wie ich meinem Ehemann [From.GetTitledFirstName] beibringen soll, dass ich den Ober-Kadi um die Scheidung gebeten habe, als [From.GetTitledFirstName] aufholte und mich fragte, warum ich eine Scheidung wolle! Ich nannte [From.GetTitledFirstName] meine Gründe und [From.GetSheHe] flehte mich an, es mir noch einmal zu überlegen, da [From.GetSheHe] nicht wolle, dass ich mich von ihm scheiden lasse...;;Iba rumbo a mi casa, pensando en la manera de decirle a mi esposo, [From.GetTitledFirstName], que le había pedido el divorcio al Cadí jefe, cuando [From.GetTitledFirstName] me interceptó y me preguntó porqué quería el divorcio. Le expliqué a [From.GetTitledFirstName] mis razones y él me rogó que lo reconsiderare, y me dijo que no quería que me divorciara de él...;;;;;;;;;x
EVTDESC105007;I pleaded with [From.GetTitledFirstName], promised her all she would want if only she wouldn't leave me! She told me about her reasons and I told her I would change, that I would do anything, anything!;J'ai supplié [From.Get_le_TitledFirstName], je lui ai promis qu'elle aurait tout ce qu'elle souhaitait si elle acceptait de rester avec moi ! Elle m'a expliqué ses motivations et je lui ai promis de changer et que je ferai tout pour la rendre heureuse.;Ich flehte [From.GetTitledFirstName] an, versprach ihr alles, was sie sich wünschte, solange sie mich nur nicht verlässt! Sie nannte mir ihre Gründe und ich sagte ihr, dass ich mich ändern werde, dass ich alles tun würde, alles! ;;Le supliqué a [From.GetTitledFirstName], le prometí todo lo que ella pudiera desear sino me dejaba. Me dio sus razones y le dije que cambiaría, que haría lo que fuera, ¡lo que fuera!;;;;;;;;;x
EVTDESC105010;I grow more worried for every day no Chief Qadi has been selected. It is as if [Root.Liege.GetTitledFirstName] does not care if just judgement is brought to those who deserve it!;Cela m'inquiète car les jours passent mais aucun Cadi n'a été désigné. C'est comme si [Root.Liege.Get_le_TitledFirstName] n'avait pas envie qu'un jugement juste et équitable puisse être rendu à ceux qui le méritent !;Mit jedem Tag, an dem noch kein Ober-Kadi gewählt worden war, stieg meine Besorgnis. Es schien so, als interessiere es [Root.Liege.GetTitledFirstName] gar nicht, ob die Gerechtigkeit bekommen, die es verdienen! ;;Cada día me preocupa más que no se haya elegido un Cadí jefe. Es como si a [Root.Liege.GetTitledFirstName] no le importará si que solo recibieran buen juicio quienes lo merecen;;;;;;;;;x
EVTDESC105011;[From.GetTitledFirstName] worries that the people of my realm lacks just judgement when I still haven't chosen a Chief Qadi to take care of all legal matters. To ease [From.GetHerHis] worry, [From.GetTitledFirstName] came to me and suggested someone who [From.GetSheHe] believe would make an excellent Chief Qadi.;[From.Get_Le_TitledFirstName] craint que mon peuple ne souffre de jugements inéquitables parce que je n'ai toujours pas désigné de Cadi pour s'occuper des affaires de justice. Afin de résoudre ce problème qui l'inquiète, [From.Get_le_TitledFirstName] m'a soumis le nom d'une personne qui ferait un excellent Cadi.;[From.GetTitledFirstName] fürchtet, dass es den Menschen meines Reichs an Gerechtigkeit mangeln würde, wenn ich weiterhin keinen Ober-Kadi wählen würde, der sich um alle rechtlichen Dinge kümmere. Um [From.GetHerHis]e Sorgen zu lindern, kam [From.GetTitledFirstName] zu mir und schlug mir jemanden vor, von dem [From.GetSheHe] überzeugt war, dass er einen exzellenten Ober-Kadi abgeben würde.;;A [From.GetTitledFirstName] le preocupa que la gente del reino carezca de juicios justos ya que aún no he elegido un Cadí jefe que se ocupe de todos los asuntos legales. Para calmar sus preocupaciones, [From.GetTitledFirstName] se presentó ante mí y me sugirió a alguien que cree que puede ser un Cadí jefe excelente.;;;;;;;;;x
