death_text_administrator;A conscientious ruler, [Root.GetFirstName] was renown for [Root.GetHerHis] excellent skills as a steward and a ruler;Un[Root.Get_E] [Root.GetLordLady] consciencieu[Root.GetXSe] réputé[Root.Get_E] pour ses excellentes compétences en intendance;[Root.GetFirstName] war ein gewissenhafter Herrscher und für [Root.GetHerHis]e hervorragenden Fähigkeiten als Verwalter und Herrscher bekannt;;Gobernante concienzud[Root.GetOA], [Root.GetFirstName] era célebre por sus excelentes habilidades de administración y gobierno;;;;;;;;;x
death_text_architect;Known as a great builder and imaginative planner, [Root.GetFirstName] will be remembered for [Root.GetHerHis] tireless attempts to renovate and expand [Root.Capital.GetName];Grand constructeur et planificateur imaginatif, [Root.GetFirstName] sera connu pour ses tentatives inlassables de rénover et d'élargir [Root.Capital.GetName];[Root.GetFirstName] war als großer Baumeister und fantasievoller Planer bekannt. Für [Root.GetHerHis]e unermüdlichen Versuche [Root.Capital.GetName] zu Renovieren und Erweitern wird er immer in Erinnerung bleiben;;Célebre por ser gran constructor[Root.GetXA] e imaginativ[Root.GetOA] planificador[Root.GetXA], se recordará a [Root.GetFirstName] por sus intentos incansables de renovar y expandir CAPITAL;;;;;;;;;x
death_text_bastard;Because of the unfortunate circumstances of [Root.GetHerHis] birth, many doubted the legitimacy of [Root.GetFirstName]'s rule. [Root.GetSheHeCap] has now found peace from [Root.GetHerHim] slander in death;Les circonstances malheureuses de sa naissance ont fait douter de la légitimité du règne de [Root.GetFirstName]. [Root.GetIlElleCap] a maintenant trouvé la paix;[Root.GetFirstName] wurde unter unglücklichen Umständen geboren und viele bezweifelten daher die Legitimität [Root.GetHerHis]er Herrschaft. Durch den Tod hat [Root.GetSheHe] nun Frieden von diesen Verleumdungen gefunden.;;Debido a las desgraciadas circunstancias de su nacimiento, muchos dudaron de la legitimidad de su gobierno. Ahora que ha muerto, ya está a salvo de las difamaciones;;;;;;;;;x
death_text_bestiality;A wicked [Root.GetManWoman], [Root.GetSheHe] was rumored to speak to and entertain [Root.GetHerselfHimself] with beasts. [Root.GetFirstName] will surely pay for [Root.GetHerHis] abominable sins in the afterlife;Un[Root.Get_E] [Root.GetManWoman] méchant[Root.Get_E] connu[Root.Get_E] pour parler et se distraire avec les bêtes. [Root.GetIlElleCap] paiera pour ses péchés dans l'au-delà;[Root.GetFirstName] war [Root.Geteineine] gottlose[Root.GetrMale] [Root.GetManWoman] und es wurde gemunkelt, dass [Root.GetSheHe] sich mit Bestien unterhält und vergnügt. Für diese abscheuliche Sünde wird [Root.GetSheHe] im Jenseits sicherlich büßen müssen;;Se rumoreaba que era un[Root.GetXA] [Root.GetManWoman] malvad[Root.GetOA], que hablaba y se entretenía con bestias. Seguro que pagará sus abominables pecados en la otra vida;;;;;;;;;x
death_text_cannibal;Rumored to consume human flesh for sustenance, [Root.GetFirstName] is without a doubt being punished in the afterlife for [Root.GetHerHis] wickedness in life;Mangeu[Root.GetRSe] de chair humaine, [Root.GetFirstName] est sans aucun doute puni[Root.Get_E] dans l'au-delà pour ses péchés;[Root.GetFirstName] konsumierte Gerüchten zufolge menschliches Fleisch. Für diese abscheuliche Sünde wird [Root.GetSheHe] im Jenseits sicherlich büßen müssen;;Se rumorea que devoraba carne humana para vivir, seguro que [Root.GetFirstName] está siendo castigad[Root.GetOA] en la otra vida por su maldad en esta;;;;;;;;;x
death_text_convert_king;A revolutionary [Root.GetManWoman], [Root.GetSheHe] led [Root.GetHerHis] tribes away from the worship of old idols and into the glory of the [Root.Religion.GetName] faith;Un[Root.Get_E] révolutionnaire qui a conduit ses tribus loin du culte des vieilles idoles et dans la gloire de la religion [Root.Religion.GetName];[Root.GetFirstName] war [Root.Geteineine] revolutionäre[Root.GetrMale] [Root.GetManWoman] und führte [Root.GetSheHe]en Stamm weg von der Verehrung alter Idole und hin zum Aufstieg des [Root.Religion.GetName]en Glaubens;;[Root.GetElLaCap] [Root.GetManWoman] revolucionari[Root.GetOA], sacó a sus tribus del culto a viejos ídolos a la gloria del credo [Root.Religion.GetName];;;;;;;;;x
death_text_crippled;Having been mangled in a terrible accident, [Root.GetFirstName] spent [Root.GetHerHis] last years barely able to walk. Death has finally freed [Root.GetHerHis] soul from [Root.GetHerHis] crippled body;Ayant été mutilé[Root.Get_E] dans un terrible accident, [Root.GetFirstName] a passé ses dernières années à peine capable de marcher. La mort a finalement libéré son âme de son corps infirme;[Root.GetFirstName] hatte einen schrecklichen Unfall und vermochte die letzten Jahre kaum in der Lage zu gehen. Der Tod hat schließlich [Root.GetHerHis]e Seele aus [Root.GetHerHis]em verkrüppelten Körper befreit;;Tras ser mutilad[Root.GetOA] en un terrible accidente, [Root.GetFirstName] pasó sus últimos años casi incapaz de caminar. La muerte ha liberado por fin su alma de ese cuerpo lisiado.;;;;;;;;;x
death_text_crusader;A zealous [Root.GetManWoman], [Root.GetSheHe] fought for the glory of [Root.Religion.GetHighGodName] against the heathens in one of the greatest holy wars of recent history;Un[Root.Get_E] [Root.GetManWoman] zélé[Root.Get_E] qui a combattu pour la gloire [Root.Get_du_HighGod] contre les païens dans l'une des plus grandes guerres saintes de l'histoire récente;[Root.GetFirstName] war [Root.Geteineine] fromme[Root.GetrMale] [Root.GetManWoman] und kämpfte im Namen von [Root.Religion.GetHighGodName] gegen die Heiden in einem der größten heiligen Kriege der jüngeren Geschichte;;[Root.GetElLaCap] [Root.GetManWoman] fanátic[Root.GetOA], luchó por la gloria de [Root.Religion.GetHighGodName] contra los paganos en una de las mayores guerras santas de la historia reciente;;;;;;;;;x
death_text_disfigured;Having been horribly disfigured, [Root.GetFirstName] spent [Root.GetHerHis] last years unable to show [Root.GetHerHis] face in public. Death has finally freed [Root.GetHerHis] soul from [Root.GetHerHis] crippled body;Ayant été horriblement défiguré[Root.Get_E], [Root.GetFirstName] a passé ses dernières années incapable de montrer son visage en public. La mort a finalement libéré son âme de son corps abîmé;[Root.GetFirstName] wurde entsetzlich entstellt und konnte [Root.GetHerHis] Gesicht in den letzten Jahren nicht mehr der Öffentlichkeit zeigen. Der Tod hat schließlich [Root.GetHerHis]e Seele aus [Root.GetHerHis]em verkrüppelten Körper befreit;;Tras ser horriblemente desfigurad[Root.GetOA], [Root.GetFirstName] pasó sus últimos años incapaz de mostrar su rostro en público. La muerte ha liberado por fin su alma de ese cuerpo lisiado.;;;;;;;;;x
death_text_drunkard;Known as an inveterate drunkard, [Root.GetFirstName] hardly ever spent a single day without drenching [Root.GetHerselfHimself] in liquor, barely aware of [Root.GetHerHis] surroundings. [Root.GetFirstName] will surely pay for [Root.GetHerHis] sins in the afterlife;Connu[Root.Get_E] comme un[Root.Get_E] ivrogne invétéré[Root.Get_E], [Root.GetFirstName], à peine conscient[Root.Get_E] de son environnement, a rarement passé un seul jour sans boire. [Root.GetIlElleCap] paiera sûrement pour ses péchés dans l'au-delà;[Root.GetFirstName] war als unverbesserlicher Säufer bekannt und verbrachte kaum einen einzigen Tag, ohne sich selbst im Alkohol zu ertränken, kaum [Root.GetHerHis]er Umgebung bewusst. Für diese abscheuliche Sünde wird [Root.GetSheHe] im Jenseits sicherlich büßen müssen;;Célebre por ser un[Root.GetXA] borrach[Root.GetOA] empedernido, [Root.GetFirstName] apenas pasó un día sin empaparse en alcohol, apenas consciente de lo que le rodeaba. Seguro que pague por sus pecados en la otra vida;;;;;;;;;x
