#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
abandon_trade_post;Abandon Trade Post;Abandonner le comptoir;Handelsposten aufgeben;;Abandonar el puesto de comercio;;;;;;;;;x
abandon_trade_post_desc;You can abandon your trade post in this county in favor of a better location.;Vous pouvez abandonner le comptoir de ce comté pour un meilleur emplacement.;Ihr könnt Euren Handelsposten in dieser Provinz zugunsten eines besseren Standorts aufgeben.;;Puedes abandonar tu puesto de comercio en esta provincia en favor de una mejor ubicación.;;;;;;;;;x
CLAN_LIMIT_FORMULA;§YNumber of Clans§!;§YNombre de clans§!;§YAnzahl der Klans§!;;§YNumbers de clanes§!;;;;;;;;;x
COUNTIES_PER_CLAN;Desired Counties per Clan;Nombre de comtés désiré par clan;Pro Klan verlangte Gebiete;;Condados deseados por clan;;;;;;;;;x
CURRENT_CLANS;Current Clans;Clans actuels;Aktuelle Anzahl an Klans;;Clanes actuales;;;;;;;;;x
FORT_CONSTRUCTION_ABANDONED_LOG;The Fort under construction by §Y$BUILDER$§! in the hostile county of §Y$PROV$§! has been abandoned.;La construction du fort par §Y$BUILDER$§! dans le comté hostile de §Y$PROV$§! a été abandonnée.;Das von §Y$BUILDER$§! geplante Fort in der feindlichen Provinz §Y$PROV$§! wurde aufgegeben.;;La Fortaleza bajo construcción por §Y$BUILDER$§! en el condado hostil de §Y$PROV$§! ha sido abandonada.;;;;;;;;;x
FORT_CONSTRUCTION_ABANDONED_SETUP;Fort Construction Lost;Construction de fort perdue;Konstruktionsfortschritt verloren;;Perdida la fortaleza en construcción;;;;;;;;;x
FORT_CONTROL_OVER_PROVINCE;Controls or Besieges §Y$PROVINCE$§!;Contrôle ou assiège §Y$PROVINCE$§!;Kontrolliert oder belagert §Y$PROVINCE$§!;;Controlará o sitiará §Y$PROVINCE$§!;;;;;;;;;x
HAS_HIGHER_MAX_POPULATION_AND_MANPOWER_THAN;Have higher Max Population and Manpower than ;Avoir une population maximale et des effectifs supérieurs à ;Höhere Maximalbevölkerung und Mannstärke als ;;Tiene mayor población máxima y mano de obra que;;;;;;;;;x
HAS_HIGHER_POPULATION_AND_MANPOWER_GROWTH_THAN;Have higher Civilian Population Growth than ;Avoir une croissance de population civile supérieure à ;Höheres Zivilbevölkerungswachstum als ;;Tiene mayor crecimiento de población civil que;;;;;;;;;x
HAS_HIGHER_POPULATION_AND_MANPOWER_THAN;Have higher Population and Manpower than ;Avoir une population et des effectifs supérieurs à ;Höhere Bevölkerung und Mannstärke als ;;Tiene mayor población y mano de obra que;;;;;;;;;x
HAS_LOWER_MAX_POPULATION_AND_MANPOWER_THAN;Have lower Max Population and Manpower than ;Avoir une population maximale et des effectifs inférieurs à ;Niedrigere Maximalbevölkerung und Mannstärke als ;;Tiene menor población máxima y mano de obra que;;;;;;;;;x
HAS_LOWER_POPULATION_AND_MANPOWER_GROWTH_THAN;Have lower Civilian Population Growth than ;Avoir une croissance de population civile inférieure à ;Niedrigeres Zivilbevölkerungswachstum als ;;Tiene menor crecimiento de la población que;;;;;;;;;x
HAS_LOWER_POPULATION_AND_MANPOWER_THAN;Have lower Population and Manpower than ;Avoir une population et des effectifs inférieurs à ;Niedrigere Bevölkerung und Mannstärke als ;;Tiene menor población y mano de obra que;;;;;;;;;x
held_nomad_wargames;Held Wargames;Jeux martiaux organisés;Hielt Kriegsspiele ab;;Juegos de guerra celebrados.;;;;;x
held_nomad_wargames_desc;This character has recently hosted a traditional competition in martial skills, thus honoring ancient values and martial traditions.;Ce personnage a récemment organisé un tournoi traditionnel d'arts martiaux en l'honneur des anciennes valeurs et des traditions guerrières.;Dieser Herrscher veranstaltete kürzlich einen traditionellen Wettkampf in den Kriegskünsten und pflegte die Werte und Kriegstradition seines Volkes.;;Este personaje ha celebrado recientemente un concurso tradicional en habilidades marciales, respetando así los valores ancestrales y las tradiciones marciales.;;;;;x
hold_nomad_wargames;Hold Wargames;Organiser un tournoi d'arts martiaux;Kriegsspiele abhalten;;Celebra en juegos de guerra;;;;;x
hold_nomad_wargames_desc;I can invite warriors of my realm to compete in games of martial skill - horsemanship, archery and swordsmanship. There will be gold as well as prestige in it for the winner.;Je peux convier les guerriers de mon territoire à des jeux martiaux : équitation, tir à l'arc et combat à l'épée. Le gagnant repartira avec de l'or et du prestige.;Ich kann die Krieger des Reiches zum Wettstreit im Reiten, Bogenschießen und Schwertkampf einladen. Der Gewinner erhält Gold und Prestige.;;Puedo invitar a guerreros de mi reino a competir en juegos de la habilidad marcial - equitación, tiro al arco y esgrima. Habrá oro así como prestigio en él para el ganador.;;;;;x
holding_nomad_wargames;Holding Wargames;Organise des jeux martiaux en cours;Hält Kriegsspiele ab;;Sostener en juegos de guerra;;;;;x
holding_nomad_wargames_desc;This ruler is hosting a traditional competition in martial skills.;Ce souverain organise un tournoi traditionnel d'arts martiaux.;Dieser Herrscher veranstaltet einen traditionellen Wettkampf in den Kriegskünsten.;;Este gobernante está celebrando un concurso tradicional de habilidades marciales.;;;;;x
HORDE_RETTYPE_CAV1;Light Rider;Cavalerie légère;Leichte Reiter;;Jinete ligero;;;;;;;;;x
HORDE_RETTYPE_CAV2;Marauder;Maraudeurs;Marodeur;;Merodeador/ora;;;;;;;;;x
HORDE_RETTYPE_CAV3;Skirmish Cavalry;Cavalerie d'escarmouche;Scharmützel-Kavallerie;;Caballería de hostigamiento;;;;;;;;;x
HORDE_RETTYPE_CAV4;Light Horse Archer;Archers à cheval légers;Leichte berittene Bogenschützen;;Arquero de caballería ligera;;;;;;;;;x
HORDE_RETTYPE_CAV5;Light Vanguard;Première ligne légère;Leichte Vorhut;;Vanguardia ligera;;;;;;;;;x
HORDE_RETTYPE_CAV6;Heavy Vanguard;Première ligne lourde;Schwere Vorhut;;Vanguardia pesada;;;;;;;;;x
HORDE_RETTYPE_CAV7;Horse Archer;Archers à cheval;Berittene Bogenschützen;;Arquero a caballo;;;;;;;;;x
HORDE_RETTYPE_EUROPE;Lancer;Lanciers;Lanzenreiter;;Lancero;;;;;;;;;x
INTERACTION_CANNOT_ATTACK_VASSALS;You cannot attack your vassals with this Casus belli;Vous ne pouvez pas utiliser ce casus belli pour attaquer vos vassaux;Ihr könnt Eure Vasallen mit diesem Kriegsgrund nicht angreifen;;No puedes atacar a tus vasallos con este casus belli;;;;;;;;;x
INTERACTION_NOT_AT_MAX_CLAN_SIZE;Has not reached the Maximum Clan Size;N'a pas atteint la taille de clan maximale;Hat die Maximale Klangröße nicht erreicht;;No ha alcanzado el tamaño máximo de clan;;;;;;;;;x
IS_COUNTY_OWNER;Is county owner;Possède le comté;Ist Besitzer der Grafschaft;;Es el dueño de condado;;;;;;;;;x
MANPOWER_DIFFERENCE;Potential Manpower Growth: §Y$AMOUNT$§!;Croissance de l'effectif potentiel : §Y$AMOUNT$§!;Potenzieller Mannstärkezuwachs: §Y$AMOUNT$§!;;Crecimiento de la mano de obra potencial: §Y$AMOUNT$§!;;;;;;;;;x
MANPOWER_GROWTH_RATIO;Monthly Manpower Growth Percentage: §Y$AMOUNT$%§!;Pourcentage de croissance de l'effectif mensuel : §Y$AMOUNT$%§!;Monatlicher Mannstärkezuwachs: §Y$AMOUNT$%§!;;Porcentaje de crecimiento de la mano de obra mensual: §Y$AMOUNT$%§!;;;;;;;;;x
MAPMODE_TRADE_ZONES_DESC;All Trade Zones, separated by their owners. Provinces on the Silk Road are shown striped in yellow if active or red if blocked by siege or occupation.;Toutes les zones marchandes, regroupées par propriétaire. Les comtés sur la route de la soie possèdent des rayures jaunes si elles sont actives et des rayures blanches si elles sont bloquées par un siège ou une occupation.;Dieser Kartenmodus zeigt alle Handelszonen, getrennt nach Besitzer. Provinzen auf der Seidenstraße werden gestreift dargestellt. Gelbe Gebiete sind aktiv, während rote Gebiete durch Belagerung oder feindliche Besetzung blockiert sind.;;Todas las zonas de comercio, separadas por sus dueños. Las provincias de la Ruta de la seda aparecen con rayas amarillas si están activas o rojas si están bloqueadas por sitio u ocupación.;;;;;;;;;x
MAX_NR_OF_CLANS;Max Number of Clans;Nombre maximal de clans;Max. Anzahl an Klans;;Número máximo de clanes;;;;;;;;;x
MAXIMUM_CIVILIAN_POPULATION;Maximum Population;Population maximum;Maximale Bevölkerung;;Población máxima;;;;;;;;;x
MONTHLY_POPULATION_DECLINE;Monthly Population Decline;Baisse mensuelle de la population;Monatlicher Bevölkerungsrückgang;;Disminución mensual de la población;;;;;;;;;x
MONTHLY_POPULATION_GROWTH;Monthly Population Growth;Croissance mensuelle de la population;Monatliches Bevölkerungswachstum;;Crecimiento mensual de la población;;;;;;;;;x
