#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

evt_DESC_JD_60202;I have heard more news about [rebel_general.GetTitledFirstName]. It seems he and his men are moving with haste towards [Root.PrimaryTitle.GetName]. The rumors say that they have set their eyes on my lands to be the starting point of their new Empire.;J'ai eu des nouvelles [rebel_general.Get_du_TitledFirstName]. Il semble que lui et ses hommes se déplacent avec hâte vers [Root.PrimaryTitle.Get_le_Realm]. Les rumeurs disent qu'ils ont jeté leur dévolu sur mes terres, comme point de départ de leur nouvel Empire.;Ich habe weitere Neuigkeiten über [rebel_general.GetTitledFirstName] erhalten. Es scheint, dass sich er und seine Männer schnell Richtung [Root.PrimaryTitle.GetName] bewegen. Gerüchte besagen, dass sie es auf unser Land abgesehen haben und es zum Ausgangspunkt ihres neuen Reiches machen wollen.;;He oído más noticias sobre [rebel_general.GetTitledFirstName]. Parece que sus hombres y él marchan con rapidez hacia [Root.PrimaryTitle.GetName]. Se rumorea que se han fijado en mis tierras para iniciar su nuevo imperio.;;;;;;;;x;
evt_DESC_JD_60207;The word from the traders is that [rebel_general.GetTitledFirstName] was set upon by the armies of the [offmap_china.GetFullName]. The rebel troops never stood a chance against the well supplied and loyal troops of the [offmap_china.Ruler.GetEmperorEmpress].;La rumeur provenant des commerçants est que [rebel_general.Get_le_TitledFirstName] a été défait[rebel_general.Get_E] par les armées de l'[offmap_china.GetFullName]. Les troupes rebelles n'ont eu aucune chance contre celles bien approvisionnées et loyales de l'[offmap_china.Ruler.GetEmperorEmpress].;Die Händler sagen, dass [rebel_general.GetTitledFirstName] von den Armeen vom [offmap_china.GetFullName] in die Irre geführt worden war. Die Rebellen hatten niemals eine Chance gegen die gut gerüsteten und loyalen Truppen [offmap_china.Ruler.Getdesder] [offmap_china.Ruler.GetEmperorEmpress][offmap_china.Ruler.GetsMale].;;Los mercaderes dicen que el ejército del [offmap_china.GetFullName] atacó a [rebel_general.GetTitledFirstName]. Las tropas rebeldes no tuvieron nada que hacer contra las fuerzas leales y bien abastecidas [offmap_china.Ruler.GetDelDela] [offmap_china.Ruler.GetEmperorEmpress].;;;;;;;;x;
evt_DESC_JD_60212;With the death of [FromFrom.GetTitledFirstName], [Root.PrimaryTitle.GetName] has been thrown into disarray. Many call for me to continue in the [FromFrom.Culture.GetName] ways as my [FromFrom.GetRootRelation] had intended but I am not so sure.;La mort [FromFrom.Get_du_TitledFirstName] a tourmenté [Root.PrimaryTitle.Get_le_Realm]. Nombreux sont ceux à me demander de maintenir la tradition [FromFrom.Culture.GetName] comme m[FromFrom.GetOnA] [FromFrom.GetRootRelation] en avait l'intention.;Mit dem Tod von [FromFrom.GetTitledFirstName] ist [Root.PrimaryTitle.GetName] in Unordnung verfallen. Viele bitten uns darum, den [FromFrom.Culture.GetName]en Weg fortzuführen, wie m[FromFrom.Geteineine] [FromFrom.GetRootRelation] beabsichtigt hatte, aber ich bin mir nicht sicher.;;[Root.PrimaryTitle.GetName] ha caído en la confusión con la muerte de [FromFrom.GetTitledFirstName]. Muchos me apremian a continuar el modo de actuar [FromFrom.Culture.GetName], tal como quería mi [FromFrom.GetRootRelation], pero no estoy tan seguro.;;;;;;;;;x
evt_DESC_JD_60301;[offmap_china.Ruler.GetMediumChineseEmperorName] has closed off the Empire and stopped all trade along the Silk Road. This is not acceptable. [offmap_china.Ruler.GetSheHeCap] not only harms trade for [offmap_china.GetShortName] but also for my own lands. We must make the [offmap_china.Ruler.GetEmperorEmpress] open up their borders one way or another...;[offmap_china.Ruler.GetMediumChineseEmperorName] a fermé les frontières de l'Empire et tout commerce sur la route de la soie. Ceci est inacceptable. [offmap_china.Ruler.GetIlElleCap] ne compromet pas seulement le commerce pour la [offmap_china.GetShortName] mais aussi pour mes propres terres. Il faut faire en sorte que l'[offmap_china.Ruler.GetEmperorEmpress] rouvre les frontières...;[offmap_china.Ruler.GetMediumChineseEmperorName] hat das Reich geschlossen und den Handel auf der Seidenstraße gestoppt. Das ist inakzeptabel. [offmap_china.Ruler.GetSheHeCap] schadet dadurch nicht nur dem Handel von [offmap_china.GetShortName], sondern auch dem unseren. Wir müssen [offmap_china.Ruler.Getdendie] [offmap_china.Ruler.GetEmperorEmpress] dazu bringen, die Grenzen wieder zu öffnen, egal wie...;;[offmap_china.Ruler.GetMediumChineseEmperorName] ha cerrado el Imperio fronteras y detenido el comercio por la Ruta de la Seda. Esto es inaceptable. [offmap_china.Ruler.GetSheHeCap] no solo daña el comercio a [offmap_china.GetShortName] sino también a mis propias tierras. Debemos hacer que [offmap_china.Ruler.GetElLa] [offmap_china.Ruler.GetEmperorEmpress] abra sus tierras de un modo u otro…;;;;;;;;;x
evt_DESC_JD_60306;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\nThe heavenly [offmap_china.Ruler.GetLongChineseEmperorName], has decreed that the Empire focus its efforts on the [offmap_china.GetRandomChineseFocus].\nHence we do not have time to negotiate allowing your traders to return. I am sure you can understand why and respect this decision.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n[offmap_china.Ruler.GetLeLaCap] Céleste [offmap_china.Ruler.GetLongChineseEmperorName], a décrété que l'Empire concentre ses efforts sur [offmap_china.GetRandomChineseFocus].\nIl n'y a donc pas le temps de négocier le retour de vos commerçants. Je suis sûr que vous pouvez comprendre pourquoi et respecter cette décision.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n[offmap_china.Ruler.GetDerDie] himmlische [offmap_china.Ruler.GetLongChineseEmperorName] hat verfügt, dass das Reich seinen Fokus auf die [offmap_china.GetRandomChineseFocus] setzt.\nDaher haben wir keine Zeit für Verhandlungen, um Euren Händlern die Rückkehr zu erlauben. Ich bin sicher, Ihr respektiert und versteht diese Entscheidung.;;"[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n\nEl celeste [offmap_china.Ruler.GetLongChineseEmperorName] ha proclamado que el imperio concentre sus esfuerzos en el [offmap_china.Ruler.GetLongChineseEmperorName]\nPor tanto, no tenemos tiempo para negociar el regreso de tus comerciantes. Estoy seguro que entiendes los motivos y respetas esta decisión.";;;;;;;;;x
evt_DESC_JD_60307;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\nThe heavenly [offmap_china.Ruler.GetLongChineseEmperorName], demands that, in exchange for opening up the Silk Road, you [GetChineseForceOpenDemand].\nI am sure you can see how this will benefit both our nations and trust you to make the correct decision.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n[offmap_china.Ruler.GetLeLaCap] Céleste [offmap_china.Ruler.GetLongChineseEmperorName], exige qu'en échange de l'ouverture de la Route de la Soie, vous [GetChineseForceOpenDemand].\nJe suis sûr que vous réalisez à quel point cela profitera à nos deux pays et que vous prendrez la bonne décision.;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\n[From.Offmap.Ruler.GetDerDie] himmlische [offmap_china.Ruler.GetLongChineseEmperorName] fordert, dass Ihr für die Öffnung der Seidenstraße [GetChineseForceOpenDemand].\nIch bin sicher, Ihr könnt sehen, wie dies unseren Nationen zugutekommen wird, und vertraue Euch, die richtige Entscheidung zu treffen.;;El celeste [offmap_china.Ruler.GetLongChineseEmperorName] exige que [GetChineseForceOpenDemand] a cambio de abrir la Ruta de la Seda.\nSeguro que verás que esto beneficia a ambas naciones y confío que tomes la decisión correcta.;;;;;;;;;x

evt_OPTA_JD_60202;They shall get no easy fight here!;Ils n'auront aucun combat facile ici !;Sie werden hier keinen leichten Sieg haben!;;¡No tendrán una lucha fácil!;;;;;;;;x;
evt_OPTA_JD_60207;So much for the threats of [rebel_general.GetTitledFirstName].;Tout ce tapage à propos du supposé danger dû [rebel_general.Get_au_TitledFirstName]...;So viel zur Bedrohung durch [rebel_general.GetTitledFirstName].;;Vaya con la amenaza de [rebel_general.GetTitledFirstName].;;;;;;;;x;
evt_OPTA_JD_60208;Only one can claim to be the Lord of Ten Thousand Years.;Il ne peut y avoir qu'un seul Seigneur des Dix mille ans.;Nur einer kann behaupten, Herr von zehntausend Jahren zu sein.;;Solo uno puede afirmar ser el Señor de los Diez Mil Años.;;;;;;;;;x
