#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
AIREASON_AI_FLAG_REFUSE_CONVERSION;True believer;Véritable croyant;Wahrer Gläubiger;;Fiel creyente;;;;;;;;;x
AIREASON_EXISTING_BETROTHAL;Will honor the betrothal;Honorera les fiançailles;Wird die Verlobung achten.;;Respetará el compromiso matrimonial;;;;;;;;;x
AIREASON_FIGHTING_FOR_THE_CHURCH;Fighting for the Church;Combat pour l'Église;Kämpft für die Kirche;;Luchando por la Iglesia;;;;;;;;;x
ANTIPOPE_CREATION_WRONG_RELIGION;§RIs not $RELIGION$§!;§RN'est pas de foi $RELIGION$§!;§RIst nicht $RELIGION$§!;;§RNo es de religión $RELIGION$§!;;;;;;;;;x
ANTIPOPE_CREATOR_MUST_BE_INDEPENDENT;§RYou must be independent to create an antipope§!;§RVous devez être indépendant pour pouvoir nommer un antipape§!;§RIhr müsst unabhängig sein, um einen Gegenpapst zu ernennen§!;;§RDebes ser independiente para crear un Antipapa§!;;;;;;;;;x
ANTIPOPE_RECENTLY_DEPOSED;§RAn antipope was recently forcibly deposed§!;§RUn antipape a été récemment déposé par la force§!;§REin Gegenpapst wurde erst kürzlich abgesetzt§!;;§RUn Antipapa fue depuesto recientemente por la fuerza de las armas§!;;;;;;;;;x
best_candidate_title_fraticelli_cardinal;My Best Cardinal Candidate;Mon meilleur candidat cardinal;Mein bester Kardinalskandidat;;Mi mejor candidato a Cardenal;;;;;;;;;x
best_candidate_title_fraticelli_cardinal_tooltip;Of all the bishops in my realm, this one is the likeliest to get appointed Cardinal by the Pope.;De tous nos évêques, celui-ci est le plus susceptible d'être nommé cardinal par le pape fraticelle.;Von allen Bischöfen in meinem Reich wird dieser wahrscheinlich am ehesten vom Papst zum Kardinal ernannt.;;De todos los obispos de mi Reino, este es el que tiene más probabilidades de que el Papa lo nombre Cardenal.;;;;;;;;;x
create_ibadi_caliphate;Create the Ibadi Caliphate;Créer le Califat ibadite;Das Ibadi-Kalifat erschaffen;;Crear el Califato Ibadí;;;;;;;;;x
create_ibadi_caliphate_desc;Create the Ibadi Caliphate and assume your position as spiritual leader of all true Ibadi Muslims.;Créer le Califat ibadite nous permettra d'asseoir notre position de chef spirituel de tous les vrais musulmans.;Das Ibadi-Kalifat erschaffen und Eure Position als geistiger Führer aller Ibadi-Muslimen bestätigen.;;Crear el Califato Ibadí y asumir la posición como lider de todos los fieles Ibadíes.;;;;;;;;;x
deposed_antipope;Deposed an Antipope;A déposé un antipape;Hat einen Gegenpapst entthront;;Depuso a un Antipapa;;;;;;;;;x
expected_next_title_fraticelli_cardinal;Expected Next Cardinal;Probable prochain cardinal;Erwarteter neuer Kardinal;;Presunto próximo cardenal;;;;;;;;;x
expected_next_title_fraticelli_cardinal_tooltip;This bishop is probably next in line for a Cardinalship when one becomes available.;Cet évêque sera probablement le prochain cardinal fraticelle dès qu'une place sera disponible.;Dieser Bischof wird wahrscheinlich als nächster zum Kardinal ernannt, wenn ein Sitz im Kollegium frei wird.;;Este obispo será, probablemente, el próximo Cardenal cuando haya una vacante.;;;;;;;;;x
faction_antiking_ultimatum;Demand the Throne;Demander le trône;Den Thron fordern;;Demand the Throne;;;;;;;;;x
faction_antiking_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding the throne, the overthrow of antipopes and the institution of Papal Investiture. If [Root.Liege.GetSubjectPronoun] refuses to comply, your Faction will rise in revolt.;Présenter un ultimatum [Root.Liege.Get_only_au_Title]§Y[Root.Liege.GetBestName]§! demandant le trône. [Root.Liege.GetSilSielleCap] accepte, cela renversera également les antipapes et établira une investiture pontificale des évêques.\n[Root.Liege.GetSilSielleCap] refuse de s'y soumettre, notre faction se soulèvera.;Ein Ultimatum an §Y[Root.Liege.GetBestName]§! stellen, in dem wir den Thron, die Absetzung des Gegenpapstes und die Einführung der päpstlichen Investitur verlangen. Sollte [Root.Liege.GetSubjectPronoun] dies ablehnen, wird Eure Fraktion einen Aufstand anzetteln.;;Presentar un ultimatum a §Y[Root.Liege.GetBestName]§!, demandándole el trono, la deposición del Antipapa y la institución de la Investidura Pontificia. Si rechaza aceptar estos términos, tu facción se levantará contra [Root.Liege.GetSubjectPronoun];;;;;;;;;x
INTERACTION_CANNOT_GRANT_CAPITAL_IF_MOVED;Cannot give away the capital county after moving the capital;Impossible d'octroyer le comté accueillant votre capitale après le déplacement de celle-ci;Ihr könnt Eure Hauptstadt nicht abtreten, nachdem Ihr sie schon einmal verlegt habt.;;No puedes entregar el condado principal al trasladar la capital;;;;;;;;;x
INTERACTION_GRANT_THEOCRACY_LIMITS;Cannot give theocracies more than one duchy or kingdom;Impossible de donner aux théocraties plus d'un duché ou royaume;Ihr könnt nicht mehr als ein Herzogtum oder Königreich an Theokratien vergeben;;No puedes dar a las teocracias más de un ducado o reino;;;;;;;;;x
INTERACTION_RELIGION_MUST_MARRY_REGULARLY;$RELIGION$ characters cannot marry Matrilineally;Les adeptes de la religion $RELIGION$ ne peuvent pas contracter de mariage matrilinéaire;$RELIGION$e Charaktere können nicht matrilinear heiraten;;Los personajes de religión $RELIGION$ no pueden casarse matrilinealmente;;;;;;;;;x
INTERACTION_REVOKE_BEFORE_DATE;Cannot revoke this granted title before §Y$DATE$§!;Impossible de révoquer ce titre octroyé avant le §Y$DATE$§!;Ihr könnt diesen Titel nicht vor §Y$DATE$§! entziehen!;;No puedes revocar este título hasta §Y$DATE$§!;;;;;;;;;x
IS_MATRI_MARRIED;Is matrilineally married;A un mariage matrilinéaire;Ist matrilinear verheiratet;;Está casado matrilinealmente;;;;;;;;;x
IS_NOT_MATRI_MARRIED;Is NOT matrilineally married;N'a pas de mariage matrilinéaire;Ist NICHT matrilinear verheiratet;;NO está casado matrilinealmente;;;;;;;;;x
IS_NOT_RECENT_GRANT;Was NOT recently granted;N'a pas été récemment octroyé;NICHT vor kurzem gewährt;;NO fue entregado recientemente;;;;;;;;;x
IS_RECENT_GRANT;Was recently granted;A été récemment octroyé;Vor kurzem gewährt;;Fue entregado recientemente;;;;;;;;;x
LOADING_TIP_53;Jewish councillors will sometimes benefit the advancement of technology.;Les conseillers juifs bénéficient parfois des dernières avancées technologiques.;Jüdische Berater können gelegentlich den technologischen Fortschritt beschleunigen.;;Los consejeros judíos pueden beneficiarte con avances tecnológicos.;;;;;;;;;x
NARROW_FLANK;Narrow Flank;Front étroit;Enge Flanke;;Flanco angosto;;;;;;;;;x
narrow_flank_leader;Battlefield Terrain Master;Maître des champs de bataille;Meister im Geländekampf;;Maestro del Terreno del Campo de Batalla;;;;;;;;;x
narrow_flank_leader_desc;This character has mastered the craft of finding the perfect terrain for defensive battles.;Ce personnage maîtrise l'art de trouver une position parfaite lors des manoeuvres de batailles défensives.;Dieser Charakter ist ein Meister im Geländekampf und kann oft das geeignete Terrain für eine defensive Schlacht finden.;;Este personaje se ha especializado en el arte de encontrar el terreno perfecto para las batallas defensivas.;;;;;;;;;x
REL_HEAD_ALLY_CB;Religious Head War Ally;Allié au chef religieux;Verbündeter des im Krieg befindlichen Religionsoberhauptes;;Cabeza Religiosa aliada en guerra;;;;;;;;;x
TITLE_CANNOT_USURP_COUNTIES;Not possible to Usurp County Rank Titles!;Impossible d'usurper des titres de rang comtal.;Titel von Grafschaften können nicht übernommen werden!;;¡No es posible usurpar condados!;;;;;;;;;x
UNSUPPORTED_VERSION;§RUNSUPPORTED§!;§RNON SUPPORTEE§!;§RUNGESTÜTZT§!;;§RNO COMPATIBLE§!;;;;;x
