#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

GREATER;greater than;supérieur(e) à;größer als;;superior;;;;;;;;;x
GREATER_OR_EQ;greater or equal to;supérieur(e) ou égal(e) à;größer als oder gleich;;superior o equivalente;;;;;;;;;x
LESS;less than;inférieur(e) à;kleiner als;;inferior;;;;;;;;;x
LESS_OR_EQ;less or equal to;inférieur(e) ou égal(e) à;kleiner als oder gleich;;inferior o equivalente;;;;;;;;;x
EQUAL;equal to;égal(e) à;gleich;;equivalente;;;;;;;;;x
NOT_EQUAL;NOT equal to;Pas égal à;Nicht gleich zu;;NO igual que;;;;;;;;;x

AND_TRIGGER_STARTS;All of the following must be true;Toutes les conditions doivent être valides;Alle nachfolgenden Bedingungen müssen erfüllt sein;;Todas deben ser verdaderas;;;;;;;;;x
NAND_TRIGGER_STARTS;At least one of these must be false;Au moins un des conditions doivent être invalides;Mindestens eine der folgenden Bedingungen darf falsch sein;;Al menos uno debe ser falso;;;;;;;;;x
OR_TRIGGER_STARTS;One of these must be true;Un des éléments suivants doit être vrai;Einer der folgenden Punkte muss zutreffen;;Algo de lo siguiente debe ser cierto;;;;;;;;x
NOR_TRIGGER_STARTS;None of these must be true;Aucune condition ne doit être remplie;Keine davon darf zutreffen;;Ninguno de los dos puede ser verdad;;;;;;;;;x

CALC_TRUE_IF;$COMPARISON|U$ $AMOUNT|Y$ of these must be true;$COMPARISON|U$ $AMOUNT|Y$ d'entre elles doivent être vraies;$COMPARISON|U$ $AMOUNT|Y$ müssen erfüllt sein;;$COMPARISON|U$ $AMOUNT|Y$ de estos deben ser verdaderos;;;;;;;;;x

MTTH_MULTIPLE_CONDITIONS_TRUE;All of these must be true;Tous doivent être vrais;Alle davon müssen zutreffen;;Todo lo siguiente debe ser verdad;;;;;;;;;x
