EVTDESC_WOL_2002;Life in the shadows is a risky affair - eavesdroppers can be discovered, plots can backfire, and vengeful victims come after you dagger in hand! I am not proud of what I do, but it is for the greater good.;La vie dans l'ombre est pleine de risques : les espions peuvent être découverts, les complots peuvent se retourner contre le conspirateur, et les victimes vengeresses vous poursuivent dague à la main ! Je n'éprouve aucune fierté dans mes actions, mais elles sont pour le bien de tous.;Das Leben im Zwielicht der Schatten ist riskant. Lauscher sind eine Gefahr, Verschwörungen können nach hinten losgehen und rachsüchtige Opfer können einem nachstellen, den Dolch in der Hand! Ich bin nicht stolz auf meine Taten, doch meine Ziele sind edel.;;Vida en las sombras es un asunto peligroso -se pueden encontrar fisgones, los complots se pueden volver en nuestra contra y las víctimas vengativas pueden perseguirnos daga en mano! No me enorgullezco de lo que hago, pero es por el bien mayor.;;;;;;;;;x
EVTDESC_WOL_2003;Even the mightiest army can be defeated by a single [Root.GetManWoman]. Cut off the head and the body falls. I am [Root.GetFirstName] - [Root.GetMasterMistress] of Shadows.;Même l'armée la plus puissante peut être défaite par une seule personne. Coupez la tête, et le corps tombe. Je suis [Root.GetFirstName], [Root.GetMasterMistress] des ombres.;Selbst die mächtigste Armee kann durch einen einzelnen Menschen besiegt werden. Wenn man den Kopf abschlägt, ist der Körper wehrlos. Ich bin [Root.GetFirstName] – [Root.GetMasterMistress] der Schatten.;;Incluso el ejército más poderoso puede ser derrotado por un[Root.GetOA] simple [Root.GetManWoman]. Cortar la cabeza y el cuerpo cae. Soy [Root.GetFirstName], [Root.GetMasterMistress] de las sombras.;;;;;;;;;x
EVTDESC_WOL_2050;I - and my trusted snoops and sneaks - will keep a very close eye on the activities of [From.GetTitledName]... a close eye indeed.;Mes espions de confiance et moi-même garderons un oeil sur les activités [From.Get_du_TitledName]... et un oeil attentif cela sera.;Ich und meine getreuen Schnüffler und Schleicher werden die Aktivitäten von [From.GetTitledName] genau beobachten... wirklich ganz genau.;;Yo – y mis fisgones y soplones de confianza- seguiremos de cerca las actividades de [From.GetTitledName]. .. muy de cerca.;;;;;;;;;x
EVTDESC_WOL_2061;There is no point spying on [target_spy_on.GetTitledFirstName] anymore, considering [target_spy_on.GetSubjectPronoun] is dead!;Il est inutile d'espionner [target_spy_on.Get_le_TitledFirstName], étant donné qu'[target_spy_on.GetIlElle] n'est plus !;Es macht keinen Sinn, [target_spy_on.GetTitledFirstName] auszuspionieren, wenn man bedenkt, dass [target_spy_on.GetSubjectPronoun] tot ist!;;No tiene sentido seguir espiando a [target_spy_on.GetTitledFirstName], teniendo en cuenta que ha muerto!;;;;;;;;;x
EVTDESC_WOL_2062;[target_spy_on.GetTitledFirstName] has ended up in prison, so there's no point spying on [target_spy_on.GetObjectPronoun] anymore.;[target_spy_on.Get_Le_TitledFirstName] a fini en prison, ce qui signifie qu'il est inutile de l'espionner à présent.;[target_spy_on.GetTitledFirstName] ist im Gefängnis gelandet, daher gibt es keinen Grund mehr, [target_spy_on.GetObjectPronoun] auszuspionieren.;;[target_spy_on.GetTitledFirstName] terminó en la cárcel, así que seguir espiándo[target_spy_on.GetObjectPronoun] ya no tiene sentido.;;;;;;;;;x
EVTDESC_WOL_2063;[target_spy_on.GetTitledFirstName], the target of my current spy efforts, has tragically fallen comatose, making the endeavour pointless.;[target_spy_on.Get_Le_TitledFirstName], la cible de mes efforts d'espionnage, est maintenant dans le coma, ce qui rend toute l'entreprise inutile.;[target_spy_on.GetTitledFirstName], das Objekt meiner Spionagetätigkeiten, ist tragischerweise ins Koma gefallen, daher machen meine Bemühungen keinen Sinn mehr.;;[target_spy_on.GetTitledFirstName], objetivo de mis esfuerzos actuales de espionaje, ha caído trágicamente en coma, haciendo inútil el esfuerzo.;;;;;;;;;x
EVTDESC_WOL_2064;[target_spy_on.GetTitledFirstName] is no longer present in the realm, so there is no further point to my spying.;[target_spy_on.Get_Le_TitledFirstName] ne fait plus partie du pays, ce qui signifie que mes efforts d'espionnage sont désormais inutiles.;[target_spy_on.GetTitledFirstName] hat das Reich verlassen, daher macht es keinen Sinn mehr, weiter zu spionieren.;;[target_spy_on.GetTitledFirstName] ya no está presente en el Reino, así que no tiene sentido seguir espiado.;;;;;;;;;x
EVTDESC_WOL_2065;I am not having much luck spying on [target_spy_on.GetTitledFirstName]. Perhaps I should focus my efforts elsewhere?;Espionner [target_spy_on.Get_le_TitledFirstName] ne donne pas grand-chose. Peut-être devrais-je trouver une autre cible ?;Das Ausspionieren von [target_spy_on.GetTitledFirstName] hat nicht viel gebracht. Vielleicht sollte ich meine Anstrengungen auf ein anderes Ziel richten?;;No estoy teniendo mucha suerte espiando a [target_spy_on.GetTitledFirstName]. Quizás debo poner mis esfuerzos en otro lado?;;;;;;;;;x
EVTDESC_WOL_2071;My spying on [target_spy_on.GetTitledName] has revealed [target_spy_on.GetPossPronoun] complicity in a shadowy plot to [uncovered_plotter.GetPlot]!;Mon espionnage [target_spy_on.Get_du_TitledName] a révélé sa complicité dans un complot vicieux visant à [uncovered_plotter.GetPlot] !;Meine Spione, die ich auf [target_spy_on.GetTitledName] angesetzt hatte, haben die Verwicklung dieser Person in diese dunkle Verschwörung festgestellt: [uncovered_plotter.GetPlot]!;;Mi espionaje sobre [target_spy_on.GetTitledName] ha revelado que [target_spy_on.GetTitledName] es cómplice en un oscuro complot para [uncovered_plotter.GetPlot]. ;;;;;;;;;x
EVTDESC_WOL_2080;My snoops overheard [target_spy_on.GetTitledName] as [target_spy_on.GetSubjectPronoun] told shocking lies about [target_spy_on.GetPossPronoun] rightful liege! How should I use this information?;Mes espions ont entendu [target_spy_on.Get_le_TitledName] alors qu'[target_spy_on.GetIlElle] racontait des mensonges révoltants à propos de s[target_spy_on.Liege.GetOnA] [target_spy_on.Liege.GetLordLady] lige légitime ! Comment pourrais-je me servir de cette information ?;Meine Schnüffler haben [target_spy_on.GetTitledName] belauscht, als [target_spy_on.GetSubjectPronoun] schockierende Lügen erzählte über [target_spy_on.GetPossPronoun]en rechtmäßigen Lehnsherren! Was soll ich mit dieser Information anfangen?;;¡Mis fisgones escucharon a [target_spy_on.GetTitledName] como [target_spy_on.GetSubjectPronoun] contar mentiras impactantes sobre el legítimo señor de [target_spy_on.GetPossPronoun]! ¿Cómo debo usar esta información?;;;;;;;;;x
