glory_hound;§YGlory Hound§!;§YChercheur de gloire§!;§YRuhmsucht§!;;§YSediento de gloria§!;;;;;;;;;x
glory_hound_desc;A Glory Hound councillor will always push for the realm to make prestigious advances for glory. They will oppose attacking weak neighbours, but against more powerful opponents they will not care much for the reason of the war as long as it will strengthen the realm. This councillor also prefers a strong and centralized realm.;Le conseiller chercheur de gloire poussera toujours le pays à développer sa gloire au moyen d'actes prestigieux. Il s'opposera ainsi à l'attaque de voisins faibles, mais ne sera pas regardant quant aux raisons pour des cibles plus puissantes susceptibles de renforcer le pays. Il préfère par ailleurs un pouvoir fort et centralisé.;Ein Ruhmessüchtiger als Ratsherr unterstützt prestigeträchtige Maßnahmen. Er wird sich gegen Angriffe auf schwächere Herrscher stellen. Bei Kriegen gegen stärkere Gegner ist ihm jeder Kriegsgrund recht, solange sich dadurch die Macht des Reiches vergrößern lässt. Solche Ratsherrn bevorzugen ein starkes und zentralisiertes Reich.;;El consejero Sediento de Gloria siempre presionará para que el Reino realice actos prestigiosos por gloria. Se opone a atacar a vecinos débiles, pero contra oponentes mayores, no le importa mucho el motivo de la guerra mientras aumente el poder del Reino. Esta clase de consejero prefiere un reino fuerte y centralizado.;;;;;;;;;x
loyalist;§YLoyalist§!;§YLoyaliste§!;§YLoyalist§!;;§YLeal§!;;;;;;;;;x
loyalist_desc;A Loyalist councillor will generally be a faithful servant to the ruler. They will support their liege in all actions except those that will directly decrease their own power.;Le conseiller loyaliste est loyal au seigneur lige, sauf lorsque les actions de ce dernier ont pour effet de réduire son propre pouvoir.;Ein Loyalist ist als Ratsherr dafür bekannt, seinem Lehnsherrn zur Seite zu stehen. Ein loyaler Ratsherr wird seinen Lehnsherrn überall unterstützen, nur bei der eigenen Absetzung nicht.;;Un consejero Fiel es conocido por su indiscutible lealtad hacia el señor del reino. Un consejero Fiel apoyará al consejero de señor en todas las acciones, excepto aquellas que le quiten directamente poder.;;;;;;;;;x
malcontent;§YMalcontent§!;§YMécontent§!;§YQuerulant§!;;§YDescontento§!;;;;;;;;;x
malcontent_desc;A Malcontent councillor is unhappy with the current state of affairs in the realm. They are a troublesome force on the council and will always oppose the will of the ruler unless they directly stand to gain power.;Le conseiller mécontent est insatisfait de l'état actuel des choses au sein du pays. Il s'opposera toujours à la volonté du seigneur lige, sauf si cela peut lui permettre d'augmenter son propre pouvoir.;Ein Querulant als Ratsherr ist mit der Lage der Dinge im Reich unzufrieden. Solche Ratsherrn sind eine Belastung für den Rat und sprechen sich bei jeder Gelegenheit gegen die Pläne des Herrschers aus, es sei denn, es geht um die eigene Beförderung.;;Un consejero descontento es infeliz con la situación actual en el reino. Son una fuerza molesta en el consejo y siempre se opondrán siempre la voluntad del gobernante a menos que les lleve a conseguir poder.;;;;;;;;;x
pragmatist;§YPragmatist§!;§YPragmatique§!;§YPragmatiker§!;;§YPragmático/a§!;;;;;;;;;x
pragmatist_desc;A Pragmatist councillor will always aim for the path of least resistance when it comes to strengthening the realm and gaining power for themselves. They are inclined to support wars for reclaiming of de-jure land or counties with the ruler's culture. They might also support wars against weak opponents. This councillor will oppose the creation of other strong vassals in the realm and will support the revoking of titles from already powerful vassals.;Le conseiller pragmatique cherchera toujours à rencontrer le moins de résistance possible lorsqu'il s'agit de renforcer le pays et augmenter son propre pouvoir. Il est susceptible d'accepter des guerres visant à reconquérir des terres de jure ou des comtés partageant la culture du seigneur lige, ou simplement contre des adversaires faibles. Par ailleurs, il s'opposera à l'avènement d'autres vassaux puissants au sein du pays et soutiendra la révocation de ceux déjà en place.;Ein Pragmatiker als Ratsherr sucht in der Politik den Weg des geringsten Widerstands. Er spricht sich für Kriege zur Rückgewinnung von De-jure-Gebieten oder kulturell gleichartigen Provinzen aus. Auch Kriegen gegen schwächere Gegner stimmt er zu. Aktionen, die zur Stärkung mächtiger Vasallen führen, wird er nicht gutheißen. Besonders mächtigen Vasallen Titel zu entziehen, findet seine Zustimmung.;;Un consejero Pragmático busca el camino con la menor resistencia para aumentar el poder en el reino y para sí mismo. Se inclina a apoyar guerras para reclamar tierras de-jure o provincias con la cultura del gobernante. También puede apoyar guerras contra oponentes débiles. El consejero se opondrá a la creación de otros vasallos fuertes en el reino y apoyará revocar títulos a vasallos ya poderosos.;;;;;;;;;x
zealot;§YZealot§!;§YFanatique§!;§YEiferer§!;;§YFanático/a§!;;;;;;;;;x
zealot_desc;A Zealot councillor will strive towards bringing religion to the forefront of the realm's political agenda. If religious war targets are available this councillor might oppose wars against other targets. The councillor will also be more inclined to accept hostile action against heathen and heretic characters.;Le conseiller fanatique s'efforcera d'inscrire dans les projets politiques du pays les sujets d'ordre religieux. S'il existe une cible pour une guerre religieuse, il pourrait s'opposer aux guerres contre d'autres cibles. Il sera par ailleurs davantage enclin à accepter des actions hostiles contre les infidèles et les hérétiques.;Ein Eiferer versucht, als Ratsherr religiöse Ziele in den Mittelpunkt der Politik zu rücken. Wenn religiös motivierte Kriege möglich sind, wird er andere Kriege ablehnen. Ein solcher Ratsherr hat gegenüber Andersgläubigen eine größere Bereitschaft, feindseligen Aktionen zuzustimmen.;;Un consejero fanático se esforzará en poner la religión al frente de la agenda política del reino. Si hay objetivos de guerra religiosa disponibles, este consejero puede oponerse guerras contra otros objetivos. El consejero también estará más inclinado a aceptar acciones hostiles contra personajes paganos y herejes.;;;;;;;;;x

pattern_attacking_excom_or_antipope_custom_tooltip;The war is against an Excommunicated character or an Antipope\n;Cette guerre est contre un personnage excommunié ou un antipape.\n;Der Krieg richtet sich gegen einen exkommunizierten Herrscher oder einen Gegenpapst.\n;;La guerra está contra un personaje excomulgado o un antipapa\n;;;;;;;;;x
pattern_family_against_family_custom_tooltip;This war is against one of my family members\n;Cette guerre est contre un membre de ma famille.\n;Der Krieg richtet sich gegen Mitglieder meiner Familie.\n;;Esta guerra es contra un miembro de mi familia\n;;;;;;;;;x
pattern_family_member_affected_negatively_custom_tooltip;My family member would be affected negatively\n;Un membre de ma famille pourrait être affecté négativement !\n;Es hätte auf Familienangehörige negative Auswirkungen.\n;;¡Un miembro de mi familia se vería afectado negativamente!\n;;;;;;;;;x
pattern_family_member_gain_title_custom_tooltip;My family member would gain a title!\n;Un membre de ma famille pourrait gagner un titre !\n;Mein Familienangehöriger würde einen Titel erhalten!\n;;¡Un miembro de mi familia ganaría un título!\n;;;;;;;;;x
pattern_family_member_lose_title_custom_tooltip;My family member would lose a title!\n;Un membre de ma famille pourrait perdre un titre !\n;Ein Familienangehöriger würde einen Titel verlieren!\n;;¡Un miembro de mi familia perdería un título!\n;;;;;;;;;x
pattern_glory_hound_defenseless_child_tooltip;There is no glory in this, the character is a defenseless child!\n;Il n'y a aucune gloire à gagner, ce n'est qu'une cible sans défense !\n;Es gibt in dieser Sache keinen Ruhm, der Charakter ist ein hilfloses Kind!\n;;¡No puedo enorgullecerme de esto, el personaje es un niño indefenso!\n;;;;;;;;;x
pattern_glory_hound_glorious_war_custom_tooltip;The opponent is stronger than us, this war will be glorious!\n;L'adversaire est plus fort que nous, cette guerre sera glorieuse !\n;Der Gegner ist stärker als wir. Der Krieg wird ruhmreich sein!\n;;El adversario es más fuerte que nosotros ¡esta guerra será gloriosa!\n;;;;;;;;;x
pattern_glory_hound_land_grab_custom_tooltip;Winning this war will grow the realm!\n;Gagner cette guerre permettra d'agrandir le royaume !\n;Ein Sieg in diesem Krieg würde das Reich vergrößern!\n;;¡Ganar esta guerra aumentará el reino! \n;;;;;;;;;x
pattern_glory_hound_opponent_too_weak_custom_tooltip;There is no glory in this war, the enemy is too weak\n;Il n'y a aucune gloire à gagner dans cette guerre, l'ennemi est bien trop faible.\n;Der Krieg würde uns keinen Ruhm bringen. Der Gegner ist zu schwach.\n;;No hay gloria en esta guerra, el enemigo es demasiado débil\n;;;;;;;;;x
pattern_glory_hound_preferred_war_custom_tooltip;This is my preferred war target!\n;Voici ma cible de guerre préférée !\n;Das ist mein bevorzugtes Kriegsziel!\n;;¡Este es mi objetivo de guerra preferente!\n;;;;;;;;;x
