# Used in title history and script to rename various historical titles
DUCHY_CHAMAVIA;Chamavia;Chamavie;Chamavia;;Chamavia;;;;;;;;;x
DUCHY_CHAMAVIA_ADJ;Chamavian;chamavienne;Chamavisch;;chamavo;;;;;;;;;x
EAST_FRANCIA;East Francia;Francie orientale;Ostfranken;;Francia Oriental;;;;;;;;;x
EAST_FRANCIA_ADJ;East Francian;franque orientale;Ostfränkisch;;Francés Oriental;;;;;;;;;x
ALEMANNIA;Alemannia;Alémanie;Alemannen;;Alamannia;;;;;;;;;x
ALEMANNIA_ADJ;Alemannian;alamane;Alemannisch;;Alamanes;;;;;;;;;x
AVAR_KHAGANATE;Avaria;Avarie;Awaren;;Avaria;;;;;;;;;x
AVAR_KHAGANATE_ADJ;Avarian;avare;Awarisch;;Ávaro;;;;;;;;;x
DUCHY_IVREA;Ivrea;Ivrée;Ivrea;;Ivrea;;;;;;;;;x
DUCHY_IVREA_ADJ;Ivrean;ivréenne;Ivreaisch;;Ivreano;;;;;;;;;x
KINGDOM_PANNONIA;Pannonia;Pannonie;Pannonien;;Pannonia;;;;;;;;;x
KINGDOM_PANNONIA_ADJ;Pannonian;pannonienne;Pannonisch;;Pannoniano;;;;;;;;;x
LOMBARD_KINGDOM;Lombardy;Lombardie;Lombardei;;Lombardía;;;;;;;;;x
LOMBARD_KINGDOM_ADJ;Lombard;lombarde;Lombardisch;;Lombardo;;;;;;;;;x
LOTHARINGIA;Lotharingia;Lotharingie;Lothringen;;Lotaringia;;;;;;;;;x
LOTHARINGIA_ADJ;Lotharingian;lotharingienne;Lothringisch;;Lotaringiano;;;;;;;;;x
MARCH_FRIULI;Friuli;Frioul;Friaul;;Friuli;;;;;;;;;x
MARCH_FRIULI_ADJ;Friulian;frioulane;Friulisch;;Friuliano;;;;;;;;;x
BERNICIA;Bernicia;Bernicie;Bernicia;;Bernicia;;;;;;;;;x
BERNICIA_ADJ;Bernician;bernicienne;Bernicisch;;berniciano;;;;;;;;;x
FUSTAT_ADJ;Fustatian;fustate;Fustatisch;;fustatí;;;;;;;;;x
GLYWYSING;Glywysing;Glywysing;Glywysing;;Glywysing;;;;;;;;;x
GLYWYSING_ADJ;Glywysingian;glywysing;Glywysingisch;;glywysingio;;;;;;;;;x
KIEVAN_RUS;Kievan Rus;Rus' de Kiev;Kiewer Rus;;;;;;;x
KIEVAN_RUS_ADJ;Kievan Rus;rus';Kiewer Rus;;rus de Kiev;;;;;x
LOCHA_LEIN;Locha Léin;Locha Léin;Locha Léin;;Locha Léin;;;;;;;;;x
LOCHA_LEIN_ADJ;Locha Léin;locha-léin;Locha Léinisch;;leinlacustre;;;;;;;;;x
MORGANNWG;Morgannwg;Morgannwg;Morgannwg;;Morgannwg;;;;;;;;;x
MORGANNWG_ADJ;Morgannwgian;morgannwg;Morgannwgisch;;morganwgio;;;;;;;;;x
RHOS;Rhos;Rhos;Rhos;;Rhos;;;;;;;;;x
RHOS_ADJ;Rhosian;rhos;Rhosisch;;rhosio;;;;;;;;;x
SEISYLLWG;Seisyllwg;Seisyllwg;Seisyllwg;;Seisyllwg;;;;;;;;;x
SEISYLLWG_ADJ;Seisyllwgian;seisyllwg;Seisyllwgisch;;seisyllwgio;;;;;;;;;x
GUGE;Guge;Guge;Guge;;Guge;;;;;;;;;x
GUGE_ADJ;Guge;guge;Gugeisch;;guge;;;;;;;;;x
PHAGMODRUPA;Phagmodrupa;Phagmodrupa;Phagmodrupa;;Phagmodrupa;;;;;;;;;x
PHAGMODRUPA_ADJ;Phagmodrupan;phagmodrupa;Phagmodrupaisch;;phagmodrupano;;;;;;;;;x
ZHANGZHUNG;Zhangzhung;Zhangzhung;Zhangzhung;;Zhangzhung;;;;;;;;;x
ZHANGZHUNG_ADJ;Zhangzhung;zhangzhung;Zhangzhungisch;;zhangzhung;;;;;;;;;x
ARLES;Arles;Arles;Arles;;Arlés;;;;;x
ARLES_ADJ;Arletian;arlésienne;Arlesisch;;arlesiano;;;;;x
HAMALAND;Hamaland;Hamaland;Hamaland;;Hamaland;;;;;;;;;x
HAMALAND_ADJ;Hamalander;hamalander;Hamalandisch;;hamalandés;;;;;;;;;x
HATTUARIA;Hattuaria;Hattuarie;Hattuarien;;Chatuaria;;;;;;;;;x
HATTUARIA_ADJ;Hattuarian;hattuarienne;Hattuarisch;;chatuario;;;;;;;;;x
KENNEMERLAND;Kennemerland;Kennemerland;Kennemerland;;Kennemerland;;;;;;;;;x
KENNEMERLAND_ADJ;Kennemerlander;kennemerlander;Kennemerländisch;;kennemerlandés;;;;;;;;;x
TEISTERBANT;Teisterbant;Teisterbant;Teisterbant;;Teisterbant;;;;;;;;;x
TEISTERBANT_ADJ;Teisterbanter;teisterbanter;Teisterbantisch;;teisterbantés;;;;;;;;;x
TOXANDRIA;Toxandria;Toxandrie;Toxandrien;;Toxandria;;;;;;;;;x
TOXANDRIA_ADJ;Toxandrian;toxandrienne;Toxandrisch;;toxandriano;;;;;;;;;x
WEST_FRISIA;West-Frisia;Frise occidentale;Westfrisien;;Frisia Occidental;;;;;;;;;x
WEST_FRISIA_ADJ;West-Frisian;frisonne;Westfrisisch;;frisón occidental;;;;;;;;;x
AUSTRASIA;Austrasia;Austrasie;Austrasien;;Austrasia;;;;;;;;;x
AUSTRASIA_ADJ;Austrasian;austrasienne;Austrasianisch;;austrasio;;;;;;;;;x
WEST_FRANCIA;West Francia;Francie occidentale;Westfranken;;Francia Occidental;;;;;;;;;x
WEST_FRANCIA_ADJ;West Francian;franque occidentale;Westfränkisch;;Francés Occidental;;;;;;;;;x
KAISERSWERTH;Kaiserswerth;Kaiserswerth;Kaiserswerth;;Kaiserswerth;;;;;x

# Used in script to create various titles
CHILDRENS_CRUSADE_TEMPORARY;the Children's Crusade;Croisade des enfants;der Kinderkreuzzug;;La Cruzada de los niños;;;;;;;;x
CLAIMANT_ADVENTURE;[Root.GetTitledFirstName]'s Host;Armée de [Root.GetTitledFirstName];[Root.GetTitledFirstName]s Streitmacht;;Huésped de [Root.GetTitledFirstName];;;;;;;;;x
crusade_state_duchy_adjective;[current_crusade_beneficiary.Culture.GetName];[current_crusade_beneficiary.Culture.GetName];[current_crusade_beneficiary.Culture.GetName];;[current_crusade_beneficiary.Culture.GetName];;;;;x
crusade_state_duchy_name;[Root.GetRandomCrusaderStateName];[Root.GetRandomCrusaderStateName];[Root.GetRandomCrusaderStateName];;[Root.GetRandomCrusaderStateName];;;;;x
DECADENCE_REVOLT;[Root.PrimaryTitle.GetAdjective] Decadence Revolt;Révolte de décadence [Root.PrimaryTitle.GetAdjective];[Root.PrimaryTitle.GetAdjective]e Niedergangsrevolte;;Revuelta Decadente [Root.PrimaryTitle.GetAdjective];;;;;;;;;x
DESTINY_KINGDOM;[target_name.GetFirstName]ia;[target_name.GetFirstName]ie;[target_name.GetFirstName]ia;;[target_name.GetFirstName]ia;;;;;;;;;x
DISOBEDIENT_DAUGHTER_MERC_BAND;Hounds of [This.GetFirstName];Chiens de [This.GetFirstName];Bluthunde von [This.GetFirstName];;Perros de [This.GetFirstName];;;;;;;;;x
DYNAMIC_MERCENARY_COMPANY;[Root.GetFirstName]'s [Root.Culture.GetName] Band;Bande [Root.Culture.GetName] de [Root.GetFirstName];[Root.Culture.GetName]er Trupp von [Root.GetFirstName];;Compañía de [Root.GetFirstName] [Root.GetOA] [Root.Culture.GetName] ;;;;;;;;;x
DYNAMIC_MERCENARY_COMPANY_FEUDAL;[Prev.Capital.County.GetAdjective] Band;Bande [Prev.Capital.County.GetAdjective];[Prev.Capital.County.GetAdjective] Trupp;;Banda [Prev.Capital.County.GetAdjective] ;;;;;;;;;x
EoD_UPRISING;[Root.Religion.GetName] Reckoning;Jour du Jugement [Root.Religion.GetName];[Root.Religion.GetName] – Abrechnung;;El juicio de [Root.Religion.GetName];;;;;;;;;x
fourth_crusade_greek_empire_name;[From.Capital.GetName];[From.Capital.GetName];[From.Capital.GetName];;[From.Capital.GetName];;;;;x
fourth_crusade_greek_kingdom_name;[This.GetName];[This.GetName];[This.GetName];;[This.GetName];;;;;x
GENERIC_REPUBLIC_NAME;[target_merchant_republic.GetFirstName]'s Republic;République de [target_merchant_republic.GetFirstName];[target_merchant_republic.GetFirstName]s Republik;;República de [target_merchant_republic.GetFirstName];;;;;;;;;x
HERETIC_REVOLT;[Root.Religion.GetName] Uprising;Révolte [Root.Religion.GetName];[Root.Religion.GetName]er Aufstand;;Alzamiento [Root.Religion.GetName];;;;;;;;;x
INDIAN_MUSLIM_KINGDOM;[Root.GetFirstName] [Prev.GetName];[Root.GetFirstName] [Prev.GetName];[Root.GetFirstName] [Prev.GetName];;[Root.GetFirstName] [Prev.GetName];;;;;;;;;x
kingdom_of_bavaria_name;Bavaria;Bavière;Bayern;;Baviera;;;;;x
kingdom_of_carinthia_name;Carinthia;Carinthie;Kärnten;;Carintia;;;;;x
kingdom_of_styria_name;Styria;Styrie;Steiermark;;Estiria;;;;;x
KINGDOM_OF_THE_SHEPHERDS;[shepherds_kingdom.GetBaseName];[shepherds_kingdom.GetBaseName];[shepherds_kingdom.GetBaseName];;[shepherds_kingdom.GetBaseName];;;;;x
knights_hospitaller_island_rename;Knights of [potential_title.GetBaseName];Chevaliers de [potential_title.GetBaseName];Ritter von [potential_title.GetBaseName];;Caballeros de [potential_title.GetBaseName];;;;;x
LIBERATED_KINGDOM;[new_ruler.GetLastWordInDynastyName] [Prev.GetName];[Prev.GetName] [new_ruler.GetLastWordInDynastyName];[new_ruler.GetLastWordInDynastyName] [Prev.GetName];;[new_ruler.GetLastWordInDynastyName] [Prev.GetName];;;;;;;;;x
MINOR_CLAN_REVOLT;[Root.County.GetAdjective] Minor Clan Rising;Soulèvement de clan mineur [Root.County.GetAdjective];[Root.County.GetAdjective] kleinerer Klan erhebt sich;;[Root.County.GetAdjective] Rebelión del clan menor;;;;;;;;;x
NATIONALIST_REVOLT;[Root.Kingdom.GetAdjective] Liberation Revolt;Révolte de libération [Root.Kingdom.GetAdjective];[Root.Kingdom.GetAdjective]er Befreiungs-Aufstand;;Revuelta de Liberación [Root.Kingdom.GetAdjective];;;;;;;;;x
PEASANT_REVOLT;[Root.County.GetAdjective] Peasant Revolt;Révolte [Root.County.GetAdjective] de paysans;[Root.County.GetAdjective]er Bauernaufstand;;Revuelta Campesina [Root.County.GetAdjective];;;;;;;;;x
REBEL_GENERAL;[offmap_china.GetShortName] Rebellion;Rébellion de la [offmap_china.GetShortName];[offmap_china.GetShortName]-Rebellion;;Rebelión de [offmap_china.GetShortName];;;;;;;;;x
RECONQUISTA_ADVENTURE_TITLE_NAME;The Reconquista;La Reconquista;Die Reconquista;;La Reconquista;;;;;x
reconquista_duchy_name;[Root.GetOnlyDynastyName] [This.GetBaseName];[This.GetBaseName];[Root.GetOnlyDynastyName] [This.GetBaseName];;[Root.GetOnlyDynastyName] [This.GetBaseName];;;;;x
ROMAN_CHRISTIAN_REVOLT;Roman Peasant Uprising;Révolte paysanne romaine;Römische Bauernrevolte;;Levantamiento campesino romano;;;;;;;;x
SHIA_CALIPHATE_REVOLT;Pretender Shi'a Caliphate;Prétendant au califat chiite;Prätendent des Shi'a-Kalifats;;Pretendiente del Califato Chií;;;;;;;;;x
SHIA_CUSTOM_FALLBACK;[Root.Capital.County.GetName];[Root.Capital.County.GetName];[Root.Capital.County.GetName];;[Root.Capital.County.GetName];;;;;;;;;x
THE_SHEPHERDS_CRUSADE;Shepherds' Crusade;Croisade des pastoureaux;Kreuzzug der Hirten;;Cruzada de los pastores;;;;;x
TRIBAL_CUSTOM;[This.GetOnlyDynastyName]-[This.Capital.County.GetName];[This.Capital.County.GetName] [This.GetOnlyDynastyName];[This.GetOnlyDynastyName]-[This.Capital.County.GetName];;[This.GetOnlyDynastyName]-[This.Capital.County.GetName];;;;;;;;;x
WIDUKIND_ARMY;Saxon Rebellion;Révolte saxonne;Sächsische Rebellion;;Revuelta Sajona;;;;;;;;;x

# Used in hardcode for CBs with 'major_revolt = yes' to create temporary title for attacker
REBEL_TITLE;[Recipient.PrimaryTitle.GetAdjective] Revolt;Révolte [Recipient.PrimaryTitle.GetAdjective];[Recipient.PrimaryTitle.GetAdjective]e Revolte;;Revuelta [Recipient.PrimaryTitle.GetAdjective];;;;;;;;;x

# Unused? - Horse Lords
CLAN_REVOLT;[Root.County.GetAdjective] Clan Revolt;Révolte de clan [Root.County.GetAdjective];[Root.County.GetAdjective] Klanrevolte;;Rebelión del clan [Root.County.GetAdjective];;;;;;;;;x

# Old Shepherd's Crusade, replaced with Holy Fury's version
SHEPHERDS_CRUSADE;The Shepherds' Crusade;La croisade des Pastoureaux;Der Hirten-Kreuzzug;;La Cruzada de los Pastores;;;;;;;;;x
