EVTDESCAHFP23001;As [From.GetFirstName] is dragged away from the main hall yelling and cursing, [From.GetSheHe] swears that [From.GetSheHe] will one day return to enact [From.GetHerHis] vengeance and take what [From.GetSheHe] considers to be [From.GetHerHis] birthright by force.;Alors que [From.GetFirstName] est traîné[From.Get_E] hors de la grande salle, criant et me maudissant, [From.GetIlElle] jure de se venger un jour et de prendre ce qu'[From.GetIlElle] considère être comme son droit d'aînesse par la force.;Als [From.GetFirstName] schreiend und fluchend aus der Haupthalle gezerrt wird, schwört [From.GetSheHe], dass [From.GetSheHe] eines Tages zurückkehren wird und Rache nehmen wird, um das zurückzufordern, was [From.GetSheHe] als [From.GetHerHis] Geburtsrecht ansieht und sei es mit Gewalt.;;Mientras sacan del salón principal a [From.GetFirstName] gritando y maldiciendo, jura que un día volverá para vengarse y tomar a la fuerza lo que cree que le corresponde por nacimiento.;;;;;;;;x
EVTDESCAHFP23004;To [Root.GetTitledName],\nWe have taken note of your passionate plea for forgiveness, and We are certain that you will be eager to prove the sincerity of your repentance by paying the proper price for your indulgence.\n\nSincerely,\n[From.GetTitledName];[Root.Get_Au_TitledName],\nNous avons pris note de votre plaidoyer véhément pour le pardon et Nous sommes certain que vous aurez hâte de prouver la sincérité de votre repentance en payant le prix approprié pour votre indulgence.\n\nCordialement,\n[From.GetTitledName];An [Root.GetTitledName],\nWir haben eure leidenschaftliche Bitte um Vergebung zur Kenntnis genommen und sind sicher, dass ihr die Aufrichtigkeit eurer Reue beweisen werdet, indem ihr den angemessenen Preis für eure Hingabe zahlt.\n\nHochachtungsvoll,\n[From.GetTitledName];;A [Root.GetTitledName], \n\nHemos escuchado tu apasionada petición de perdón y Nos estamos seguros que desearás mostrar la sinceridad de tu arrepentimiento pagando el precio apropiado por la indulgencia.\n\nAtentamente, \n[From.GetTitledName];;;;;;;;x
EVTDESCAHFP23005;After paying the requested tribute to the Holy See, [FromFrom.GetTitledFirstName] has finally agreed to lift my Excommunication and welcome me back into the loving embrace of the Holy Mother Church.;Après avoir payé l'hommage demandé au Saint-Siège, [FromFrom.Get_le_TitledFirstName] a finalement accepté de lever mon excommunication, m'acceptant de nouveau au sein de notre Sainte-Mère l'Église.;Nachdem ich den geforderten Tribut an den Heiligen Stuhl bezahlt habe, hat [FromFrom.GetTitledFirstName] endlich zugestimmt meine Exkommunikation aufzuheben und mich wieder in die liebevolle Umarmung der Heiligen Mutter Kirche aufzunehmen.;;Tras pagar a la Santa Sede el tributo exigido, [FromFrom.GetTitledFirstName] ha aceptado levantarme la excomunión y darme la bienvenida de nuevo a los brazos amorosos de la Santa Madre Iglesia.;;;;;;;;x
EVTDESCAHFP23006;To [Root.GetTitledName],\nWe have heard your passionate plea for forgiveness, and We are certain that you will be eager to prove the sincerity of your repentance by with a public act of contrition in Our presence.\n\nSincerely,\n[From.GetTitledName];[Root.Get_Au_TitledName],\nNous avons pris note de votre plaidoyer véhément pour le pardon et Nous sommes certain que vous aurez hâte de prouver la sincérité de votre repentance avec un acte public de contrition en Notre présence.\n\nCordialement,\n[From.GetTitledName];An [Root.GetTitledName],\nWir haben eure leidenschaftliche Bitte um Vergebung zur Kenntnis genommen und sind sicher, dass ihr die Aufrichtigkeit eurer Reue beweisen werdet, indem einen öffentlichen Akt der Raue in unserer Gegenwart beweisen werdet.\n\nHochachtungsvoll,\n[From.GetTitledName];;A [Root.GetTitledName]\nHemos escuchado tu apasionada petición de perdón y Nos estamos seguros que desearás mostrar la sinceridad de tu arrepentimiento con un acto público de contrición en nuestra presencia.\n\nAtentamente, \n[From.GetTitledName];;;;;;;;x
EVTDESCAHFP23007;I am forced to spend three days in the mud, with my head covered in ash, dragging myself towards the [FromFrom.GetTitle]'s holy palace before [FromFrom.GetFirstName] finally decides to grant me [FromFrom.GetHerHis] forgiveness, lifting my Excommunication and welcoming me back into the loving embrace of the Holy Mother Church.;Je suis obligé[Root.Get_E] de passer trois jours dans la boue, la tête couverte de cendres, à me traîner vers le palais sacré [FromFrom.Get_only_du_Title][FromFrom.GetTitle] avant que [FromFrom.GetCeluiCelle]-ci ne décide finalement de m'accorder son pardon, levant mon excommunication et m'accueillant de nouveau au sein de notre Sainte Mère l'Église.;Ich bin dazu gezwungen drei Tage im Schlamm zu verbringen, bei denen mein Kopf mit Asche bedeckt ist und ich mich vor den heiligen Palast des [FromFrom.GetTitle] schleppen muss, bevor [FromFrom.GetFirstName] schließlich entschied mir [FromFrom.GetHerHis]e Vergebung zu gewähren, meine Exkommunikation aufzuheben und mich wieder in die liebevolle Umarmung der Heiligen Mutter Kirche aufzunehmen.;;Me veo en la obligación de pasar tres días con la cabeza cubierta de cenizas, arrastrándome al santo palacio del [FromFrom.GetTitle] antes de que [FromFrom.GetFirstName] me conceda su perdón, levantándome la excomunión y dándome la bienvenida a los brazos amorosos de la Santa Madre Iglesia.;;;;;;;;x
EVTDESCAHFP23008;To [Root.GetTitledName],\nWe have heard your passionate plea for forgiveness, and We are certain that you will be eager to prove the sincerity of your repentance by devoting yourself to [From.Religion.GetHighGodName], taking a vow of celibacy.\n\nSincerely,\n[From.GetTitledName];[Root.Get_Au_TitledName],\nNous avons pris note de votre plaidoyer véhément pour le pardon et Nous sommes certain que vous aurez hâte de prouver la sincérité de votre repentance aux yeux [From.Get_du_HighGod] en faisant voeu de célibat.\n\nCordialement,\n[From.GetTitledName];An [Root.GetTitledName],\nWir haben eure leidenschaftliche Bitte um Vergebung zur Kenntnis genommen und sind sicher, dass ihr die Aufrichtigkeit eurer Reue beweisen werdet, indem ihr euch [From.Religion.GetHighGodName] widmet und ein Keuschheitsgelübde ablegt.\n\nHochachtungsvoll,\n[From.GetTitledName];;A [Root.GetTitledName]\nHemos escuchado tu apasionada petición de perdón y Nos estamos seguros que desearás mostrar la sinceridad de tu arrepentimiento dedicándote a [From.Religion.GetHighGodName], tomando el voto de celibato.\n\nAtentamente, \n[From.GetTitledName];;;;;;;;x
EVTDESCAHFP23009;The [FromFrom.GetTitle] has requested that I prove my contrition for past sins by taking a strict vow of celibacy, claiming that my libertine attitude is what caused me to stray away from virtue.;[FromFrom.Get_only_Le_Title][FromFrom.GetTitle] a demandé que je prouve ma contrition pour mes péchés en faisant voeu de célibat, confirmant ainsi que mon attitude libertine est ce qui m'a fait m'éloigner de la vertu.;[FromFrom.Getderdie] [FromFrom.GetTitle] hat verlangt, dass ich für meine vergangenen Sünden Reue beweise, indem ich ein strenges Keuschheitsgelübde ablege und behaupte, dass mich meine freizügige Einstellung dazu veranlasst hat von der Tugend abzuweichen.;;[FromFrom.GetElLa] [FromFrom.GetTitle] ha pedido que demuestre mi arrepentimiento por los pecados pasados tomando un voto de celibato estricto. Afirma que mi actitud libertina me llevó a apartarme de la virtud.;;;;;;;;x
EVTDESCAHFP23011;The [FromFrom.GetTitle] has determined that the price for my wickedness is the life of my [son_monk_candidate.GetSonDaughter] [son_monk_candidate.GetFirstName]. [son_monk_candidate.GetSheHeCap] will take [son_monk_candidate.GetHerHis] leave [Root.Capital.GetName] to become a [son_monk_candidate.GetManWoman] of the cloth.;[FromFrom.Get_only_Le_Title][FromFrom.GetTitle] a déterminé que le prix de ma méchanceté est la vie de m[son_monk_candidate.GetOnA] [son_monk_candidate.GetSonDaughter] [son_monk_candidate.GetFirstName]. Il quittera [Root.Capital.GetName] pour porter l'habit.;[FromFrom.GetDerDie] [FromFrom.GetTitle] hat beschlossen, dass der Preis für mein gottloses Leben m[son_monk_candidate.Geteineine] [son_monk_candidate.GetSonDaughter] [son_monk_candidate.GetFirstName] ist. [son_monk_candidate.GetSheHeCap] wird den Hof verlassen und [son_monk_candidate.Geteineine] Geistliche[son_monk_candidate.GetrMale] werden.;;[FromFrom.GetElLa] [FromFrom.GetTitle] ha decidido que el precio de mi maldad sea la vida de mi [son_monk_candidate.GetSonDaughter] [son_monk_candidate.GetFirstName]. Tendrá que irse de [Root.Capital.GetName] para vestir los hábitos.;;;;;;;;x
EVTDESCAHFP23012;To [Root.GetTitledName],\nWe fear that your infractions are far too severe to be forgiven by a simple act of contrition. If you care for the salvation of your soul, you will relinquish your throne, which your wicked deeds have irredeemably soiled, and devote yourself to [From.Religion.GetHighGodName].\n\nSincerely,\n[From.GetTitledName];[Root.Get_Au_TitledName],\nJ'ai peur que vos infractions ne soient trop graves pour être pardonnées par un simple acte de contrition. Si vous vous souciez du salut de votre âme, vous renoncerez à votre trône, que vos mauvaises actions ont irrémédiablement souillé et vous vous consacrerez [From.Get_au_HighGod].\n\nCordialement,\n[From.GetTitledName];An [Root.GetTitledName],\nWir befürchten, dass eure Übertretungen viel zu schwerwiegend sind, um durch einen einfach Akt der Reue Vergebung zu finden. Wenn ihr euch um die Errettung eurer Seele sorgt, werdet ihr euren Thron abgeben, den eure Taten unumkehrbar verschmutzt haben und euch ganz [From.Religion.GetHighGodName] widmen.\n\nHochachtungsvoll,\n[From.GetTitledName];;A [Root.GetTitledName], \nNos tenemos que tus transgresiones son demasiado graves como para ser perdonadas con un mero acto de contrición. Si te preocupa la salvación de tu alma, renuncia a tu trono, irremediablemente manchado por tus actos malignos y entrégate a [From.Religion.GetHighGodName].\n\nAtentamente, \n[From.GetTitledName];;;;;;;;x
EVTDESCAHFP23013;I never realized it would come to this until it was too late. To cleanse my sins I have to abdicate my own throne. Stripped of all my titles, I will have to live a life of deprivation, cloistered in a monastery, far from all my friends and relatives.;Je n'ai jamais imaginé que cela puisse arriver avant qu'il ne soit trop tard. Pour purifier mes péchés, je dois abdiquer le trône. Dépouillé[Root.Get_E] de tous mes titres, je devrais vivre une vie de privations, cloîtré[Root.Get_E] dans un monastère, loin de tous mes amis et parents.;Ich habe nie gedacht, dass es dazu kommen wird, bis es bereits zu spät war. Um Erlösung von meinen Süden zu finden, muss ich auf meinen Thron verzichten, alle meine Titel abstreifen und ein entbehrungsreiches Leben im Kloster verbringen, fern von all meinen Freunden und Verwandten.;;No me di cuenta que llegaríamos a esto hasta que fue demasiado tarde. Para purgar mis pecados, debo abdicar del trono. Despojad[Root.GetOA] de mis títulos, tendré que vivir una vida de privaciones, recluid[Root.GetOA] en un monasterio, lejos de todos mis amigos y familiares.;;;;;;;;x
