#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC_JD_7000;Your messengers tell of a traveler who recently arrived in [tavern_location.GetName]. The traveler, a [traveling_teacher.Culture.GetName] Scholar by the name of [traveling_teacher.GetFullName], is apparently requesting an audience. [traveling_teacher.GetSheHeCap] claims to be a renowned teacher, willing to impart [traveling_teacher.GetHerHis] knowledge to one of your children!;Vos messagers parlent d'un[traveling_teacher.Get_E] voyageu[traveling_teacher.GetRSe] récemment arrivé[traveling_teacher.Get_E] à [tavern_location.GetName]. C[traveling_teacher.GetEtEtte] érudit[traveling_teacher.Get_E] [traveling_teacher.GetCultureMascFem] du nom de [traveling_teacher.GetFullName] demande apparemment audience. [traveling_teacher.GetIlElleCap] affirme être un professeur réputé et vouloir transmettre son savoir à vos enfants !;Euer Bote erzählt Euch von einem Reisenden, der vor kurzem in [tavern_location.GetName] angekommen ist. Der Reisende, ein [traveling_teacher.Culture.GetName]er Gelehrter namens [traveling_teacher.GetFullName], bittet scheinbar um Audienz. [traveling_teacher.GetSheHeCap] behauptet, [traveling_teacher.Geteineine] renommierte[traveling_teacher.GetrMale] Lehrer[traveling_teacher.GetinFemale] zu sein und bietet an, Euren Kindern [traveling_teacher.GetHerHis] Wissen zu vermitteln.;;Tus mensajeros te hablan de un viajero que acaba de llegar a [tavern_location.GetName]. Al parecer este viajero, un sabio [traveling_teacher.Culture.GetName] de [Root.GetPublicOpinionOfWork] [traveling_teacher.GetFullName], solicita audiencia. ¡Afirma ser un maestro famoso y desea impartir su conocimiento a uno de tus hijos!;;;;;;;;;x
EVTDESC_JD_7001;The traveling teacher bows before you and says: 'I humbly greet the [Root.GetChineseComplimentAdjective] [Root.GetFirstName] of the [Root.PrimaryTitle.GetFullName]! My name is [traveling_teacher.GetFullName], and I come with an offer. For a modest sum I would be willing to impart one of my many skills to your [child_to_be_taught.GetDaughterSon] [child_to_be_taught.GetFirstName], for I am a scholar of both Confucian classics and surgery!';Le professeur itinérant s'incline devant vous et dit : « Je vous salue humblement, [Root.GetChineseComplimentAdjective] [Root.GetFirstName] [Root.PrimaryTitle.Get_du_RealmFull] ! Je m'appelle [traveling_teacher.GetFullName], et je viens avec une offre. Pour une modeste somme, je transmettrais une de mes nombreuses compétences à votre [child_to_be_taught.GetDaughterSon] [child_to_be_taught.GetFirstName], puisque je suis un[traveling_teacher.Get_E] érudit[traveling_teacher.Get_E] des Classiques confucéens et en chirurgie. »;Der reisende Lehrer verbeugt sich vor Euch und sagt "Meine demütigen Grüße, [Root.GetChineseComplimentAdjective]e[Root.GetrMale] [Root.GetFirstName] von [Root.PrimaryTitle.GetFullName]! Mein Name ist [traveling_teacher.GetFullName] und ich komme mit einem Angebot. Für eine bescheidene Summe wäre ich bereit, [child_to_be_taught.GetEuremEurer] [child_to_be_taught.GetDaughterSon] [child_to_be_taught.GetFirstName] eine meiner Eigenschaften zu vermitteln, denn ich bin ein Gelehrter sowohl der konfuzianischen Klassik als auch der Chirurgie!";;El maestro viajero se postra ante ti y dice: '¡Saludo humildemente [Root.GetAlAla] [Root.GetChineseComplimentAdjective] [Root.GetFirstName] del [Root.PrimaryTitle.GetFullName]! Me llamo [traveling_teacher.GetFullName] y os traigo una oferta. A cambio de una módica suma tendré el gusto de impartir una de mis muchas habilidades a vuestr[child_to_be_taught.GetOA] [child_to_be_taught.GetDaughterSon] [child_to_be_taught.GetFirstName], ¡pues estoy versado en clásicos confucianos y medicina!';;;;;;;;;x
EVTDESC_JD_7010;A well-dressed merchant has requested an audience. The [radhanite_merchant.GetManWoman] presents [radhanite_merchant.GetHerselfHimself] as [radhanite_merchant.GetMasterMistress] [radhanite_merchant.GetFullName], a representative of the Jewish Radhanite merchants, and implores: 'We are seeking to set up an office in [radhanite_location.GetName], but lack the funds. If you would sponsor us, we would be eternally grateful!'.;Un[radhanite_merchant.Get_E] marchand[radhanite_merchant.Get_E] bien habillé[radhanite_merchant.Get_E] demande audience. [radhanite_merchant.GetIlElleCap] se nomme « [radhanite_merchant.GetMasterMistressCap] [radhanite_merchant.GetFullName] », un[radhanite_merchant.Get_E] représentant[radhanite_merchant.Get_E] des radhanites - des marchands juifs -, et vous implore: « Nous cherchons à établir un local commercial à [radhanite_location.GetName], mais manquons de fonds. Accepteriez-vous de nous patronner en échange de notre reconnaissance éternelle ? »;Ein gut gekleideter Händler hat um Audienz gebeten. [radhanite_merchant.GetDerDie] [radhanite_merchant.GetManWoman] beschreibt sich selbst als [radhanite_merchant.GetMasterMistress] [radhanite_merchant.GetFullName], Repräsentant der jüdisch-radhanitischen Händler und bittet inständig: "Wir möchten eine Außenstelle in [radhanite_location.GetName] errichten, allerdings fehlen uns die Mittel. Wenn Ihr uns unterstützen würdet, wären wir ewig dankbar!".;;Un mercader bien vestido solicita audiencia. Se presenta como [radhanite_merchant.GetMasterMistress] [radhanite_merchant.GetFullName], representante de los mercaderes judíos radanitas y ruega: 'Queremos abrir un despacho en [radhanite_location.GetName], pero carecemos de fondos. ¡Si nos patrocinarais os estaríamos eternamente agradecidos!'.;;;;;;;;;x
EVTDESC_JD_10011;My [adventurous_spirit.GetRootRelation] [adventurous_spirit.GetFirstName] has offered to travel to the [the_protector_general.Offmap.GetFullName], on a mission to bring glory to the [Root.PrimaryTitle.GetFullName]. 'Please, my [Root.GetLordLady]', [adventurous_spirit.GetSheHe] says. 'Let a humble servant strengthen your relations with the [the_protector_general.Offmap.Ruler.GetShortChineseEmperorName]!';M[adventurous_spirit.GetOnA] [adventurous_spirit.GetRootRelation] [adventurous_spirit.GetFirstName] a proposé de se rendre en mission dans l'[the_protector_general.Offmap.GetFullName] pour apporter la gloire [Root.PrimaryTitle.Get_au_RealmFull]. « S'il vous plaît, M[Root.GetOnA][Root.GetLordLady], laissez un humble serviteur renforcer vos relations avec l'[the_protector_general.Offmap.Ruler.GetShortChineseEmperorName]! », vous dit-[adventurous_spirit.GetIlElle].;M[adventurous_spirit.Geteineine] [adventurous_spirit.GetRootRelation] [adventurous_spirit.GetFirstName] hat angeboten, nach [the_protector_general.Offmap.GetFullName] zu reisen, um auf eine Mission für Ruhm für [Root.PrimaryTitle.GetFullName] zu gehen. "Bitte, m[Root.Geteineine] [Root.GetLordLady]", sagt [adventurous_spirit.GetSheHe]. "Lasst einen bescheidenden Diener Eure Beziehungen mit [the_protector_general.Offmap.Ruler.GetShortChineseEmperorName] stärken!";;Mi [adventurous_spirit.GetRootRelation] [adventurous_spirit.GetFirstName] se ha ofrecido a viajar al [the_protector_general.Offmap.GetFullName] en una misión para traer gloria al [Root.PrimaryTitle.GetFullName]. 'Por favor, mi [Root.GetLordLady]', dice. 'Dejad que este humilde servidor refuerce vuestras relaciones con el [the_protector_general.Offmap.Ruler.GetShortChineseEmperorName]!';;;;;;;;;x
EVTDESC_JD_10013;One morning I wake up before my guards have attempted to rouse me. I hear excited chatter coming from the main hall, and as I open the [Root.GetChamberOpening] there is a bustle of servants filling the [Root.GetCapitalHolding]. '[adventurous_spirit.GetTitledFirstName] has returned from the court of the [the_protector_general.GetTitle]!' they gossip.;Un matin, je me lève avant que mes gardes puissent venir me réveiller. J'entends des bavardages énergiques venant de la grande salle, et lorsque j'ouvre [Root.GetChamberOpening], j'aperçois un attroupement de domestiques dans [Root.GetCapitalHolding]. « [adventurous_spirit.GetTitledFirstName] est revenu[adventurous_spirit.Get_E] de la Cour [the_protector_general.Get_only_du_Title][the_protector_general.GetTitle] ! », balbutient-ils.;Eines Morgens wache ich auf, noch bevor meine Wachen versucht haben, mich zu wecken. Ich höre aufgeregtes Geschwätz aus der Haupthalle und als ich die [Root.GetChamberOpening] öffnete, sah ich eine von Dienern belebte [Root.GetCapitalHolding]. "[adventurous_spirit.GetTitledFirstName] ist vom Hof von [the_protector_general.GetTitle] zurückgekehrt!", tratschten sie.;;Una mañana me levanto antes de que mis guardias intenten levantarme. Oigo una charla animada en el salón principal y cuando entro en [Root.GetChamberOpening] hay un bullicio de servidores llenando [Root.GetCapitalHolding]. '[adventurous_spirit.GetTitledFirstName] ha regresado de la corte del [the_protector_general.GetTitle]!';;;;;;;;;x
EVTDESC_JD_10014;'The [the_protector_general.Offmap.GetFullName] is a fascinating place, my [Root.GetLordLady]' [adventurous_spirit.GetTitledFirstName] says, as I turn the foreign coins over in my hand. [adventurous_spirit.GetSheHeCap] arrived this morning, and besides the obvious souvenirs, [adventurous_spirit.GetSheHe] comes carrying many a tale from [adventurous_spirit.GetHerHis] travels – everyone in the [Root.GetCapitalHolding] wants to know everything.;« L'[the_protector_general.Offmap.GetFullName] est un endroit fascinant, M[Root.GetOnA][Root.GetLordLady] » dit [adventurous_spirit.GetTitledFirstName], tandis que je tourne les pièces de monnaie étrangères dans ma main. [adventurous_spirit.GetIlElleCap] est arrivé[adventurous_spirit.Get_E] ce matin, et en plus des souvenirs évidents, [adventurous_spirit.GetIlElle] vient de faire un grand récit de ses voyages - tout le monde [Root.GetCapitalHoldingAuAla] veut connaître les moindres détails.;[the_protector_general.Offmap.GetFullName] ist ein faszinierender Ort, m[Root.Geteineine] [Root.GetLordLady], sagte [adventurous_spirit.GetTitledFirstName] als ich die ausländische Münze in meinen Händen drehte. [adventurous_spirit.GetSheHeCap] kam heute Morgen an und abgesehen von den offensichtlichen Souvenirs trägt [adventurous_spirit.GetSheHe] auch reichlich Geschichten von [adventurous_spirit.GetHerHis]er Reise mit, über die jeder in [Root.GetCapitalHolding] alles erfahren möchte.;;'El [the_protector_general.Offmap.GetFullName] es un lugar fascinante, mi [Root.GetLordLady]', dice [adventurous_spirit.GetTitledFirstName] mientras le doy vueltas a las monedas en mi mano. [adventurous_spirit.GetSheHeCap] llegó esta mañana y además de los obvios recuerdos, [adventurous_spirit.GetSheHe] trae un relato de sus viajes. Todos en el [Root.GetCapitalHolding] quieren saberlo todo.;;;;;;;;;x
EVTDESC_JD_10015;[adventurous_spirit.GetTitledFirstName] returned to [Root.Capital.Capital.GetName] late last night, seemingly exhausted from the journey. Today, during the briefing, [adventurous_spirit.GetSheHe] simply appears relieved to be home again. Just as I begin to worry about the impression [adventurous_spirit.GetSheHe] must have made throughout [adventurous_spirit.GetHerHis] travels, [adventurous_spirit.GetSheHe] offers me a sealed letter of greeting from the [the_protector_general.GetTitle] [the_protector_general.GetHerselfHimself]!;[adventurous_spirit.Get_Le_TitledFirstName] est rentré[adventurous_spirit.Get_E] à [Root.Capital.Capital.GetName] tard la nuit dernière, apparemment épuisé[adventurous_spirit.Get_E] du voyage. Aujourd'hui, lors de l'audience, [adventurous_spirit.GetIlElle] apparaît simplement soulagé[adventurous_spirit.Get_E] d'être rentré[adventurous_spirit.Get_E]. Alors que je commence à m'inquiéter de l'impression qu'[adventurous_spirit.GetIlElle] doit avoir laissée tout au long de ses voyages, [adventurous_spirit.GetIlElle] me propose une lettre scellée de salutations de l'[the_protector_general.GetTitle] [the_protector_general.GetLuiElle]-même !;[adventurous_spirit.GetTitledFirstName] kehrte spät letzte Nacht zu [Root.Capital.Capital.GetName] zurück, merklich erschöpft von den Reisen. Heute, während der Besprechung, erscheint [adventurous_spirit.GetSheHe] sichtlich erleichtert, wieder zu Hause zu sein. Gerade als ich anfing mir Sorgen zu machen, welchen Eindruck [adventurous_spirit.GetSheHe] auf [adventurous_spirit.GetHerHis]en Reisen wohl hinterlassen hat, übergibt [adventurous_spirit.GetSheHe] mir einen versiegelten Dankesbrief von [the_protector_general.Getdemder] [the_protector_general.GetTitle] persönlich!;;[adventurous_spirit.GetTitledFirstName] regresó anoche a [Root.Capital.Capital.GetName] agotado al parecer de su viaje. Hoy, durante la reunión parece sentirse a gusto estando de nuevo en casa. ¡Cuando empezaba a preocuparme por la impresión que habrá dejado en sus viajes, me ofrece una carta sellada con saludos del [the_protector_general.GetTitle] en persona!;;;;;;;;;x
EVTDESC_JD_10016;[adventurous_spirit.GetTitledName] has returned from [adventurous_spirit.GetHerHis] travels. When my council inquire about [adventurous_spirit.GetHerHis] impressions of the [the_protector_general.Offmap.GetFullName] [adventurous_spirit.GetSheHe] lets out an exasperated sigh. Then [adventurous_spirit.GetSheHe] unleashes a tirade about [adventurous_spirit.GetNegativeChineseConvoTopic].;[adventurous_spirit.Get_Le_TitledName] est revenu[adventurous_spirit.Get_E] de son voyage. Lorsque mon Conseil se renseigne sur ses impressions du [the_protector_general.Offmap.GetFullName], [adventurous_spirit.GetIlElle] lâche un soupir exaspéré. Ensuite, [adventurous_spirit.GetIlElle] entame une diatribe contre [adventurous_spirit.GetNegativeChineseConvoTopic].;[adventurous_spirit.GetTitledName] ist von [adventurous_spirit.GetHerHis]er Reise zurückgekehrt. Gerade als mein Rat sich über [adventurous_spirit.GetHerHis]en Eindruck von [the_protector_general.Offmap.GetFullName] erkundigt, stößt [adventurous_spirit.GetSheHe] ein erbittertes Seufzen aus, woraufhin [adventurous_spirit.GetSheHe] eine Tirade über [adventurous_spirit.GetNegativeChineseConvoTopic] ausstößt.;;[adventurous_spirit.GetTitledFirstName] ha regresado de su viaje. Cuando el consejo le pregunta qué le pareció el [the_protector_general.Offmap.GetFullName], suelta un suspiro exasperado. A continuación se lanza una diatriba sobre [adventurous_spirit.GetNegativeChineseConvoTopic].;;;;;;;;;x
EVTDESC_JD_10017;[adventurous_spirit.GetTitledName] has finally returned from the [the_protector_general.Offmap.GetFullName]! However, when asked about [adventurous_spirit.GetHerHis] adventures, [adventurous_spirit.GetSheHe] just mutters, mostly about [adventurous_spirit.GetNegativeChineseConvoTopic].;[adventurous_spirit.Get_Le_TitledName] est enfin rentré[adventurous_spirit.Get_E] de l'[the_protector_general.Offmap.GetFullName] ! Cependant, lorsqu'[adventurous_spirit.GetIlElle] a été interrogé[adventurous_spirit.Get_E] sur ses aventures, [adventurous_spirit.GetIlElle] grommelle, principalement sur [adventurous_spirit.GetNegativeChineseConvoTopic].;[adventurous_spirit.GetTitledName] ist endlich aus [the_protector_general.Offmap.GetFullName] zurückgekehrt! Wenn [adventurous_spirit.GetSheHe] allerdings über [adventurous_spirit.GetHerHis] Abenteuer befragt wird, murmelt [adventurous_spirit.GetSheHe] nur, vor allem über [adventurous_spirit.GetNegativeChineseConvoTopic].;;¡[adventurous_spirit.GetTitledFirstName] ha regresado al fin de su viaje! Sin embargo, cuando se le pregunta sobre sus aventuras, solo murmura, sobre todo sobre [adventurous_spirit.GetNegativeChineseConvoTopic].;;;;;;;;;x
EVTDESC_JD_10018;On the eve of [adventurous_spirit.GetHerHis] return from the [the_protector_general.Offmap.GetFullName], [adventurous_spirit.GetFirstName] and I discuss at length [adventurous_spirit.GetChineseConvoTopic].\n'I'd also like to introduce you to someone', [adventurous_spirit.GetSheHe] says, smiling.;La veille de son retour de l'[the_protector_general.Offmap.GetName], [adventurous_spirit.GetFirstName] et moi-même avons parlé longuement [adventurous_spirit.GetChineseConvoTopic].\n« Je voudrais aussi vous présenter à quelqu'un », dit-[adventurous_spirit.GetIlElle] avec un sourire.;Am Vorabend [adventurous_spirit.GetHerHis]er Rückkehr von [the_protector_general.Offmap.GetFullName] sprachen [adventurous_spirit.GetFirstName] und ich ausführlich über [adventurous_spirit.GetChineseConvoTopic].\n"Ich möchte dich jemanden vorstellen", sagte [adventurous_spirit.GetSheHe] lächelnd.;;La noche de su regreso del [the_protector_general.Offmap.GetFullName], [adventurous_spirit.GetFirstName] y yo discutimos [adventurous_spirit.GetChineseConvoTopic] largo y tendido.\n'También me gustaría presentarte a alguien', dice sonriendo.;;;;;;;;;x
