#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESCHF25601;Before we leave for this perilous journey to slay the monster that is menacing my subjects, I should make an offering to [Root.Religion.GetHighGodName], to make sure I am shielded from the preternatural powers of the creature.;Avant de partir pour ce voyage périlleux pour tuer le monstre qui menace mes sujets, je devrais faire une offrande [Root.Get_au_HighGod], pour m'assurer que je suis à l'abri des pouvoirs surnaturels de la créature.;Bevor wir uns auf die gefährliche Reise geben, um dieses Monster zu töten das meine Untertanen bedroht, sollte ich [Root.Religion.GetHighGodName] ein Opfer darlegen und so sicherstellen, dass ich von den übernatürlichen Kräften der Kreatur abgeschirmt bin.;;Antes de partir en este peligroso viaje para acabar con el monstruo que amenaza a mis súbditos, debo hacer una ofrenda a [Root.Religion.GetHighGodName] para asegurarme la protección contra los poderes sobrenaturales de la criatura.;;;;;;;;x

EVTDESCAHF25600;Tonight, the mead hall has been inflamed by rumors of a great wolf wandering through the forests near [Root.Capital.GetName]. The man who spotted the beast claims that it is without a doubt one of Fenrir's sons, escaped from its frozen prison. The older members of the Lodge agree that, as the [Root.GetLordLady] of [Root.Capital.GetName], it is my duty to track down and slay this beast.;Ce soir, la halle de l'hydromel a été agitée par une rumeur selon laquelle un grand loup errerait dans les forêts près de [Root.Capital.GetName]. L'homme qui a repéré la bête affirme que c'est l'un des fils de Fenrir, échappé de sa prison gelée. Les membres les plus âgés de la Loge s'accordent sur le fait qu'en tant que [Root.GetLordLady] de ces terres, il est de mon devoir de traquer et de tuer cet animal.;Die Halle ist mit Gerüchten über einen großen Wolf gefüllt, der die Wälder von [Root.Capital.GetName] durchstreifen soll. Es soll einer von Fenrirs Söhnen sein, der aus seinem gefrorenen Gefängnis entkommen ist. Die Loge stimmt zu, dass es als [Root.GetLordLady] von [Root.Capital.GetName] meine Pflicht ist, dieses Biest aufzuspüren und zu töten.;;Esta noche, la gran sala arde con el rumor de que un gran lobo recorre los bosques cerca de [Root.Capital.GetName]. El hombre que vio a la bestia dice que no cabe duda de que es uno de los hijos de Fenrir, escapado de su prisión helada. Los miembros más veteranos de la logia coinciden en que mi deber como [Root.GetLordLady] de [Root.Capital.GetName] es dar caza y matar a la bestia.;;;;;;;;x
EVTDESCAHF25602;The time has come for us to leave the safe confines of civilization and venture forth into the dark domain of the monster plaguing my lands. With [scoped_WL_co_hunter.GetFirstName] and [Root.Religion.GetHighGodName]'s protection, I am sure to track down this creature and put an end to the threat it poses to my subjects once and for all.;Le moment est venu pour nous de quitter les limites sûres de la civilisation et de s'aventurer dans le domaine obscur du monstre qui sévit dans mes terres. Avec [scoped_WL_co_hunter.GetFirstName] et la protection [Root.Get_du_HighGod], je suis sûr[Root.Get_E] de capturer cette créature et de mettre fin à la menace qu'elle représente pour mes sujets une fois pour toutes.;Die Zeit ist gekommen, in denen wir die sicheren Grenzen unserer Zivilisation verlassen und in das dunkle Reich des Monsters vordringen müssen, das mein Land plagt. Mit dem Schutz von [scoped_WL_co_hunter.GetFirstName] und [Root.Religion.GetHighGodName] bin ich mir sicher diese Kreatur aufspüren zu können und der Bedrohung, die sie für meine Untertanen darstellt, ein für alle Mal ein Ende zu setzen.;;Ha llegado el momento de abandonar los límites seguros de la civilización y aventurarse en los oscuros dominios del monstruo que atormenta mis tierras. Con [scoped_WL_co_hunter.GetFirstName] y la protección de [Root.Religion.GetHighGodName], estoy segur[Root.GetOA] de rastrear a esta criatura y poner fin a la amenaza que supone para mis súbditos de una vez por todas.;;;;;;;;x
EVTDESCAHF25603;Our long search for the mysterious beast has led [scoped_WL_co_hunter.GetFirstName] and I on some dangerous, unmapped paths. It takes only a second of distraction before I find myself grasping for something as I fall from a cliff-side.;Notre longue quête de la bête mystérieuse nous a conduits, [scoped_WL_co_hunter.GetFirstName] et moi-même, sur des chemins dangereux, non cartographiés. Cela ne prend qu'une seconde de distraction avant que je me surprenne à essayer de m'agripper à quelque chose tandis que je perds l'équilibre au bord d'une falaise.;Unsere lange Suche nach der mysteriösen Bestie hat [scoped_WL_co_hunter.GetFirstName] und mich auf einige gefährliche und nicht kartierte Pfade geführt. Es braucht nur eine Sekunde der Ablenkung und schon versuche ich nach etwas zu greifen, während ich von der Klippe stürze.;;Nuestra larga búsqueda de la bestia misteriosa nos ha llevado a [scoped_WL_co_hunter.GetFirstName] y a mí a caminos peligrosos y fuera de los mapas. Solo hace falta un segundo de distracción para encontrarme buscando algo a lo que agarrarme mientras caigo por un precipicio.;;;;;;;;x
EVTDESCAHF25604;My sight wavers for a moment, I feel my heart stop and my teeth jitter as the clouded sky spirals above me and I catch a glimpse of the jagged rocks waiting beneath me. I feel a sudden pain crossing through my chest and fear for the worst, but then I realize it is caused by [scoped_WL_co_hunter.GetFirstName] pulling me from my arm and dragging me back to safety.;Ma vue vacille un instant, je sens mon coeur s'arrêter et mes dents claquer tandis que le ciel voilé tournoie au-dessus de moi et j'aperçois les rochers pointus qui m'attendent. Je sens une douleur soudaine traverser ma poitrine et crains le pire, mais je réalise alors que c'est [scoped_WL_co_hunter.GetFirstName] qui tire mon bras et me ramène en sécurité.;Meine Sicht lässt für einen Moment nach. Ich fühle, wie mein Herz aufhört zu schlagen und meine Zähne zittern als ich einen Blick auf die zerklüfteten Felsen erhasche, die unter mir warten. Ich fühle einen plötzlichen Schmerz in meiner Brust und befürchte bereits das Schlimmste, merke aber, dass dieser von [scoped_WL_co_hunter.GetFirstName] verursacht wird, [scoped_WL_co_hunter.Getderdie] mich am Arm zieht und wieder in Sicherheit bringt.;;La vista me vacila un instante, siento que el corazón me da un vuelco y los dientes me tiembla, cuando las nubes empiezan a dar vueltas. Siento que un dolor repentino me cruza el pecho y pienso en lo peor antes darme cuenta de que es [scoped_WL_co_hunter.GetFirstName] tirando del brazo y poniéndome a salvo.;;;;;;;;x
EVTDESCAHF25605;As I hang on the precipice, struggling to crawl back to the path, I watch helplessly as [scoped_WL_co_hunter.GetFirstName] looks back at me. It takes me to call [scoped_WL_co_hunter.GetHerHim] several times before [scoped_WL_co_hunter.GetSheHe] finally unfreezes and comes to my help. Whether it was for cowardice or malice, my own companion has nearly left me to die!;Alors que je m'accroche aux bords du précipice, luttant pour ramper, je regarde, impuissant[Root.Get_E], tandis que [scoped_WL_co_hunter.GetFirstName] se retourne. Il me faut l'appeler plusieurs fois avant qu'[scoped_WL_co_hunter.GetIlElle] ne vienne enfin à mon secours. Que ce soit par lâcheté ou malveillance, mon compagnon m'a presque laissé mourir !;Als ich am Abgrund hänge und versuche zurück zum Pfad zu kriechen, sehe ich, wie [scoped_WL_co_hunter.GetFirstName] mich hilflos anschaut. Ich muss [scoped_WL_co_hunter.Getihnsie] mehrmals dazu auffordern mir zu helfen, bis [scoped_WL_co_hunter.GetSheHe] schließlich wieder zu sich kommt und mir hilft. Ob es Feigheit oder Bosheit war weiß ich nicht, aber meine Begleitung hat mich fast dem Tod überlassen.;;Mientras cuelgo del precipicio, luchando por volver al sendero observo impotente cómo [scoped_WL_co_hunter.GetFirstName] me mira. Tengo que llamar[scoped_WL_co_hunter.GetLoLa] varias veces antes de que vuelva en sí y venga a ayudarme. ¡Fuera por malicia o cobardía, casi me deja morir!;;;;;;;;x
EVTDESCAHF25606;Our long search for the mysterious beast has led [scoped_WL_co_hunter.GetFirstName] and I on some dangerous, unmapped paths. It takes only a second of distraction before [scoped_WL_co_hunter.GetFirstName] loses [scoped_WL_co_hunter.GetHerHis] footing near the edge of a cliff, finding [scoped_WL_co_hunter.GetHerselfHimself] grasping for something as [scoped_WL_co_hunter.GetSheHe] starts falling.;Notre longue quête de la bête mystérieuse nous a conduit, [scoped_WL_co_hunter.GetFirstName] et moi-même, sur des chemins dangereux, non cartographiés. Cela ne prend qu'une seconde de distraction avant que [scoped_WL_co_hunter.GetFirstName] ne perde l'équilibre près du bord d'une falaise, se retrouvant à s'agripper à quelque chose tandis qu'[scoped_WL_co_hunter.GetIlElle] commence à tomber.;Unsere lange Suche nach der mysteriösen Bestie hat [scoped_WL_co_hunter.GetFirstName] und mich auf einige gefährliche und nicht kartierte Pfade geführt. Es braucht nur eine Sekunde der Ablenkung und schon verliert [scoped_WL_co_hunter.GetFirstName] [scoped_WL_co_hunter.GetHerHis]en Halt am Rand einer Klippe. Während [scoped_WL_co_hunter.GetSheHe] fällt, versucht [scoped_WL_co_hunter.GetSheHe] noch nach etwas zu greifen.;;Nuestra larga búsqueda de la bestia misteriosa nos ha llevado a [scoped_WL_co_hunter.GetFirstName] y a mí a caminos peligrosos y fuera de los mapas. Solo hace falta distraerse un segundo para que [scoped_WL_co_hunter.GetFirstName] pise en falso al borde de un precipicio, y busque algo a lo que agarrarse mientras va cayendo.;;;;;;;;x
EVTDESCAHF25607;[scoped_WL_co_hunter.GetFirstName] struggles, desperately trying to take a firm hold of my hand. I tell [scoped_WL_co_hunter.GetHerHim] to keep calm, pulling [scoped_WL_co_hunter.GetHerHis] arm up over the hill's edge. We both lay on the wild path for a while, breathing heavily. As soon as [scoped_WL_co_hunter.GetFirstName] has recovered enough to stand up, [scoped_WL_co_hunter.GetSheHe] thanks me profusely for saving [scoped_WL_co_hunter.GetHerHim].;[scoped_WL_co_hunter.GetFirstName] se débat, essayant désespérément d'agripper ma main. Je lui dis de rester calme et [scoped_WL_co_hunter.GetLeLa] tire par le bras pour finalement l'amener sur la terre ferme. Nous restons allongés sur le sentier sauvage, respirant lourdement. Dès que [scoped_WL_co_hunter.GetFirstName] a assez récupéré pour se lever, [scoped_WL_co_hunter.GetIlElle] me remercie abondamment pour l'avoir sauvé[scoped_WL_co_hunter.Get_E].;[scoped_WL_co_hunter.GetFirstName] kämpft und versucht verzweifelt meine Hand festzuhalten. Ich sage [scoped_WL_co_hunter.GetHerHim], dass [scoped_WL_co_hunter.GetSheHe] ruhig bleiben soll, während ich [scoped_WL_co_hunter.GetHerHis]en Arm hochziehe. Anschließend liegen wir beide eine Weile auf dem wilden Pfad und atmeten schwer. Als sich [scoped_WL_co_hunter.GetFirstName] ausreichend erhohlt hat um aufzustehen, dankt [scoped_WL_co_hunter.GetSheHe] mir sehr für [scoped_WL_co_hunter.GetHerHim]e Rettung.;;[scoped_WL_co_hunter.GetFirstName] lucha, intentando desesperadamente agarrarse a mi mano. Le digo que mantenga la calma, tirando de su brazo hasta pasar el borde del risco. Nos tumbamos un rato en el sendero, respirando con fuerza. En cuanto [scoped_WL_co_hunter.GetFirstName] se recupera lo bastante como para levantarse, me agradece efusivamente que le salvara la vida.;;;;;;;;x
EVTDESCAHF25608;The search for the great wolf has brought my expedition through a deep forest. Given that wandering aimlessly in a unmapped area would just be a waste of time and put us at risk of losing our own path, we are determined to find some trace of the beast before venturing any further.;La recherche du grand loup a mené mon expédition dans une épaisse forêt. Avancer dans une zone non cartographiée serait une perte de temps et nous risquerions de perdre notre chemin. Nous devons donc trouver une trace de la bête avant de nous aventurer plus loin.;Die Suche nach dem großen Wolf hat meine Expedition in einen tiefen Wald geführt. Da das ziellose Umherwandern in einem nicht kartierten Gebiet nur Zeitverschwendung wäre und wir riskieren würden uns zu verlaufen, sind wir entschlossen zumindest eine Spur der Bestie zu finden, bevor wir weitergehen.;;La búsqueda del gran lobo ha llevado a mi expedición a un bosque espeso. Dado que vagar por un área inexplorada sería una simple pérdida de tiempo y correríamos el riesgo de perdernos, estamos decididos a encontrar algún rastro de la bestia antes de aventurarnos más.;;;;;;;;x
