HF_201_DESC;As you hold little [child_of_destiny.GetFirstName] in your arms you feel something ominous eminate from [child_of_destiny.GetHerHis] tiny eyes. They are not filled with the glee of a newborn babe, but with the determined ambition of a warrior... You are sure it is nothing, but the [Root.Religion.GetPriestTitle] who delivered [child_of_destiny.GetHerHim] did claim the night of [child_of_destiny.GetHerHis] birth unusual somehow, blessed perhaps? Although some would call it folly, you remember the night as one bearing prophecy.\n\nAs you put [child_of_destiny.GetFirstName] back to bed, a shiver runs down your spine – in your mind's eye, an image of the world changing flashes past, where great kings bend the knee to your [child_of_destiny.GetDaughterSon].\n\nPerhaps it is time for you to go to bed, too.;Alors que vous tenez [child_of_destiny.GetFirstName] dans vos bras, vous ressentez quelque chose de menaçant émanant de ses petits yeux. Ils ne sont pas emplis de la joie d'un nouveau-né, mais de l'ambition déterminée d'un[child_of_destiny.Get_E] guerri[child_of_destiny.GetErEre]... Vous êtes sûr[Root.Get_E] que ce n'est rien, mais le [Root.Religion.GetPriestTitle] qui l'a mis[child_of_destiny.Get_E] au monde a déclaré que la nuit de sa naissance était inhabituelle, bénie peut-être ? Bien que certains diraient que c'est de la folie, vous vous souvenez de cette nuit comme étant prophétique. Lorsque vous mettez [child_of_destiny.GetFirstName] de nouveau au lit, un frisson vous parcourt le dos – dans votre esprit, une image du monde changeant passe, où de grands rois plient le genou devant votre [child_of_destiny.GetDaughterSon]. Par ailleurs, il est peut-être temps que vous alliez vous coucher.;Während Ihr [child_of_destiny.Getdendie] kleine[child_of_destiny.GetnMale] [child_of_destiny.GetFirstName] in Euren Armen haltet, fühlt Ihr etwas Merkwürdiges in [child_of_destiny.GetHerHis]en kleinen Augen. Sie sind nicht mit der Freude eines Neugeborenen erfüllt, sondern mit dem entschlossenen Ehrgeiz eines Kriegers... Ihr seid Euch sicher, dass es nichts ist, aber der [Root.Religion.GetPriestTitle], der [child_of_destiny.Getihnsie] bei der Geburt anwesend war, beschreibt die Nacht [child_of_destiny.GetHerHis]er Geburt auch als ungewöhnlich oder vielleicht sogar gesegnet! Obwohl es einige als Torheit beschreiben würden, erinnert Ihr Euch an die Nacht wie eine, die der Prophezeiung entspricht.\n\nAls Ihr [child_of_destiny.GetFirstName] zurück ins Bett bringt, läuft Euch ein Schauer über den Rücken. Vor Eurem geistigen Auge blitzt eine sich verändernde Welt vorüber, in der große Könige das Knie vor [child_of_destiny.GetEuremEurer] [child_of_destiny.GetDaughterSon] beugen.\n\nVielleicht ist es an der Zeit, dass auch Ihr ins Bett geht.;;Cuando sostienes [child_of_destiny.GetAlAla] pequeñ[child_of_destiny.GetOA] [child_of_destiny.GetFirstName] en tus brazos, sientes que algo ominoso emana de sus ojitos. No están llenos de la alegría de un bebé recién nacido, sino con la ambición determinada de un guerrero… Seguro que no es nada, pero el [Root.Religion.GetPriestTitle] que lo trajo dijo que la noche de su nacimiento tuvo algo excepcional, ¿tal vez una bendición? Aunque algunos dirían que es una locura, recuerdas la noche como profética.\n\nCuando vuelves a poner a [child_of_destiny.GetFirstName] en la cama, un escalofrío te recorre la espina dorsal: en tu mente pasa fugaz la imagen de un mundo cambiante, donde grandes reyes se arrodillan ante tu [child_of_destiny.GetDaughterSon].\n\nTal vez también sea hora de irte a dormir.;;;;;;;;;x
HF_201_OPTA;Perhaps the world will change?;Peut-être que le monde va changer ?;Vielleicht wird sich die Welt tatsächlich verändern?;;¿Puede cambiar el mundo?;;;;;;;;;x
HF_201_TITLE;Child of Destiny;Enfant du destin;Kind des Schicksals;;Hijo del destino;;;;;;;;;x
HF_211_DESC;Lying in the crib, I hear a slithering presence drawing closer and closer... What could this be, a friend? A foe? Before long, a hissing head peeks up over the edge. With glaring eyes and searching tongue, it moves towards me...;Allongé[Root.Get_E] dans le berceau, j'entends quelque chose de vivant glisser et se rapprocher de plus en plus... Qu'est-ce que ça pourrait être, un ami ? Un ennemi ? Soudain, une tête sifflante apparaît sur le bord. Avec des yeux brillants et une langue qui cherche, ça vient vers moi...;Während ich in meinem Bett liege höre ich etwas leise kriechen und es kommt immer näher... Was könnte es sein? Ein Freund? Ein Fein? Schon bald späht ein zischender Kopf über die Kante meines Bettes und beweget sich mit grellen Augen und einer zischenden Zunge auf mich zu.;;Tendido en la cuna, oigo acercase una presencia reptante… ¿Será amigo o enemigo? Al poco tiempo una cabeza silbante atisba por el borde. Con ojos inquisidores y una lengua examinadora se acerca hacia mí…;;;;;;;;;x
HF_211_OPTA;Grab it by the neck and squeeze it hard, until it stops moving!;Le prendre par le cou et le presser fort, jusqu'à ce qu'il arrête de bouger !;Packt es am Hals und quetscht es, bis es sich nicht mehr bewegt!;;¡Agárrala por el cuello y aprieta fuerte hasta que deje de moverse!;;;;;;;;;x
HF_211_OPTB;You are cold, but here it is warm. Please, share my blanket.;Vous avez froid, mais ici il fait chaud. Je vous en prie, prenez ma couverture.;Dir ist kalt, aber hier ist es warm. Bitte, teile meine Decke.;;Eres frío, pero aquí hace calor. Comparte mi manta, por favor.;;;;;;;;;x
HF_212_DESC;As I check on little [child_of_destiny.GetFirstName], I am terrified to discover a snake in [child_of_destiny.GetHerHis] crib! Fortunately the snake is dead, but who killed it? It surely could not have been [child_of_destiny.GetFirstName]? I better keep an eye out...;Alors que je viens regarder ce que fait [child_of_destiny.GetFirstName], je suis terrifié[Root.Get_E] en découvrant un serpent dans son berceau ! Heureusement, l'animal est mort. Je me demande qui l'a tué. Cela ne peut assurément pas être [child_of_destiny.GetLuiElle]. Je ferais mieux de garder un oeil ouvert.;Als ich nach [child_of_destiny.Getdemder] kleinen [child_of_destiny.GetFirstName] sehe, versetzt es mich in Angst, als ich eine Schlange in [child_of_destiny.GetHerHis]em Bett finde! Zum Glück ist die Schlange tot, doch wer hat sie getötet? Sicherlich nicht [child_of_destiny.GetFirstName] oder? Ich halte besser Ausschau...;;¡Cuando miro [child_of_destiny.GetAlAla] pequeñ[child_of_destiny.GetOA] [child_of_destiny.GetFirstName], me asusto a ver una serpiente en la cuna! Por suerte está muerta, ¿pero quién la mató? No puede haber sido [child_of_destiny.GetFirstName], ¿verdad? Mejor que no lo pierda de vista…;;;;;;;;;x
HF_213_DESC;As I check on little [child_of_destiny.GetFirstName], I am terrified to discover a snake in [child_of_destiny.GetHerHis] crib! Fortunately the snake seems to be sleeping, cuddled up next to [child_of_destiny.GetFirstName]. I quickly have a guard dispose of the serpent, though how did it manage to get in there?;Alors que je viens regarder ce que fait [child_of_destiny.GetFirstName], je suis terrifié[Root.Get_E] en découvrant un serpent dans son berceau ! Heureusement, le serpent semble dormir, blotti à côté de l'enfant. J'ai rapidement ordonné à un garde de se débarrasser du serpent. Cependant, comment a-t-il réussi à entrer ?;Als ich nach [child_of_destiny.Getdemder] kleinen [child_of_destiny.GetFirstName] sehe, versetzt es mich in Angst, als ich eine Schlange in [child_of_destiny.GetHerHis]em Bett finde! Zum Glück scheint die Schlange zu schlafen und liegt eingerollt neben [child_of_destiny.GetFirstName]. Ich ordere einen Wächter schnell an, die Schlange zu entsorgen, aber wie ist es ihr nur gelungen dort hineinzukommen?;;¡Cuando miro [child_of_destiny.GetAlAla] pequeñ[child_of_destiny.GetOA] [child_of_destiny.GetFirstName], me asusto al ver una serpiente en la cuna! Por suerte la serpiente parece dormida, acurrucada junto a [child_of_destiny.GetFirstName]. Hago que un guardia se lleve rápidamente la serpiente. ¿Pero cómo llegó hasta allí?;;;;;;;;;x
HF_214_DESC;As I check on little [child_of_destiny.GetFirstName], I am terrified to discover a snake in [child_of_destiny.GetHerHis] crib! The serpent hisses at me, the body of little [child_of_destiny.GetFirstName] lying next to it. [child_of_destiny.GetHerHisCap] tiny body is still, bloated with poison. Who would do this to such a small child?;Alors que je viens regarder ce que fait [child_of_destiny.GetFirstName], je suis terrifié[Root.Get_E] en découvrant un serpent dans son berceau ! Le serpent siffle en regardant vers moi, le corps de l'enfant se trouve à côté de lui. Son petit corps est immobile, gonflé à cause du poison. Qui ferait cela à un[child_of_destiny.Get_E] si petit[child_of_destiny.Get_E] enfant ?;Als ich nach [child_of_destiny.Getdemder] kleinen [child_of_destiny.GetFirstName] sehe, versetzt es mich in Angst, als ich eine Schlange in [child_of_destiny.GetHerHis]em Bett finde! Die Schlange fauchte mich an und der Körper von [child_of_destiny.GetFirstName] daneben. [child_of_destiny.GetHerHisCap] kleiner Körper ist immer noch mit Gift aufgedunsen. Wer würde nur einem kleinen Kind so etwas antun?;;¡Cuando miro [child_of_destiny.GetAlAla] pequeñ[child_of_destiny.GetOA] [child_of_destiny.GetFirstName], me asusto al ver una serpiente en la cuna! Esta me sisea, el cuerpo de [child_of_destiny.GetFirstName] está tendido a su lado, inerte, lleno de veneno. ¿Quién haría esto a un niño pequeño?;;;;;;;;;x
HF_215_DESC;To keep an eye on me, the servant placed me on a table in the busy cookery. At the end of my table I see [spymaster_target.GetJobTitle] [spymaster_target.GetFirstName] mixing two vials together. As [spymaster_target.GetSheHe] turns [spymaster_target.GetHerHis] back to me, I crawl forward and grab the vial. It smells sweet! I down it all in one go. [spymaster_target.GetFirstName] turns back with a terrified expression on [spymaster_target.GetHerHis] face.;Pour garder un oeil sur moi, le domestique m'a placé sur une table dans la cuisine. Au bout de la table, j'aperçois [spymaster_target.Get_le_JobTitle] [spymaster_target.GetFirstName] qui mélange deux flacons. Alors qu'[spymaster_target.GetIlElle] me tourne le dos, je rampe vers l'avant et attrape la fiole. Ça sent bon ! Je descends tout d'une traite. [spymaster_target.GetFirstName] se retourne avec une expression terrifiée sur son visage.;Um mich im Auge zu behalten setzte mich der Diener auf den Tisch in der belebten Küche. Dort sehe ich, wie [spymaster_target.GetJobTitle] [spymaster_target.GetFirstName] zwei Ampullen miteinander vermischt. Als [spymaster_target.GetSheHe] mir den Rücken zukehrte, kroch ich vorwärts und griff sie. Es riecht süß! Ich schlucke es in einem Zug. Als [spymaster_target.GetFirstName] sich wieder umdrehte, hatte er einen entsetzten Ausdruck im Gesicht.;;Para no perderme de vista, el sirviente me ha puesto en la atareada cocina. Al don de la mesa veo al [spymaster_target.GetJobTitle] [spymaster_target.GetFirstName] mezclando dos frascos. Cuando me da la espalda, gateo y agarro el frasco. ¡Huele dulce! Me lo bebo de un trago.;;;;;;;;;x
