#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC5000;A book without a title was pushed into my hands by a hooded man clad in midnight blue. Something was said, but was lost in the confusion. The book was still there.;Un homme encapuchonné portant des vêtements sombres m'a remis un livre sans titre. Il a dit quelque chose, mais dans la confusion je ne l'ai pas compris. Le livre est toujours là.;Ein Mann in einer mitternachtsblauen Kapuze drückte mir ein Buch ohne Titel in die Hand. Er sagte etwas, aber das ging in der Verwirrung unter. Das Buch war noch da.;;Un hombre encapuchado vestido de azul puso en mis manos un libro sin título. Dijo algo pero no logré oírlo. El libro seguía allí.;;;;;;;;;x
EVTDESC5001;The book is gibberish, but also enlightening. But, even if I struggle with some chapters, its mystery still engrosses me. Something is concealed in the book's language and I am determined to find out what.;Malgré le charabia qu'il contient, le livre s'avère très instructif. Même si certains chapitres sont difficiles à lire, son mystère continue à me subjuguer. Il y a quelque chose de caché dans le texte du livre et je compte bien découvrir de quoi il s'agit.;Das Buch ist unsinnig, aber auch erleuchtend. Doch auch wenn ich Probleme mit einigen Kapiteln habe, so faszinierte mich doch sein Geheimnis. Irgendetwas ist in der Sprache des Buches verborgen, und ich bin entschlossen, es herauszufinden.;;El libro es un galimatías, pero también iluminador. Aunque me cueste entender algunos capítulos, su misterio me fascina. Hay algo oculto en el lenguaje del libro y estoy decidido a averiguar qué es.;;;;;;;;;x
EVTDESC5002;The 'secret' within the book still eluded me after several weeks of intense study, wasted time and wasted ink! The man couldn't be anything but a maniac, filling precious parchment with malarkey and incomprehensible symbols.;Au bout de plusieurs semaines, le 'secret' que renfermait le livre m'échappait encore ! L'homme ne pouvait être qu'un fou qui avait rempli le précieux parchemin d'un tissu de bêtises et de symboles incompréhensibles.;Ich sah das "Geheimnis" in dem Buch auch nach Wochen intensivster Studien, verschwendeter Zeit und verschwendeter Tinte nicht! Der Mann konnte nichts anderes als ein Irrer gewesen sein, der kostbares Pergament mit Quatsch und unverständlichen Symbolen gefüllt hatte.;;Tras semanas de intenso estudio, el secreto del libro sigue eludiéndome. ¡Tiempo y tinta desperdiciados! El escritor debió ser un maníaco para llenar el valioso pergamino de tonterías e incomprensibles símbolos.;;;;;;;;;x
EVTDESC5003;It took me several weeks before the mystery of the book revealed itself to me. The gibberish parts were encoded and after many hours trying to decipher the code, I managed to break it and construct a key to make the book easier to read.;Il m'a fallu plusieurs semaines pour élucider le mystère du livre. Les passages incompréhensibles étaient codés mais après des heures de travail, j'ai enfin réussi à les déchiffrer et j'ai créé une légende pour m'aider à le lire.;Ich verbrachte mehrere Wochen damit, das Geheimnis des Buchs zu ergründen. Die unsinnigen Teile waren kodiert, und nach vielen Stunden der Entzifferungsversuche schaffte ich es, den Code zu knacken und einen Schlüssel zu erarbeiten, mit dem das Buch leichter zu lesen war.;;Me costó semanas descubrir el misterio del libro. La parte sin sentido era lenguaje encriptado, y tras muchas horas intentado descifrarlo lo logré y creé una clave para facilitar mi lectura.;;;;;;;;;x
EVTDESC5020;A rather nettlesome neighbor keeps sending me envoys begging for money or demanding tribute. I feel rather confused about his arbitrary ways and I am not sure what I should do.;Un voisin pénible n'arrête pas de m'envoyer des messagers pour me réclamer de l'argent ou un tribut. Ses méthodes partiales me dérangent et je ne sais comment réagir.;Ein ziemlich lästiger Nachbar schickt mir dauernd Gesandte, die um Geld betteln oder Tribut verlangen. Seine Willkür irritiert mich, und ich weiß nicht, was zu tun ist.;;Un vecino pesado sigue enviándome embajadores suplicando dinero o exigiendo tributos. Me siento confuso por su arbitrario comportamiento y no sé qué debería hacer.;;;;;;;;;x
EVTDESC5021;My nettlesome neighbor has been rather quiet since I sent him his envoys back with their hats nailed to their heads.;Mon voisin pénible me laisse tranquille depuis que je lui ai renvoyé ses messagers avec leurs chapeaux cloués sur leurs têtes.;Mein lästiger Nachbar ist recht still geblieben, seit ich die Hüte der Gesandten an ihre Köpfe nageln ließ und sie an ihn zurücksandte.;;Mi pesado vecino ha estado tranquilo desde que le envié a sus embajadores con sus sombreros clavados en la cabeza.;;;;;;;;;x
EVTDESC5022;A letter arrived from my nettlesome neighbor not many days after the astonished envoys returned home. He was most grateful and deeply touched by the red roses I sent him.;J'ai reçu une lettre de mon voisin pénible quelques jours après le retour des messagers étonnés. Il m'est très reconnaissant et se dit profondément touché par les roses rouges que je lui ai envoyées.;Wenig Tage, nachdem die erstaunten Gesandten heimgekehrt waren, erreichte mich ein Brief meines lästigen Nachbarn. Er war höchst dankbar und tief berührt, dass ich ihm rote Rosen geschickt hatte.;;Pocos días después de enviarle de vuelta los embajadores, llegó una carta de mi vecino. Estaba muy agradecido y emocionado por las rosas rojas que le envié.;;;;;;;;;x
EVTDESC5023;'Atone for thy sins!'\n\nMy subjects do not like the new impaling punishment and, led by the [Root.Religion.GetPriestTitle]s, show their umbrage by throwing rotten vegetables at me!;Expiez vos péchés !'\n\nMes sujets n'apprécient pas le nouveau procédé de châtiment que j'ai mis en place : l'empalement. Menés par les [Root.Religion.GetPriestTitle]s, ils ont montré leur mécontentement en jetant des légumes pourris sur mon passage !;"Büßt für Eure Sünden!"\n\nMeine Untertanen mögen die neue, aufspießende Bestrafung nicht und sie zeigen, angeführt von einem/r [Root.Religion.GetPriestTitle], ihren Unmut, indem sie verfaultes Gemüse auf mich werfen!;;¡Arrepentíos de vuestros pecados!\n\nA mis súbditos no les gusta el nuevo castigo por empalamiento y, liderados por los [Root.Religion.GetPriestTitle]s, mostraron su descontento tirándome vegetales podridos.;;;;;;;;;x
EVTDESC5024;The respect and prestige I got after nailing the hats to the envoys' heads has whetted my appetite. I have sent for a skilled torturer who will teach me more about torture and impalement.;En faisant clouer les chapeaux des messagers sur leurs têtes, j'ai gagné en respect et en prestige. Et cela m'a ouvert l'appétit. J'ai envoyé chercher un tortionnaire expérimenté qui va m'en apprendre plus sur la torture et l'empalement.;Der Respekt und das Prestige, das mit zuteil wurde, nachdem ich die Hüte der Gesandten an ihre Köpfe nageln ließ, hat mir Appetit gemacht. Ich habe einen fähigen Folterer kommen lassen, der mir mehr über Folter und Pfählung beibringen wird.;;El respeto y prestigio logrados tras clavarles los sombreros en la cabeza a los embajadores me ha abierto el apetito. He mandado a buscar a un experto torturador que me enseñará más sobre tortura y empalamiento.;;;;;;;;;x
EVTDESC5025;My garden is the apple of my eye, my pride and joy. I distrust my gardener and would spend every hour of the day in my garden if I could.;Mon jardin est la prunelle de mes yeux, ma fierté et ma joie. Je me méfie de mon jardinier et, si je le pouvais, je passerais mes journées dans mon jardin.;Mein Garten ist mein Augapfel und mein ganzer Stolz. Ich misstraue meinem Gärtner und würde am liebsten den ganzen Tag in meinem Garten verbringen.;;Mi jardín es la niña de mis ojos, mi orgullo y alegría. Desconfío de mi jardinero y si pudiera pasaría todo el día en mi jardín.;;;;;;;;;x
EVTDESC5026;My subjects does not like the new impaling punishment and, led by the imams, show their umbrage by throwing rotten vegetables at me!;Mes sujets n'apprécient guère la nouvelle forme de châtiment que j'ai mise en place : l'empalement. Pour montrer leur mécontentement, conseillés par les imams, ils ont jeté des légumes pourris sur mon passage !;Meine Untertanen mögen meine neuen aufspießenden Bestrafungen, was dazu führte, dass meine Imame ihrem Unmut Luft machten, indem sie verrottetes Gemüse auf mich warfen!;;A mis súbditos no les gusta el nuevo castigo por empalamiento y, liderados por los imanes, mostraron su descontento tirándome vegetales podridos.;;;;;;;;;x
EVTDESC5030;My eager courtship of a certain lady has gotten me nowhere, her icy response can cool even the warmest heart. I will not give up, there must be something I can do to win her affection.;La cour passionnée que j'ai faite à une femme n'a rien donné. Sa réponse glaciale a de quoi refroidir le plus ardent des coeurs. Mais je ne m'avoue pas vaincu[Root.Get_E]. Il doit bien y avoir un moyen d'attirer ses bonnes grâces !;Meine heißblütige Werbung um eine ganz bestimmte Dame hat zu nichts geführt. Ihre eisige Reaktion kann selbst das wärmste Herz abkühlen. Aber ich will nicht aufgeben, es muss irgendetwas geben, womit ich ihre Zuneigung gewinnen kann.;;Mi ansioso cortejo a cierta dama no me ha llevado a ninguna parte, su gélida reacción puede helar el corazón más ardiente. No abandonaré, debe haber algo que pueda hacer para ganar su afecto.;;;;;;;;;x
EVTDESC5031;My attempts to make her mine have been to no avail. She is as frosty as the lord of winter himself.;Mes tentatives de séduction ont été vaines. Elle est plus froide que jamais.;Meine Versuche, sie zu umwerben, haben nicht gefruchtet. Sie ist so frostig wie der Wintergott persönlich.;;Mis intentos para conquistarla han sido en vano. Es tan fría como el mismísimo señor del invierno.;;;;;;;;;x
EVTDESC5032;I struggled with the poem for several days and with a trembling heart, I sent it to her. Her response was warm and lovely, it seemed the ice princess finally has thawed.;J'ai passé plusieurs jours à peaufiner mon poème avant de me décider à le lui envoyer, le coeur tremblant. La réponse que j'ai reçue est chaleureuse et très aimable. Il semble que la princesse de glace se soit enfin dégelée.;Ich arbeitete mehrere Tage an dem Gedicht und sandte es ihr mit angehaltenem Atem. Ihre Reaktion war warm und nett, es schien, die Eisprinzessin sei endlich aufgetaut.;;Trabajé en el poema varios días y, con un trémulo corazón, se lo envié. Su respuesta fue cálida y afectuosa, parecía que la princesa de hielo se había descongelado al fin.;;;;;;;;;x
EVTDESC5033;I did not tell my heart's desire about my decision to perform heroic deeds of valor to win her heart but I started seeing her at every tournament, every duel I fought. She started smiling at me and laughed when I defeated my opponents in her name.;Je n'ai pas fait part à ma bien-aimée de ma décision de réaliser des actes courageux et héroïques pour gagner son coeur, mais elle vient désormais à chaque tournoi, chaque duel auquel je participe. Elle a commencé à me sourire et même à rire lorsque je triomphe de mes adversaires en son nom.;Ich berichtete der Dame meines Herzens nicht von meiner Entscheidung, ihr Herz mit heroischen Taten zu gewinnen, aber nach und nach kam sie zu jedem Turnier und jedem Duell, an dem ich teilnahm. Sie begann, mich anzulächeln, und lachte, als ich meine Gegner in ihrem Namen besiegte.;;No le conté el deseo de mi corazón de realizar hazañas para ganar su corazón, pero empecé a verla en todos los torneos y duelos que disputaba. Ella empezó a sonreírme y reía cuando vencía a mis rivales en su nombre.;;;;;;;;;x
