EVTDESC_HF_10095_A;[combatant_1.GetBestName], my [other_combatant.GetRootRelation], has declared that [combatant_1.GetHerHis] claim on [target_title.GetName] cannot be ignored any longer. I am expected to meet [combatant_1.GetHerHim] in personal combat, "to once and for all settle this matter", the courier reads aloud. I can already hear the whispers through my court, if I were to decline the challenge...;[combatant_1.Get_only_Le_Title][combatant_1.GetBestName], m[combatant_1.GetOnA] [other_combatant.GetRootRelation], a déclaré que sa revendication sur [target_title.Get_le_Realm] ne peut plus être ignorée. Je suis censé[Root.Get_E] l'affronter en duel, « pour régler une fois pour toutes cette affaire », comme [combatant_1.GetIlElle] dit dans sa lettre. Je peux déjà entendre les rumeurs qui circuleraient à ma cour dans le cas où je déclinerais le défi...;[combatant_1.GetBestName], m[combatant_1.Geteineine] [other_combatant.GetRootRelation], hat erklärt, dass [combatant_1.GetHerHis] Anspruch auf [target_title.GetName] nicht länger ignoriert werden kann. Es wird von mir erwartet, dass ich [combatant_1.Getihnsie] im persönlichen Zweikampf treffe, "um diese Angelegenheit ein für alle Mal zu klären", liest der Kurier laut vor. Ich kann bereits das Flüstern hören, dass durch meinen Hof gehen würde, wenn ich diese Herausforderung ablehnen würde...;;[combatant_1.GetBestName], mi [other_combatant.GetRootRelation], ha proclamado que no se pueden seguir negando sus derechos a [target_title.GetName]. Se supone que nos veremos en combate singular "para solucionar este asunto de una vez por todas", pregona el correo. Ya oigo los susurros en la corte si rechazo el desafío…;;;;;;;;x
EVTDESC_HF_10095_B;I am [GetEducationActivity], in deep conversation with a fellow [GetEducationRole], when a red-faced courier bursts in. "Your [other_combatant.GetRootRelation] [combatant_1.GetFirstNameWithNick] is challenging you, my [Root.GetLordLady]! To personal combat, for your titles!".;[GetEducationActivity], en pleine conversation avec un[Root.Get_E] autre [Root.GetEducationRole], lorsqu'un messager fait irruption. « Votre [other_combatant.GetRootRelation] [combatant_1.GetFirstNameWithNick] vous défie à un duel pour vos titres, M[Root.GetOnA][Root.GetLordLady]. »;Ich [GetEducationActivity], tief in einer Konversation mit einem [GetEducationRole] vertieft, als ein Kurier mit rotem Kopf hereinplatz. "[combatant_1.GetEuerEure] [other_combatant.GetRootRelation] [combatant_1.GetFirstNameWithNick] fordert Euch heraus, m[Root.Geteineine] [Root.GetLordLady]! Zu einem persönlichen Duell um Eure Titel!";;Estoy [GetEducationActivity], hablando con un colega [GetEducationRole] cuando entra un cortesano con la cara roja. "¡Vuestro [other_combatant.GetRootRelation] [combatant_1.GetFirstNameWithNick] os desafía, mi [Root.GetLordLady]! ¡A un combate persona, por vuestros títulos!".;;;;;;;;x
EVTDESC_HF_10096_A;I am told that the [From.GetEducationRole] [From.GetTitle] furrowed [From.GetHerHis] brows and [From.GetEducationReaction], upon hearing my proposal. "I think [From.GetSheHe] understood the humiliation [From.GetSheHe] would suffer by declining, my [Root.GetLordLady]" the courier suggests. "Clever [From.GetManWoman]", I mutter. The duel is soon to take place.;On me dit que [From.Get_only_le_Title][From.GetTitle] [From.GetEducationRole] a froncé les sourcils et [From.GetEducationReaction] en entendant ma proposition. « Je pense qu'[From.GetIlElle] a compris l'humiliation qu'[From.GetIlElle] subirait en déclinant, M[Root.GetOnA][Root.GetLordLady] », suggère le messager. « C'est bien vu », je murmure. Le duel va bientôt avoir lieu.;Man sagte mir, dass [From.GetEducationRole] [From.GetTitle] [From.GetHerHis]e Augenbrauen rümpfte und [From.GetEducationReaction], als [From.GetSheHe] von meinem Vorschlag hörte. "Ich denke, dass [From.GetSheHe] die Demütigung verstanden hat, die [From.GetSheHe] erleiden würde, wenn [From.GetSheHe] ablehnt, m[Root.Geteineine] [Root.GetLordLady]", sagt der Kurier. "Kluge[From.GetrMale] [From.GetManWoman]", murmle ich. Das Duell sollte bald schon stattfinden.;;Me dicen que [From.GetElLa] [From.GetTitle] [From.GetEducationRole] frunció el ceño y [From.GetEducationReaction] al saber mi propuesta. "Creo que entiende la humillación que sufriría si lo rechaza, mi [Root.GetLordLady]", sugiere el correo. "Qué inteligente", murmuro. El duelo tendrá lugar pronto.;;;;;;;x
EVTDESC_HF_10096_B;The response from [From.GetBestName] feels [From.GetPublicOpinionOfWork], and I have my advisors read through it a couple of times. Finally, they nod in agreement: "It seems [From.GetSheHe] accepts your challenge, my [Root.GetLordLady]. The duel will take place in a few nights.";Le courrier [From.Get_only_du_Title][From.GetBestName] semble être [From.GetPublicOpinionOfWork] et mes conseillers doivent le relire plusieurs fois. Finalement, ils hochent la tête : « Il semble qu'[From.GetIlElle] accepte votre défi, M[Root.GetOnA][Root.GetLordLady]. Le duel aura lieu dans quelques nuits. »;Die Antwort von [From.GetBestName] fühlt sich [From.GetPublicOpinionOfWork] an und ich lasse sie meine Berater einige Male durchlesen. Schließlich nicken sie zustimmen "Es scheint, dass [From.GetSheHe] Eure Herausforderung akzeptiert, m[Root.Geteineine] [Root.GetLordLady]. Das Duell wird in ein paar Tagen stattfinden".;;La respuesta de [From.GetBestName] parece [From.GetPublicOpinionOfWork] y he hecho que mis consejeros la lean un par de veces. Al final, asienten: "Parece que acepta vuestro desafío, mi [Root.GetLordLady]". El duelo tendrá lugar dentro de unas noches.;;;;;;;;x
EVTDESC_HF_10103_A;[other_combatant.GetBestName] swings [other_combatant.GetHerHis] [other_combatant.GetDuelWeapon] [other_combatant.GetClumsilyElegantly], [other_combatant.GetButAndYet] I keep side-stepping [other_combatant.GetHerHis] attacks. "Is it worth it?!" I shout, noticing [other_combatant.GetHerHis] face glistening with sweat. The [other_combatant.GetManWoman] only growls in response. "So be it", I declare, raising my [Root.GetDuelWeapon]. "Meet your maker, [other_combatant.GetDuelistRelationOrInsult]!";[other_combatant.Get_only_Le_Title][other_combatant.GetBestName] manie [other_combatant.GetClumsilyElegantly] s[other_combatant.Get_on_DuelWeapon][other_combatant.GetButAndYet] je continue à éviter ses attaques. « Est-ce vraiment nécessaire ?! », lui demandé-je, remarquant son visage brillant de sueur. [other_combatant.GetIlElleCap] grogne seulement en guise de réponse. « Ainsi soit-il. Vous allez rencontrer votre créateur, [other_combatant.GetDuelistRelationOrInsult] ! », dis-je en levant m[Root.Get_on_DuelWeapon].;[other_combatant.GetBestName] schwingt [other_combatant.GetHerHis](e/en) [other_combatant.GetDuelWeapon] [other_combatant.GetClumsilyElegantly], [other_combatant.GetButAndYet] schaffe ich es [other_combatant.GetHerHis]en Angriffen auszuweichen. "Ist es das wert!?", rufe ich und bemerke, wie [other_combatant.GetHerHis] Gesicht vor Schweiß glitzert. [other_combatant.GetDerDie] [other_combatant.GetManWoman] knurrt nur. "So sei es", erkläre ich und hebe mein(e/en) [Root.GetDuelWeapon]. Triff deinen Schöpfer, [other_combatant.GetDuelistRelationOrInsult]!";;[other_combatant.GetBestName] blande su [other_combatant.GetDuelWeapon] [other_combatant.GetClumsilyElegantly], [other_combatant.GetButAndYet] sigo esquivando sus ataques. "¿Vale la pena?", le grito al notar su cara brillante de sudor. Su única respuesta es un gruñido. "Así sea", proclamo, levantando mi [Root.GetDuelWeapon]. "¡Vas a ver a tu Creador, [other_combatant.GetDuelistRelationOrInsult]!";;;;;;;;x
EVTDESC_HF_10103_B;"They say you are famous for your [other_combatant.GetMilitarySquadPride]", I mutter at my [other_combatant.GetRootRelation]. "It doesn't seem to saving you this time, does it?" I am swinging my [Root.GetDuelWeapon] [Root.GetClumsilyElegantly], [Root.GetButAndYet] my opponent has a hard time getting a single attack to land...;« On dit que vous êtes célèbre pour votre [other_combatant.GetMilitarySquadPride]. Cela ne semble pas vous sauver cette fois, n'est-ce pas ? », je murmure à m[other_combatant.GetOnA] [other_combatant.GetRootRelation]. Je manie [other_combatant.GetClumsilyElegantly] m[Root.Get_on_DuelWeapon][Root.GetButAndYet] mon adversaire a du mal à réussir une seule attaque...;"Man sagt, dass du für deine [other_combatant.GetMilitarySquadPride] berühmt bist", murmle ich zu m[other_combatant.Geteinemeiner] [other_combatant.GetRootRelation]. "Es scheint dich diesmal aber nicht zu retten, oder?". Ich schwinge mein(e/en) [Root.GetDuelWeapon] [Root.GetClumsilyElegantly], [Root.GetButAndYet] fällt es meinem Gegner schwer einen einzigen Angriff zu landen...;;Se dice que eres célebre por tu [other_combatant.GetMilitarySquadPride] murmuro a mi [other_combatant.GetRootRelation]. "Pues esta vez no te está ayudando, ¿verdad?". Blando mi [Root.GetDuelWeapon] [Root.GetClumsilyElegantly], [Root.GetButAndYet] a mi oponente le cuesta asestar un solo golpe…;;;;;;;;x
EVTDESC_HF_10103_C;My [other_combatant.GetRootRelation] should have known better. "What were you thinking?" I ask, genuinely curious, as I circle the [other_combatant.GetManWoman], occasionally striking with my [Root.GetDuelWeapon]. "You cannot win this", I declare, as [other_combatant.GetSheHe] winces again, [other_combatant.GetHerHis] wounds clearly beginning to take a serious toll on [other_combatant.GetHerHim].;M[other_combatant.GetOnA] [other_combatant.GetRootRelation] aurait dû le savoir. « Qu'avez-vous imaginé ? », je demande par curiosité, tandis que je tourne autour d[other_combatant.GetEluiElle] en [other_combatant.GetLeLa] frappant de temps en temps avec m[Root.Get_on_DuelWeapon]. « Vous ne pouvez pas gagner », lui dis-je, tandis qu'[other_combatant.GetIlElle] grimace de douleur, ses blessures devenant sérieuses.;M[other_combatant.Geteineine] [other_combatant.GetRootRelation] hätte es besser wissen müssen. "Was denkt ihr euch nur?", frage ich aufrichtig neugierig, während ich [other_combatant.Getdendie] [other_combatant.GetManWoman] gelegentlich mit meine(r/em ) [Root.GetDuelWeapon] schlage. "Ihr könnt das nicht gewinnen", erkläre ich, während [other_combatant.GetSheHe] erneut wegen [other_combatant.GetHerHis]er Wunden zusammenzuckt, die eindeutig einen schweren Tribut fordern.;;Mi [other_combatant.GetRootRelation] debería haber tenido más sentido común. "¿En qué pensabas?", le pregunto con una curiosidad sincera mientras [other_combatant.GetRleRla] rodeo, golpeando de vez en cuando con el/la [Root.GetDuelWeapon]. "No puedes ganar", proclamo cuando se vuelve a estremecer, las heridas le están empezando a cobrar un grave precio.;;;;;;;;x
EVTDESC_HF_10103_intrigue_A_attacker;My [other_combatant.GetRootRelation] seems unaware that the little scrape I inflicted is what is causing [other_combatant.GetHerHis] limbs to slowly go numb... "Valiant effort!" I proclaim, watching [other_combatant.GetHerHis] sluggish movements. When [other_combatant.GetSheHe] lunges at me, I carefully step aside, letting [other_combatant.GetHerHis] subsequent collapse look like a failed attack. The poison must have reached [other_combatant.GetHerHis] heart.;M[other_combatant.GetOnA] [other_combatant.GetRootRelation] semble ignorer que la petite égratignure que je lui ai infligée est la cause de l'engourdissement progressif de ses membres... « Vaillant effort ! », dis-je en regardant ses lents mouvements. Lorsqu'[other_combatant.GetIlElle] se jette sur moi, j'esquive prudemment, laissant son effondrement ressembler à une attaque ratée. Le poison doit avoir atteint son coeur.;M[other_combatant.Geteinemeiner] [other_combatant.GetRootRelation] scheint nicht bewusst zu sein, dass der kleine Kratzer, dem ich [other_combatant.GetHerHim] zugefügt habe, langsam dafür sorgt, dass [other_combatant.GetHerHis]e Gliedmaßen taub werden... "Wackerer Einsatz!", verkünde ich und beobachte  [other_combatant.GetHerHis]e trägen Bewegungen. Als [other_combatant.GetSheHe] sich auf mich stürzt, gehe ich vorsichtig einen Schritt zur Seite und lasse [other_combatant.GetHerHis]e folgenden Zusammenbrüche wie einen gescheiterten Angriff aussehen. Das Gift muss bereits [other_combatant.GetHerHis] Herz erreicht haben.;;Mi [other_combatant.GetRootRelation] no parece darse cuenta de que el arañazo que le causé está haciendo que le duerman los miembros… "¡Valiente esfuerzo!", proclamo, viendo la lentitud e sus movimientos. Cuando arremete contra mí, me echo atrás cuidadosamente, dejando que su colapso parezca un ataque fallido. El veneno le habrá llegado al corazón.;;;;;;;;;x
EVTDESC_HF_10103_intrigue_A_defender_self;"Impressive!" [other_combatant.GetTitledFirstName] splutters, on [other_combatant.GetHerHis] knees in the [Root.Capital.GetGroundDesc]. Finally, I let the anger fill me. "I had your weapons switched", I hiss, pressing my dagger to [other_combatant.GetHerHis] throat. "I have eyes and ears everywhere", I explain to the bewildered [other_combatant.GetManWoman]. "You thought I'd let you *poison* me?";« Impressionnant ! », bredouille [other_combatant.GetTitledFirstName], à genoux dans [Root.Capital.GetGroundDesc]. Finalement, je laisse la colère m'envahir. « J'ai fait échanger nos armes », lui dis-je en pressant mon poignard contre sa gorge. « J'ai des yeux et des oreilles partout. Vous pensiez que je vous laisserais m'empoisonner ? », dis-je à mon adversaire abasourdi[other_combatant.Get_E].;"beeindruckend", stottert [other_combatant.GetTitledFirstName], während [other_combatant.GetSheHe] auf [Root.Capital.GetGroundDesc] kniet. Schließlich ließ ich mich von der Wut überkommen. "ich habe Eure Waffen austauschen lassen", zischte ich und drückte meinen Dolch auf [other_combatant.GetHerHis]e Kehle. "Ich habe Augen und Ohren überall", erklärte ich. "Du dachtest wirklich ich würde mich *vergiften* lassen?";;"¡Impresionante!" farfulla [other_combatant.GetTitledFirstName] de rodillas sobre el/la [Root.Capital.GetGroundDesc]. Al final, me dejo llevar por la rabia, "Hice que te cambiaran las armas", susurro presionando mi daga contra su garganta. "Tengo ojos y oídos en todas partes", le explico ante su desconcierto. "¿Creías que iba a dejar que me envenenaras?";;;;;;;;;x
EVTDESC_HF_10103_intrigue_A_defender_spymaster;I'm not sure why my [Root.GetMySpymasterName] wants to inspect my equipment prior to the duel – surely, [job_spymaster.GetHerHis] comment about poison were in jest! Later, my performance in the fight is not my greatest accomplishment, but I honestly expected my [other_combatant.GetRootRelation] to put up more resistance. I barely have a scratch!;Je ne suis pas sûr[Root.Get_E] de savoir pourquoi mon [Root.GetMySpymasterName] veut inspecter mon équipement avant le duel – son commentaire sur le poison était certainement une plaisanterie ! Ma performance pendant le combat n'est pas mon plus grand accomplissement, mais honnêtement, je m'attendais à ce que m[other_combatant.GetOnA] [other_combatant.GetRootRelation] soit plus résistant[other_combatant.Get_E]. J'ai à peine une égratignure !;Ich bin mir nicht ganz sicher, warum mein [Root.GetMySpymasterName] meine Ausrüstung vor dem Duell prüfen möchte. Sicherlich war [job_spymaster.GetHerHis] Kommentar über Gift nur ein Scherz! Im Kampf selbst ist meine Leistung nicht die größte, aber ich habe ehrlich gesagt mehr von m[other_combatant.Geteinemeiner] [other_combatant.GetRootRelation]. Ich habe kaum einen Kratzer!;;No sé muy bien por qué mi [Root.GetMySpymasterName] quiere inspeccionar mi equipo antes del duelo. ¡Está claro que su comentario sobre veneno era una broma! Mi posterior actuación en el duelo no es mi mayor logro, pero la verdad, esperaba que mi [other_combatant.GetRootRelation] pusiera más resistencia. ¡Apenas tengo un rasguño!;;;;;;;;;x
EVTDESC_HF_10103_intrigue_default;[other_combatant.GetTitledFirstName] is moving sluggishly. Perhaps it's due to the special breakfast I had my agents prepare for [other_combatant.GetHerHim], but it is clear that the [other_combatant.GetManWoman] is not in [other_combatant.GetHerHis] best form. Before anyone catches on, I attack with full force. It feels almost too easy.;[other_combatant.Get_Le_TitledFirstName] se déplace lentement. Peut-être est-ce dû au petit-déjeuner spécial que mes agents lui ont préparé ? Quoi qu'il en soit, il est clair qu'[other_combatant.GetIlElle] n'est pas au mieux de sa forme. Avant que quelqu'un ait le temps de réagir, j'attaque avec force. Cela semble presque trop facile.;[other_combatant.GetTitledFirstName] bewegt sich träge. Vielleicht liegt es an dem speziellen Frühstück, das meine Spione für [other_combatant.Getihnsie] vorbereitet hatten. Bevor es irgendjemand merkt greife ich mit voller Wucht an. Es ist einfach zu einfach...;;[other_combatant.GetTitledFirstName] se mueve lentamente. Tal vez se deba al desayuno especial que le prepararon mis agentes pero está claro que no está en su mejor forma. Antes de que alguien se dé cuenta, ataco con todas mis fuerzas. Casi parece demasiado fácil.;;;;;;;;;x
EVTDESC_HF_10104_A;I swing my [GetDuelWeapon] [GetClumsilyElegantly], [GetButAndYet] [other_combatant.GetTitledFirstName] keeps side-stepping my attacks. My opponent does not seem tired at all! Raising [other_combatant.GetHerHis] weapon for a final killing blow, the [other_combatant.GetManWoman] suddenly pauses. "Would you heed a warning, [Root.GetFirstName]?! [GetClaimDuelDemand]";Je manie [GetClumsilyElegantly] m[Get_on_DuelWeapon][GetButAndYet] [other_combatant.Get_le_TitledFirstName] continue à éviter mes attaques. Mon adversaire ne semble pas du tout fatigué[other_combatant.Get_E] ! Levant son arme pour porter le coup fatal, [other_combatant.GetLLa][other_combatant.GetManWoman] s'arrête soudain. « Voulez-vous entendre un avertissement, [Root.GetFirstName] ?! [GetClaimDuelDemand] »;Ich schwinge mein(e/en) [GetDuelWeapon] [GetClumsilyElegantly], [GetButAndYet] [other_combatant.GetTitledFirstName] weicht meinen Angriffen aus. Mein Gegner scheint überhaupt nicht müde zu werden! Als [other_combatant.Getderdie] [other_combatant.GetManWoman] [other_combatant.GetHerHis]e Waffe für den finalen Schlag ausholt, hält [other_combatant.GetSheHe] kurz inne. "Würdet ihr meine Warnung beachten, [Root.GetFirstName]?! [GetClaimDuelDemand]";;Blando mi [GetDuelWeapon] [GetClumsilyElegantly], [GetButAndYet] [other_combatant.GetTitledFirstName] sigue esquivando mis ataques. ¡Parece que mi oponente no se canse! [other_combatant.GetTitledFirstName] alza el arma para el golpe mortal y se detiene de repente. "¿Quieres un consejo, [Root.GetFirstName]? [GetClaimDuelDemand]";;;;;;;;x
EVTDESC_HF_10104_B;"They say you are famous for your [Root.GetMilitarySquadPride]", my [other_combatant.GetRootRelation] mocks me. "It doesn't seem to saving you this time, does it?!" [other_combatant.GetSheHe] roars, swinging [other_combatant.GetHerHis] [other_combatant.GetDuelWeapon] furiously. My heart is pounding, when [other_combatant.GetSheHe] starts shouting again. "[GetClaimDuelDemand]";« On dit que vous êtes célèbre pour votre [Root.GetMilitarySquadPride]. Cela ne semble pas vous sauver cette fois, n'est-ce pas ? », dit m[other_combatant.GetOnA] [other_combatant.GetRootRelation] en se moquant de moi, avant de manier furieusement s[other_combatant.Get_on_DuelWeapon]. Mon coeur bat très fort lorsqu'[other_combatant.GetIlElle] recommence à crier. « [GetClaimDuelDemand] »;"Man sagt, dass ihr für eure [Root.GetMilitarySquadPride] berühmt seid.", verspottet mich m[other_combatant.Geteineine] [other_combatant.GetRootRelation]. "Es scheint euch aber diesmal nicht zu retten, oder!?, brüllt [other_combatant.GetSheHe], während [other_combatant.GetSheHe] [other_combatant.GetHerHis](e/en) [other_combatant.GetDuelWeapon] wild umherschwingt. Mein Herz klopft als [other_combatant.GetSheHe] erneut etwas zu schreien beginnt. "[GetClaimDuelDemand]";;"Se dice que eres célebre por tu [Root.GetMilitarySquadPride]", se burla mi [other_combatant.GetRootRelation]. "Pues esta vez no te está ayudando, ¿verdad?", ruge, blandiendo furiosamente su [other_combatant.GetDuelWeapon]. El corazón se me dispara cuando vuelve a gritar. "[GetClaimDuelDemand]";;;;;;;;x
EVTDESC_HF_10104_C;My [other_combatant.GetRootRelation] has spent the better part of an hour humiliating me. I am having trouble standing, my latest lunge of attack left me in the [Root.GetGroundDesc], and my face is streaked with dirt, as well as blood. "What were you thinking?" [other_combatant.GetSheHe] asks, sounding genuinely curious. "[GetClaimDuelDemand]", [other_combatant.GetSheHe] finally pleads.;M[other_combatant.GetOnA] [other_combatant.GetRootRelation] a passé presque une heure à m'humilier. J'ai de la difficulté à tenir debout, ma dernière d'attaque m'a laissé[Root.Get_E] dans [Root.GetGroundDesc] et mon visage est strié de poussière et de sang. « À quoi avez-vous pensé ? », demande-t-[other_combatant.GetIlElle], semblant sincèrement se poser la question. « [GetClaimDuelDemand] », ajoute-t-[other_combatant.GetIlElle].;M[other_combatant.Geteineine] [other_combatant.GetRootRelation] hat gut eine Stunde damit verbracht mich zu erniedrigen. Ich habe Probleme dabei zu stehen, und meine letzten Angriffe haben mich [Root.GetGroundDesc] zurückgelassen. Mein Gesicht ist vom Schmutz und von Blut befleckt. "Was habt ihr euch nur dabei gedacht?", fragt [other_combatant.GetSheHe] wahrlich neugierig. "[GetClaimDuelDemand]", bittet [other_combatant.GetSheHe] schließlich.;;Mi [other_combatant.GetRootRelation] ha pasado casi una hora humillándome. Me cuesta seguir de pie, la última embestida me ha dejado en el/la [Root.GetGroundDesc] y tengo la cara surcada de mugre, además de sangre. "¿En qué pensabas?", me pregunta, con lo que parece una curiosidad sincera. "[GetClaimDuelDemand]", me suplica al fin.;;;;;;;;x
EVTDESC_HF_10104_D;[other_combatant.GetPoisonForgiveness] "[GetClaimDuelDemand]", [other_combatant.GetSheHe] finally pleads.;[other_combatant.GetPoisonForgiveness] « [GetClaimDuelDemand] », ajoute-t-[other_combatant.GetIlElle].;[other_combatant.GetPoisonForgiveness] "[GetClaimDuelDemand]", bittet [other_combatant.GetSheHe] schließlich.;;[other_combatant.GetPoisonForgiveness] "[GetClaimDuelDemand]", me suplica al fin.;;;;;;;;x
EVTDESC_HF_10104_intrigue_A_attacker;[other_combatant.GetTitledFirstName]'s moves are graceful, and I'm impressed – the [other_combatant.GetManWoman] should be looking weaker by now... [other_combatant.GetPoisonDefense];Les mouvements [other_combatant.Get_du_TitledFirstName] sont gracieux et je suis impressionné[Root.Get_E] – [other_combatant.GetIlElle] devrait être plus faible maintenant... [other_combatant.GetPoisonDefense];Die Bewegungen von [other_combatant.GetTitledFirstName] sind anmutig und ich bin sichtlich beeindruckt. [other_combatant.GetDerDie] [other_combatant.GetManWoman] sollte eigentlich bereits schwächer aussehen... [other_combatant.GetPoisonDefense];;Los movimientos de [other_combatant.GetTitledFirstName] gráciles y estoy impresionad[Root.GetOA]. A estas alturas debería parecer más débil… [other_combatant.GetPoisonDefense];;;;;;;;;x
EVTDESC_HF_10104_intrigue_A_defender;[other_combatant.GetTitledFirstName] has only managed to get a few scrapes in on me, yet I can feel my energy draining. Something is wrong. I wonder... [Root.GetPoisonSpeculation];[other_combatant.Get_Le_TitledFirstName] a seulement réussi à me faire quelques égratignures et pourtant je peux sentir mon énergie se vider. Quelque chose ne va pas. Je me demande... [Root.GetPoisonSpeculation];[other_combatant.GetTitledFirstName] hat mir nur ein paar Kratzer zugefügt, aber ich kann bereits fühlen, wie mich meine Energie verlässt. Irgendetwas stimmt nicht... [Root.GetPoisonSpeculation];;[other_combatant.GetTitledFirstName] solo me ha hecho un par de rasguños, pero siento cómo me quedo sin fuerzas. Algo va mal. Me pregunto si… [Root.GetPoisonSpeculation];;;;;;;;;x
