#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTNAME60000;The Khan of Khans;Le khan des khans;Der Khan der Khans;;Kan de Kanes;;;;;;;;;x
EVTNAME60001;The Scourge Arrives;Le fléau arrive;Die Geißel ist da;;Llega el azote;;;;;;;;;x
EVTNAME60002;The Golden Horde;La Horde d'Or;Die Goldene Horde;;La Horda Dorada;;;;;;;;;x
EVTNAME60003;The Iron Khan;Le Khan de fer;Der Eiserne Khan;;El Khan de Hierro;;;;;;;;;x
EVTNAME60010;The Ilkhanate Converts;Les Ilkhanides se convertissent;Die Ilkhanate Konvertiten;;El Ilkhanate se convierte;;;;;;;;;x
EVTNAME60020;The Golden Horde Converts;La Horde d'Or se convertit;Die Konvertiten der Goldenen Horde;;La Horda Dorada se convierte;;;;;;;;;x
EVTNAME60100;The Mongols sack Kiev!;Les Mongols envahissent Kiev !;Die Mongolen brandschatzen Kiew!;;¡Los mongoles saquean Kiev!;;;;;;;;;x
EVTNAME60101;The Mongols sack Novgorod!;Les Mongols envahissent Novgorod !;Die Mongolen brandschatzen Nowgorod!;;¡Los mongoles saquean Novogrado!;;;;;;;;;x
EVTNAME60102;The Mongols sack Krakow!;Les Mongols envahissent Cracovie !;Die Mongolen brandschatzen Krakau!;;¡Los mongoles saquean Cracovia!;;;;;;;;;x
EVTNAME60103;The Mongols sack Aachen!;Les Mongols envahissent Aix-la-Chapelle !;Die Mongolen brandschatzen Aachen!;;¡Los mongoles saquean Aquisgrán!;;;;;;;;;x
EVTNAME60104;The Mongols sack Paris!;Les Mongols envahissent Paris !;Die Mongolen brandschatzen Paris!;;¡Los mongoles saquean París!;;;;;;;;;x
EVTNAME60105;The Mongols sack London!;Les Mongols envahissent Londres !;Die Mongolen brandschatzen London!;;¡Los mongoles saquean Londres!;;;;;;;;;x
EVTNAME60106;The Mongols sack Rome!;Les Mongols envahissent Rome !;Die Mongolen brandschatzen Rom!;;¡Los mongoles saquean Roma!;;;;;;;;;x
EVTNAME60107;The Mongols sack Venice!;Les Mongols envahissent Venise !;Die Mongolen brandschatzen Venedig!;;¡Los mongoles saquean Venecia!;;;;;;;;;x
EVTNAME60108;The Mongols sack Constantinople!;Les Mongols envahissent Constantinople !;Die Mongolen brandschatzen Konstantinopel!;;¡Los mongoles saquean Constantinopla!;;;;;;;;;x
EVTNAME60109;The Mongols sack Lisbon!;Les Mongols envahissent Lisbonne !;Die Mongolen brandschatzen Lissabon!;;¡Los mongoles saquean Lisboa!;;;;;;;;;x
EVTNAME60110;The Mongols sack Smolensk!;Les Mongols envahissent Smolensk !;Die Mongolen brandschatzen Smolensk!;;¡Los mongoles saquean Smolensk!;;;;;;;;;x
EVTNAME60111;The Mongols sack Prague!;Les Mongols envahissent Prague !;Die Mongolen brandschatzen Prag!;;¡Los mongoles saquean Praga!;;;;;;;;;x
EVTNAME60112;The Mongols sack Vienna!;Les Mongols pillent Vienne !;Die Mongolen brandschatzen Wien!;;¡Los mongoles saquean Viena!;;;;;;;;;x
EVTNAME60113;The Mongols sack Esztergom!;Les Mongols envahissent Esztergom ! ;Die Mongolen brandschatzen Esztergom!;;¡Los mongoles saquean Estrigonia!;;;;;;;;;x
EVTNAME60114;The Mongols sack Athens!;Les Mongols envahissent Athènes !;Die Mongolen brandschatzen Athen!;;¡Los mongoles saquean Atenas!;;;;;;;;;x
EVTNAME60115;The Mongols sack Belgrade!;Les Mongols envahissent Belgrade !;Die Mongolen brandschatzen Belgrad!;;¡Los mongoles saquean Belgrado!;;;;;;;;;x
EVTNAME60116;The Mongols sack Baghdad!;Les Mongols envahissent Baghdâd !;Die Mongolen brandschatzen Bagdad!;;¡Los mongoles saquean Bagdad!;;;;;;;;;x
EVTNAME60117;The Mongols sack Damascus!;Les Mongols envahissent Damas ! ;Die Mongolen brandschatzen Damaskus!;;¡Los mongoles saquean Damasco!;;;;;;;;;x
EVTNAME60118;The Mongols sack Jerusalem!;Les Mongols envahissent Jérusalem !;Die Mongolen brandschatzen Jerusalem!;;¡Los mongoles saquean Jerusalén!;;;;;;;;;x
EVTNAME60119;The Mongols sack Alexandria!;Les Mongols envahissent Alexandrie !;Die Mongolen brandschatzen Alexandria!;;¡Los mongoles saquean Alejandría!;;;;;;;;;x
EVTNAME60120;The Mongols sack Cairo!;Les Mongols envahissent Le Caire !;Die Mongolen brandschatzen Kairo!;;¡Los mongoles saquean El Cairo!;;;;;;;;;x
EVTNAME60121;The Mongols sack Mecca!;Les Mongols envahissent La Mecque !;Die Mongolen brandschatzen Mekka!;;¡Los mongoles saquean La Meca!;;;;;;;;;x
EVTNAME60206;The Great Seljuk;Le grand Seldjouk;Der Große Seljuke;;El Gran Seljuk;;;;;;;;;x
EVTNAME60306;The Iron Khan;Le Khan de fer;Der Eiserne Khan;;El Khan de Hierro;;;;;;;;;x
EVTNAME60406;Rise of the Ghaznavids;La montée des Ghaznévides;Aufstieg der Ghaznaviden;;Subida de los Gaznávidas;;;;;;;;;x
EVTNAME60500;The Mongols;Les Mongols;Die Mongolen;;Los mongoles;;;;;;;;;x
EVTNAME60520;The Mongols;Les Mongols;Die Mongolen;;Los mongoles;;;;;;;;;x

EVTDESC60000;My liege, vague rumors of an all-conquering menace have reached us from the far East. It seems that a Great Khan has united all the tribes of the vast steppes, leading millions of fierce horse warriors against the great cities of Cathay. In time, this new Khagan could pose a threat to the civilized world...;Des rumeurs inquiétantes nous parviennent d'Extrême-Orient. Il semble qu'un grand khan ait rassemblé toutes les tribus des vastes steppes et ait pris la tête de millions de redoutables cavaliers pour conquérir les grandes cités de Cathay. À terme, ce nouveau khan des khans pourrait représenter une menace pour le monde civilisé...;Mein Lehnsherr, aus dem fernen Osten erreichen uns vage Gerüchte über eine schier unaufhaltsame Bedrohung: Anscheinend hat ein Großkhan alle Stämme der weiten Steppe vereinigt und führt Millionen wilder Reitersoldaten gegen die großen Städte Chinas. Früher oder später könnte dieser neue Khan auch eine Bedrohung für die zivilisierte Welt darstellen ...;;Mi señor, nos llegan rumores de Extremo Oriente sobre una amenaza invencible. Parece que un gran Khan ha unido a todas las tribus de las vastas estepas y lidera a millones de feroces jinetes contra las villas de Catay. Con el tiempo, este nuevo Gran Kan podría amenazar al mundo civilizado...;;;;;;;;;x
EVTDESC60001;My liege, the great Khagan has dispatched a numberless horde of barbarian horsemen against the lands of Central Asia and Eastern Persia. Appearing in Balkh, the heathen armies seem intent on conquering the Muslim world!;Le grand Khagan a lancé à l'assaut des territoires d'Asie centrale et de Perse orientale une horde composée d'innombrables cavaliers barbares. Après avoir fait leur apparition à Balkh, les armées païennes semblent avoir l'intention de conquérir le monde musulman !;Mein Lehnsherr, der Großkhan hat eine schier zahllose Horde barbarischer Reiter zur Eroberung Zentralasiens und des östlichen Persiens geschickt. Die heidnischen Armeen stehen schon in Balch und scheinen die gesamte muslimische Welt erobern zu wollen!;;Mi señor, el Gran Kan ha enviado una inmensa horda de bárbaros a caballo contra Asia central y el este de Persia. ¡Al presentarse en Balkh, los ejércitos paganos parecen decididos a la conquista del mundo musulmán!;;;;;;;;;x
EVTDESC60002;My liege, another horde has been sent west by the terrible Khagan of the Mongols. This one - the 'Golden Horde' - has allegedly been ordered to conquer Europe all the way to the Atlantic Ocean!;Le terrible Khagan des Mongols a lancé une nouvelle horde vers l'ouest. Celle-ci, la « Horde d'Or », aurait reçu l'ordre de conquérir l'Europe jusqu'à l'océan Atlantique !;Mein Lehnsherr, der schreckliche Khan der Mongolen hat eine weitere Horde gen Westen geschickt - die "Goldene Horde". Angeblich hat sie den Befehl, Europa bis zum Atlantik zu erobern!;;Mi señor, el terrible Emperador mongol ha enviado otra horda al oeste. ¡Parece ser que esta horda, la Horda Dorada, tiene la orden de conquistar Europa hasta el Océano Atlántico!;;;;;;;;;x
EVTDESC60003;My liege, the great Khan Timur has gathered many of the horse clans of Central Asia under his banner, intent on creating an empire to rival that of the legendary Genghis Khan himself. His fearsome horde has been sighted in Khiva, poised to overrun the ancient realm of Persia.;Mon seigneur, le grand Khan Timour a fédéré de nombreux clans d'Asie Centrale autour de sa bannière dans l'espoir de fonder un empire qui rivaliserait avec celui du légendaire Gengis Khan. Sa horde féroce a été aperçue près de Khiva, et est sur le point d'envahir l'ancien Royaume de Perse.;Mein Fürst, der große Khan Timur hat viele Männer aus den berittenen Stämmen von Zentralasien unter seinem Banner vereint. Er plant, ein mächtiges Reich zu erschaffen, so stark wie einst das Reich des legendären Dschingis Khan. Seine furchteinflößende Horde wurde in Khiva gesichtet, auf dem Weg, in das alte Persien einzufallen.;;Mi señor, el gran Khan Timur ha agrupado a muchos de las caballerías de Asia Central bajo su bandera, con la intención de crear un imperio que rivalice con el del legendario Genghis Khan. Su temible horda ha sido vista en Khiva, a punto de invadir el antiguo reino de Persia.;;;;;;;;;x
EVTDESC60004;The Great Khagan has sent more warriors to aid our conquest!;Le grand Khagan a envoyé des guerriers supplémentaires pour participer à notre conquête !;Der Großkhan hat mehr Krieger für unsere Eroberung geschickt!;;¡El Gran Khan ha enviado más guerreros para apoyar nuestra conquista!;;;;;;;;;x
EVTDESC60010;The great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the [catholic.GetName] faith!;Son Excellence [Root.Get_le_TitledName] et tous ses vassaux se sont convertis au [GetFrenchCatholicisme] !;[Root.GetHerHisCap]e Lordschaft [Root.GetTitledName] und all [Root.GetHerHis]e Vasallen haben konvertiert und den [catholic.GetName]en Glauben angenommen!;;¡El Gran [Root.GetTitledName] y todos sus vasallos se han convertido y abrazado la fe [GetSpanishCatolica]!;;;;;;;;;x
EVTDESC60011;The great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Orthodox faith!;Son Excellence [Root.Get_le_TitledName] et tous ses vassaux se sont convertis à l'orthodoxie !;[Root.GetHerHisCap]e Lordschaft [Root.GetTitledName] und all [Root.GetHerHis]e Vasallen haben konvertiert und den orthodoxen Glauben angenommen!;;¡El Gran [Root.GetTitledName] y todos sus vasallos se han convertido y abrazado la fe Ortodoxa!;;;;;;;;;x
EVTDESC60012;The great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Sunni faith!;Son Excellence [Root.Get_le_TitledName] et tous ses vassaux se sont convertis au sunnisme !;[Root.GetHerHisCap]e Lordschaft [Root.GetTitledName] und all [Root.GetHerHis]e Vasallen haben konvertiert und den sunnitischen Glauben angenommen!;;¡El Gran [Root.GetTitledName] y todos sus vasallos se han convertido y abrazado la fe Suní!;;;;;;;;;x
EVTDESC60013;The great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced the Shiite faith!;Son Excellence [Root.Get_le_TitledName] et tous ses vassaux se sont convertis au chiisme !;[Root.GetHerHisCap]e Lordschaft [Root.GetTitledName] und all [Root.GetHerHis]e Vasallen haben konvertiert und den schiitischen Glauben angenommen!;;¡El Gran [Root.GetTitledName] y todos sus vasallos se han convertido y abrazado la fe Chií!;;;;;;;;;x
EVTDESC60014;The great [Root.GetTitledName] and all [Root.GetHerHis] vassals have converted and embraced Nestorian Christianity!;[Root.Get_Le_TitledName] et tous ses vassaux se sont convertis au christianisme nestorien !;[Root.GetTitledName] und all [Root.GetHerHis]e Vasallen sind konvertiert und nehmen das nestorianische Christentum begeistert an!;;¡Su alteza [Root.GetTitledName] y todos [Root.GetHerHis] vasallos se han convertido y abrazado el Nestorianismo!;;;;;;;;;x
EVTDESC60100;The Mongol scourge has poured through the Golden Gates of Kiev and sacked the once proud trading hub. The city has been left a smoldering ruin and the Dnieper now runs red with the blood of its former inhabitants.;Le fléau mongol s'est déversé à travers la Porte dorée de Kiev et a pillé ce qui fut autrefois l'un des plus grands centres commerciaux. Ne restaient de la ville que des ruines fumantes. Le Dniepr a désormais la teinte rouge du sang des habitants;Die mongolische Landplage ist durch die Goldenen Toren von Kiew gedrungen und hat das einst stolze Handelszentrum geplündert. Die Stadt ist nun eine schwelende Ruine und der Dnjepr fließt nun rot durch das Blut der früheren Bewohner.;;El azote mongol ha penetrado las Puertas Doradas de Kiev y saqueado su otrora orgulloso centro comercial. La ciudad ha sido reducida a escombros y el Dniéper ahora fluye rojo, lleno de sangre de sus antiguos habitantes.;;;;;;;;;x
EVTDESC60101;Novgorod has been stormed by the Tartar horde and both the city and its population are now suffering beyond measure. The Cathedral of Saint Sophia is engulfed in flames as the steppe warriors loot that which can be carried away and put the rest to the torch.;Novgorod a été mise à sac par l'armée tartare et ses habitants se retrouvent dans une situation de souffrance inouïe. La cathédrale Sainte-Sophie est ravagée par les flammes tandis que les guerriers des steppes pillent tout ce qui peut être emporté avant d'incendier ce qui reste.;Nowgorod wurde von den tatarischen Horden gestürmt und sowohl die Stadt als auch ihre Bevölkerung leiden jetzt über die Maßen. Die Kathedrale von Sankt Sophia steht in Flammen, während die Steppenkrieger alles plündern, was sie können, und verbrennen, was noch übrig geblieben ist.;;Novogrado ha sido asaltada por la horda tártara y ahora la ciudad y su población sufren de manera inconmensurable. La catedral de Santa Sofía es devorada por las llamas mientras los guerreros esteparios saquean cuánto puede ser transportado e incendian el resto.;;;;;;;;;x
EVTDESC60102;The Mongols continue their push beyond the Vistula and into Poland. Krakow has now fallen to the invaders, and it is said that at night the flames from the burning city can be seen from untold leagues away.;Les Mongols continuent leur progression au-delà de la Vistule et ont atteint la Pologne. Cracovie est tombée aux mains des barbares et il paraît que la nuit, les énormes flammes qui ravagent la ville incendiée sont visibles de très loin.;Die Mongolen setzen ihr Vordringen jenseits der Weichsel nach Polen fort. Krakau ist nun in den Händen der Eindringlinge und es wird gesagt, dass die Flammen der brennenden Stadt in der Nacht aus weiter Ferne zu sehen seien.;;Los mongoles continúan su ofensiva más allá del Vístula y se internan en Polonia. Cracovia ha caído en manos invasoras y se dice que de noche puede verse la ciudad en llamas a incontables leguas de distancia.;;;;;;;;;x
EVTDESC60103;Even Aachen, the former seat of Charlemagne's great Carolingian empire, has fallen under the shadow of the Mongol scourge. His spirit must surely be weeping at the atrocities now being committed within the city's walls.;Même Aix-la-Chapelle, l'ancienne capitale de l'immense empire carolingien de Charlemagne, n'a pu résister au fléau mongol. L'ancien empereur doit se retourner dans sa tombe devant les atrocités commises dans l'enceinte de sa ville.;Auch Aachen, der ehemalige Sitz des großen karolingischen Reiches Karls des Großen, ist in den Schatten der mongolischen Landplage gefallen. Seine Seele muss bei den Gräueltaten innerhalb der Stadtmauern sicherlich heulen.;;Incluso Aquisgrán, el antiguo trono del gran Imperio carolingio de Carlomagno, ha caído bajo la sombra del azote mongol. Su espíritu debe estar llorando por las atrocidades cometidas dentro de sus murallas.;;;;;;;;;x
