china_physician_cd;§YSent a Physician§!;§YA envoyé un physicien§!;§YArzt entsenden§!;;§Yenviaste un médico§!;;;;;;;;;x
china_physician_cd_desc;You have already sent a Physician to China, you will not be able to send another one.;Vous avez déjà envoyé un physicien à la Chine et ne pourrez plus en envoyer d'autres.;Ihr habt bereits einen Arzt nach China entsendet und könnt keinen weiteren senden;;Ya has enviado un médico a China, no podrás enviar otro.;;;;;;;;;x
chinese_grace_become_tributary_effect_TT;In exchange for §R50% income§!, §R30% troop reinforcement rate§! and §R[GetChineseOffmapTributaryPrestigeCost]§!, receive §G2 Grace per month§! and §Ga Chinese regiment to raise as the defender in a war§!.\nThese effects last until the end of the Empire's §Yruling dynasty§!, or until §Yyou declare independence§! (through war, or decision in the Intrigue screen).\n;En échange de §R50% des revenus§!, §R30% du taux de renforcement de troupes§! et §R[GetChineseOffmapTributaryPrestigeCost]§!, vous recevez §G2 Grâces par mois§! et §Gun régiment chinois levable en étant défenseur dans une guerre§!.\nCes effets durent jusqu'à la chute de la §Ydynastie régnante§! de l'Empire, ou jusqu'à que vous déclariez votre indépendance (par la guerre ou la décision).\n;Für §R50% Einkommen§!, §R30% Truppenverstärkungsrate§! und §R[GetChineseOffmapTributaryPrestigeCost]§! erhaltet Ihr §Gmonatlich 2 Gunst§! und §Gein chinesisches Regiment, das Ihr in einem Verteidigungskrieg ausheben könnt.§!\nDies hält bis zum §YEnde der herrschenden Dynastie§! im Reich an oder bis Ihr die §YUnabhängigkeit§! erklärt (Krieg oder Entscheidung).\n;;A cambio del §R50% de tus ingresos§!, el §R30% de refuerzos de leva§! y §R[GetChineseOffmapTributaryPrestigeCost]§! recibirás §G2 Gracia al mes§! y §Gpodrás reclutar un regimiento de tropas chinas cuando seas el defensor en una guerra§!.\nEstos efectos durarán hasta el fin de la §Ydinastía gobernante§! del Imperio o que §Ydeclares la independencia§! (mediante guerra o decisión en la pantalla de intriga).\n;;;;;;;;;x
hostages_random_imprisonment_tt;You will imprison a random §YClose Relative§! of the target.;Vous emprisonnerez un §Yproche parent§! aléatoire de la cible.;Ihr sperrt einen zufälligen §Ynahen Verwandten§! des Ziels ein.;;Encarcelas a un §Ypariente cercano§! cualquiera del objetivo.;;;;;;;;;x
is_not_maimed_or_infirm_tt;Is NOT §YMaimed§! or §YInfirm§!\n;N'a pas le trait §YMutilation§! ni §YInfirmité§!\n;Ist NICHT §Yverstümmelt§! oder §Ygebrechlich§!\n;;NO es §Ymutilado§! o §Yenfermizo§!\n;;;;;;;;;x
is_not_one_eyed_handed_legged_disfigured_or_mangled_tt;Is NOT §YOne-Eyed§!, §YOne-Handed§!, §YOne-Legged§!, §YDisfigured§!, or §YMangled§!\n;N'a aucun des traits §YBorgne§!, §YManchot§!, §YUnijambiste§!, §YDéfiguration§! ou §YMutilation§!\n;Ist NICHT §Yeinäugig§!, §Yeinhändig§!, §Yeinbeinig§!, §Yentstellt§! oder §Yübel zugerichtet§!\n;;NO es §Ytuerto§!, §Ymanco§!, §Ycojo§!, §Ydesfigurado§! o §Ylisiado§!\n;;;;;;;;;x
is_not_wounded_severely_injured_tt;Is NOT §YWounded§! or §YSeverely Injured§!\n;N'a pas le trait §YBlessure§! ni §YBlessure grave§!\n;Ist NICHT §Yverwundet§! oder §Yschwer verletzt§!\n;;NO está §Yherido§! ni §Ygravemente herido§!;;;;;;;;;x
you_will_game_over_tt;§RThis will cause a GAME OVER, as you are not allowed to play this Religion!§!\n;§RVous perdrez la partie;§RDies wird zum Spielende führen, da es Euch nicht erlaubt ist, diese Religion zu spielen!§!\n;;§R¡Esto causará el FIN DE LA PARTIDA, porque no se te permite jugar esta religión!§!\n;;;;;;;;;x
ALTAIC_BUT_NOT_JURCHEN_TT;An [altaic.GetGroupName] Culture besides [jurchen.GetName];Une culture [altaic.GetGroupName] autre que [jurchen.GetName];Eine [altaic.GetGroupName]e Kultur neben der [jurchen.GetName]en Kultur;;Una cultura [altaic.GetGroupName] aparte de la [jurchen.GetName];;;;;;;;;x
angered_china_tt;[Root.GetTitledFirstName] gets 'Angered China' for 50 years, decreasing Monthly Prestige by §R-0.50§! and Monthly Grace by §R-2§!.;[Root.Get_Le_TitledFirstName] obtient 'Chine en colère' pendant 50 ans, diminuant le §Yprestige mensuel§! de §R-0.50§! et la §Ygrâce mensuelle§! de §R-2§!.;[Root.GetTitledFirstName] erhält für 50 Jahre "Verärgertes China", was die monatliche Prestige um §R-0.50§! und monatliche Gunst um §R-2§! reduziert.;;[Root.GetTitledFirstName] consigue ‘China enfurecida’ durante 50 años, reduciendo prestigio mensual en §R-0.50§! y gracia mensual en §R-2§!.;;;;;;;;;x
artifact_description_smith_tier_1;A well crafted [Root.GetWeaponType] made at the behest of [Root.GetTitledName] by [From.GetTitledName].;[Root.GetWeaponType] de bonne qualité sur commande [Root.Get_du_TitledName] [From.Get_au_TitledName].;[Root.GetWeaponEinEine] gut verarbeitet[Root.GetWeaponAdjEndingDE] [Root.GetWeaponTypeDE]. Geschmiedet von [Root.GetTitledName] auf Geheiß von [From.GetTitledName].;;Un/a [Root.GetWeaponType] forjado/a por [From.GetTitledName] a petición de [Root.GetTitledName];;;;;;;;;x
artifact_description_smith_tier_2;An excellently crafted [Root.GetWeaponType] made at the behest of [Root.GetTitledName] by [From.GetTitledName];[Root.GetWeaponType] d'excellente qualité sur commande [Root.Get_du_TitledName] [From.Get_au_TitledName].;[Root.GetWeaponEinEine] hervorragend verarbeitet[Root.GetWeaponAdjEndingDE] [Root.GetWeaponTypeDE]. Geschmiedet von [Root.GetTitledName] auf Geheiß von [From.GetTitledName].;;Un/a [Root.GetWeaponType] excelente, forjado/a por [From.GetTitledName] a petición de [Root.GetTitledName];;;;;;;;;x
artifact_name;[GetWeaponName];[GetWeaponName];[GetWeaponName];;[GetWeaponName];;;;;;;;;x
cruel_imprisoner_trait_chance_TT;A 25% chance to become §YCruel§!;25% de chance d'obtenir le trait '§YCruauté§!';25% Chance, §YGrausam§! zu werden;;Un 25% de posibilidades de ser §Ycruel§!;;;;;;;;;x
local_religion_conversion_tooltip;§Y[Root.GetTitledFirstName]§! becomes §Y[Root.Capital.Religion.GetName]§!.;[Root.Get_Le_TitledFirstNameJ] se convertit à la foi §Y[Root.Capital.Religion.GetName]§!.;§Y[Root.GetTitledFirstName]§! wird §Y[Root.Capital.Religion.GetName]§!.;;§Y[Root.GetTitledFirstName]§! se convierte en §Y[Root.Capital.Religion.GetName]§!.;;;;;;;;;x
nomad_settle_conversion_tooltip;Due to population, additional provinces may be converted to §Y[From.Culture.GetName]§! culture and the §Y[From.Religion.GetName]§! faith.\n;À cause de la population, des provinces additionnelles pourraient être converties à la culture §Y[From.Culture.GetName]§! et à la foi §Y[From.Religion.GetName]§!.\n;Aufgrund der Bevölkerung können zusätzliche Provinzen zur §Y[From.Culture.GetName]en§! Kultur und zum §Y[From.Religion.GetName]en§! Glauben konvertiert werden.\n;;Debido a la población, las provincias adicionales pueden convertirse a la cultura §Y[From.Culture.GetName]§! y el credo §Y[From.Religion.GetName]§!.\n;;;;;;;;;x
adopt_chinese_imperialism_gov_tt;Under Chinese Imperialism you:\n§Y*§! Can hold cities\n§Y*§! Do not care if others do not follow your religion nor can you demand their conversion\n§Y*§! Do not get opinion penalties with vassals of other government types\n§Y*§! Can not create or usurp Empires\n§Y*§! Follow the special Temple Name convention of naming rulers\n§Y*§! Are limited to non-elective succession laws;Sous l'impérialisme chinois,\n§Y*§! Vous pouvez détenir des cités\n§Y*§! Vous ne vous souciez pas si autrui ne suit pas votre religion et ne pouvez pas exiger sa conversion\n§Y*§! Vous n'obtenez pas de pénalité d'opinion avec les vassaux d'autres types de gouvernement\n§Y*§! Vous ne pouvez ni créer ni usurper des empires\n§Y*§! Vous suivez la convention spéciale des noms de temples pour nommer les dirigeants\n§Y*§! Vous êtes limité aux lois de succession non élective;Unter chinesischen Imperialismus:\n§Y*§! Könnt Ihr Städte halten\n§Y*§! Kümmert es Euch nicht, ob andere Eurer Religion folgen und Ihr könnt auch nicht ihre Konvertierung fordern\n§Y*§! Erhaltet Ihr keine Mali auf Meinung von Vasallen anderer Regierungstypen\n§Y*§! Könnt Ihr keine Reiche erstellen oder übernehmen\n§Y*§! Unterliegt Ihr der speziellen Namenskonvention durch Tempelnamen bei der Benennung von Herrschern\n§Y*§! Seid Ihr auf Nachfolgerechte ohne Wahl limitiert;;Con el imperialismo chino:\n§Y*§! Puedes tener ciudades\n§Y*§! No te importa que otros no practiquen tu religión ni puedes exigir su conversión\n§Y*§! No recibes penalización de opinión con vasallos de otros tipos de gobierno\n§Y*§! No puedes crear ni usurpar imperios\n§Y*§! Sigues la convención especial de [Root.GetPublicOpinionOfWork]s de templo para dar nombre a los gobernantes\n§Y*§! Estás limitado a leyes de sucesión no electivas;;;;;;;;;x
adopt_chinese_imperialism_temple_name_tt;You will take on a new Temple Name.;Vous aurez un nouveau nom de temple.;Ihr erhaltet einen neuen Tempelnamen;;Tomas un nuevo nombre de templo;;;;;;;;;x
adopt_chinese_imperialism_tt;You will found a new Empire in the West, inspired by the splendor of the [offmap_china.GetFullName].\n;Vous fonderez un nouvel empire à l'ouest, inspiré par la splendeur de l'[offmap_china.GetFullName].\n;Ihr gründet im Westen ein neues Reich, das vom Glanz Chinas inspiriert ist.\n;;Fundarás un nuevo imperio en Occidente, inspirado por el esplendor del [offmap_china.GetFullName].\n;;;;;;;;;x
adult_or_close_relative_of_12_years_tt;Is an adult, OR a close relative who is at least 12 years old;Est un adulte, ou un proche parent qui a au moins 12 ans;Ist ein Erwachsener ODER ein naher Verwandter von mindestens 12 Jahren;;Es adulto O pariente cercano de 12 años al menos;;;;;;;;;x
already_at_war_tt;Is NOT already fighting a §YForce Open§! war;Ne combat pas déjà dans une guerre visant à imposer l'ouverture;Kämpft NICHT bereits in einem Krieg zur §YZwangsöffnung§!;;NO está librando una guerra para §Yobligar a la apertura§!;;;;;;;;;x
already_raised_TT;Must NOT already have raised a Chinese Regiment;Ne doit pas déjà avoir levé un régiment chinois;Darf NICHT bereits ein chinesisches Regiment ausgehoben haben;;NO debe haber reclutado ya un regimiento chino;;;;;;;;;x
artifact_added_tt;An artifact is added to your inventory.;Un artefact est ajouté à votre inventaire.;Ein Artefakt wird Eurem Inventar hinzugefügt.;;Se añade un artefacto a tu inventario.;;;;;;;;;x
artifact_raid_tt;A Chinese artifact is added to your inventory.;Un artefact chinois est ajouté à votre inventaire.;Ein chinesisches Artefakt wird Eurem Inventar hinzugefügt.;;Se añade un artefacto chino a tu inventario.;;;;;;;;;x
available_because_is_dumb_tt;This option is available because you have one or more of the traits §YDull§!, §YSlow§!, or §YImbecile§!\n;Cette option est disponible parce que vous avez au moins un des traits §YSimplet§!, §YLenteur§! ou §YImbécilité§!\n;Diese Option ist verfügbar, da Ihr eine der Eigenschaften §YDümmlich§!, §YZurückgeblieben§! oder §YUnfähig§! habt.;;Esta opción está disponible porque tienes uno o más de los rasgos §Ytorpe§!, §Ylento§! o §Yimbécil§!\n;;;;;;;;;x
available_because_trait_erudite_tt;This option is available because you have the trait §YErudite§!\n;Cette option est disponible parce que vous avez le trait §YÉrudition§!\n;Diese Option ist verfügbar, da Ihr die Eigenschaft §YGebildet§! habt.;;Esta opción está disponible porque tienes el rasgo §Yerudito§!\n;;;;;;;;;x
available_because_trait_lunatic_tt;This option is available because you have the trait §YLunatic§!\n;Cette option est disponible parce que vous avez le trait §YLunatique§!\n;Diese Option ist verfügbar, da Ihr die Eigenschaft §YWahnsinnig§! habt.;;Esta opción está disponible porque tienes el rasgo §Ylunático§!\n;;;;;;;;;x
available_because_trait_mastermind_theologian_tt;This option is available because you have the trait §YMastermind Theologian§!\n;Cette option est disponible parce que vous avez le trait §YGrand théologien§!\n;Diese Option ist verfügbar, da Ihr die Eigenschaft §YMeistertheologe§! habt.;;Esta opción está disponible porque tienes el rasgo §Ygenio teólogo§!\n;;;;;;;;;x
available_because_trait_scholar_tt;This option is available because you have the trait §YScholar§!\n;Cette option est disponible parce que vous avez le trait §YÉrudit§!\n;Diese Option ist verfügbar, da Ihr die Eigenschaft §YGelehrter§! habt.;;Esta opción está disponible porque tienes el rasgo §Ysabio§!\n;;;;;;;;;x
available_due_to_prestige_tt;This option is available due to your high §YPrestige§!\n;Cette option est disponible car votre §YPrestige§! est assez élevé !;Diese Option ist wegen Eures hohen §YPrestige§! verfügbar;;Esta opción está disponible debido a tu gran §YPrestigio§!\n;;;;;;;;;x
bema_celebrations;Holding Bema festival;Organise une fête de Bêma;Hält Bema-Fest ab;;Celebrando el Bema;;;;;;;;;x
bon_sympathy_eastern;Has a §YCounty§!, §YVassal§! or §YLiege§! of an §YEastern Religion§!;A un comté, un vassal ou un seigneur lige d'une religion orientale;Hat eine §YGrafschaft§!, einen §!Vasallen§! oder einen §YLehnsherrn§! der §Yöstlichen Glaubensgruppe§!;;Tiene un §Ycondado§!, §Yvasallo§! o §Yseñor§! de §Yreligión oriental§!;;;;;;;;;x
can_marry_chinese_royal_tt;Is eligible for marriage;Est admissible pour le mariage;Ist für die Ehe geeignet;;Es apto para matrimonio;;;;;;;;;x
cat_corridor;Follow §YMittens§!;Suivre §YMoufle§!;Folgt §YSchnurri§!;;Sigue a §YMitones§!;;;;;;;;;x
cat_kitchen;Share some milk with §YMittens§!;Partager du lait avec §YMoufle§!;Gebt §YSchnurri§! etwas Milch;;Comparte leche con §YMitones§!;;;;;;;;;x
cat_start;The council continues;Le Conseil continue;Der Rat fährt fort;;El consejo continúa;;;;;;;;;x
cb_opportunity_liberate;Gain one use of the §YLiberate Religion§! Casus Belli, to be used on any valid target of your choosing.;Obtenir une utilisation du casus belli '§YLibération religieuse§!' sur toute cible valide.;Erhalte eine einmalige Benutzung des §YReligion befreien§! Kriegsgrundes, der auf ein gültiges Ziel Eurer Wahl ausgeführt werden kann.;;Gana uno de los casus belli de §Yliberar religión§!, que podrás usar sobre cualquier objetivo válido que elijas.;;;;;;;;;x
cb_opportunity_liberate_deny;You decide that your time is better spent elsewhere. You will not be presented with this opportunity again.;Vous décidez que votre temps est mieux dépensé ailleurs. Vous n'aurez pas d'autres occasions.;Ihr entscheidet Euch, dass Eure Zeit an anderer Stelle besser aufgewendet werden kann. Ihr werdet solch eine Gelegenheit nie wieder erhalten.;;Decides que mejor perder el tiempo en otro lado. No se te volverá a presentar esta oportunidad.;;;;;;;;;x
china_boon_available_tt;§Y[Root.Offmap.Ruler.GetMediumChineseEmperorName]§! has NOT granted you a boon within the last year;L'§Y[Root.Offmap.Ruler.GetMediumChineseEmperorName]§! ne vous a pas accordé de faveur au cours de la dernière année;§Y[Root.Offmap.Ruler.GetMediumChineseEmperorName]§! hat Euch im vergangenen Jahr keine Gefallen gewährt;;§Y[Root.Offmap.Ruler.GetMediumChineseEmperorName]§! NO te concedió un regalo el año pasado;;;;;;;;;x
china_boon_cd;§YRecently Asked for Boon§!;§YA récemment demandé une faveur à la Chine§!;§YFragte kürzlich nach einem Gefallen§!;;§YPidió un regalo hace poco§!;;;;;;;;;x
china_boon_cd_desc;You have recently asked China for a Boon, you will be able to ask for another one on: §Y[Root.jd_china_boon_cd.GetExpiryDate]§!;Vous avez récemment demandé une faveur à la Chine. Vous pourrez le refaire le §Y[Root.jd_china_boon_cd.GetExpiryDate]§!;Ihr habt China erst kürzlich um einen Gefallen gebeten und könnt erst am §Y[Root.jd_china_boon_cd.GetExpiryDate]§! um einen weiteren fragen;;Has pedido hace poco un regalo a China. Podrás pedir otro el: §Y[Root.jd_china_boon_cd.GetExpiryDate]§!;;;;;;;;;x
china_commander_cd;§YRecently Sent Commander§!;§YA récemment envoyé un commandant§!;§YAbklingzeit - Kommandanten entsenden§!;;§YCuenta atrás envío comandante§!;;;;;;;;;x
china_commander_cd_desc;You have recently sent a Commander to China, if China is still in turmoil you will be able to send another one on: §Y[Root.chinese_grace_send_commander_timer.GetExpiryDate]§!;Vous avez récemment envoyé un commandant à la Chine. Si la Chine est encore en période de troubles, vous pourrez en envoyer un autre le §Y[Root.chinese_grace_send_commander_timer.GetExpiryDate]§!;Ihr habt erst kürzlich einen Kommandanten nach China entsendet. Wenn China weiterhin in Aufruhr ist, könnt Ihr den nächsten am §Y[Root.chinese_grace_send_commander_timer.GetExpiryDate]§! senden;;Has enviado recientemente un comandante a China. Si China sigue sumida en el caos podrás enviar otro el: §Y[Root.chinese_grace_send_commander_timer.GetExpiryDate]§! ;;;;;;;;;x
china_concubine_cd;§YRecently Sent a Concubine§!;§YA récemment envoyé une concubine§!;§YAbklingzeit - Konkubine entsenden§!;;§YRecuperando enviar concubina§!;;;;;x;;;;
china_concubine_cd_desc;You have recently sent a Concubine to China, you will be able to send another one on: §Y[Root.chinese_grace_send_concubine_timer.GetExpiryDate]§!;Vous avez récemment envoyé une concubine à la Chine, vous pourrez en envoyer une autre le §Y[Root.chinese_grace_send_concubine_timer.GetExpiryDate]§!;Ihr habt erst vor kurzem eine Konkubine nach China entsendet und könnt bis §Y[Root.chinese_grace_send_concubine_timer.GetExpiryDate]§! keine weitere schicken.;;Enviaste una concubina a China hace poco. Podrás enviar otra en §Y[Root.chinese_grace_send_concubine_timer.GetExpiryDate]§!;;;;;x;;;;
china_eunuch_cd;§YRecently Sent a Eunuch§!;§YA récemment envoyé un eunuque§!;§YAbklingzeit - Eunuch entsenden§!;;§YRecuperando enviar eunuco§!;;;;;x;;;;
china_eunuch_cd_desc;You have recently sent a Eunuch to China, you will be able to send another one on: §Y[Root.chinese_grace_send_eunuch_timer.GetExpiryDate]§!;Vous avez récemment envoyé un eunuque à la Chine, vous pourrez en envoyer un autre le §Y[Root.chinese_grace_send_eunuch_timer.GetExpiryDate]§!;Ihr habt erst vor kurzem einen Eunuchen nach China entsendet und könnt bis §Y[Root.chinese_grace_send_eunuch_timer.GetExpiryDate]§! keinen weiteren schicken.;;Enviaste un eunuco a China hace poco. Podrás enviar otro en §Y[Root.chinese_grace_send_eunuch_timer.GetExpiryDate]§!;;;;;x;;;;
china_famine_cd;§YRecently Sent Relief!§!;§YA récemment envoyé une expédition d'aide§!;§YSchickte kürzlich Hilfe!§!;;§YEnvió ayuda recientemente§!;;;;;;;;;x
china_famine_cd_desc;You have recently sent Famine Relief to China, if China is still suffering from a Famine you will be able to send another expedition on: §Y[Root.china_send_relief.GetExpiryDate]§!;Vous avez récemment envoyé de l'aide à la Chine. Si elle souffre encore d'une famine, vous pourrez envoyer une autre expédition le §Y[Root.china_send_relief.GetExpiryDate]§!;Ihr habt kürzlich Hilfe gegen die Hungersnot in China geschickt. Wenn China noch immer unter einer Hungersnot leidet, könnt Ihr eine weitere Lieferung schicken am: §Y[Root.china_send_relief.GetExpiryDate]§!;;Hace poco enviaste ayuda por hambruna a China. Si China sigue sufriendo Hambrunas, podrás enviar otra expedición en §Y[Root.china_send_relief.GetExpiryDate]§!;;;;;;;;;x
china_famine_desc;A disastrous harvest has caused the Chinese agriculture to buckle under the population. The calamity has caused most trade to cease, and even as their numbers dwindle, the [offmap_china.GetName]'s once-mighty armies have been burdened with relief efforts for the suffering.;Une moisson désastreuse a conduit l'agriculture chinoise à ne plus savoir faire face aux besoins de la population. Cette calamité a interrompu la majorité du commerce, et, alors que leur nombre diminue, les armées jadis puissantes de [offmap_china.GetName] ont été chargées de porter assistance aux souffrants.;Eine katastrophale Ernte hat dazu geführt, dass die chinesische Landwirtschaft unter der Bevölkerung zusammenbricht. Das Unglück hat dazu geführt, dass der Großteil des Handels aufgegeben wurde, und obwohl die Zahl der einst mächtigen Armee vom [offmap_china.GetName] schwindet, ist sie mit Hilfsaktionen belastet, die das Leiden lindern soll.;;Una cosecha desastrosa ha hecho que la agricultura china se venga abajo ante su población. La calamidad ha provocado que se detenga la mayoría del comercio y aunque sus cifras se reducen, los antaño poderosos ejércitos de [offmap_china.GetName] cargan con los esfuerzos de aliviar el sufrimiento.;;;;;;;;;x
