#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

evt_DESC_MNM_4303;My former ward [From.GetTitledFirstName] has finished [From.GetHerHis] education, in our final discussions we talked about following the [GetMOCode] and trying improve one's self in the eyes of [GetMOGod]. I have tried to encourage [From.GetHerHim] to do this for [From.GetHerselfHimself] and [From.GetSheHe] has attempted to take my advice, I wonder if [From.GetSheHe] made any progress.;Mon ancie[From.GetNNne] pupille, [From.Get_le_TitledFirstName], a terminé ses études. Lors de nos dernières discussions, nous avons parlé de ceux qui suivent [GetMOCode] et d'essayer de s'améliorer aux yeux de [GetMOGod]. J'ai essayé de l'encourager à faire de même, et j'ai senti qu'[From.GetIlElle] était tenté[From.Get_E]. Je me demande [From.GetSilSielle] a suivi mon conseil.;M[From.Geteineine] ehemalige[From.GetrMale] Schützling [From.GetTitledFirstName] hat die Ausbildung beendet. In unseren abschließenden Gesprächen haben wir über [GetMOCodedieden] gesprochen und den Versuch, sich selbst in den Augen von [GetMOGod] zu verbessern. Ich habe versucht, [From.GetHerHim] zu ermutigen, es für sich selbst zu tun und [From.GetSheHe] hat versucht, meinen Rat zu beherzigen. Ich frage mich, ob [From.GetSheHe] irgendwelche Fortschritte gemacht hat.;;Mi antigu[From.GetOA] pupil[From.GetOA], [From.GetTitledFirstName], ha terminado de educarse. En nuestras últimas discusiones hablamos de cómo seguir el [GetMOCode] e intentar mejorarse a los ojos de [GetMOGod]. He intentado animar[From.GetHerHim] para hacerlo por sí mism[From.GetOA] y ha intentado seguir mi consejo. Me pregunto si habrá hecho progresos.;;;;;;;;;x
evt_DESC_MNM_4304;My former tutor [From.GetTitledFirstName] has come to ask me how well my attempts to follow the [From.GetMOCode] and improve myself in the eyes of [From.GetMOGod]. [From.GetSheHeCap] wants to know if I have had any success.;Mon ancie[From.GetNNne] tut[From.GetEurRice], [From.Get_le_TitledFirstName], m'a demandé si ma tentative de suivre [From.GetMOCode] et de m'améliorer aux yeux de [From.GetMOGod] se passe bien.;Mein ehemaliger Lehrer [From.GetTitledFirstName] ist an mich herangetreten und hat mich gefragt, wie meine Versuche, [From.GetMOCodedemder] zu folgen voranschreiten, und wie ich mich in den Augen von [From.GetMOGod] verbessere. [From.GetSheHeCap] möchte wissen, ob ich Erfolg gehabt habe.;;Mi antigu[From.GetOA] tutor[From.GetXA], [From.GetTitledFirstName], ha venido a preguntarme cómo van mis intentos de seguir el [From.GetMOCode] y de mejorarme a los ojos de [From.GetMOGod]. Quiere saber si he tenido éxito.;;;;;;;;;x
evt_DESC_MNM_4305;[From.GetFirstName] came and told me all about how [From.GetSheHe] has strived to follow [GetMOCode] and become a better [From.GetManWoman]. [From.GetSheHeCap] talks vigorously of all [From.GetHerHis] prayers and time spent [GetMOPenanceMeditation] in [From.GetHerHis] strive to come closer to [GetMOGod]. [From.GetSheHeCap] seems to have had great success!;[From.GetFirstName] est venu[From.Get_E] me dire tout ce qu'[From.GetIlElle] a fait pour suivre [GetMOCode] et devenir un[From.Get_E] meilleur[From.Get_E] [From.GetManWoman]. [From.GetIlElleCap] parle énergiquement de ses prières et du temps passé [GetMOPenanceMeditation] pour se rapprocher de [GetMOGod]. [From.GetIlElleCap] semble avoir réussi.;[From.GetFirstName] trat am mich heran und erzähle mir alles darüber, wie [From.GetSheHe] sich bemüht hat, [GetMOCodedemder] zu folgen und [From.Geteineine] bessere[From.GetrMale] [From.GetManWoman] zu werden. [From.GetSheHeCap] scheint großen Erfolg gehabt zu haben!;;[From.GetFirstName] vino a contarme cómo se ha esforzado por seguir [GetMOCode] y convertirse en alguien mejor. Habla con vehemencia de sus oraciones y el tiempo que pasa [GetMOPenanceMeditation] en su empeño por acercarse a [GetMOGod]. ¡Parece haber tenido gran éxito!;;;;;;;;;x
evt_DESC_MNM_4306;[From.GetFirstName] quickly changes the topic and no matter what I say [From.GetSheHe] refuses to talk about the matter... It seems [From.GetSheHe] has found "better" things to do... I am disappointed at [From.GetHerHis] lack of dedication to [GetMOGod] and [GetMOCode] and I hang my head in shame as I bid [From.GetHerHim] farewell. I failed [From.GetHerHim] as a tutor and must spend time [GetMOPenanceMeditation] to clear my mind.;[From.GetFirstName] change rapidement de sujet et peu importe ce que je dis, [From.GetIlElle] refuse d'en parler. Apparemment, [From.GetIlElle] aurait trouvé des choses plus « intéressantes » à faire... je suis déçu[Root.Get_E] par son manque de dévouement à [GetMOGod] et pour [GetMOCode], et j'ai honte tandis que je lui dis adieu. J'ai échoué en tant que tut[Root.GetEurRice] et dois passer du temps [GetMOPenanceMeditation] pour me vider la tête.;[From.GetFirstName] wechselt schnell das Thema und egal was ich auch versuche, [From.GetSheHe] weigert sich über die Angelegenheit zu sprechen... Es scheint, als hätte [From.GetSheHe] "bessere" Dinge zu tun... Ich bin über [From.GetHerHis]en Mangel an Hingabe für [GetMOGod] und [GetMOCodedieden] enttäuscht und vergrabe meinen Kopf in Scham, als ich [From.GetHerHim] verabschiede. Ich habe als Lehrer versagt und muss Zeit mit [GetMOPenanceMeditation] verbringen, um meine Gedanken zu ordnen.;;"[From.GetFirstName] cambia rápidamente de tema y no importa lo que le diga, se niega a hablar sobre el asunto… Parece que ha encontrado cosas ""mejores"" que hacer… Me decepciona su falta de dedicación a [GetMOGod] y [GetMOCode] e inclino la cabeza, presa de la vergüenza, al despedirme. Fallé en mi tutela y debo pasar tiempo en [GetMOPenanceMeditation] para despejar la mente.";;;;;;;;;x
evt_DESCA_MNM_4301;One day as I am sitting with my [From.GetRootRelation] [From.GetFirstName] I decide that I should show [From.GetHerHim] an excerpt from [GetMOCode] in the hopes of teaching [From.GetHerHim] the way of [GetMOGod]. [From.GetSheHeCap] is very attentive and I am sure [From.GetSheHe] will grow up to join me in the [Root.Society.GetName].;Un jour alors que je suis assis avec m[From.GetOnA] [From.GetRootRelation] [From.GetFirstName], je décide de lui faire connaître [GetMOCode] en lui lisant un passage dans l'espoir de lui enseigner la voie de [GetMOGod]. [From.GetIlElleCap] est très attenti[From.GetFVe] et je suis sûr[Root.Get_E] qu'[From.GetIlElle] rejoindra [Root.Get_le_Society].;Eines Tages, als ich bei [From.Getmeinemmeiner] [From.GetRootRelation] [From.GetFirstName] saß, entschied ich, dass ich [From.Getihmihr] einen Auszug aus [GetMOCodedemder] zeige, in der Hoffnung, [From.Getihmihr] den Weg von [GetMOGod] lehren zu können. [From.GetSheHeCap] ist sehr aufmerksam und ich bin sicher, dass [From.GetSheHe] [Root.Society.GetName] beitreten wird, wenn [From.GetSheHe] erwachsen ist.;;Un día, al sentarme con mi [From.GetRootRelation] [From.GetFirstName], decido que le voy a leer un pasaje de [GetMOCode] esperando enseñarle el camino de [GetMOGod]. [From.GetFirstName] presta mucha atención y me convenzo de que acabará uniéndose a mí en la [Root.Society.GetName].;;;;;;;;;x
evt_DESCB_MNM_4301;I have decided to take [From.GetFirstName] along with me today as I preach to the people about [GetMOGod] and how they should try to live their lives according to [GetMOCode]. [From.GetFirstName] is attentive throughout and I am sure [From.GetSheHe] has learnt some valuable lessons about [GetMOGod] and the [Root.Society.GetName] today.;J'ai décidé d'emmener [From.GetFirstName] avec moi à mes prêches à propos de [GetMOGod] et sur la façon dont on devrait vivre pour être en concordance avec [GetMOCode]. [From.GetFirstName] est attenti[From.GetFVe] tout le temps et je suis persuadé[Root.Get_E] qu'[From.GetIlElle] a appris des choses sur [GetMOGod] et [Root.Get_le_Society].;Ich habe mich entschlossen, [From.GetFirstName] heute mit mir zu nehmen, während ich den Leuten über [GetMOGod] predige und dass sie versuchen sollten, ihr Leben nach [GetMOCodedemder] zu leben. [From.GetFirstName] ist sehr aufmerksam und ich bin sicher, dass [From.GetSheHe] heute einige wertvolle Lektionen über [GetMOGod] und den [Root.Society.GetName] gelernt hat.;;He decidido llevarme a [From.GetFirstName] conmigo mientras predico a los demás sobre [GetMOGod] y cómo deben intentar vivir sus vidas según [GetMOCode]. [From.GetFirstName] está muy atent[From.GetOA] de principio a fin y estoy seguro de que hoy ha aprendido valiosas lecciones sobre [GetMOGod] y [Root.Society.GetName].;;;;;;;;;x
evt_DESCC_MNM_4301;I am bringing [From.GetFirstName] to the local [GetMOBuilding] today, there [From.GetSheHe] meets with many of my Brothers and Sisters [GetMOPenanceMeditation] who greet [From.GetHerHim] politely. As we leave the [GetMOBuilding] my [From.GetRootRelation] says "[GetMOFarewell]" to all those [From.GetSheHe] met today. I am very proud of [From.GetHerHis] attitude to the ways of [GetMOSaint].;J'ai emmené [From.GetFirstName] [GetMOBuilding] aujourd'hui. [From.GetIlElleCap] y a rencontré mes Frères et Soeurs qui l'ont accueilli[From.Get_E] poliment. Alors que nous partions, m[From.GetOnA] [From.GetRootRelation] dit « [GetMOFarewell] » à tous ceux qu'[From.GetIlElle] a rencontrés. Je suis très fi[Root.GetErEre] de son attitude vis-à-vis de [GetMOSaint].;Ich bringe heute [From.GetFirstName] mit zum örtlichen [GetMOBuilding], wo [From.GetSheHe] sich mit vielen meiner Brüder und Schwestern [GetMOPenanceMeditation] trifft, die [From.GetHerHim] höflich grüßen. Als wir [GetMOBuilding] verlassen, sagt m[From.Geteineine] [From.GetRootRelation] "[GetMOFarewell]" zu all denen, die [From.GetSheHe] heute traf. Ich bin sehr stolz auf [From.GetHerHis]e Haltung gegenüber den Wegen des [GetMOSaint].;;"Hoy llevo a [From.GetFirstName] al [GetMOBuilding] local. Allí conoce a muchos de mis hermanos y hermanas [GetMOPenanceMeditation] que [From.GetHerHim] saludan cortésmente. Al salir de [GetMOBuilding], mi [From.GetRootRelation] se despide con ""[GetMOFarewell]"" de todos a los que ha conocido. Me siento muy orgullos[Root.GetOA] de su actitud en el camino de [GetMOSaint].";;;;;;;;;x

evt_OPTA_MNM_4301;[From.GetSheHeCap] is an excellent student!;C'est un[From.Get_E] excellent[From.Get_E] élève !;[From.GetSheHeCap] ist [From.Geteineine] hervorragende[From.GetrMale] Schüler[From.GetinFemale]!;;¡Es un[From.GetXA] estudiante excelente!;;;;;;;;;x
evt_OPTA_MNM_4303;I shall ask [From.GetHerHim] how well it is going.;Je vais lui demander si cela se passe bien.;Ich sollte [From.GetHerHim] fragen, wie es vorangeht.;;Le preguntaré cómo le va.;;;;;;;;;x
