#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
AIREASON_WILL_NOT_MARRY_OTHER_CAST;§Y[GetTitledFirstName]§! must not marry someone from another Caste;§Y[GetTitledFirstName]§! ne doit pas épouser quelqu'un d'une autre caste;§Y[GetTitledFirstName]§! darf niemanden aus einer anderen Kaste heiraten;;§Y[GetTitledFirstName]§! no puede casarse con alguien de otra casta;;;;;;;;;x
ATTACHMENT_REQUIREMENTS_TOOLTIP;The target unit must have the Same Looter status, must be either your Vassal or Ally, and it's Owner must have the Same or Greater Feudal Ranking.;L'unité cible doit avoir le même éventuel statut de pillard, doit être votre vassal ou votre allié, et son propriétaire doit avoir un rang féodal au moins égal.;Das Ziel muss denselben Plündererstatus haben und muss entweder Vasall oder Verbündeter sein. Seine Eigentümer müssen gleichen oder größeren Feudalrang besitzen.;;La unidad objetivo debe tener el mismo estado de saqueador, debe ser tu vasallo o aliado, y su propietario debe tener el mismo rango feudal o superior.;;;;;;;;;x
BORDERLESS_WINDOW;Borderless;Sans bordures;Rahmenlos;;Sin Borde;;;;;;;;;x
CAN_ONLY_JOIN_X_FACTIONS;§ROnly allowed to join §Y$NUM$§! Factions!§!;§RVous ne pouvez rejoindre que §Y$NUM$§! Factions !§!;Ihr dürft nur §Y$NUM$§! Fraktionen beitreten!;;¡Solo puedes unirte a §Y$NUM$§! Facciones!;;;;;;;;;x
CHECKBOX_COMPRESSED_SAVEGAMES;Compress game data;Compresser les données du jeu;Spielstände komprimieren;;Comprimir datos de juego;;;;;;;;;x
CONNECT_TO_IP;Connect to ID;Connexion à un ID;Mit IP verbinden;;Conectar a ID;;;;;;;;;x
COUNTS_AS_DESIGNATED_HEIR;Marks the Character as the Designated Heir;Marque ce personnage comme héritier désigné;Kennzeichnet Charakter als gewählten Erben;;Marca al personaje como heredero designado;;;;;;;;;x
FRIENDS;Friends;Amis;Freunde;;Amigos;;;;;;;;;x
FULLSCREEN;Fullscreen;Plein écran;Vollbild;;Pantalla Completa;;;;;;;;;x
GENERAL_CLOSE_KIN_UNION;Since §Y[ActorExtra.GetFirstName]§! is §Y[RecipientExtra.GetFirstName]'s§! $RELATION$, it would be a sacred union, pleasing to all vassals of the Faith.;Puisque §Y[ActorExtra.GetFirstName]§! est $RELATION$ de §Y[RecipientExtra.GetFirstName]§!, cela constituerait une union sacrée et tous les vassaux de la même religion en seraient satisfaits.;Da §Y[ActorExtra.GetFirstName]§! §Y[RecipientExtra.GetFirstName]s§! $RELATION$ ist, wäre dies eine heilige Verbindung und erfreut alle Vasallen gleichen Glaubens.;;Como §Y[ActorExtra.GetFirstName]§! es $RELATION$ de §Y[RecipientExtra.GetFirstName]§!, será una unión sagrada, complaciendo a todos los vasallos de la Fe.;;;;;;;;;x
HAS_HEIR_DESIGNATION;Is Able to Designate Heir;peut désigner un héritier;Ist fähig, Erben auszuwählen;;Puede designar heredero;;;;;;;;;x
HAS_HIGHER_PIETY_THAN;Has [Player.Religion.GetPietyName] of at least ;A un niveau de [Player.Religion.GetPietyName] d'au moins ;[Player.Religion.GetPietyName] von mindestens: ;;Tiene una [Player.Religion.GetPietyName] mínima de ;;;;;;;;;x
HAS_LOWER_PIETY_THAN;Has Lower [Player.Religion.GetPietyName] than ;A un niveau de [Player.Religion.GetPietyName] inférieur à ;Hat weniger [Player.Religion.GetPietyName] als ;;Tiene una [Player.Religion.GetPietyName] inferior a ;;;;;;;;;x
HAS_NOT_HEIR_DESIGNATION;Is Unable to Designate Heir;ne peut pas désigner un héritier;Ist NICHT fähig, Erben auszuwählen;;No puede designar heredero;;;;;;;;;x
IS_LOWBORN;Is lowborn;Est de basse extraction;Ist von niedriger Geburt;;es de baja cuna;;;;;;;;;x
IS_NOT_LOWBORN;Is NOT lowborn;N'est pas de basse extraction;Ist NICHT von niedriger Geburt;;NO es de baja cuna;;;;;;;;;x
IS_NOT_REINCARNATED;Is NOT reincarnated;N'est pas réincarné;Ist NICHT reinkarniert;;NO está reencarnado;;;;;;;;;x
IS_NOT_WITHIN_DIPLO_RANGE;Is NOT within Diplomatic Range;N'est pas à portée des diplomates;Ist NICHT in diplomatischer Reichweite;;NO está en el rango diplomático;;;;;;;;;x
IS_REINCARNATED;Is reincarnated;Est réincarné;Ist reinkarniert;;está reencarnado;;;;;;;;;x
IS_WITHIN_DIPLO_RANGE;Is within Diplomatic Range;Est à portée des diplomates;Ist in diplomatischer Reichweite;;Está en el rango diplomático;;;;;;;;;x
LIEGE_PIETY;$PIETYNAME$ from Vassal Buildings: §G+$VALUE$§!;$PIETYNAME$ grâce aux propriétés des vassaux : §G+$VALUE$§!;$PIETYNAME$ durch Vasallengebäude: §G+$VALUE$§!;;$PIETYNAME$ de las construcciones de vasallos: §G+$VALUE$§!;;;;;;;;;x
LIEGE_PIETY_BUILDING;$PIETYNAME$ to Liege: §G+$VALUE$§!;$PIETYNAME$ pour le seigneur lige : §G+$VALUE$§!;$PIETYNAME$ für den Lehnsherrn: §G+$VALUE$§!;;$PIETYNAME$ al Señor Feudal: §G+$VALUE$§!;;;;;;;;;x
LIEGE_PIETY_SELF;$PIETYNAME$ from own buildings: §G+$VALUE$§!;$PIETYNAME$ grâce à notre domaine : §G+$VALUE$§!;$PIETYNAME$ durch eigene Gebäude: §G+$VALUE$§!;;$PIETYNAME$ de nuestras construcciones: §G+$VALUE$§!;;;;;;;;;x
LOADING_TIP_54;Muslims can get rid of the Decadent trait by going on the Hajj to Mecca.;Les musulmans peuvent perdre le trait de décadence en accomplissant le hajj à La Mecque.;Moslems können den Dekadent-Nachteil loswerden, indem sie sich auf Haddsch nach Mekka begeben.;;Los Musulmanes pueden perder el rasgo Decadente realizando un Hajj a la Meca.;;;;;;;;;x
MATCHMAKING_COMMUNITY;Community;Communauté;Community;;Comunidad;;;;;;;;;x
MATCHMAKING_FILTER_HASPLAYERS;Has Players;Joueurs présents;Hat Spieler;;Tiene Jugadores;;;;;;;;;x
MATCHMAKING_FILTER_NOPASSWORD;No Password;Sans mot de passe;Kein Passwort;;Sin contraseña;;;;;;;;;x
MATCHMAKING_FILTER_NOTFULL;Not Full;Places libres;Nicht voll;;No Lleno;;;;;;;;;x
MATCHMAKING_HOST_SERVER;Host Game;Héberger;Spiel erstellen;;Hospedar partida;;;;;;;;;x
MATCHMAKING_JOIN_SERVER;Join Game;Rejoindre;Beitreten;;Unirse a partida;;;;;;;;;x
MATCHMAKING_REFRESH_INTERNET;Refresh Internet;Réactualiser Internet;Internet aktualisieren;;Actualizar Internet;;;;;;;;;x
MATCHMAKING_REFRESH_LAN;Refresh LAN;Réactualiser LAN;LAN aktualisieren;;Actualizar LAN;;;;;;;;;x
MATCHMAKING_SERVER_CONNECT_ADDRESS;Server ID;ID du serveur;Server-IP;;ID Servidor;;;;;;;;;x
MATCHMAKING_SERVER_CONNECT_TITLE;Connect to Server;Connexion à un serveur;Mit Server verbinden;;Conectar a servidor;;;;;;;;;x
MATCHMAKING_SERVER_DESC;Description;Description;Beschreibung;;Descripción;;;;;;;;;x
MATCHMAKING_SERVER_FILTER_SEARCH;Search Tags;Recherche de tags;Tags durchsuchen;;Buscar etiqueta;;;;;;;;;x
MATCHMAKING_SERVER_FILTER_SEARCH_NAMES;Search Names;Recherche de noms;Namen durchsuchen;;Buscar nombre;;;;;;;;;x
MATCHMAKING_SERVER_HOST_TAGS;Tags;Tags;Tags;;Etiquetas;;;;;;;;;x
MATCHMAKING_SERVER_MOD;Mod;Mod;Mod;;Mod;;;;;;;;;x
MATCHMAKING_SERVER_NAME;Name;Nom;Name;;Nombre;;;;;;;;;x
MATCHMAKING_SERVER_PASSWORD;Password;Mot de passe;Passwort;;Contraseña;;;;;;;;;x
MATCHMAKING_SERVER_PING;Ping;Ping;Ping;;Ping;;;;;;;;;x
MATCHMAKING_SERVER_SLOTS;Slots;Places;Felder;;Espacios;;;;;;;;;x
MATCHMAKING_SERVER_STATUS;Status;État;Status;;Estado;;;;;;;;;x
MATCHMAKING_SERVER_STATUS_RUNNING;Running;En cours;Läuft;;Ejecutando;;;;;;;;;x
MATCHMAKING_SERVER_STATUS_STARTING;Starting;Lancement;Startet;;Comenzando;;;;;;;;;x
MATCHMAKING_SERVER_STATUS_STOPPED;Stopped;Arrêté;Angehalten;;Parado;;;;;;;;;x
