EVTDESCAHF23007;Before our troops can test their mettle against our enemies, we must be sure that the gods are in favor of this war. [From.GetTitledFirstName] has gathered all [From.GetHerHis] instruments and is ready to perform the divination on my offering.;Avant que nos troupes mettent à l'épreuve leur courage contre nos ennemis, nous devons être sûrs que les dieux sont en faveur de cette guerre. [From.Get_Le_TitledFirstName] a rassemblé tous ses instruments et est prêt[From.Get_E] à effectuer la divination sur mon offrande.;Bevor unsere Truppen ihren Mut gegen unsere Feinde beweisen können, müssen wir sicher sein, dass die Götter diesem Krieg fröhlich gegenüber gestimmt sind. [From.GetTitledFirstName] hat alle [From.GetHerHis]e Gerätschaften gesammelt und ist bereit, die Weissagung in meinem Namen durchzuführen.;;Antes de que nuestras tropas demuestren lo que valen contra nuestros enemigos, debemos estar seguros de que los dioses están a favor de esta guerra. [From.GetTitledFirstName] ha reunido sus instrumentos y está listo para buscar augurios en mi ofrenda.;;;;;;;;;x
EVTDESCAHF23008;[Root.GetHaruspexName] cuts the bull in half. While the beast's head is immolated, the diviner starts rummaging through his entrails. The response is quite clear. The gods favor our cause in the war to come! The troops will fight with renewed strength now that they know for sure that our victory has been ordained from the heavens.;[Root.GetHaruspexName] coupe le taureau en deux. Tandis que la tête de la bête est immolée, le devin commence à fouiller dans les entrailles. La réponse est assez claire. Les dieux soutiennent notre cause dans la guerre à venir ! Les troupes se battront avec une force renouvelée maintenant qu'elles savent que notre victoire a été ordonnée depuis le ciel.;[Root.GetHaruspexName] schneidet den Bullen in zwei Hälften. Während der Kopf des Tieres verbrannt wird, wühlt sich der Wahrsager durch seine Eingeweide. Die Zeichen sind ziemlich klar. Die Götter begünstigen unsere Sache im kommenden Krieg! Die Truppen werden mit neuer Kraft kämpfen, jetzt da sie sich sicher sind, dass unser Sieg vom Himmel vorherbestimmt ist.;;[Root.GetHaruspexName] abre al toro en dos. Mientras se inmola la cabeza de la bestia, el adivino empieza a hurgar en sus entrañas. La respuesta es bastante clara. ¡Los dioses favorecen nuestra causa en la próxima guerra! Las tropas lucharán con fuerzas renovadas ahora que ahora están seguros de que nuestra victoria ha sido ordenada desde los cielos.;;;;;;;;;x
EVTDESCAHF23009;[Root.GetHaruspexName] cuts the bull in half. While the beast's head is immolated, the diviner starts rummaging through his entrails. The signs are not entirely clear, but the diviner assures me that there was no signs of the Fates opposing our war. Our troops will surely be comforted by knowing that the gods are not against them.;[Root.GetHaruspexName] coupe le taureau en deux. Tandis que la tête de la bête est immolée, le devin commence à fouiller dans les entrailles. Les signes ne sont pas tout à fait clairs, mais le devin m'assure qu'il n'y a aucun signe indiquant que les dieux s'opposent à notre guerre. Nos troupes seront sûrement rassurées en sachant que les dieux ne sont pas contre eux.;[Root.GetHaruspexName] schneidet den Bullen in zwei Hälften. Während der Kopf des Tieres verbrannt wird, wühlt sich der Wahrsager durch seine Eingeweide. Die Zeichen sind nicht gänzlich klar, aber der Wahrsager versicherte, dass es keine Anzeichen dafür gibt, dass die Götter des Schicksals unseren Krieg ablehnen. Unsere Truppen werden beruhigt sein, dass die Götter nicht gegen sie sind.;;[Root.GetHaruspexName] abre al toro en dos. Mientras se inmola la cabeza de la bestia, el adivino empieza a hurgar en sus entrañas. La respuesta no está muy clara, pero el adivino me asegura de que no hay señales de que las Parcas se opongan a la guerra. Nuestras tropas se sentirán reconfortadas al saber que los dioses no están en su contra.;;;;;;;;;x
EVTDESCAHF23010;[Root.GetHaruspexName] cuts the bull in half. While the beast's head is immolated, the diviner starts rummaging through his entrails. Unfortunately, the response from the diviner is not as positive as I hoped. There are clear signs that the gods are not in favor of this war. This news will not be good for morale...;[Root.GetHaruspexName] coupe le taureau en deux. Tandis que la tête de la bête est immolée, le devin commence à fouiller dans les entrailles. Malheureusement, la réponse du devin n'est pas aussi positive que je l'espérais. Il y a des signes clairs que les dieux ne sont pas en faveur de cette guerre. Ces nouvelles ne seront pas bonnes pour le moral...;[Root.GetHaruspexName] schneidet den Bullen in zwei Hälften. Während der Kopf des Tieres verbrannt wird, wühlt sich der Wahrsager durch seine Eingeweide. Bedauerlicherweise ist die Wahrsagung nicht sonderlich positiv. Es gibt deutliche Anzeichen dafür, dass die Götter diesen Krieg nicht befürworten. Diese Neuigkeit wird nicht gut für die Moral unserer Truppen sein...;;[Root.GetHaruspexName] abre al toro en dos. Mientras se inmola la cabeza de la bestia, el adivino empieza a hurgar en sus entrañas. Por desgracia, la respuesta del adivino no es tan positiva como esperaba. Hay señales obvias de que los dioses no favorecen esta guerra. Las noticias no serán buenas para la moral…;;;;;;;;;x
EVTDESCAHF23011;[Root.GetHaruspexName] cuts the bull in half. While the beast's head is immolated, the diviner starts rummaging through his entrails. The response is terrible. Not only are the gods against us in this war but, according to the signs interpreted by the diviner, they seem to be favoring our enemies!;[Root.GetHaruspexName] coupe le taureau en deux. Tandis que la tête de la bête est immolée, le devin commence à fouiller dans les entrailles. La réponse est terrible. Non seulement les dieux ne nous soutiennent pas dans cette guerre, mais en plus, selon les signes interprétés par le devin, ils semblent favoriser nos ennemis !;[Root.GetHaruspexName] schneidet den Bullen in zwei Hälften. Während der Kopf des Tieres verbrannt wird, wühlt sich der Wahrsager durch seine Eingeweide. Die Zeichen sind schrecklich. Nicht nur sind die Götter in diesem Krieg gegen uns, nach den vom Wahrsager interpretierten Zeichen scheinen sie auch noch unsere Feinde zu begünstigen!;;[Root.GetHaruspexName] abre al toro en dos. Mientras se inmola la cabeza de la bestia, el adivino empieza a hurgar en sus entrañas. La respuesta es horrible. No solo los dioses se oponen a la guerra sino que, según la interpretación del adivino, ¡favorecen a nuestros enemigos!;;;;;;;;;x
EVTDESCAHF23021;I was told many time when I was growing up of how the stars are influencing my behavior, but now I am no longer sure of it. Was it just stories grown-ups were telling me to make me feel special?;On m'a dit à plusieurs reprises que les étoiles influencent mon comportement, mais maintenant je doute. Était-ce juste des histoires que les adultes me disaient de me faire sentir spécial[Root.Get_E] ?;Während ich aufwuchs wurde mir oft gesagt, dass die Sterne mein Verhalten beeinflussen. Jetzt bin ich davon allerdings nicht mehr überzeugt. Waren es nur die Geschichten von Erwachsenen, die dafür sorgen sollten, dass ich mich als etwas Besonderes fühle?;;Durante la infancia me dijeron muchas veces que las estrellas influyen en mi comportamiento, pero ahora ya no estoy tan segur[Root.GetOA]. ¿Eran solo historias que los adultos me contaban para que me sintiera especial?;;;;;;;;x
EVTDESCAHF23022;My [GetFromRelation] [From.GetFirstName] has taken a deep interest in the circumstances of [From.GetHerHis] birth and in the constellations affecting [From.GetHerHis] destiny.;M[From.GetOnA] [GetFromRelation] [From.GetFirstName] s'intéresse grandement aux circonstances de sa naissance et aux constellations qui affectent son destin.;M[From.Geteineine] [GetFromRelation] [From.GetFirstName] hat ein tiefes Interesse an den Umständen [From.GetHerHis]er Geburt und der Konstellation der Sterne bezüglich [From.GetHerHis]es Schicksals gefunden.;;Mi [GetFromRelation] [From.GetFirstName] ha mostrado un gran interés en las circunstancias de su nacimiento y las constelaciones que afectan su destino.;;;;;;;;x
EVTDESCAHF23023;My [GetFromRelation] [From.GetFirstName] warned me that I worry too much about the stars and that I should not let the circumstances of my birth affect my judgment on present events.;M[From.GetOnA] [GetFromRelation] [From.GetFirstName] m'a prévenu que je me préoccupe trop des étoiles et que je ne devrais pas laisser les circonstances de ma naissance affecter mon jugement sur les événements présents.;M[From.Geteineine] [GetFromRelation] [From.GetFirstName] hat mich gewarnt, dass ich mir zu viele Gedanken über die Sterne mache und dass sich die Umstände meiner Geburt nicht auf mein Urteilsvermögen bezüglich gegenwärtiger Ereignisse auswirken sollte. ;;Mi [GetFromRelation] [From.GetFirstName] me ha advertido que me preocupo demasiado por las estrellas y que no debo dejar que las circunstancias de su nacimiento afecten mi juicio sobre los asuntos actuales.;;;;;;;;x
EVTDESCAHF23024;My [GetFromRelation] [From.GetFirstName] praised me today for paying the due respect to the heavens and taking a healthy interest in astrology and the influence that the stars have on me.;M[From.GetOnA] [GetFromRelation] [From.GetFirstName] m'a loué aujourd'hui pour mon respect approprié envers les cieux et mon intérêt pour l'astrologie et l'influence que les étoiles ont sur moi.;M[From.Geteineine] [GetFromRelation] [From.GetFirstName] lobte mich heute dafür, dass ich dem Himmel den gebührenden Respekt gezollt habe und ein gesundes Interesse an der Astrologie und dem Einfluss, den die Sterne auf mich haben, ausübe.;;Mi [GetFromRelation] [From.GetFirstName] he ha alabado por prestar el debido respeto a los cielos e interesarme en la astrología y la influencia que las estrellas tienen sobre mí.;;;;;;;;x
EVTDESCAHF23025;After making the proper calculations, I have determined that I was born under the sign of the Aquarius, a constellation commonly associated with introversion and eccentricity.;Après avoir fait les bons calculs, j'ai déterminé que je suis né[Root.Get_E] sous le signe du Verseau, une constellation communément associée à l'introversion et à l'excentricité.;Nachdem ich die richtigen Berechnungen angestellt habe, habe ich herausgefunden, dass ich im Zeichen des Wassermanns geboren wurde, einer Sternkonstellation, die gewöhnlich Introvertiertheit und Exzentrizität ausdrückt.;;Tras realizar los cálculos pertinentes, he determinado que nací bajo el signo de Acuario, una constelación normalmente asociada con la introversión y la excentricidad.;;;;;;;;x
EVTDESCAHF23026;I walk amongst the ruins of one of the greatest civilizations to ever grace this world. I should take the opportunity to study in detail the history and the glorious accomplishments of those that came before us if I ever wish to emulate their feats.;Je marche parmi les ruines de l'une des plus grandes civilisations à avoir honoré ce monde. Je devrais saisir cette occasion pour étudier en détail l'histoire et les réalisations glorieuses de ceux qui nous ont précédés si jamais je voulais imiter leurs exploits.;Ich wandle auf einer der Ruinen der ältesten Zivilisationen, die diese Welt je geziert haben. Ich sollte die Gelegenheit nutzen, um die Geschichte und die glorreichen Leistungen derer, die vor uns kamen, im Detail zu studieren, wenn ich jemals ihren Taten nacheifern möchte.;;Camino por las ruinas de una de las mayores civilizaciones que jamás honraron este mundo. Debería aprovechar la oportunidad para estudiar detalladamente la historia y los gloriosos logros de los que nos precedieron, si es que deseo emular sus hazañas.;;;;;;;;x
EVTDESCAHF23027;I did my best, but my attempts to study the history of the Roman Empire were not as successful as I hoped. Most accounts I was able to access are fragmented and confusing. I don't think I was able to learn anything valuable after all these months of study.;J'ai fait de mon mieux, mais mon étude de l'histoire de l'Empire romain n'a pas été aussi fructueuse que je l'espérais. La plupart des rapports auxquels j'ai pu accéder sont fragmentés et confus. Je crains de ne pas avoir appris quoi que ce soit de précieux après tous ces mois d'études.;Ich habe mein Bestes gegeben, aber meine Versuche, die Geschichte des Römischen Reiches zu studieren, war nicht so erfolgreich, wie ich es mir erhofft hatte. Die meisten Berichte, auf die ich Zugriff hatte, sind nicht vollständig und verwirrend. Ich glaube nicht, dass ich nach all den Monaten des Studiums etwas Wertvolles lernen konnte.;;Hice lo mejor que pude, pero mis intentos de estudiar la historia del Imperio romano no tuvieron tanto éxito como esperaba. La mayoría de los registros a los que pude acceder eran fragmentarios y confusos. Después de tantos meses de estudio, creo que no he aprendido nada valioso.;;;;;;;;x
EVTDESCAHF23028;I am fascinated by the legends of the old gods worshiped by Romans and Greeks in the past. Their capricious and passionate nature differs so much from [catholic.GetHighGodName]'s unknowable and contradictory designs... Their plots and rivalries certainly offer a better explanation for the chaotic state of our world.;Je suis fasciné[Root.Get_E] par les légendes des anciens dieux autrefois vénérés par les Romains et les Grecs. Leur nature capricieuse et passionnée diffère tellement des conceptions inconnaissables et contradictoires de [catholic.GetHighGodName]... Leurs intrigues et leurs rivalités offrent certainement une meilleure explication de l'état chaotique de notre monde.;Ich bin von den Legenden der Götter, die von den alten Römern und Griechen verehrt wurden, fasziniert. Ihre launische und leidenschaftliche Natur unterscheidet sich so sehr von denen der unverkennbaren und oft widersprüchlichen [catholic.GetHighGodName]en Götter... Ihre Taten und Rivalitäten bieten sicherlich eine bessere Erklärung für den chaotischen Zustand unserer Welt.;;Me fascinan las leyendas de los viejos dioses que adoraban los antiguos romanos y griegos. Su naturaleza caprichosa y apasionada se diferencia mucho de los designios incognoscibles y contradictorios de [catholic.GetHighGodName]. Sus conspiraciones y rivalidades ofrecen una mejor explicación al estado caótico de nuestro mundo.;;;;;;;;x
EVTDESCAHF23029;In these past months I have immersed myself in the fragmented accounts of Caesar's military exploits against the Gauls. It has been an enlightening learning experience and I am sure that, despite the difference in equipment and sizes, I can apply some of his tactics against my own enemies.;Ces derniers mois, je me suis immergé[Root.Get_E] dans les récits fragmentés des exploits militaires de César contre les Gaulois. Ce fut une expérience d'apprentissage éclairante et je suis sûr[Root.Get_E] que, malgré les différences d'équipement et de nombres, je peux appliquer certaines de ses tactiques contre mes propres ennemis.;In den letzten Monaten habe ich mich mit den Berichten über Caesars militärische Heldentaten gegen die Gallier beschäftigt. Es war eine bereichernde Erfahrung und ich bin sicher, dass ich trotz der Unterschiede in Ausrüstung und Größe einige seiner Taktiken gegen meine eigenen Feinde anwenden kann.;;En estos últimos meses me he enfrascado en los relatos fragmentados de las proezas bélicas de Julio César contra los galos. Ha sido una experiencia de aprendiza instructiva y no me cabe duda de que pesa a la diferencia de tamaño y equipo, puedo usar alguna de sus tácticas contra mis propios enemigos.;;;;;;;;x
EVTDESCAHF23030;In these past months I have immersed myself in the fragmented accounts of some of Rome's greatest statesmen. Reading the works of Emperor Justinian and of his reformation of the Roman legal code in particular has been an eye-opening experience for me.;Ces derniers mois, je me suis immergé[Root.Get_E] dans les récits fragmentés de certains des plus grands hommes d'État de Rome. La lecture des oeuvres de l'empereur Justinien et de sa réforme du Code civil romain en particulier a été une expérience révélatrice pour moi.;In den letzten Monaten habe ich mich mit den Berichten von einigen von Roms größten Staatsmännern beschäftigt. Vor allem die Werke von Kaiser Justinian und seiner Reform des römischen Rechtssystems waren für mich eine erlebnisreiche Erfahrung. ;;En estos últimos meses me he enfrascado en los relatos fragmentados de algunos de los mayores estadistas de Roma. En especial, leer las obras del emperador Justiniano y su reforma el código romano, ha sido una experiencia reveladora.;;;;;;;;x
