EVTDESC_HL_4813;Your horde swarms into the holding of [From.GetName] as the walls crumble and fall. They are intent on plundering, but won't go ahead unless you, their [Root.GetTitle], give them permission to do so.;Votre horde entre en masse dans [From.GetName] alors que les murs d'enceinte s'effondrent. Vos hommes sont résolus à piller, mais ne le feront pas sans que vous, leur [Root.GetTitle], leur en donniez l'autorisation.;Eure Horde durchbricht den Schutzwall und fällt in die Liegenschaft von [From.GetName] ein. Eure Krieger möchten plündern, aber sie warten darauf, dass Ihr, ihr[Root.GeteFemale] [Root.GetTitle], ihnen die Erlaubnis dazu erteilt.;;Tu horda irrumpe en el asentamiento de [From.GetName] cuando las murallas se derrumban y caen. Están decididos a saquear, pero la horda no seguirá adelante a menos que tú, su [Root.GetTitle], les dé permiso para hacerlo.;;;;;;;;;x
EVTDESC_HL_4814;Your horde has looted, ravaged, pillaged and plundered [target_location.GetName] to such a degree that a holding in the county has been completely devastated. All that is left is a smattering of rubble among our new grazing lands - our horses will surely like it here!;Votre horde a pillé et ravagé [target_location.GetName] à un tel degré qu'une propriété dans le comté a été complètement dévastée. Tout ce qui reste ce sont des petits tas de décombres au milieu de nos nouveaux pâturages tant appréciés par nos chevaux !;Eure Horde hat [target_location.GetName] derart geplündert, verwüstet, gebrandschatzt und ausgenommen, dass eine Liegenschaft in der Grafschaft völlig vernichtet wurde. Nur ein Haufen Geröll auf unserem neuen Weideland erinnert noch daran. Unsere Pferde werden sich hier sehr wohlfühlen!;;Tu horda ha saqueado, devastado y rapiñado [Root.GetName] hasta tal extremo que un asentamiento en el condado ha sido completamente devastada. No quedan más que un puñado de escombros entre nuestros nuevos pastos ¡seguro que a nuestros caballos les gusta este lugar!;;;;;;;;;x
EVTDESC_HL_4814_NON_NOMAD;Your warriors have looted, ravaged, pillaged and plundered [target_location.GetName] to such a degree that a Holding in the county has been completely devastated. Only empty ruins remain, haunted by the shades of the slain...;Vos guerriers ont pillé [target_location.GetName] à un degré tel qu'une propriété dans le comté a été complètement dévastée. Seules subsistent des ruines vides, hantées par les morts...;Eure Krieger haben [target_location.GetName] derart geplündert, verwüstet, gebrandschatzt und ausgeraubt, dass eine Liegenschaft in der Grafschaft völlig vernichtet wurde. Nur leere Ruinen sind zurückgeblieben, die von den Schatten der Erschlagenen heimgesucht werden ...;;Tus guerreros han robado, saqueado y desvalijado [target_location.GetName] hasta tal punto, que una de las propiedades del condado ha quedado completamente devastada. Solo quedan ruinas vacías, frecuentadas por las sombras de los muertos...;;;;;;;;;x
EVTDESC_HL_4994;The settled weaklings that used to hold [new_nomad_province.GetName] have been unable to rein in the free-spirited nomadic people living there. Clan Chief [new_nomad.GetFirstName] and [new_nomad.GetHerHis] [new_nomad_province.Culture.GetName]s have decided to join your realm, bending knee to you instead!;Les faibles qui détenaient [new_nomad_province.GetName] ont été incapables de régner sur le peuple nomade à l'esprit libre vivant sur ces terres. Le chef de clan [new_nomad.GetFirstName] et la population [new_nomad_province.Culture.GetName] ont décidé de se placer sous votre autorité !;Die sesshaften Schwächlinge, die einst über [new_nomad_province.GetName] herrschten, wurden der freidenkerischen Nomaden dort nicht Herr. Klanoberhaupt [new_nomad.GetFirstName] und die [new_nomad_province.Culture.GetName]en haben sich dazu entschlossen, stattdessen Eurem Reich beizutreten und sich Euch zu unterwerfen!;;Los débiles pobladores que poseían [new_nomad_province.GetName] fueron incapaces de controlar a los nómadas inquietos que vivían aquí. ¡En su lugar, [new_nomad_province.GetFirstName]. cabeza del clan y sus [new_nomad_province.Culture.GetName]s han decidido unirse a tu reino y arrodillarse ante ti!;;;;;;;;;x
EVTDESC_HL_4997;As your predecessor was unable to construct enough holdings to rein in the nomadic population of [new_nomad_province.GetName], you had no choice but to see them secede from your realm. [new_nomad.GetFirstName] and [new_nomad.GetHerHis] [new_nomad_province.Culture.GetName]s now rule the area.;Puisque votre prédécesseur a été incapable de construire assez de propriétés pour contenir la population nomade en [new_nomad_province.GetName], vous n'avez eu d'autre choix que de la voir faire sécession. [new_nomad.GetFirstName] et la population [new_nomad_province.Culture.GetName] gouvernent dorénavant cette région.;Da Euer Vorgänger es nicht geschafft hat, genügend Liegenschaften einzurichten, um die nomadische Bevölkerung von [new_nomad_province.GetName] unter Kontrolle zu halten, hattet Ihr keine andere Wahl, als dabei zuzusehen, wie sie sich von Eurem Reich abspalteten. [new_nomad.GetFirstName] herrscht nun mit den [new_nomad_province.Culture.GetName]en über das Gebiet.;;Como tu predecesor fue incapaz de construir suficientes alojamientos para controlar a la población nómada de [new_nomad_province.GetName], no tuviste más opción que dejar que se escindieran de tu reino. [new_nomad.GetFirstName] y sus [new_nomad_province.Culture.GetName]s ahora gobiernan el área.;;;;;;;;;x

EVTOPTA_HL_4813;Bring back the spoils to me and we will divide them between us!;Ramenez-moi le butin et nous le partagerons !;Bringt mir die gesamte Beute und wir werden sie unter uns aufteilen!;;¡Traedme el botín a mí y los dividiremos entre nosotros!;;;;;;;;;x
EVTOPTA_HL_4814;We will use the corpses to fertilize the fields!;Nous utiliserons les cadavres pour fertiliser les champs !;Wir werden die Felder mit den Leichen düngen!;;¡Usaremos los cadáveres para fertilizar los campos!;;;;;;;;;x

EVTOPTB_HL_4813;Do not ruin this place - I have other plans for it.;Ne ruinez pas cet endroit – j'ai d'autres projets.;Zerstört diesen Ort nicht. Ich habe andere Pläne dafür.;;No destrocéis este lugar, tengo planes para él.;;;;;x
