EVTDESC_HF_46000;There has been a large increase of pilgrims traveling to see the burial site of the local Saint [local_burial_tomb.province_saint.GetFirstNameWithNick] in [local_burial_tomb.GetName]. With so many people, this is a prime opportunity for...;Il y a eu une forte augmentation du nombre de pèlerins voyageant pour voir le lieu de sépulture du saint local [local_burial_tomb.province_saint.GetFirstNameWithNick] en [local_burial_tomb.GetName]. Avec autant de personnes, c'est une occasion unique pour...;Es gab eine große Zunahme an Pilgern, die angereist sind, um die Grabstätte des örtlich begrabenden Heiligen [local_burial_tomb.province_saint.GetFirstNameWithNick] in [local_burial_tomb.GetName] zu besuchen. Bei so vielen Menschen ist dies eine erstklassige Gelegenheit um...;;Ha habido un gran aumento de peregrinos que vienen a ver la sepultura del santo local, [local_burial_tomb.province_saint.GetFirstNameWithNick], en [local_burial_tomb.GetName]. Con tanta gente, es una gran oportunidad para…;;;;;x
EVTDESC_HF_46001;The local Saint [saintly_burial_site.province_saint.GetFirstName] was an inspiration in many ways, and I wish I could live up to [saintly_burial_site.province_saint.GetHerHim]. Lately I have visited [saintly_burial_site.province_saint.GetHerHis] tomb a lot, and listened to the tales of [saintly_burial_site.province_saint.GetHerHis] miracles throughout [saintly_burial_site.province_saint.GetHerHis] life.;[saintly_burial_site.province_saint.GetLeLaCap] saint[saintly_burial_site.province_saint.Get_E] local[saintly_burial_site.province_saint.Get_E] [saintly_burial_site.province_saint.GetFirstName] a été une inspiration à bien des égards, et j'aimerais pouvoir vivre en accord avec ses principes. Dernièrement, j'ai longuement visité son tombeau et écouté les récits de ses miracles.;Der örtliche Heilige [saintly_burial_site.province_saint.GetFirstName] war in vielerlei Hinsicht eine Inspiration und ich wünschte, ich könnte [saintly_burial_site.province_saint.GetHerHim] nacheifern. In letzter Zeit habe ich oft [saintly_burial_site.province_saint.GetHerHis] Grab besucht und hörte Geschichten zu, die [saintly_burial_site.province_saint.GetHerHis]e Wunder beschrieben.;;El santo local [saintly_burial_site.province_saint.GetFirstName] ha sido una inspiración en muchos aspectos, y ojalá pudiera seguir sus pasos. Últimamente visito mucho su sepultura y escucho las historias de los milagros que hizo en vida.;;;;;x
EVTDESC_HF_46010;[target_burial_site.GetName] is a well known traveling spot for pilgrims to see the tomb of Saint [target_burial_site.province_saint.GetFirstName]. I have never cared much for Saint [target_burial_site.province_saint.GetFirstName] nor [offended_burial_site_owner.GetTitledFirstName], and an opportunity to grab the valuables of the tomb has offered itself. But is it worth the risk?;[target_burial_site.GetName] est un lieu de rendez-vous bien connu pour les pèlerins qui viennent voir le tombeau de saint[target_burial_site.province_saint.Get_E] [target_burial_site.province_saint.GetFirstName]. Je ne me suis jamais soucié ni de l'un ni de l'autre et une occasion de s'emparer d'objets de valeur autour de la tombe s'offre à moi. Mais cela en vaut-il le risque ?;[target_burial_site.GetName] ist ein bekanntes Reiseziel für Pilger, die das Grab [target_burial_site.Getdesder] Heiligen [target_burial_site.province_saint.GetFirstName] besuchen wollen. Ich habe mich nie sonderlich für [target_burial_site.province_saint.Getihnsie] interessiert, noch für [offended_burial_site_owner.GetTitledFirstName] und die Gelegenheit, die Wertsachen des Grabes zu plündern hat sich ganz von selbst ergeben. Aber ist es das Risiko wert?;;[target_burial_site.GetName] es un lugar conocido para los peregrinos que quieren ver la sepultura de san[target_burial_site.province_saint.GetXTa] [target_burial_site.province_saint.GetFirstName]. Nunca me había preocupado mucho san [target_burial_site.province_saint.GetFirstName] ni [offended_burial_site_owner.GetTitledFirstName] y la oportunidad de tomar objetos valiosos de la tumba se ha presentado sola. ¿Valdrá la pena el riesgo?;;;;;x
EVTDESC_HF_46011;"My [Root.GetLordLady], we do not have a lot of time. Should we be careful and take it slow, or hurry and grab as much as possible?" My captain asks me, as we breach the tomb of Saint [target_burial_site.province_saint.GetFirstName].;« M[Root.GetOnA][Root.GetLordLady], nous n'avons pas beaucoup de temps, devons-nous faire attention et ralentir, ou nous dépêcher et en prendre autant que possible ? », me demande mon capitaine, alors que nous pénétrons dans le tombeau de saint[target_burial_site.province_saint.Get_E] [target_burial_site.province_saint.GetFirstName].;"M[Root.GetEinEine] [Root.GetLordLady], wir haben nicht viel Zeit. Sollen wir vorsichtig sein und es langsam angehen oder uns beeilen und so viel wie möglich mitnehmen?", fragt mich mein Kapitän, als wir in das Grab [target_burial_site.Getdesder] Heiligen [target_burial_site.province_saint.GetFirstName] einbrechen.;;Mi [Root.GetLordLady], no tenemos mucho tiempo. ¿Debemos tener cuidado e ir despacio o apresurarnos y tomar cuanto podamos? Es lo que me pregunta mi capitán cuando entramos en la sepultura de san[target_burial_site.province_saint.GetXTa] [target_burial_site.province_saint.GetFirstName].;;;;;x
EVTDESC_HF_46012;My men suddenly bring drag [From.GetTitledFirstName] into my room. "My [Root.GetLordLady], we found this [From.GetManWoman] in the tomb of Saint [target_burial_site.province_saint.GetFirstName], clearly trying to pillage the place.";Mes hommes entrent soudain traînant [From.Get_le_TitledFirstName] avec eux dans ma chambre. « M[Root.GetOnA][Root.GetLordLady], nous avons trouvé c[From.GetEtEtte] [From.GetManWoman] dans le tombeau de saint[target_burial_site.province_saint.Get_E] [target_burial_site.province_saint.GetFirstName], essayant clairement de piller l'endroit. »;Meine Männer zerren plötzlich [From.GetTitledFirstName] in meinen Raum. "M[Root.Geteineine] [Root.GetLordLady], wir haben diese[From.GetnMale] [From.GetManWoman] in der Grabstätte [target_burial_site.Getdesder] Heiligen [target_burial_site.province_saint.GetFirstName] gefunden, offensichtlich darauf bedacht, den Ort zu plündern.";;Mis hombres traen a [From.GetTitledFirstName] a mi cuarto. "Mi [Root.GetLordLady], hemos encontrado a esta persona en la tumba de san[target_burial_site.province_saint.GetXTa] [target_burial_site.province_saint.GetFirstName], cuando intentaba saquearla".;;;;;x
EVTDESC_HF_46013;The burial site of §YSaint [target_burial_site.province_saint.GetFirstName]§! at [target_burial_site.GetName] has been plundered, and has been left a complete mess...;Le lieu de sépulture de §Ysaint[target_burial_site.province_saint.Get_E] [target_burial_site.province_saint.GetFirstName] §! à [target_burial_site.GetName] a été pillé et a été laissé dans un désordre complet...;Die Grabstätte [target_burial_site.Getdesder] §YHeiligen [target_burial_site.province_saint.GetFirstName]§! in [target_burial_site.GetName] wurde geplündert und vollständig verwüstet zurückgelassen.;;Han saqueado la sepultura de §Ysan[target_burial_site.province_saint.GetXTa] [target_burial_site.province_saint.GetFirstName]§! en [target_burial_site.GetName] y la han destrozado…;;;;;x
EVTDESC_HF_46020;My men has come across the burial site of some sort of holy person for the pathetic [pillaged_christian.Religion.GetGroupName] [pillaged_christian.GetTitledFirstName]. This could be a chance to show them how we treat their weak holy people.;Mes hommes ont trouvé le lieu de sépulture d'une sorte de personne sainte pour [pillaged_christian.GetLeLa] pathétique [pillaged_christian.GetReligiousGroupMascFem] [pillaged_christian.GetTitledFirstName]. Cela pourrait être l'occasion de lui montrer comment nous traitons leurs faibles saints.;Meine Männer sind auf die Grabstätte eines angeblich Heiligen gestoßen, [pillaged_christian.Getdemder] erbärmlichen [pillaged_christian.Religion.GetGroupName]en [pillaged_christian.GetTitledFirstName]. Dies könnte eine Gelegenheit sein, ihnen zu zeigen, wie wir mit ihren schwachen Heiligen umgehen.;;Mis hombres han encontrado el lugar de entierro de alguna especie de santo para el patético [pillaged_christian.GetTitledFirstName] [pillaged_christian.Religion.GetGroupName]. Podría ser una oportunidad de demostrarles cómo tratamos a sus débiles santos.;;;;;x

EVTOPTA_HF_46000;Refurbishing the tomb so everyone can see what a pious [Root.GetManWoman] I am.;Rénover le tombeau pour que tout le monde puisse voir [Root.GetLLa][Root.GetManWoman] pieu[Root.GetXSe] que je suis.;Das Grab zu renovieren, damit jeder meine Frömmigkeit sehen kann.;;Restaurar la tumba para que todos puedan ver cuán grande es mi piedad.;;;;;x
EVTOPTA_HF_46000_TT;Restore the tomb of Saint [local_burial_tomb.province_saint.GetFirstNameWithNick] to its former glory.;Restaurer le tombeau de sain[local_burial_tomb.province_saint.Get_E] [local_burial_tomb.province_saint.GetFirstNameWithNick].;Das Grab des Heiligen [local_burial_tomb.province_saint.GetFirstNameWithNick] zu alter Pracht zu bringen.;;Devolver la tumba de san[local_burial_tomb.province_saint.GetXTa] [local_burial_tomb.province_saint.GetFirstNameWithNick] a su antigua gloria.;;;;;x
EVTOPTA_HF_46001;I will live up to [saintly_burial_site.province_saint.GetHerHis] ideals!;Je veux vivre conformément à ses idéaux !;Ich werde [saintly_burial_site.province_saint.GetHerHis]en Idealen folgen!;;¡Viviré siguiendo sus ideales!;;;;;x
EVTOPTA_HF_46010;No, I rather not do that. ;Non, je préfère ne pas le faire.;Nein. Das lasse ich lieber bleiben.;;No, prefiero no hacerlo.;;;;;x
