#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTDESC65000;The pressure of commanding a whole unit is killing me. The ones I have to command are lazy good-for-nothing soldiers but I had endured their incompetence until one of them managed to lose my horse's bridle and saddle. That was the last drop, then I...;La pression de commander une unité entière me tue. Les soldats placés sous mes ordres ne sont que des fainéants ! Mais je parvenais encore à supporter leur incompétence jusqu'à ce que l'un d'eux perde la bride et la selle de mon cheval. Ça a été la goutte d'eau qui a fait déborder le vase ! Ensuite j'ai...;Die Belastung, eine ganze Einheit zu befehligen, bring mich fast um. Ich habe nur faule Nichtsnutze von Soldaten, aber ich ertrug ihre Inkompetenz. Und zwar so lange, bis einer von ihnen Zaumzeug und Sattel meines Pferdes verlor. Das war der Tropfen, der das Fass zum Überlaufen brachte! Ich ...;;La presión de mandar una unidad completa me mata. Mis soldados son unos inútiles, pero les he tolerado hasta que uno se las arregló para perder mi brida y mi silla de montar. Esa fue la gota que colmó el vaso, luego yo...;;;;;;;;;x
EVTDESC65001;I have always been bad at diplomacy and I fear I will insult the ambassador when he arrives to talk about a possible alliance between me and his liege.;J'ai toujours fait un[Root.Get_E] piètre diplomate et je vais avoir du mal à ne pas insulter l'ambassadeur lorsqu'il arrivera pour discuter d'une possible alliance entre son seigneur et moi.;Ich bin schon immer schlecht mit Diplomatie gewesen. Daher fürchte ich, den Botschafter zu beleidigen, der hier über ein mögliches Bündnis zwischen mir und seinem Lehnsherrn verhandeln möchte.;;Siempre he sido poco diplomático y temo ofender al embajador cuando venga a hablar de una posible alianza entre su señor y yo.;;;;;;;;;x
EVTDESC65002;When [From.GetTitledFirstName] took me aside a couple of days before the ambassador was supposed to arrive and asked me to handle the negotiations, I was not exactly surprised. [From.GetTitledFirstName] has many virtues, but diplomacy is not one of them.;Quand [From.Get_le_TitledFirstName] m'a pris[Root.Get_E] à part quelques jours avant l'arrivée de l'ambassadeur pour me demander de mener les négociations, je n'ai pas été vraiment surpris[Root.Get_E]. [From.Get_Le_TitledFirstName] a beaucoup de qualités, mais la diplomatie n'en fait pas partie.;Als mich [From.GetTitledFirstName] einige Tage vor der Ankunft des Botschafters zur Seite nahm und mir vorschlug, die Verhandlungen zu übernehmen, überraschte mich dies nicht sonderlich. [From.GetTitledFirstName] hat viele Tugenden, doch Diplomatie gehört nicht dazu.;;Cuando [From.GetTitledFirstName] me dijo dos días antes de que llegase el embajador que me ocupase de las negociaciones no me sorprendí. [From.GetTitledFirstName] tiene muchas virtudes, pero la diplomacia no es una de ellas.;;;;;;;;;x
EVTDESC65003;As I have difficulty distinguishing the handle from the blade of a sword, I would rather delegate the troublesome task of handling the troops to my Marshal [Root.job_marshal.GetTitledFirstName].;Comme j'ai du mal à distinguer le manche de la lame d'une épée, je préfère déléguer la tâche ennuyeuse du commandement des troupes à mon maréchal, [Root.job_marshal.Get_le_TitledFirstName].;Da ich selbst Schwierigkeiten habe, Griff und Klinge eines Schwertes zu unterscheiden, würde ich das beschwerliche Befehligen der Truppen eher meinem Marschall [Root.job_marshal.GetTitledFirstName] übertragen.;;Como me cuesta distinguir la empuñadura de la hoja en una espada, prefiero delegar en mi Alguacil [Root.job_marshal.GetTitledFirstName] la difícil tarea de mandar a mis hombres.;;;;;;;;;x
EVTDESC65004;It feels good that [From.GetTitledFirstName] trusts me enough to delegate the handling of [From.GetHerHis] troops to me.;J'apprécie la confiance que me témoigne [From.Get_le_TitledFirstName] en me confiant le commandement de ses troupes.;Es tut gut, dass mir [From.GetTitledFirstName] das Kommando über [From.GetHerHis]e Truppen anvertraut.;;Es agradable que [From.GetTitledFirstName] confíe en mí lo suficiente para encomendarme el mando de sus soldados.;;;;;;;;;x
EVTDESC65005;I have never been one to lurk in the shadows to plot and scheme, to plan assassinations or plant devious rumors about my rivals. I would gladly hand over those tasks to my Spymaster [Root.job_spymaster.GetTitledFirstName].;Je n'ai jamais été du genre à me cacher dans l'ombre pour comploter et intriguer, préparer des assassinats ou lancer de sournoises rumeurs sur mes rivaux. Je préfère déléguer ces tâches à mon maître-espion, [Root.job_spymaster.Get_le_TitledFirstName].;Ich war noch nie jemand, der gerne im Verborgenen Ränke schmiedet, Morde plant oder böse Gerüchte über Rivalen verbreitet. Diese Aufgaben würde ich gerne meinem Hofspitzel [Root.job_spymaster.GetTitledFirstName] übertragen.;;Nunca he sido de los que acechan, traman complots, planean asesinatos o difunden falsos rumores sobre mis rivales. Me encantaría ceder esas tareas a mi Jefe de espías [Root.job_spymaster.GetTitledFirstName].;;;;;;;;;x
EVTDESC65006;I have always felt a calling for plots and schemes, assassinations and devious rumors, all those shady activities that almost all participate in but never mentions. When I was entrusted with all this by [From.GetTitledFirstName] it was the happiest moment in my life.;J'ai toujours su que j'avais vocation à comploter, intriguer, préparer des assassinats et lancer de sournoises rumeurs, toutes ces activités douteuses auxquelles presque tout le monde participe mais dont personne ne parle jamais. Quand [From.Get_le_TitledFirstName] m'a chargé[Root.Get_E] de m'en occuper, ce fut le moment le plus heureux de ma vie.;Schon immer haben mich Ränke, Morde und böse Gerüchte fasziniert ... all diese zwielichtigen Aktivitäten, die fast alle unternehmen, aber niemals erwähnen. Als mir [From.GetTitledFirstName] all diese Aufgaben anvertraute, war das für mich der glücklichste Augenblick meines Lebens.;;Siempre me han atraído los complots, los planes, los asesinatos y los falsos rumores, todas esas actividades turbias en las que casi todos participan pero de las que nunca hablan. Cuando [From.GetTitledFirstName] me las encomendó fue el momento más feliz de mi vida.;;;;;;;;;x
EVTDESC65007;Numbers eludes me, math frustrate me and taxes... don't even talk about taxes. Every time I try to understand and organize the expenses and revenues I get frustrated and feel inadequate.;Les chiffres me dépassent, les maths me frustrent et les impôts... Ne me parlez pas des impôts ! Chaque fois que j'essaie de comprendre et d'organiser les dépenses et les recettes, un sentiment de frustration et d'impuissance s'empare de moi.;Zahlen sind mir zu hoch, Mathematik frustriert mich, und Steuern ... oh, die Steuern - welch grausiges Thema! Wann immer ich versuche, die Ausgaben und Einnahmen zu verstehen und zu organisieren, fühle ich mich frustriert und unzulänglich.;;Los números se me dan mal, las matemáticas me frustran y los impuestos... ni me los nombres. Cada vez que trato de cuadrar los gastos e ingresos me frustro y me siento inútil.;;;;;;;;;x
EVTDESC65008;I hadn't realized how much [From.GetTitledFirstName] had struggled with understanding and organizing the expenses and revenues so when [From.GetTitledFirstName] asked me to take over this task I was more than happy to relieve [From.GetHerHim] of [From.GetHerHis] burden.;Je savais que [From.Get_le_TitledFirstName] avait du mal à comprendre et à faire organiser les dépenses et les recettes, mais je ne pensais pas que c'était à ce point-là ! Alors, quand [From.GetIlElle] m'a demandé de m'en charger à sa place, ce fut pour moi un vrai plaisir de lui ôter cette épine du pied.;Mir war nicht bewusst, wie sehr [From.GetTitledFirstName] mit dem Verständnis und der Organisation der Ausgaben und Einnahmen gekämpft hatte. Als [From.GetTitledFirstName] mich bat, diese Aufgabe zu übernehmen, war ich mehr als glücklich, [From.GetHerHim] von [From.GetHerHis]er Belastung zu befreien.;;No sabía lo que le costaba a [From.GetTitledFirstName] cuadrar las cuentas, así que cuando [From.GetTitledFirstName] me pidió que me encargase yo me alegré mucho de aliviar su carga.;;;;;;;;;x
EVTDESC65009;The [Root.Religion.GetName] [Root.Religion.GetPriestTitle]s can be a bit irritable and after my latest blunder I feel the need to be extra careful around them. Too bad I cannot really rely on myself when I am stressed to be anything else but blunt.;Les [Root.Religion.GetPriestTitle]s [Root.Religion.GetName] sont plutôt susceptibles. Et après ma dernière bévue, je pense qu'il vaut mieux que je redouble de prudence avec eux. C'est dommage, mais quand mon anxiété augmente, mes paroles sont trop directes.;Die [Root.Religion.GetName]en [Root.Religion.GetPriestTitle] können etwas reizbar sein, und nach meinem jüngsten Schnitzer sollte ich mit ihnen noch ein bisschen vorsichtiger umgehen. Wenn ich unter Stress stehe, bin ich leider meistens nur ungehobelt.;;Los [Root.Religion.GetPriestTitle]s de [Root.Religion.GetName] son algo susceptibles, y tras mi última metedura de pata creo que debo ser más cuidadoso con ellos. Por desgracia, cuando estoy nervioso no puedo evitar ser brusco.;;;;;;;;;x
