EVTDESC_HL_7000;You have decided to organize a great competition in martial skills, inviting warriors from across the realm to display their prowess with horse, bow and sword.;Vous avez pris la décision d'organiser un grand tournoi d'arts martiaux et de convier les guerriers de tout le pays à montrer leurs talents de cavalier, de tireur à l'arc et d'escrimeur.;Ihr habt beschlossen, einen großen Wettkampf in den Künsten der Kriegsführung abzuhalten, und dazu Krieger aus dem ganzen Land eingeladen, die ihr Können beim Reiten, Bogenschießen und Schwertkampf unter Beweis stellen werden.;;Has decidido organizar un gran concurso de habilidades marciales, invitando a guerreros de más allá del reino a mostrar su valor con caballo, arco y espada.;;;;;x
EVTDESC_HL_7001;To my faithful warrior [Root.GetDynName],\n\nI shall expect your presence at the upcoming wargames that will be held at [From.Capital.GetName]\n\n[From.GetFullName];À mon fidèle guerrier [Root.GetDynName],\n\nVotre présence est attendue aux jeux de guerre qui se tiendront prochainement à [From.Capital.GetName]\n\n[From.GetFullName];Ehre sei mit Euch, [Root.GetDynName],\nich erwarte Eure Anwesenheit bei den in Kürze stattfindenden Kriegsspielen in [From.Capital.GetName]\n\n[From.GetFullName];;A mi fiel guerrero [Root.GetDynName],\n\nespero tu presencia en los próximos juegos de guerra que se llevarán a cabo en [From.Capital.GetName]\n\n.[From.GetFullName];;;;;x
EVTDESC_HL_7002;Dear [Root.GetTitledFirstName],\n\nUnfortunately I cannot attend the upcoming wargames.\n\n[From.GetTitledName];Ch[Root.GetErEre] [Root.GetTitledFirstName],\n\nJe ne serai malheureusement pas des vôtres aux prochains jeux de guerre.\n\n[From.GetTitledName];Zum Gruß, [Root.GetTitledFirstName],\nleider kann ich die anstehenden Kriegsspiele nicht besuchen.\n\n[From.GetTitledName];;Querid[Root.GetOA] [Root.GetTitledFirstName],\n\n lamentablemente no puedo asistir a los próximos juegos de guerra.;;;;;x
EVTDESC_HL_7020;Warriors have come to your court from afar, gathering for the great wargames. The impatient stomping of horses accompanies the excited cries from the spectators. As the participants salute you, you give the signal for the contest to begin.;Les guerriers originaires de contrées lointaines arrivent à votre cour pour participer aux grands jeux de guerre. L'impatience des chevaux qui piétinent fait écho aux cris enthousiastes des spectateurs. Les participants vous saluent et vous donnez le signal du début des festivités.;Aus Nah und Fern sind die Krieger zu Euch gekommen, um an Eurem Hof an den Kriegsspielen teilzunehmen. Pferde scharren ungeduldig mit den Hufen und Zuschauer jauchzen voller Aufregung. Die Teilnehmer grüßen Euch ehrerbietig. Dann gebt Ihr das Signal, das die Spiele eröffnet.;;Guerreros han llegado a la corte desde lejos, para los grandes juegos de guerra. Las pisadas impacientes de los caballos acompañan los emocionados gritos de los espectadores. Mientras los participantes te saludan, das la señal de que comience la competición.;;;;;x
EVTDESC_HL_7025;You have arrived at the court of the [From.PrimaryTitle.GetRulerTitle] for the wargames. The impatient stomping of horses accompanies the excited cries from the spectators. As you salute [From.GetTitledFirstName], [From.GetSheHe] gives the signal for the contest to begin.;Vous arrivez à la cour de [From.PrimaryTitle.GetRulerTitle] pour participer aux jeux de guerre. L'impatience des chevaux qui piétinent fait écho aux cris enthousiastes des spectateurs. Vous saluez [From.Get_le_TitledFirstName], et [From.GetIlElle] déclare l'ouverture des festivités.;Ihr seid am Hof von [From.PrimaryTitle.GetRulerTitle] angekommen, um an den Kriegsspielen teilzunehmen. Pferde scharren ungeduldig mit den Hufen und Zuschauer jauchzen voller Aufregung. Ihr entbietet [From.GetTitledFirstName] Euren Gruß, dann gibt [From.GetSheHe] das Signal und die Spiele sind eröffnet.;;Has llegado a la corte de la [From.PrimaryTitle.GetRulerTitle] para los juegos de guerra. Las pisadas impacientes de los caballos acompañan los emocionados gritos de los espectadores. Mientras saludas a [From.GetTitledFirstName], [From.GetSheHe] da la señal de que comience la competición.;;;;;x
EVTDESC_HL_7055;Your skill with horse, bow and sword unmatched on this day, you have won the games! [From.GetTitledFirstName] presents you with your well-earned prize.;Vos compétences à cheval, à l'arc et à l'épée sont inégalables aujourd'hui. Vous avez remporté les jeux ! [From.Get_Le_TitledFirstName] vous présente votre récompense bien méritée.;Eure meisterhafte Handhabung mit Pferd, Bogen und Schwert ist unerreicht an diesem Tag. Ihr habt die Spiele gewonnen! [From.GetTitledFirstName] überreicht Euch Euren wohlverdienten Preis.;;¡Con tu habilidad sin igual con caballo, arco y espada en este día, has ganado los juegos! [From.GetTitledFirstName] te otorga un premio bien merecido.;;;;;x
EVTDESC_HL_7060;[From.GetFullName] has won the wargames, [From.GetHerHis] martial skills unmatched.;[From.GetFullName] a remporté les jeux, ses compétences sont inégalables.;[From.GetFullName] hat die Kriegsspiele gewonnen. [From.GetHerHisCap]e Fähigkeiten sind unerreicht.;;[From.GetFullName] ha ganado los juegos de guerra, con [From.GetHerHis] habilidades marciales inigualables.;;;;;x

EVTOPTA_HL_7000;It will be a great contest.;Ce sera un magnifique concours.;Das wird ein großartiger Wettkampf.;;Será un gran concurso.;;;;;x
EVTOPTA_HL_7001;I will saddle my horse now!;Je vais seller mon cheval sans attendre !;Ich werde sofort mein Pferd satteln!;;¡Ensillaré mi caballo ahora!;;;;;x
EVTOPTA_HL_7020;The best warrior shall win!;Que le meilleur gagne !;Der beste Krieger soll siegen!;;¡Que gane el mejor guerrero!;;;;;x
EVTOPTA_HL_7025;I shall give it my best!;Je ferai de mon mieux !;Ich werde mein Bestes geben!;;¡Daré todo lo que tengo!;;;;;x
EVTOPTA_HL_7055;I knew I would win!;Je savais que je gagnerais !;Ich wusste, ich würde siegen!;;¡Sabía que ganaría!;;;;;x
EVTOPTA_HL_7060;A worthy winner.;Un digne vainqueur.;Ein würdiger Sieger.;;Un digno ganador.;;;;;x
