EVTDESC_WoL_12001;An architect has been brought before your court with a proposal. With your blessing, he will oversee the construction of a new castle in [target_province.GetName]. The castle design he suggests is novel - it will require less effort and resources to build, and yet without sacrificing the potency of its defenses.;Un architecte porteur d'une proposition se présente à votre cour. Avec votre bénédiction, il supervisera la construction d'un nouveau château en [target_province.GetName]. La conception du château sera novatrice : sa construction demandera moins d'efforts et de ressources, sans pour autant sacrifier l'efficacité de ses défenses.;Einem Architekten wurde an Eurem Hofe eine Audienz gewährt, um seinen Vorschlag zu unterbreiten. Mit Eurer Genehmigung will er die Bauleitung beim Bau einer neuen Burg in [target_province.GetName] übernehmen. Der Entwurf für die Burg ist neuartig – der Bau ist weniger aufwändig und es werden weniger Baumaterialien benötigt, trotzdem büßt die Burg nichts von ihrer Verteidigungsstärke ein.;;Un arquitecto se ha presentado ante tu corte con una propuesta. Con tu bendición, supervisará la construcción de un nuevo castillo en [target_province.GetName]. El diseño del castillo sugiere es una novedad -construirlo requiere menos esfuerzos y recursos, sin sacrificar la potencia de tus defensas.;;;;;;;;;x
EVTDESC_WoL_12002;An architect has been brought before your court, proposing the construction of a new castle in [target_province.GetName] for less resources than such a massive project would normally require. Before you can give him an answer, [Root.job_treasurer.GetFullName], your [Root.GetTreasurerName], whispers in your ear: 'This charlatan is known to me. He cannot be trusted.';Un architecte se présente à votre cour avec la proposition de construire un nouveau château en [target_province.GetName] avec moins de ressources que ce qu'exigerait en temps normal un projet de cette envergure. Avant que vous ayez le temps de lui répondre, [Root.job_treasurer.GetFullName], votre [Root.GetTreasurerName], vous murmure à l'oreille: « Je connais ce charlatan, il ne faut pas lui faire confiance. »;Einem Architekten wurde an Eurem Hofe eine Audienz gewährt. Er schlägt vor, eine neue Burg in [target_province.GetName] zu erbauen, wobei für den Bau weniger Baumaterialien benötigt würden, als es bei einem Bauwerk solcher Größe normalerweise der Fall wäre. Bevor Ihr ihm antworten könnt, flüstert [Root.job_treasurer.GetFullName], Euer [Root.GetTreasurerName], Euch zu: "Dieser Scharlatan ist mir bekannt. Vertraut ihm nicht.";;"Un arquitecto se ha presentado ante tu corte, proponiendo la construcción de un nuevo castillo en [target_province.GetName] por menos recursos de los que normalmente podría requerir un proyecto tan enorme. Antes de que puedas dar una respuesta, [Root.job_treasurer.GetFullName], tu [Root.GetTreasurerName], te susurra al oído: 'conozco a este charlatán. No se puede confiar en él.';;;;;;;;;x
EVTDESC_WoL_12003;An architect has been brought before your court, proposing the construction of a new castle in [target_province.GetName] for less resources than such a massive project would normally require. Before you can give him an answer, [Root.job_treasurer.GetFullName], your [Root.GetTreasurerName], whispers in your ear: 'I know of this man - I believe we can trust him.';Un architecte se présente à votre cour avec la proposition de construire un nouveau château en [target_province.GetName] avec moins de ressources que ce qu'exigerait en temps normal un projet de cette envergure. Avant que vous ayez le temps de lui répondre, [Root.job_treasurer.GetFullName], votre [Root.GetTreasurerName], vous murmure à l'oreille: « Je connais cet homme, je pense qu'on peut lui faire confiance.;Einem Architekten wurde an Eurem Hofe eine Audienz gewährt. Er schlägt vor, eine neue Burg in [target_province.GetName] zu erbauen, wobei er weniger Baumaterial benötigt würden, als es normalerweise der Fall wäre. Bevor Ihr ihm antworten könnt, flüstert [Root.job_treasurer.GetFullName], Euer [Root.GetTreasurerName], Euch zu: "Ich habe von ihm gehört – wir können ihm vertrauen.";;Un arquitecto se ha presentado ante tu corte, proponiendo la construcción de un nuevo castillo en [target_province.GetName] por menos recursos de los que normalmente podría requerir un proyecto tan enorme. Antes de que puedas dar una respuesta, [Root.job_treasurer.GetFullName], tu [Root.GetTreasurerName], te susurra al oído: 'conozco a este hombre. Puedes confiar en él.';;;;;;;;;x
EVTDESC_WoL_12004;Your guards caught the architect hired to build your castle in [target_province.GetName] trying to abscond with the gold you gave him. The wretch spent much of it on spirits and women, but the rest have been returned to your coffers. It looks as though there will be no castle.;Vos gardes ont surpris l'architecte embauché pour construire votre château en [target_province.GetName] tenter de s'enfuir avec l'or que vous lui avez donné. Le misérable en a dépensé la plus grande partie en alcool et en femmes, mais ce qui restait est retourné dans vos coffres. Il semble que vous n'aurez pas votre château.;Eure Wachen haben den Architekten, den Ihr angeheuert habt, um Eure Burg in [target_province.GetName] zu erbauen, dabei ertappt, wie er sich mit dem Gold, das Ihr ihm gabt, aus dem Staub machen wollte. Der Schuft hat einen Großteil davon für Schnaps und Weiber ausgegeben, aber der Rest befindet sich wieder in Eurem Besitz. Es wird wohl keine neue Burg geben.;;Tu guardias han capturado el arquitecto contratado para construir tu castillo en [target_province.GetName] tratando de huir con el oro que le diste. El desgraciado gastó una gran cantidad de bebidas alcohólicas y mujeres, pero el resto han sido devuelto a tus arcas. Parece que no habrá castillo. ;;;;;;;;;x
EVTDESC_WoL_12005;The construction of your new castle in [target_province.GetName] has been hampered by delays and material shortages. It looks as though the architect's initial estimates of the building costs were somewhat... optimistic. More funds will be required if the castle is to be finished.;La construction de votre château en [target_province.GetName] fait face à des retards et à une pénurie de matériaux de construction. Il semble que l'estimation initiale de l'architecte était quelque peu optimiste. Il faudra davantage de fonds pour terminer la construction du château.;Der Bau Eurer neuen Burg in [target_province.GetName] wird durch Verzögerungen und Engpässe beim Baumaterial erschwert. Es scheint, dass die berechneten Kosten des Architekten zu gering waren. Zusätzliche Geldmittel werden benötigt, damit die Burg fertiggestellt werden kann.;;La construcción de tu nuevo castillo en [target_province.GetName] está siendo obstaculizado por retrasos y escasez de materiales. Parece que las estimaciones iniciales de gastos de edificio del arquitecto fueron algo... optimistas. Se necesitarán más fondos si se quiere terminar el castillo.;;;;;;;;;x
EVTDESC_WoL_12006;The castle you commissioned in [target_province.GetName] has been finished, and its construction required even less resources than originally planned! The surplus building material has been sold, and the gold placed in your coffers.;Le projet de château que vous avez lancé à [target_province.GetName] a été mené à bien, et il vous reste même des matériaux ! Ce surplus a été vendu et l'or entreposé dans vos coffres.;Die Burg, die Ihr in [target_province.GetName] in Auftrag gegeben habt, wurde fertiggestellt. Für den Bau wurden sogar weniger Ressourcen benötigt als ursprünglich geplant! Das überschüssige Baumaterial wurde verkauft und das Gold Eurem Staatssäckel zugeführt.;;El castillo que encargaste en [target_province.GetName] ha sido terminado, y su construcción requirió aún menos recursos de los que se planearon en un principio. Los excedentes de material de construcción se han vendido, y el oro se ha depositado en tus arcas.;;;;;;;;;x
EVTDESC_WoL_12007;The castle you commissioned in [target_province.GetName] has been finished, more or less on schedule, and it appears to be of sturdy construction.;Le projet de château que vous avez lancé à [target_province.GetName] a été mené à bien et s'est terminé plutôt dans les temps. La construction semble solide.;Die Burg, die Ihr in [target_province.GetName] in Auftrag gegeben habt, wurde fertiggestellt, mehr oder weniger im Zeitplan. Sie macht einen robusten Eindruck.;;El castillo que encargaste en [target_province.GetName], ha sido terminado, más o menos a tiempo y, al parecer, es de sólida construcción.;;;;;;;;;x
EVTDESC_WoL_12008;The castle you commissioned in [target_province.GetName] has finally been finished, and despite the setbacks it appears to be of sturdy construction.;Le projet de château que vous avez lancé à [target_province.GetName] a été mené à bien. Malgré quelques imprévus, la construction semble solide.;Die Burg, die Ihr in [target_province.GetName] in Auftrag gegeben habt, wurde endlich fertiggestellt. Trotz der Rückschläge macht sie einen robusten Eindruck.;;El castillo que encargaste en [target_province.GetName], por fin se ha terminado, y a pesar de los contratiempos que parece ser de construcción robusta;;;;;;;;;x
EVTDESC_WoL_12009;There are no longer any suitable locations for the new castle you had commissioned, and the work has been abandoned. Fortunately, most of the funds had not yet been spent.;Il n'existe plus d'emplacement approprié pour votre nouveau château et le projet a été abandonné. Heureusement, la plus grande partie des fonds n'a pas encore été dépensée.;Es gibt keine passenden Standorte mehr für die neue Burg, die Ihr in Auftrag gegeben habt, und die Arbeiten wurden eingestellt. Glücklicherweise wurden die meisten Geldmittel noch nicht ausgegeben.;;No quedan ubicaciones adecuadas para el nuevo castillo que habías encargado, y se ha abandonado el trabajo. Por suerte, la mayor parte de los fondos todavía no se habían gastado;;;;;;;;;x
EVTDESC_WoL_12010;Another day at court, and another endless procession of matters that you are required to pass judgment on. As yet another peasant drones on about his sickly pigs and the neighbor he believes poisoned them, you feel a profound emptiness. This isn't the life you had imagined.;Une autre journée à la cour, et son cortège de questions sur lesquelles vous devez porter votre jugement. Alors qu'un paysan parmi d'autres radote au sujet de ses porcs malades et du voisin qui les aurait empoisonnés, vous ressentez un grand vide. Cette vie n'est pas celle que vous imaginiez.;Arbeitsalltag am Hof. Ein endloser Strom an Bittgesuchen, über die Ihr eine Entscheidung fällen müsst. Während der nächste Bauer mit monotoner Stimme von kranken Schweinen erzählt und seinem Nachbarn, der sie angeblich vergiftet haben soll, fühlt Ihr eine tiefe Leere in Euch. Das ist nicht das Leben, das Ihr Euch vorgestellt habt.;;Otro día en la corte y otra procesión de asuntos que necesitan que los juzgues. Cuando pasa otro campesino hablando de sus cerdos enfermizos y su creencia de que el vecino los ha envenenado, sientes un vacío profundo. Esta no es la vida que habías imaginado.;;;;;;;;;x
